capacity_mgd,concentration_method,county_names,dashboard_ignore,epaid,extraction_method,flow_rate,inhibition_adjust,inhibition_detect,inhibition_method,institution_type,lab_id,lod_ref,lod_sewage,major_lab_method,major_lab_method_desc,ntc_amplify,num_no_target_control,other_jurisdiction,pasteurized,pcr_gene_target,pcr_gene_target_ref,pcr_target,pcr_target_avg_conc,pcr_target_units,pcr_type,population_served,pretreatment,quant_stan_type,rec_eff_percent,rec_eff_spike_conc,rec_eff_spike_matrix,rec_eff_target_name,reporting_jurisdiction,sample_collect_date,sample_collect_time,sample_id,sample_location,sample_location_specify,sample_matrix,sample_type,site_id,stan_ref,test_result_date,wwtp_jurisdiction,wwtp_name,zipcode
2.16,ceres nanotrap,54011,no,WV0027413,qiagen ez1 virus mini kit v2.0,0.795,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,878129.9591,copies/L wastewater,ddpcr,7000,no,dna,-1,,,,WV,10/19/2023,8:30,4803,wwtp,,raw wastewater,24-hr time-weighted composite,54011-003-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,Pea Ridge,25705
2.16,ceres nanotrap,54011,no,WV0027413,qiagen ez1 virus mini kit v2.0,0.795,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,849002.6474,copies/L wastewater,ddpcr,7000,no,dna,-1,,,,WV,10/19/2023,8:30,4803,wwtp,,raw wastewater,24-hr time-weighted composite,54011-003-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,Pea Ridge,25705
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,6.09,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,55033.59437,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,10/21/2023,23:40,4804,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,Huntington,25755
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,6.09,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,34393.17346,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,10/21/2023,23:40,4804,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,Huntington,25755
14,ceres nanotrap,54039,no,WV0023205,qiagen ez1 virus mini kit v2.0,5.587,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,48263.93425,copies/L wastewater,ddpcr,49500,no,dna,-1,,,,WV,10/22/2023,7:00,4805,wwtp,,raw wastewater,24-hr time-weighted composite,54039-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,Charleston,25387
14,ceres nanotrap,54039,no,WV0023205,qiagen ez1 virus mini kit v2.0,5.587,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,27577.12603,copies/L wastewater,ddpcr,49500,no,dna,-1,,,,WV,10/22/2023,7:00,4805,wwtp,,raw wastewater,24-hr time-weighted composite,54039-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,Charleston,25387
14,ceres nanotrap,54039,no,WV0023205,qiagen ez1 virus mini kit v2.0,5.59,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,15403.64474,copies/L wastewater,ddpcr,49500,no,dna,-1,,,,WV,10/23/2023,7:00,4806,wwtp,,raw wastewater,24-hr time-weighted composite,54039-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,Charleston,25387
14,ceres nanotrap,54039,no,WV0023205,qiagen ez1 virus mini kit v2.0,5.59,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,53921.00811,copies/L wastewater,ddpcr,49500,no,dna,-1,,,,WV,10/23/2023,7:00,4806,wwtp,,raw wastewater,24-hr time-weighted composite,54039-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,Charleston,25387
2.16,ceres nanotrap,54011,no,WV0027413,qiagen ez1 virus mini kit v2.0,0.542,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,99561.63168,copies/L wastewater,ddpcr,7000,no,dna,-1,,,,WV,10/23/2023,9:00,4807,wwtp,,raw wastewater,23-hr time-weighted composite,54011-003-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,Pea Ridge,25705
2.16,ceres nanotrap,54011,no,WV0027413,qiagen ez1 virus mini kit v2.0,0.542,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,39815.19639,copies/L wastewater,ddpcr,7000,no,dna,-1,,,,WV,10/23/2023,9:00,4807,wwtp,,raw wastewater,23-hr time-weighted composite,54011-003-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,Pea Ridge,25705
2.5,ceres nanotrap,54011,no,WV0084450,qiagen ez1 virus mini kit v2.0,0.468,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,55236.85813,copies/L wastewater,ddpcr,7200,no,dna,-1,,,,WV,10/23/2023,8:30,4808,wwtp,,raw wastewater,24-hr time-weighted composite,54011-002-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,SaltRock WWTP: Milton and Culloden,25545
2.5,ceres nanotrap,54011,no,WV0084450,qiagen ez1 virus mini kit v2.0,0.468,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,15779.48481,copies/L wastewater,ddpcr,7200,no,dna,-1,,,,WV,10/23/2023,8:30,4808,wwtp,,raw wastewater,24-hr time-weighted composite,54011-002-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,SaltRock WWTP: Milton and Culloden,25545
2.5,ceres nanotrap,54011,no,WV0084450,qiagen ez1 virus mini kit v2.0,0.079,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,37868.00802,copies/L wastewater,ddpcr,4500,no,dna,-1,,,,WV,10/23/2023,8:30,4809,wwtp,,raw wastewater,24-hr time-weighted composite,54011-002-02-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,SaltRock WWTP: Ona and SaltRock,25545
2.5,ceres nanotrap,54011,no,WV0084450,qiagen ez1 virus mini kit v2.0,0.079,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,22719.43688,copies/L wastewater,ddpcr,4500,no,dna,-1,,,,WV,10/23/2023,8:30,4809,wwtp,,raw wastewater,24-hr time-weighted composite,54011-002-02-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,SaltRock WWTP: Ona and SaltRock,25545
5,ceres nanotrap,54039,no,WV0028118,qiagen ez1 virus mini kit v2.0,0.865,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,31412.45171,copies/L wastewater,ddpcr,9000,no,dna,-1,,,,WV,10/21/2023,8:30,4811,wwtp,,raw wastewater,72-hr time-weighted composite,54039-003-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,Dunbar,25064
5,ceres nanotrap,54039,no,WV0028118,qiagen ez1 virus mini kit v2.0,0.865,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,29604.45732,copies/L wastewater,ddpcr,9000,no,dna,-1,,,,WV,10/21/2023,8:30,4811,wwtp,,raw wastewater,72-hr time-weighted composite,54039-003-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,Dunbar,25064
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,5.92,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,159066.4029,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,10/22/2023,23:40,4812,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,Huntington,25755
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,5.92,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,106021.9169,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,10/22/2023,23:40,4812,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,Huntington,25755
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,5.66,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,125723.3024,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,10/23/2023,23:40,4813,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,Huntington,25755
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,5.66,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,104760.6945,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,10/23/2023,23:40,4813,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,Huntington,25755
2.16,ceres nanotrap,54011,no,WV0027413,qiagen ez1 virus mini kit v2.0,0.552,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,2413820.076,copies/L wastewater,ddpcr,7000,no,dna,-1,,,,WV,10/24/2023,7:50,4816,wwtp,,raw wastewater,24-hr time-weighted composite,54011-003-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,Pea Ridge,25705
2.16,ceres nanotrap,54011,no,WV0027413,qiagen ez1 virus mini kit v2.0,0.552,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,2327324.486,copies/L wastewater,ddpcr,7000,no,dna,-1,,,,WV,10/24/2023,7:50,4816,wwtp,,raw wastewater,24-hr time-weighted composite,54011-003-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,10/30/2023,WV,Pea Ridge,25705
14,ceres nanotrap,54039,no,WV0023205,qiagen ez1 virus mini kit v2.0,5.625,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,0,copies/L wastewater,ddpcr,49500,no,dna,-1,,,,WV,10/24/2023,7:00,4819,wwtp,,raw wastewater,24-hr time-weighted composite,54039-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,11/6/2023,WV,Charleston,25387
14,ceres nanotrap,54039,no,WV0023205,qiagen ez1 virus mini kit v2.0,5.625,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,160302.1383,copies/L wastewater,ddpcr,49500,no,dna,-1,,,,WV,10/24/2023,7:00,4819,wwtp,,raw wastewater,24-hr time-weighted composite,54039-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,11/6/2023,WV,Charleston,25387
14,ceres nanotrap,54039,no,WV0023205,qiagen ez1 virus mini kit v2.0,5.625,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,139015.8534,copies/L wastewater,ddpcr,49500,no,dna,-1,,,,WV,10/25/2023,7:00,4820,wwtp,,raw wastewater,24-hr time-weighted composite,54039-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,11/6/2023,WV,Charleston,25387
14,ceres nanotrap,54039,no,WV0023205,qiagen ez1 virus mini kit v2.0,5.625,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,139015.8534,copies/L wastewater,ddpcr,49500,no,dna,-1,,,,WV,10/25/2023,7:00,4820,wwtp,,raw wastewater,24-hr time-weighted composite,54039-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,11/6/2023,WV,Charleston,25387
2.16,ceres nanotrap,54011,no,WV0027413,qiagen ez1 virus mini kit v2.0,0.531,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,9327613.068,copies/L wastewater,ddpcr,7000,no,dna,-1,,,,WV,10/25/2023,8:30,4821,wwtp,,raw wastewater,24-hr time-weighted composite,54011-003-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,11/6/2023,WV,Pea Ridge,25705
2.16,ceres nanotrap,54011,no,WV0027413,qiagen ez1 virus mini kit v2.0,0.531,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,7250411.224,copies/L wastewater,ddpcr,7000,no,dna,-1,,,,WV,10/25/2023,8:30,4821,wwtp,,raw wastewater,24-hr time-weighted composite,54011-003-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,11/6/2023,WV,Pea Ridge,25705
2.5,ceres nanotrap,54011,no,WV0084450,qiagen ez1 virus mini kit v2.0,0.45,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,555284.5001,copies/L wastewater,ddpcr,7200,no,dna,-1,,,,WV,10/24/2023,8:30,4823,wwtp,,raw wastewater,24-hr time-weighted composite,54011-002-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,11/6/2023,WV,SaltRock WWTP: Milton and Culloden,25545
2.5,ceres nanotrap,54011,no,WV0084450,qiagen ez1 virus mini kit v2.0,0.45,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,649276.2089,copies/L wastewater,ddpcr,7200,no,dna,-1,,,,WV,10/24/2023,8:30,4823,wwtp,,raw wastewater,24-hr time-weighted composite,54011-002-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,11/6/2023,WV,SaltRock WWTP: Milton and Culloden,25545
2.5,ceres nanotrap,54011,no,WV0084450,qiagen ez1 virus mini kit v2.0,0.431,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,957777.5002,copies/L wastewater,ddpcr,7200,no,dna,-1,,,,WV,10/25/2023,8:30,4824,wwtp,,raw wastewater,24-hr time-weighted composite,54011-002-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,11/6/2023,WV,SaltRock WWTP: Milton and Culloden,25545
2.5,ceres nanotrap,54011,no,WV0084450,qiagen ez1 virus mini kit v2.0,0.431,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,1216580.2,copies/L wastewater,ddpcr,7200,no,dna,-1,,,,WV,10/25/2023,8:30,4824,wwtp,,raw wastewater,24-hr time-weighted composite,54011-002-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,11/6/2023,WV,SaltRock WWTP: Milton and Culloden,25545
2.5,ceres nanotrap,54011,no,WV0084450,qiagen ez1 virus mini kit v2.0,0.101,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,63078.37367,copies/L wastewater,ddpcr,4500,no,dna,-1,,,,WV,10/24/2023,8:30,4825,wwtp,,raw wastewater,24-hr time-weighted composite,54011-002-02-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,11/6/2023,WV,SaltRock WWTP: Ona and SaltRock,25545
2.5,ceres nanotrap,54011,no,WV0084450,qiagen ez1 virus mini kit v2.0,0.101,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,94629.43077,copies/L wastewater,ddpcr,4500,no,dna,-1,,,,WV,10/24/2023,8:30,4825,wwtp,,raw wastewater,24-hr time-weighted composite,54011-002-02-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,11/6/2023,WV,SaltRock WWTP: Ona and SaltRock,25545
2.5,ceres nanotrap,54011,no,WV0084450,qiagen ez1 virus mini kit v2.0,0.097,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,145090.4608,copies/L wastewater,ddpcr,4500,no,dna,-1,,,,WV,10/25/2023,8:30,4826,wwtp,,raw wastewater,24-hr time-weighted composite,54011-002-02-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,11/6/2023,WV,SaltRock WWTP: Ona and SaltRock,25545
2.5,ceres nanotrap,54011,no,WV0084450,qiagen ez1 virus mini kit v2.0,0.097,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,537672.7104,copies/L wastewater,ddpcr,4500,no,dna,-1,,,,WV,10/25/2023,8:30,4826,wwtp,,raw wastewater,24-hr time-weighted composite,54011-002-02-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,11/6/2023,WV,SaltRock WWTP: Ona and SaltRock,25545
0.3,ceres nanotrap,54079,no,WV0028045,qiagen ez1 virus mini kit v2.0,0.108,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,48945.27346,copies/L wastewater,ddpcr,4900,no,dna,-1,,,,WV,10/24/2023,7:10,4829,wwtp,,raw wastewater,48-hr manual composite,54079-002-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,11/6/2023,WV,Hometown-Putnam,25168
0.3,ceres nanotrap,54079,no,WV0028045,qiagen ez1 virus mini kit v2.0,0.108,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,48613.82097,copies/L wastewater,ddpcr,4900,no,dna,-1,,,,WV,10/24/2023,7:10,4829,wwtp,,raw wastewater,48-hr manual composite,54079-002-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,11/6/2023,WV,Hometown-Putnam,25168
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,5.83,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,430092.0486,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,10/25/2023,23:40,4833,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,11/6/2023,WV,Huntington,25755
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,5.83,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,681005.764,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,10/25/2023,23:40,4833,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,11/6/2023,WV,Huntington,25755
2.16,ceres nanotrap,54011,no,WV0027413,qiagen ez1 virus mini kit v2.0,0.616,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,5060052.872,copies/L wastewater,ddpcr,7000,no,dna,-1,,,,WV,10/26/2023,8:00,4834,wwtp,,raw wastewater,24-hr time-weighted composite,54011-003-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays                        2019-nCoV_N_Positive Control 10006637,11/6/2023,WV,Pea Ridge,25705
