Sample ID	Description	Category	Department	Site	Location	Sample QC Check	Status: NWSS	Status: WaTCH	Sample Collection Method	Sample Composite Start	Sample Composite End	Sample Collection Date/Time	Sample Collection By	Sample Flow (MGD)	Assay Accepted Droplets	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Spike-In (CN/L)	Assay Control, Process Result (CN/L)	Assay Control, Internal	Assay Control, Internal Result (CN/L)	Assay Control, Internal Concentration (CN/Rxn)	Concentration Input Volume (mL)	Concentration Method	Concentration Output Volume (mL)	Extraction Input Volume (mL)	Extraction Method	Extraction Output Volume (mL)	Assay Type	Assay Name	Assay Volume (mL)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Sample Received By	Sample Received Date	Sample pH (Lab)	Concentration Date	Concentration Lot ID	Concentration Machine	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Extraction Date	Extraction Lot ID	Extraction Machine	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Assay Date	Assay Amplification Method	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Comments
G01-0006							Processing	Complete							17306	SARS-CoV-2 N1	61.2621355056762	0	368.726463317872	0	SARS-CoV-2 N2	40.8236932754516	0	319.80276107788	0	None				Human RNase P	0	17.6815724372864	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																							2021-12-16	NT04474	Halcyon		CP0050	A05	AJ	2021-12-16	2108355	Halcyon	A5	EP0050	A05	AJ	2021-12-21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	A5	AP0028	C05	JL	
A1009	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	03/18/2021 12:01 PM	03/18/2021 11:59 AM	03/18/2021 11:59 AM	GG	9.989	14514	SARS-CoV-2 N1				30639	SARS-CoV-2 N2				34062					Human RNase P	115878		100	PEG Precipitation	3.5	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	03/19/2021		3/19/21						TD	3/21/21						TD	03/22/2021	OneStep RT-ddPCR	Manual	DQ		QX 200					
A1025	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	04/08/2021 12:00 PM	04/08/2021 11:55 AM	04/08/2021 11:55 AM	GG	8.828	14133	SARS-CoV-2 N1				59970	SARS-CoV-2 N2				34980					Human RNase P	24990		100	PEG Precipitation	5	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				Josh Lambert	04/09/2021		4/9/21						MVS	4/12/21						MVS	04/12/2021	OneStep RT-ddPCR	Manual	DQ		QX 200					
A1072	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	06/16/2021 12:00 AM	06/16/2021 11:55 PM	06/16/2021 11:55 PM	EL	9.596	11428	SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0	BRSV			200853.75			84.57	10	Ceres Nanotrap	0.95	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	N1/N2/BRSV Triplex	BRSV Triplex	0.005																																				JL	06/18/2021	6.35	7/7/21			pH - 6.35				7/7/21						JL	07/07/2021	OneStep RT-ddPCR	Manual	DQ							
G01-0051	Sample	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Complete	Composite	10/11/2021 09:00 AM	10/12/2021 09:00 AM	10/12/2021 09:00 AM	GP		12773	SARS-CoV-2 N1	46.09815598	0	0	48979.29072	SARS-CoV-2 N2	31.33691549	0	0	33295.47271	None				Human RNase P	25457.25331	23.95976782	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005	Human RNase P																																			JL	10/15/2021	7.24	10/15/21	NT04474	Halcyon		CP0025	A05	JL	10/15/21	2108255	Halcyon	E5	EP0025	A05	JL	12/06/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	L1	AP000024	C01	JL	
B01-0028	G	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Processing	Complete	Composite	12/07/2021 07:00 AM	12/08/2021 07:00 AM	12/08/2021 07:35 AM		7.295	9506	SARS-CoV-2 N1	7.426822782	0	721.9914246	13229.02808	SARS-CoV-2 N2	19.81007218	0	850.2881622	35286.69108					Human RNase P	17639.63275	9.902951717	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				JL	12/10/2021	7.15	12/13/21	NT04474	Halcyon		CP0048	A05	AJ	12/13/21	2108255	Halcyon	H5	EP0048	A05	AJ	12/14/2021	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	H5	AP0027	F05	JL	
A03-0004	Sample	Sample	K-12	Monongalia	NorthES-01	Pass	Processing	Complete	Composite	09/15/2021 06:00 AM	09/15/2021 02:00 PM	09/16/2021 06:00 PM	TD		19229	SARS-CoV-2 N1	0	1355.395355	0	0	SARS-CoV-2 N2	1.591131687	1548.404388	0	1690.57742					Human RNase P	15218.36326	14.32316542	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	09/16/2021	7.24	9/17/21	NT04155	Halcyon		CP0013	A01	JL	9/17/21	2105033	Halcyon	F1	EP0012	A01	JL	10/05/2021	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	NAB_10 F1	AP0011	A04	JL	
G01-0065	Sample	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Complete	Composite	10/31/2021 09:00 AM	11/01/2021 09:00 AM	11/01/2021 12:00 PM	GP		18070	SARS-CoV-2 N1	31.27178669	0	1040.980072	33226.27336	SARS-CoV-2 N2	28.66421938	0	1205.935364	30455.73309	None				Human RNase P	1383.546926	1.302161813	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/02/2021	6.86	11/3/21	NT04474	Halcyon		CP0032	B01	JL	11/3/21	21108255	Kookaburra	I7	EP0032	A07	JL	11/04/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	I7	AP0016	D07	JL	
A01-0057	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	10/06/2021 12:00 AM	10/06/2021 11:55 PM	10/06/2021 11:55 PM	GG	7.48	9226	SARS-CoV-2 N1	251.7256927	0	1593.187866	267458.5485	SARS-CoV-2 N2	92.49897003	0	2077.493896	98280.15566					Human RNase P	59634.45604	56.12654686	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/08/2021	7.18	10/8/21	NT04474	Halcyon		CP0022	B01	JL	10/8/21	2108052	Halcyon	K7	EP0022	A07	JL	10/11/2021	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	K7	AP0012	G04	JL	
I01-0004	Sample	Sample	WWTP	Morgan	WarmSpringsWWTP-01	Pass	Processing	Complete	Composite	11/01/2021 07:00 AM	11/02/2021 07:00 AM	11/02/2021 10:30 AM	-		12820	SARS-CoV-2 N1	14.6	0	1193.4	15512.5	SARS-CoV-2 N2	11	0	1245	11687.5					Human RNase P	1912.5	1.8	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				AJ	11/08/2021	7.08	11/11/21	NT04474	Kookaburra		CP0034	B01	JL	11/11/21	2108255	Kookaburra	D5	EP0034	A05	JL	11/18/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	D5	AP0020	B05	JL	
A03-0048	Sample	Sample	K-12	Monongalia	NorthES-01	Pass	Processing	Processing	Composite	10/22/2021 06:00 AM	10/22/2021 02:00 PM	10/24/2021 12:25 PM	BL			SARS-CoV-2 N1					SARS-CoV-2 N2					None				Human RNase P			10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/27/2021	7.3	10/28/21	NT04474	Halcyon		CP0030	A03	JL	10/28/21	2108255	Halcyon	A3	EP0030	A03	JL	11/01/2021	OneStep RT-ddPCR	CHECK	ABS	58477038	QX 200	A3	AP0015	E03	JL	
A0103	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	11/04/2020 12:00 AM	11/04/2020 11:59 PM	11/04/2020 12:00 AM	GS	6.95	11366	SARS-CoV-2 N1				12420	SARS-CoV-2 N2				12420					Human RNase P	18630		100	PEG Precipitation	5	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	11/09/2020		11/9/20						MS	11/10/20						MS	11/10/2020	OneStep RT-ddPCR	Manual	DQ		QX 200					
H01-0018	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Processing	Complete	Composite	10/15/2021 08:00 AM	10/16/2021 08:00 AM	10/16/2021 08:15 AM	DRC		14528	SARS-CoV-2 N1	9.8	0	1166.6	10412.5	SARS-CoV-2 N2	11.4	0	1342.8	12112.5	None				Human RNase P	5100	4.8	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/25/2021	7.08	10/25/21	NT04474	Halcyon		CP0028	D01	JL	10/25/21	2108255	Halcyon	C3	EP0028	C03	JL	11/17/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	C3	AP0019	A02	JL	
L01-0037	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01		Processing	Processing																																																																																																
A02-0071	Sample	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)	Pass	Processing	Complete	Grab	09/01/2021 10:20 AM	09/01/2021 10:20 AM	09/01/2021 10:20 AM	EL		9657	SARS-CoV-2 N1	2.51566112	0	3138.026123	2672.88994	SARS-CoV-2 N2	2.51566112	0	3336.080627	2672.88994					Human RNase P	257868.005	242.6992989	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	BRSV Triplex	0.005																																				JL	09/01/2021	8.16	9/2/21	 NT04155	Kookaburra		CP0007	D04	JL	9/2/21	2102028	Halcyon	H6	EP0007	B10	JL	09/02/2021	OneStep RT-ddPCR	Manual	DQ		QX One	H6	AP000000	F03	JL	
A02-0154 b	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Rejected	Complete	Composite	03/02/2021 12:00 PM	03/02/2021 12:00 PM	03/02/2021 12:00 PM	EL		13546	SARS-CoV-2 N1				37512	SARS-CoV-2 N2				31284					Human RNase P	37512		100	PEG Precipitation	6	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	8/11/21	7.55															03/11/2021	OneStep RT-ddPCR	Manual	DQ		QX 200					Was A06-0017
A01-0004	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	08/12/2021 12:00 AM	08/12/2021 11:55 PM	08/12/2021 11:55 PM	GG	8.144	18261	SARS-CoV-2 N1	63.22166443	0	1714.019012	67173.01846	SARS-CoV-2 N2	64.51367378	0	1783.141785	68545.77637					Human RNase P	21914.20689	20.6251359	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				Josh Lambert	08/13/2021	6.95	8/16/21	NT04155	Halcyon		CP000000	A03	JL	8/16/21	2102028	Halcyon		EP000000	A03	JL	08/16/2021	OneStep RT-ddPCR	Manual	DQ	58477036	QX 200		AP000000	A03	JL	
H01-0008	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Processing	Complete	Composite	10/05/2021 08:00 AM	10/06/2021 08:00 AM	10/06/2021 08:15 AM	DRC		21356	SARS-CoV-2 N1	341.9828033	0	1593.187866	363356.7286	SARS-CoV-2 N2	220.0916862	0	2077.493896	233847.4166					Human RNase P	2949.268427	2.775782049	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/08/2021	7	10/8/21	NT04474	Halcyon		CP0022	C06	JL	10/8/21	2108052	Halcyon	A2	EP0022	C02	JL	10/11/2021	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	A2	AP0012	B06	JL	
L01-0029	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01		Processing	Processing																																																																																																
A1071	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	06/15/2021 12:00 AM	06/15/2021 11:55 PM	06/15/2021 11:55 PM	EL	11.758	14407	SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	1.63			3871.25	BRSV			248805			104.76	10	Ceres Nanotrap	0.95	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	N1/N2/BRSV Triplex	BRSV Triplex	0.005																																				JL	06/18/2021	6.38	7/7/21			pH - 6.38				7/7/21						JL	07/07/2021	OneStep RT-ddPCR	Manual	DQ							
A01-0005	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	08/14/2021 12:00 AM	08/14/2021 11:55 PM	08/14/2021 11:55 PM	GG	9.531	14966	SARS-CoV-2 N1	210.036068	0	1685.59967	223163.3263	SARS-CoV-2 N2	238.6065865	1.36802882	1874.414978	253519.4941					Human RNase P	25069.36252	23.59469414	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	08/18/2021	6.85	8/18/21	NT04155	Kookaburra		CP000000	A05	JL	8/18/21	2102028	Kookaburra		EP000000	A05	JL	08/18/2021	OneStep RT-ddPCR	Manual	DQ	58477036	QX 200	G5	AP000000	A05	JL	
A02-0116	Sample	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)		Processing	Complete	Composite	09/18/2021 09:00 AM	09/20/2021 09:00 AM	09/20/2021 09:44 AM	EL		19777	SARS-CoV-2 N1	231.9483185	0	878.4640503	246445.0884	SARS-CoV-2 N2	249.9780655	0	968.4371185	265601.6946					Human RNase P	35419.72846	33.33621502	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																							9/24/21		Halcyon		CP0016	A04	JL	9/24/21	XXXXXX	Halcyon	H4	EP0016	A04	JL	09/24/2021	OneStep RT-ddPCR	Manual	DQ		QX 200	H4	AP0009	A04	JL	
A02-0073	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Processing	Complete	Grab	09/01/2021 10:59 AM	09/01/2021 10:59 AM	09/01/2021 10:59 AM	EL		14033	SARS-CoV-2 N1	0	0	3138.026123	0	SARS-CoV-2 N2	0	0	3336.080627	0					Human RNase P	239502.7494	225.4143524	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	BRSV Triplex	0.005																																				JL	09/01/2021	7.76	9/2/21	 NT04155	Kookaburra		CP0007	D05	JL	9/2/21	2102028	Halcyon	H7	EP0007	B11	JL	09/02/2021	OneStep RT-ddPCR	Manual	DQ		QX One	H7	AP000000	G03	JL	
K01-0013	Sample	Sample	WWTP	Wood	ParkersburgWWTP-01		Processing	Processing																																																																																																
A0029	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	11/29/2020 12:00 AM	11/29/2020 11:59 PM	11/29/2020 12:00 AM	GG	6.738	10527	SARS-CoV-2 N1				28170	SARS-CoV-2 N2				32202					Human RNase P	24138		100	PEG Precipitation	3	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	12/04/2020		12/4/20						MS	12/7/20						MS	12/14/2020	OneStep RT-ddPCR	Manual	DQ							
A02-0138	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Processing	Complete	Composite	09/29/2021 10:58 AM	10/01/2021 10:58 AM	10/01/2021 10:58 AM	EL		11324	SARS-CoV-2 N1	0	1355.395355	0	0	SARS-CoV-2 N2	3.982674778	1548.404388	0	4231.59195					Human RNase P	6347.667687	5.97427547	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/01/2021		10/1/21	NT04474	Halcyon	D5	CP0019	C01	JL	10/1/21	2108052	Halcyon	D5	EP0019	B05	JL	10/05/2021	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	D5	AP0011	E02	JL	
A01-0055	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	10/04/2021 12:00 AM	10/04/2021 11:55 PM	10/04/2021 11:55 PM	GG	8.904	15213	SARS-CoV-2 N1	103.48382	0	1707.766876	109951.5587	SARS-CoV-2 N2	135.6477165	0	1836.244965	144125.6988					Human RNase P	229779.0611	216.2626457	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/05/2021	7.38	10/5/21	NT04474	Halcyon		CP0020	B04	JL	10/5/21	2108052	Halcyon		EP0020	A10	JL	10/14/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	NAB_11 G2	AP0013	A04	JL	
A02-0258	Sample	Sample	WVU Morgantown	Monongalia	Evansdale-01	Pass	Processing	Complete	Composite	12/08/2021 09:00 AM	12/10/2021 09:00 AM	12/10/2021 09:21 AM	GZ		15018	SARS-CoV-2 N1	3.133703172	0	721.9914246	5581.90878	SARS-CoV-2 N2	0	0	850.2881622	0					Human RNase P	5581.908775	3.133703172	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				JL	12/10/2021	7.6	12/10/21	NT04474	Halcyon		CP0047	B06	AJ	12/10/21	2108255	Halcyon	F4	EP0047	B04	AJ	12/14/2021	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	F4	AP0027	D04	JL	
A03-0093	Sample	Sample	K-12	Monongalia	NorthES-01	Pass	Processing	Complete	Composite	11/12/2021 06:00 AM	11/12/2021 02:00 PM	11/12/2021 01:45 PM	BL		17109	SARS-CoV-2 N1	79.9008894	0	1030.216827	142323.4592	SARS-CoV-2 N2	71.62268639	0	1109.431686	127577.9101	None				Human RNase P	14700.72381	8.25303793	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	11/17/2021	8.57	12/2/21	NT04474	Kookaburra		CP0042	A05	LW	12/2/21	2108255	Kookaburra	E5	EP0042	A05	LW	12/03/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	E5	AP0023	E05	JL	
A02-0059	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Processing	Complete	Grab	08/27/2021 10:59 AM	08/27/2021 10:59 AM	08/27/2021 10:59 AM	EL		10882	SARS-CoV-2 N1	9.161401391	0	2615.09491	9733.98898	SARS-CoV-2 N2	13.743366	0	2786.116028	14602.32638					Human RNase P	1345005.903	1265.887909	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	08/27/2021	8.24	8/27/21	NT04155	Kookaburra		CP0005	D06	JL	8/27/21	2102028	Kookaburra	D7	EP0005	B11	JL	08/27/2021	OneStep RT-ddPCR	Manual	DQ	58477036	QX One	D7	AP0005	G03	JL	
A02-0342	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
A0021	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	11/18/2020 12:00 AM	11/18/2020 11:59 PM	11/18/2020 12:00 AM	GG	6.705	14612	SARS-CoV-2 N1				19320	SARS-CoV-2 N2				19320					Human RNase P	88968		100	PEG Precipitation	4	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	11/19/2020		11/19/20						MS	11/20/20						MS	11/20/2020	OneStep RT-ddPCR	Manual	DQ							
A01-0033	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	09/11/2021 12:00 AM	09/11/2021 11:55 PM	09/11/2021 11:55 PM	GG	8.33	14498	SARS-CoV-2 N1	112.2503185	0	1320.22522	119265.9634	SARS-CoV-2 N2	108.9891434	0	1524.019623	115800.9648					Human RNase P	27605.24765	25.98140955	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	09/15/2021	6.74	9/15/21	NT04155	Kookaburra		CP0012	A01	JL	9/15/21	2105033	Halcyon	D1	EP0012	A01	JL	09/20/2021	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	D1	AP0008	C01	JL	
A02-0312	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
A1089	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	07/11/2021 12:00 AM	07/11/2021 11:55 PM	07/11/2021 11:55 PM	EL	8.458	13216	SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0	BRSV			228807.5			96.34	10	Ceres Nanotrap	0.95	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	N1/N2/BRSV Triplex	BRSV Triplex	0.005																																				JL	07/30/2021		7/30/21							7/30/21						JL	07/30/2021	OneStep RT-ddPCR	Manual	DQ							
A02-0127	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Processing	Complete	Composite	09/22/2021 10:57 AM	09/24/2021 10:57 AM	09/24/2021 10:57 AM	EL		11002	SARS-CoV-2 N1	10.69567323	0	1097.667847	11364.1528	SARS-CoV-2 N2	2.138745785	0	1200.682373	2272.4174					Human RNase P	4545.041565	4.277686179	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	09/27/2021	7.21	9/27/21	NT04474	Halcyon		CP0017	B05	JL	9/27/21	2105049	Halcyon	L3	EP0017	A11	JL	09/29/2021	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	L3	AP0010	B03	JL	
A02-0156 c	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Rejected	Complete	Composite	02/25/2021 12:00 PM	02/25/2021 12:00 PM	02/25/2021 12:00 PM	EL		11921	SARS-CoV-2 N1				29610	SARS-CoV-2 N2				0					Human RNase P	53310		100	PEG Precipitation	5	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	8/11/21																03/15/2021	OneStep RT-ddPCR	Manual	DQ		QX 200					Was A07-0018
B01-0014	Sample	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Processing	Complete	Composite	10/03/2021 07:00 AM	10/04/2021 07:00 AM	10/04/2021 08:00 AM	KM		19518	SARS-CoV-2 N1	67.22354412	0	1593.187866	71425.01563	SARS-CoV-2 N2	36.79495335	0	2077.493896	39094.63793					Human RNase P	3397.704531	3.197839558	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/06/2021	6.59	10/7/21	NT04474	Halcyon		CP0021	A03	JL	10/7/21	2108052	Halcyon	H3	EP0021	A03	JL	10/11/2021	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	H3	AP0012	C02	JL	
A02-0199	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Processing	Complete	Composite	10/06/2021 10:00 AM	10/08/2021 10:00 AM	10/08/2021 10:00 AM	EL		14869	SARS-CoV-2 N1	1.473141611	0	1593.187866	1565.21296	SARS-CoV-2 N2	17.68424153	0	2077.493896	18789.50663					Human RNase P	45433.9695	42.76138306	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/08/2021	7.29	10/8/21	NT04474	Halcyon		CP0022	A05	JL	10/8/21	2108052	Halcyon	K5	EP0022	A05	JL	10/11/2021	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	K5	AP0012	E04	JL	
