Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status	Volume Tested (mL)
A02-0010	17250	OneStep RT-ddPCR	Human RNase P	8.18556666374206	8697.16458022594	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A08	JL	SARS-CoV-2 N1	0	0	1714.01901245117	0	SARS-CoV-2 N2	0	0	1783.14178466797	0	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B02	JL	Eric Lundstrum		08/16/2021 09:28 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A08	JL	NaN	Pass	Alexander Brun	08/16/2021 09:28 AM	Composite	08/16/2021 09:00 AM	08/14/2021 09:00 AM	Josh Lambert	08/16/2021	6.85	Evansdale-01		10
A02-0024	17511	OneStep RT-ddPCR	Human RNase P	41.691403388977	44297.1161007881	None				08/20/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H4	AP000000	A04	JL	SARS-CoV-2 N1	2.68754005432128	0	1047.21549987793	2855.51131	SARS-CoV-2 N2	20.1640367507934	0	1082.35214233398	21424.28803																																					0.005		2021-08-20	10	NT04155	Kookaburra	Nanotrap	0.425	7.16	CP000000	A04	JL				WVU Morgantown	G	2021-08-20	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H4	EP000000	A04	JL		Pass	EL	08/20/2021 10:10 AM	Composite	08/20/2021 10:10 AM	08/18/2021 10:10 AM	Jl	08/20/2021	7.16	CollegePark-02		
A02-0068																																																																																	WVU Morgantown													Pass	EL	09/01/2021 10:00 AM	Composite	09/01/2021 10:00 AM	08/30/2021 10:00 AM	JL	09/01/2021	7.22	NorthHighSt-02 (MUB)		
A02-0067																																																																																	WVU Morgantown													Pass	EL	09/01/2021 09:27 AM	Grab			JL	09/01/2021	8.64	OaklandE-02		
A02-0066																																																																																	WVU Morgantown													Pass	EL	09/01/2021 09:08 AM	Grab			JL	09/01/2021	7.36	Evansdale-01		
A02-0042	14143	OneStep RT-ddPCR	Human RNase P	1281.59164428711	1361691.12205505	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	C2	AP0005	B02	JL	SARS-CoV-2 N1	1424.53308105469	0	2615.09490966796	1513566.39862061	SARS-CoV-2 N2	1206.38977050781	0	2786.11602783204	1281789.13116455																																					0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	B04	JL				WVU Morgantown		2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	C2	EP0005	A10	JL		Pass	EL	08/25/2021 09:48 AM	Grab			JL	08/25/2021	8.31	NorthHighSt-02 (MUB)		
A06-0005	17313	OneStep RT-ddPCR				BRSV	540.266151428222	574032.785892486		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A07	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	1.35909959673882	0	2276.70715332032	1444.04335																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B01	JL	Eric Lundstrum		08/10/2021 09:07 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B01	JL	NaN	Pass	EL	08/10/2021 09:07 AM	Composite	08/10/2021 09:00 AM	08/09/2021 09:00 AM	JL	08/10/2021	7.43	Evansdale-01		10
A01-0008	17162	OneStep RT-ddPCR	Human RNase P	53.5305500030518	56876.2093782425	None				08/18/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G8	AP000000	A08	JL	SARS-CoV-2 N1	41.1665296554566	0	1685.59967041016	43739.43877	SARS-CoV-2 N2	57.6533317565918	1.368028819561	1874.41497802734	61256.66499																																					0.005	NaN	2021-08-18	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B02	JL	Josh Lambert		08/18/2021 01:16 PM	NaN	Star City	2021-08-18	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A08	JL	NaN	Pass	JL	08/17/2021 11:55 PM	Composite	08/17/2021 11:55 PM	08/17/2021 12:00 AM	JL	08/18/2021	6.97	StarCityWWTP-01		
A02-0075																																																																																	WVU Morgantown													Pass	EL	09/03/2021 09:51 AM	Grab			JL	09/03/2021	8.39	OaklandE-02		
A02-0028	15032	OneStep RT-ddPCR	Human RNase P	17.5776660442352	18676.2701719999	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I4	AP0004	D01	JL		13.1823718547821	-20	2835.2719116211			13.1823718547821	-20	3151.89849853516																																						0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A04	JL				WVU Morgantown	G	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A04	JL		Pass	EL	08/23/2021 09:45 AM	Composite	08/23/2021 09:00 AM	08/21/2021 09:00 AM	JL	08/23/2021	7.41	HonorsSummit-01 (MUB)		
A02-0049	14492	OneStep RT-ddPCR	Human RNase P	288.975524902344	307036.495208741	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	A2 NAB_9	AP0004	B04	JL		1.43493384122849	-20	2835.2719116211			11.4822447299957	-20	3151.89849853516																																						0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	B04	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	A2_NAB_9	EP0004	A10	JL		Pass	EL	08/25/2021 10:04 AM	Grab			JL	08/25/2021	7.55	CollegePark-02		
A02-0003 0	16649	OneStep RT-ddPCR				BRSV	0	0		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex	0k	AP000000	B06	JL	SARS-CoV-2 N1	76.440224647522	0	2236.36169433594	81217.7386879921	SARS-CoV-2 N2	93.4607219696044	0	2276.70715332032	99302.0170927047																																					0.005		2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425	Labeled 0	CP000000	C02	JL						2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	Labeled 0	EP000000	C02	JL													
A02-0089																																																																																	WVU Morgantown													Pass	EL	09/08/2021 09:55 AM	Composite	09/08/2021 08:48 AM	09/06/2021 08:48 AM	JL	09/08/2021	7.26	NorthHighSt-02 (MUB)		
A02-0021	15351	OneStep RT-ddPCR	Human RNase P	113.261661529541	120340.515375137	None				08/20/2021	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	H1	AP0004	C03	JL	SARS-CoV-2 N1	12.3360800743103	-20	2835.2719116211	0	SARS-CoV-2 N2	34.9647617340088	-20	3151.89849853516	0																																					0.005		2021-08-20	10	NT04155	Kookaburra	Nanotrap	0.425	7.74	CP000000	A01	JL				WVU Morgantown	G	2021-08-20	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H1	EP000000	A01	JL		Pass	EL	08/20/2021 09:30 AM	Composite	08/20/2021 09:30 AM	08/18/2021 09:30 AM	Jl	08/20/2021	7.74	OaklandE-02		
A02-0053	8350	OneStep RT-ddPCR	Human RNase P	457.448921203614	486039.47877884	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	D4	AP0005	D03	JL	SARS-CoV-2 N1	209.977779388428	0	2615.09490966796	223101.390600205	SARS-CoV-2 N2	199.2649269104	0	2786.11602783204	211718.9848423																																					0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	D03	JL				WVU Morgantown		2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	D4	EP0005	B08	JL		Pass	EL	08/27/2021 09:57 AM	Grab			JL	08/27/2021	8.76	OaklandE-02		
A01-0017																																																																																	Monongalia County													Pass	JT	08/29/2021 11:55 PM	Composite	08/29/2021 11:55 PM	08/29/2021 12:00 AM	JL	09/01/2021	6.91	StarCityWWTP-01		
A02-0084																																																																																	WVU Morgantown													Pass	EL	09/06/2021 08:48 AM	Composite	09/06/2021 08:48 AM	09/04/2021 09:00 AM	JL	09/07/2021	6.89	NorthHighSt-02 (MUB)		
A01-0046																																																																																	Monongalia County													Pass	JT	09/02/2021 11:55 PM	Composite	09/02/2021 11:55 PM	09/02/2021 12:00 AM	JL	09/02/2021	6.74	StarCityWWTP-01		
A01-0001	19475	OneStep RT-ddPCR				BRSV	548.826522827148	583128.180503845		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A03	JL	SARS-CoV-2 N1	8.45881879329682	0	2236.36169433594	8987.49459	SARS-CoV-2 N2	9.66746926307678	0	2276.70715332032	10271.68584																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A03	JL	Josh Lambert		08/13/2021 12:13 PM	Monongalia County	WWTP	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A03	JL	NaN	Pass	GG	08/09/2021 11:55 PM	Composite	08/09/2021 11:55 PM	08/09/2021 12:00 AM	JL	08/13/2021	NaN	StarCityWWTP-01		10
A07-0018	19654	OneStep RT-ddPCR				BRSV	798.756942749024	848679.251670838		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B02	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	0	0	2276.70715332032	0																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B04	JL	Josh Lambert		08/13/2021 12:24 PM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B04	JL	NaN	Pass	EL	08/11/2021 09:00 AM	Composite	08/11/2021 09:00 AM	08/10/2021 09:00 AM	JL	08/11/2021	NaN	TowersBB-01		10
A02-0031	13987	OneStep RT-ddPCR	Human RNase P	975.847625732422	1036838.1023407	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	C1	AP0005	A02	JL	SARS-CoV-2 N1	9.34266269207	0	2615.09490966796	9926.57911032438	SARS-CoV-2 N2	82.6658725738526	0	2786.11602783204	87832.4896097184																																					0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	B03	JL				WVU Morgantown	G	2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	C1	EP0005	A09	JL		Pass	EL	08/23/2021 09:55 AM	Grab			JL	08/23/2021	8.46	NorthHighSt-02 (MUB)		
A02-0052	10820	OneStep RT-ddPCR	Human RNase P	43.3661603927612	46076.5454173088	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	C5	AP0005	E02	JL	SARS-CoV-2 N1	5.77867984771728	0	2615.09490966796	6139.84733819961	SARS-CoV-2 N2	0	0	2786.11602783204	0																																					0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	C01	JL				WVU Morgantown		2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	C5	EP0005	B01	JL		Pass	EL	08/27/2021 09:55 AM	Composite	08/27/2021 09:25 AM	08/23/2021 09:25 AM	JL	08/27/2021	8.03	OaklandE-02		
A02-0001	16799	OneStep RT-ddPCR				BRSV	0	0		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B07	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	0	0	2276.70715332032	0																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C03	JL	Eric Lundstrum		08/12/2021 09:35 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C03	JL	NaN	Pass	EL	08/12/2021 09:35 AM	Composite	08/12/2021 09:00 AM	08/11/2021 09:00 AM	JL	08/12/2021	NaN	Evansdale-01		10
A02-0055	7914	OneStep RT-ddPCR	Human RNase P	295.50214767456	313971.03190422	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	D5	AP0005	E03	JL	SARS-CoV-2 N1	6.53012871742248	0	2615.09490966796	6938.26176226139	SARS-CoV-2 N2	13.0619084835052	0	2786.11602783204	13878.2777637243																																					0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	D04	JL				WVU Morgantown		2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	D5	EP0005	B09	JL		Pass	EL	08/27/2021 10:18 AM	Grab			JL	08/27/2021	7.97	HonorsSummit-01 (MUB)		
A01-0006	9232	OneStep RT-ddPCR	Human RNase P	6.56250953674316	6972.66638278961	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	B6	AP0005	F01	JL	SARS-CoV-2 N1	36.111409664154	0	2615.09490966796	38368.3727681636	SARS-CoV-2 N2	3.28107684850692	0	2786.11602783204	3486.1441515386																																					0.005	NaN	2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	A06	JL	Josh Lambert		08/18/2021 01:15 PM	Monongalia County	Star City	2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	B6	EP0005	A06	JL		Pass	GG	08/15/2021 11:55 PM	Composite	08/15/2021 11:55 PM	08/15/2021 12:00 AM	JL	08/18/2021	6.82	StarCityWWTP-01		
A02-0004 1K	16637	OneStep RT-ddPCR				BRSV	0	0		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex	1k	AP000000	B04	JL	SARS-CoV-2 N1	62.310848236084	0	2236.36169433594	66205.2762508392	SARS-CoV-2 N2	87.8492832183838	0	2276.70715332032	93339.8634195328																																					0.005		2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425	Spike with 1K HI-SARS	CP000000	B06	JL						2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	Spike with 1K HI-SARS	EP000000	B06	JL													
A02-0069																																																																																	WVU Morgantown													Pass	EL	09/01/2021 10:01 AM	Grab			JL	09/01/2021	8.30	NorthHighSt-02 (MUB)		
A02-0022	13652	OneStep RT-ddPCR	Human RNase P	22.7001786231994	24118.9397871494	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	B2	AP0005	B01	JL	SARS-CoV-2 N1	11.34801030159	0	2615.09490966796	12057.2609454393	SARS-CoV-2 N2	6.80830776691436	0	2786.11602783204	7233.82700234651																																					0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425	7.39	CP0005	A02	JL				WVU Morgantown	G	2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	B2	EP0005	A02	JL		Pass	EL	08/20/2021 09:42 AM	Composite	08/20/2021 09:42 AM	08/18/2021 09:42 AM	Jl	08/20/2021	7.39	HonorsSummit-01 (MUB)		
A02-0032	5426	OneStep RT-ddPCR	Human RNase P	0	0	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	B5	AP0005	E01	JL	SARS-CoV-2 N1	0	0	2615.09490966796	0	SARS-CoV-2 N2	0	0	2786.11602783204	0																																					0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	A05	JL				WVU Morgantown	G	2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	B5	EP0005	A05	JL		Pass	EL	08/23/2021 10:11 AM	Grab			JL	08/23/2021	7.78	CollegePark-02		
A01-0002	15989	OneStep RT-ddPCR	Human RNase P	29.450421333313	31291.0726666451	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A01	JL	SARS-CoV-2 N1	33.8711667060852	0	1714.01901245117	35988.11412	SARS-CoV-2 N2	38.2927417755126	0	1783.14178466797	40686.03611	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A01	JL	Josh Lambert		08/16/2021 10:17 AM	Monongalia County	Star City	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL	NaN	Pass	GG	08/10/2021 11:55 PM	Composite	08/10/2021 11:55 PM	08/10/2021 12:00 AM	Josh Lambert	08/13/2021	6.9	StarCityWWTP-01		10
A1104	15713	OneStep RT-ddPCR				BRSV	1146.0572052002	1217685.78052521		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A01	JL	SARS-CoV-2 N1	19.4748902320862	0	2236.36169433594	20692.0708715916	SARS-CoV-2 N2	22.4724578857422	0	2276.70715332032	23876.9865036011																																					0.005		2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A01	JL						2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL													
A02-0038	10367	OneStep RT-ddPCR	Human RNase P	460.497283935546	489278.364181518	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L4	AP0004	D02	JL		2.60926604270936	-20	2835.2719116211			10.4385757446289	-20	3151.89849853516																																						0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	A04	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L4	EP0004	A04	JL		Pass	EL	08/25/2021 09:25 AM	Grab			JL	08/25/2021	8.43	OaklandE-02		
A02-0086																																																																																	WVU Morgantown													Pass	EL	09/08/2021 09:10 AM	Composite	09/08/2021 08:20 PM	09/06/2021 08:20 PM	JL	09/08/2021	6.31	Evansdale-01		
A01-0016	8297	OneStep RT-ddPCR	Human RNase P	42.378535270691	45027.1937251092	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	D2	AP0005	B03	JL	SARS-CoV-2 N1	150.50555229187	0	2615.09490966796	159912.149310112	SARS-CoV-2 N2	162.112331390381	0	2786.11602783204	172244.35210228																																					0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	D01	JL				Monongalia County		2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	D2	EP0005	B06	JL		Pass	GG	08/26/2021 11:55 PM	Composite	08/26/2021 11:55 PM	08/26/2021 12:00 AM	JL	08/27/2021	6.97	StarCityWWTP-01		
A02-0011	21209	OneStep RT-ddPCR	Human RNase P	12.2066426277161	12969.5577919483	None				08/20/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	F1	AP000000	A08	JL	SARS-CoV-2 N1	35.5278301239014	0	1047.21549987793	37748.32153	SARS-CoV-2 N2	41.0839033126832	0	1082.35214233398	43651.64828	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B03	JL	Eric Lundstrum		08/16/2021 09:42 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A09	JL		Pass	Eric Lundstrom	08/16/2021 09:41 AM	Composite	08/16/2021 09:00 AM	08/14/2021 09:00 AM	Josh Lambert	08/16/2021	7.31	OaklandE-02		10
A01-0015	10297	OneStep RT-ddPCR	Human RNase P	37.5787162780762	39927.386045456	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	D1	AP0005	A03	JL	SARS-CoV-2 N1	412.625579833984	0	2615.09490966796	438414.678573608	SARS-CoV-2 N2	169.450378417969	0	2786.11602783204	180041.027069092																																					0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	C06	JL				Monongalia County		2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	D1	EP0005	B05	JL		Pass	GG	08/25/2021 11:55 PM	Composite	08/25/2021 11:55 PM	08/25/2021 12:00 AM	JL	08/27/2021	7.01	StarCityWWTP-01		
A02-0048	11205	OneStep RT-ddPCR	Human RNase P	18.957451581955	20142.2923058271	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	C3	AP0005	C02	JL	SARS-CoV-2 N1	11.8468201160431	0	2615.09490966796	12587.2463732958	SARS-CoV-2 N2	11.8468201160431	0	2786.11602783204	12587.2463732958																																					0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	B05	JL				WVU Morgantown		2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	C3	EP0005	A11	JL		Pass	EL	08/25/2021 10:03 AM	Composite	08/25/2021 10:12 AM	08/23/2021 10:12 AM	JL	08/25/2021	7.33	CollegePark-02		
A02-0026	14246	OneStep RT-ddPCR	Human RNase P	116.90185546875	124208.221435547	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I2	AP0004	B01	JL		8.18836569786072	-20	2835.2719116211			8.18836569786072	-20	3151.89849853516																																						0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A02	JL				WVU Morgantown	G	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A02	JL		Pass	EL	08/23/2021 09:13 AM	Grab			JL	08/23/2021	7.27	Evansdale-01		
A02-0017	9830	OneStep RT-ddPCR	Human RNase P	62.7242279052734	66644.492149353	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	B1	AP0005	A01	JL	SARS-CoV-2 N1	105.71084022522	0	2615.09490966796	112317.767739296	SARS-CoV-2 N2	75.9448099136352	0	2786.11602783204	80691.3605332374																																					0.005	NaN	2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	A01	JL	Eric Lundstrum		08/18/2021 09:38 AM	WVU Morgantown	G	2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	B1	EP0005	A01	JL		Pass	EL	08/18/2021 09:38 AM	Composite	08/18/2021 09:38 AM	08/16/2021 09:41 AM	JL	08/18/2021	7.15	OaklandE-02		
A02-0079																																																																																	WVU Morgantown													Pass	EL	09/03/2021 10:33 AM	Grab	09/03/2021 10:00 PM	09/01/2021 10:00 PM	JL	09/03/2021	7.98	NorthHighSt-02 (MUB)		
A02-0090																																																																																	WVU Morgantown													Pass	EL	09/08/2021 10:07 AM	Composite	09/08/2021 09:00 AM	09/06/2021 09:00 AM	JL	09/08/2021	7.07	CollegePark-02		
A02-0060	13857	OneStep RT-ddPCR	Human RNase P	102.184715270996	108571.259975433	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	E2	AP0005	B04	JL	SARS-CoV-2 N1	5.01495122909546	0	2615.09490966796	5328.38568091393	SARS-CoV-2 N2	5.01495122909546	0	2786.11602783204	5328.38568091393																																					0.005		2021-08-27	10	XXXXXX	Halcyon	Nanotrap	0.425		CP000000	A02	JL				WVU Morgantown		2021-08-30	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	E2	EP0006	A02	JL		Pass	EL	08/30/2021 09:23 AM	Grab			JL	08/30/2021	6.11	Evansdale-01		
A01-0007	18545	OneStep RT-ddPCR	Human RNase P	43.1779050827026	45876.5241503715	None				08/18/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G7	AP000000	A07	JL	SARS-CoV-2 N1	30.4702949523926	0	1685.59967041016	32374.68839	SARS-CoV-2 N2	13.9606535434723	1.368028819561	1874.41497802734	14833.19414																																					0.005	NaN	2021-08-18	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B01	JL	Josh Lambert		08/18/2021 01:15 PM	NaN	Star City	2021-08-18	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A07	JL	NaN	Pass	GG	08/16/2021 11:55 PM	Composite	08/16/2021 11:55 PM	08/16/2021 12:00 AM	JL	08/18/2021	6.86	StarCityWWTP-01		
A02-0050	10006	OneStep RT-ddPCR	Human RNase P	2.66484528779984	2831.39811828733	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	C4	AP0005	D02	JL	SARS-CoV-2 N1	117.505884170532	0	2615.09490966796	124850.00193119	SARS-CoV-2 N2	34.663782119751	0	2786.11602783204	36830.2685022354																																					0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	B06	JL				WVU Morgantown		2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	C4	EP0005	A12	JL		Pass	EL	08/27/2021 09:32 AM	Composite	08/27/2021 09:13 AM	08/23/2021 09:13 AM	JL	08/27/2021	6.51	Evansdale-01		
