Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status	Volume Tested (mL)
A1005	9233	OneStep RT-ddPCR	Human RNase P		26010					3/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005		3/19/21 3:00	100				3.4				TD	Josh Lambert	3/19/21 15:28	3/19/21 15:28	Monongalia County	A1005	3/21/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				TD		Pass	GG	3/14/21 11:59	Composite	3/14/21 11:59	3/14/21 5:30	JL	3/19/21		StarCityWWTP-01	Available	
A1059	16033	OneStep RT-ddPCR		147.22		BRSV		349647.5												SARS-CoV-2 N1	1.47			3491.25	SARS-CoV-2 N2	2.94			6982.5																																				N1/N2/BRSV Triplex	0.005			10				0.95	pH - 6.94				Josh Lambert		7/8/21 11:35		A1059	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	6/4/21 23:55	Composite	5/30/21 23:55	5/30/21 0:00	JL	6/4/21	6.94	StarCityWWTP-01	Available	
A1101	12264	OneStep RT-ddPCR		241.05		BRSV		572493.75												SARS-CoV-2 N1	11.51			27336.25	SARS-CoV-2 N2	13.43			31896.25																																				N1/N2/BRSV Triplex	0.005			10				0.95					Josh Lambert		7/9/21 12:23		A1101		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	7/26/21 23:55	Composite	7/26/21 23:55	7/26/21 0:00	JL			StarCityWWTP-01	Available	
A02-0030	17182	OneStep RT-ddPCR	Human RNase P	17.4512541294098	18541.9575124979	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I6	AP0004	F01	JL		190.769062042236	-20	2835.2719116211			150.413856506348	-20	3151.89849853516																																						0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A06	JL				WVU Morgantown	H	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A06	JL		Pass	EL	08/23/2021 09:55 AM	Composite	08/23/2021 09:00 AM	08/21/2021 09:00 AM	JL	08/23/2021	7.28	NorthHighSt-02 (MUB)		
A0031	9322	OneStep RT-ddPCR	Human RNase P		51510					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				82456.8	SARS-CoV-2 N2				82456.8																																				CDC N1/N2/RP Triplex	0.005		12/4/20 17:00	100				3.4				MS	Timothy Driscoll	12/7/20 15:15	12/7/20 15:15	Monongalia County	A0031	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	12/1/20 0:00	Composite	12/1/20 23:59	12/1/20 0:00	TD	12/4/20		StarCityWWTP-01	Available	
A02-0036	12144	OneStep RT-ddPCR	Human RNase P	168.152847290039	178662.400245666	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L2	AP0004	B02	JL		1507.14767456055	-20	2835.2719116211			1487.83218383789	-20	3151.89849853516																																						0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	A02	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L2	EP0004	A02	JL		Pass	EL	08/25/2021 09:13 AM	Grab			JL	08/25/2021	7.79	Evansdale-01		
A1038	9780	OneStep RT-ddPCR	Human RNase P		38988						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				4338																																				CDC N1/N2/RP Triplex	0.005		4/30/21 11:30	100				3				KED	Mathilda Santee	4/30/21 11:08	4/30/21 11:08	Monongalia County	A1038	5/3/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				KED		Pass	EL	4/30/21 11:08	Composite	4/27/21 11:59	4/27/21 12:00	MVS	4/30/21		StarCityWWTP-01	Available	
A0230	14435	OneStep RT-ddPCR	Human RNase P		4890					3/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				156660	SARS-CoV-2 N2				176250																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				5				MS	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0230	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	1/28/21 0:00	Composite	1/28/21 23:59	1/28/21 0:00	TD	1/29/21		StarCityWWTP-01	Available	
A0216	14343	OneStep RT-ddPCR	Human RNase P		0					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				161664	SARS-CoV-2 N2				173496																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0216	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	1/10/21 0:00	Composite	1/10/21 23:59	1/10/21 0:00	TD	1/15/21		StarCityWWTP-01	Available	
A02-0073	14033	OneStep RT-ddPCR	Human RNase P	225.414352416992	239502.749443054						Manual	DQ	XXXXXX	QX One	BRSV Triplex	H7	AP000000	G03	JL		0	0	3138.02612304688			0	0	3336.0806274414																																						0.005		2021-09-02	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	D05	JL				WVU Morgantown		2021-09-02	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	H7	EP0007	B11	JL		Pass	EL	09/01/2021 10:59 AM	Grab			JL	09/01/2021	7.76	CollegePark-02		
A02-0004 1K	16637	OneStep RT-ddPCR				BRSV	0	0		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex	1k	AP000000	B04	JL	SARS-CoV-2 N1	62.310848236084	0	2236.36169433594	66205.2762508392	SARS-CoV-2 N2	87.8492832183838	0	2276.70715332032	93339.8634195328																																					0.005		2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425	Spike with 1K HI-SARS	CP000000	B06	JL						2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	Spike with 1K HI-SARS	EP000000	B06	JL													
A0248	13948	OneStep RT-ddPCR	Human RNase P		4056					11/17/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				85080	SARS-CoV-2 N2				109416																																				CDC N1/N2/RP Triplex	0.005		11/13/20 16:30	100				4				MS	Timothy Driscoll	11/13/20 22:10	11/13/20 22:10	Monongalia County	A0248	11/17/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	11/10/20 0:00	Composite	11/10/20 23:59	11/10/20 0:00	TD	11/13/20		StarCityWWTP-01	Available	
A1007	13279	OneStep RT-ddPCR	Human RNase P		49788					3/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005		3/19/21 3:00	100				3.6				TD	Josh Lambert	3/19/21 15:31	3/19/21 15:31	Monongalia County	A1007	3/21/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				TD		Pass	GG	3/16/21 11:59	Composite	3/16/21 11:59	3/16/21 12:01	JL	3/19/21		StarCityWWTP-01	Available	
A1067		OneStep RT-ddPCR				BRSV		0												SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005		7/7/21	10				0.95	pH - 6.35				Josh Lambert		7/9/21 11:42		A1067	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	6/9/21 23:55	Composite	6/9/21 23:55	6/9/21 0:00	JL	6/11/21	6.35	StarCityWWTP-01	Available	
A02-0007																																																																														Eric Lundstrum		08/12/2021 09:14 AM	WVU Morgantown	Building/Complex												Pass	EL	08/12/2021 09:14 AM	Composite	08/12/2021 09:00 AM	08/11/2021 09:00 AM	JL	08/12/2021		Evansdale-01		10
A0212	16156	OneStep RT-ddPCR	Human RNase P		6984					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				24480	SARS-CoV-2 N2				27960																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0212	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	1/4/21 0:00	Composite	1/4/21 23:59	1/4/21 0:00	TD	1/8/21		StarCityWWTP-01	Available	
A1002	10921	OneStep RT-ddPCR	Human RNase P		38790					3/16/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				25860	SARS-CoV-2 N2				19380																																				CDC N1/N2/RP Triplex	0.005		3/12/21 11:00	100				5				AHT	Mathilda Santee	3/12/21 11:01	3/12/21 11:01	Monongalia County	A1002	3/15/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AHT		Pass	EL	3/9/21 12:00	Composite	3/9/21 12:00	3/9/21 12:00	MVS	3/12/21		StarCityWWTP-01	Available	
A0438	13540	OneStep RT-ddPCR	Human RNase P		18774					3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				25038	SARS-CoV-2 N2				40680																																				CDC N1/N2/RP Triplex	0.005			100				3					Mathilda Santee	3/3/21 11:42	3/3/21 11:42	Monongalia County	A0438		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	EL	2/21/21 12:00	Composite	2/21/21 12:00	2/21/21 12:00				StarCityWWTP-01	Available	
A0035	16284	OneStep RT-ddPCR	Human RNase P		49430.4					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				112130.4	SARS-CoV-2 N2				75832.8																																				CDC N1/N2/RP Triplex	0.005		12/13/20 17:00	100				3.8				MS	Timothy Driscoll	12/14/20 14:57	12/14/20 14:57	Monongalia County	A0035	12/14/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	12/7/20 0:00	Composite	12/7/20 11:59	12/7/20 12:00	TD	12/11/20		StarCityWWTP-01	Available	
A02-0024	17511	OneStep RT-ddPCR	Human RNase P	41.691403388977	44297.1161007881	None				08/20/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H4	AP000000	A04	JL	SARS-CoV-2 N1	2.68754005432128	0	1047.21549987793	2855.51131	SARS-CoV-2 N2	20.1640367507934	0	1082.35214233398	21424.28803																																					0.005		2021-08-20	10	NT04155	Kookaburra	Nanotrap	0.425	7.16	CP000000	A04	JL				WVU Morgantown	G	2021-08-20	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H4	EP000000	A04	JL		Pass	EL	08/20/2021 10:10 AM	Composite	08/20/2021 10:10 AM	08/18/2021 10:10 AM	Jl	08/20/2021	7.16	CollegePark-02		
A0250	11742	OneStep RT-ddPCR	Human RNase P		36571.2					11/17/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				45714	SARS-CoV-2 N2				54856.8																																				CDC N1/N2/RP Triplex	0.005		11/13/20 4:30	100				3.8				MS	Timothy Driscoll	11/13/20 22:10	11/13/20 22:10	Monongalia County	A0250	11/17/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	DW	11/12/20 0:00	Composite	11/12/20 23:59	11/12/20 0:00	TD	11/13/20		StarCityWWTP-01	Available	
A1097	12267	OneStep RT-ddPCR		51.85		BRSV		123143.75												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	1.92			4560																																				N1/N2/BRSV Triplex	0.005			10				0.95					Josh Lambert		7/9/21 12:23		A1097		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	7/21/21 23:55	Composite	7/21/21 23:55	7/21/21 0:00	JL			StarCityWWTP-01	Available	
A01-0011	17755	OneStep RT-ddPCR	Human RNase P	15.1216208934784	16066.7221993208	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	K1	AP0004	F03	JL		48.752703666687	-20	2835.2719116211			21.8448042869568	-20	3151.89849853516																																						0.005		2021-08-24	10	NT04155	Halcyon	Nanotrap	0.425		CP0003	A01	JL				Monongalia County	Star City	2021-08-24	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K1	EP0003	A01	JL		Pass	GG	08/21/2021 11:59 PM	Composite	08/21/2021 11:59 PM	08/21/2021 12:00 AM	JL	08/24/2021	7.23	StarCityWWTP-01		
A1060	13067	OneStep RT-ddPCR		137.25		BRSV		325968.75												SARS-CoV-2 N1	3.6			8550	SARS-CoV-2 N2	1.8			4275																																				N1/N2/BRSV Triplex	0.005			10				0.95	pH - 6.93				Josh Lambert		7/8/21 11:37		A1060	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	5/31/21 23:55	Composite	5/31/21 23:55	5/31/21 0:00	JL	6/4/21	6.93	StarCityWWTP-01	Available	
A02-0003	16102	OneStep RT-ddPCR				BRSV	0	0		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	C02	JL	SARS-CoV-2 N1	70.2458381652832	0	2236.36169433594	74636.199	SARS-CoV-2 N2	74.6431732177734	0	2276.70715332032	79308.37154																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C06	JL	Eric Lundstrum		08/12/2021 09:59 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C06	JL		Pass	EL	08/12/2021 09:59 AM	Composite	08/12/2021 09:00 AM	08/11/2021 09:00 AM	JL	08/12/2021	NaN	CollegePark-02		10
A01-0027	17102	OneStep RT-ddPCR	Human RNase P	45.4461860656738	48286.5726947784	None				2021-09-09	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K1	AP0007	A01	JL	SARS-CoV-2 N1	71.652045249939	0	1303.83804321289	76130.2980780602	SARS-CoV-2 N2	82.6948356628418	0	1366.20712280273	87863.2628917694																																					0.005		2021-09-08	10	NT04155	Halcyon	Nanotrap	0.425		CP0009	A01	JL				Monongalia County		2021-09-08	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K1	EP0009	A01	JL		Pass	DW	09/04/2021 11:55 PM	Composite	09/04/2021 11:55 PM	09/04/2021 12:00 AM	JL	09/07/2021	6.38	StarCityWWTP-01		
A02-0005	16325	OneStep RT-ddPCR	Human RNase P	11.5333187580109	12254.1511803865	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A04	JL	SARS-CoV-2 N1	0	0	1714.01901245117	0	SARS-CoV-2 N2	2.88279980421066	0	1783.14178466797	3062.97486	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A04	JL	Eric Lundstrum		08/13/2021 09:12 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A04	JL	NaN	Pass	Eric Lundstrom	08/13/2021 09:12 AM	Composite	08/13/2021 09:00 AM	08/12/2021 09:00 AM	Josh Lambert	08/13/2021	7.34	Evansdale-01		10
A0028	10501	OneStep RT-ddPCR	Human RNase P		9676.8					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				9676.8	SARS-CoV-2 N2				9676.8																																				CDC N1/N2/RP Triplex	0.005		12/4/20 17:00	100				3.6				MS	Timothy Driscoll	12/7/20 15:15	12/7/20 15:15	Monongalia County	A0028	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	11/26/20 0:00	Composite	11/26/20 23:59	11/26/20 0:00	TD	11/30/20		StarCityWWTP-01	Available	
A1042	14297	OneStep RT-ddPCR	Human RNase P		39510						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005	Reconc vol estimated	5/7/21 14:30	100				5					Josh Lambert	5/7/21 15:21	5/7/21 15:21	Monongalia County	A1042		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	GG	5/3/21 23:55	Composite	5/3/21 23:55	5/3/21 0:00	Josh Lambert	5/7/21		StarCityWWTP-01	Available	
A01-0062																																																																				2021-09-03	10	NT04155	Halcyon	Nanotrap	0.425		CP0008	A01	JL						2021-09-03	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	I1	EP0008	A01	JL													
A0024	13430	OneStep RT-ddPCR	Human RNase P		39968.4					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				23962.8	SARS-CoV-2 N2				7980																																				CDC N1/N2/RP Triplex	0.005		12/4/20 17:00	100				3.8				MS	Timothy Driscoll	12/7/20 15:15	12/7/20 15:15	Monongalia County	A0024	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	11/23/20 0:00	Composite	11/23/20 23:59	11/23/20 0:00	TD	11/30/20		StarCityWWTP-01	Available	
A02-0017	9830	OneStep RT-ddPCR	Human RNase P	62.7242279052734	66644.492149353	None				08/20/2021	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	B1	AP0005	A01	JL	SARS-CoV-2 N1	105.71084022522	0	2615.09490966796	0	SARS-CoV-2 N2	75.9448099136352	0	2786.11602783204	0																																					0.005	NaN	2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	A01	JL	Eric Lundstrum		08/18/2021 09:38 AM	WVU Morgantown	G	2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	B1	EP0005	A01	JL		Pass	EL	08/18/2021 09:38 AM	Composite	08/18/2021 09:38 AM	08/16/2021 09:41 AM	JL	08/18/2021	7.15	OaklandE-02		
A1066		OneStep RT-ddPCR				BRSV		0												SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005		7/7/21	10				0.95	pH - 6.28				Josh Lambert		7/9/21 11:40		A1066	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	6/8/21 23:55	Composite	6/8/21 23:55	6/8/21 0:00	JL	6/11/21	6.28	StarCityWWTP-01	Available	
A02-0055	13774	OneStep RT-ddPCR	Human RNase P	49.387845993042	52474.5863676071	None					Manual	DQ	XXXXXX	QX One	BRSV Triplex	G2	AP000000	B02	JL		7.70928263664246	0	3138.02612304688			9.25147533416748	0	3336.0806274414																																						0.005		2021-09-02	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	B04	JL				WVU Morgantown		2021-09-02	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G2	EP0007	A10	JL		Pass	EL	08/27/2021 10:18 AM	Grab			JL	08/27/2021	7.97	HonorsSummit-01 (MUB)		
A1030	11104	OneStep RT-ddPCR	Human RNase P		68688						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				7632	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005		4/16/21 11:00	100				6				JL	Aiyana-Mei Tom	4/16/21 11:21	4/16/21 11:21	Monongalia County	A1030	4/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				JL		Pass	EL	4/15/21 12:00	Composite	4/16/21 12:00	4/15/21 12:00	MVS	4/16/21		StarCityWWTP-01	Available	
A1064	15063	OneStep RT-ddPCR		126.87		BRSV		301316.25												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	1.56			3705																																				N1/N2/BRSV Triplex	0.005		7/7/21	10				0.95	pH - 				Josh Lambert		7/8/21 11:44		A1064	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	6/6/21 23:55	Composite	6/6/21 23:55	6/6/21 0:00	JL	6/11/21		StarCityWWTP-01	Available	
A02-0039	17859	OneStep RT-ddPCR	Human RNase P	79.851803779602	84842.5415158271	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L5	AP0004	E02	JL		295.568962097168	-20	2835.2719116211			308.093585968018	-20	3151.89849853516																																						0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	A05	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L5	EP0004	A05	JL		Pass	EL	08/25/2021 09:38 AM	Composite	08/25/2021 09:55 AM	08/23/2021 09:55 AM	JL	08/25/2021	7.09	HonorsSummit-01 (MUB)		
A0044	13954	OneStep RT-ddPCR	Human RNase P		34414.8					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				55059.6	SARS-CoV-2 N2				79172.4																																				CDC N1/N2/RP Triplex	0.005		12/21/20 13:00	100				3.4				AT	Timothy Driscoll	12/21/20 16:22	12/21/20 16:22	Monongalia County	A0044	12/21/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	GG	12/20/20 0:00	Composite	12/20/20 11:59	12/20/20 12:00	TD	12/21/20		StarCityWWTP-01	Available	
A07-0018	19654	OneStep RT-ddPCR				BRSV	798.756942749024	848679.251670838		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B02	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	0	0	2276.70715332032	0																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B04	JL	Josh Lambert		08/13/2021 12:24 PM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B04	JL	NaN	Pass	EL	08/11/2021 09:00 AM	Composite	08/11/2021 09:00 AM	08/10/2021 09:00 AM	JL	08/11/2021	NaN	TowersBB-01		10
A0217	15849	OneStep RT-ddPCR	Human RNase P		4440					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				129270	SARS-CoV-2 N2				142680																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				5				MS	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0217	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	1/11/21 0:00	Composite	1/11/21 23:59	1/11/21 0:00	TD	1/15/21		StarCityWWTP-01	Available	
A0238	11383	OneStep RT-ddPCR	Human RNase P		4968					3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				14880	SARS-CoV-2 N2				39696																																				CDC N1/N2/RP Triplex	0.005		2/22/21 0:00	100				4				AT	Timothy Driscoll	2/24/21 10:41	2/24/21 10:41	Monongalia County	A0238	2/24/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	GG	2/9/21 8:00	Composite	2/9/21 11:55	2/9/21 12:00	TD	2/11/21		StarCityWWTP-01	Available	
A1058	14521	OneStep RT-ddPCR		125.1		BRSV		297112.5												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005			10				0.95	pH - 7.03				Josh Lambert		7/8/21 11:34		A1058	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	5/27/21 23:55	Composite	5/27/21 11:55	5/27/21 0:00	JL	5/28/21	7.03	StarCityWWTP-01	Available	
A1089	13216	OneStep RT-ddPCR		96.34		BRSV		228807.5												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005			10				0.95					Josh Lambert		7/9/21 12:23		A1089		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	7/11/21 23:55	Composite	7/11/21 23:55	7/11/21 0:00	JL			StarCityWWTP-01	Available	
A1010	10115	OneStep RT-ddPCR	Human RNase P		33504					3/30/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				11184																																				CDC N1/N2/RP Triplex	0.005		3/26/21 11:00	100				8				MVS	Mathilda Santee	3/26/21 10:51	3/26/21 10:51	Monongalia County	A1010	3/29/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	EL	3/26/21 12:00	Composite	3/21/21 12:00	3/21/21 12:00	MVS	3/26/21		StarCityWWTP-01	Available	
A02-0054	14197	OneStep RT-ddPCR	Human RNase P	45.6339693069458	48486.0923886299	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	C6	AP0005	F02	JL		382.964134216308	0	2615.09490966796			188.164405822754	0	2786.11602783204																																						0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	C02	JL				WVU Morgantown		2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	C6	EP0005	B02	JL		Pass	EL	08/27/2021 10:17 AM	Composite	08/27/2021 09:38 AM	08/25/2021 09:38 AM	JL	08/27/2021	6.90	HonorsSummit-01 (MUB)		
