Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci
A01-0081	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/4/21 0:00	11/4/21 23:55	7.379	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	63112.5	63112.5	63112.5	1762892.45536388	1762892.45536388	1762892.45536388	73176.634402	71116.194046118	2392453.41634596	3069624.44637672	64516.193477	37576.374928271	2054835.58473091	1777907.52470576	55855.752552	17684.2658333784	1717217.75311585	604548.885517507
A1047	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	5/12/21 12:00	5/12/21 11:59	10.836	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2357	4779	3568	96681.08240532	196028.38049004	146354.73144768	4052.4	6296.20074791486	186517.215348108	298092.452145267	4053.4	6542.7882627451	185539.570377802	307770.017880942	4054.4	7051.17792886009	184561.925407496	327636.167652357
A04-0059	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	4/17/22 8:00	4/18/22 8:00	0.939	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	11422.69269	15230.94915	13326.82092	40601.9610523781	54138.4086013655	47370.1848268718	45269.209288	86416.0472310415	117344.646441939	216992.079840825	38854.3590473	74874.3748650769	101563.463480345	187405.907270076	32439.5088066	63772.5282284109	85782.2805187521	159339.665759088
R01-0028	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	3/21/22 9:00	3/22/22 8:00	0.153	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6767.056491	3383.391551	5075.224021	3919.26074667424	1959.55120429385	2939.40597548404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
B01-0098	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	2/23/22 7:00	2/24/22 7:00	4.8	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	106345.4627	98554.93158	102450.19714	1932293.65420419	1790739.95305079	1861516.80362749	96366.855574	43991.3483286396	2826752.75376049	2335517.72494039	82313.862232	40892.8511767542	2309648.19546508	1306364.82987543	68260.86889	57715.3564512911	1792543.63716967	929158.173784708
A02-0225	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	11/20/21 9:38	11/22/21 9:38	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	607	2028	1317.5	NA	NA	NA	15667.95772	49914.1808070405	NA	NA	15065.818671	47150.1428770917	NA	NA	14463.679622	44430.921200571	NA	NA
O01-0027	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	2/18/22 8:05	2/19/22 8:05	1.23	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8927.210234	8927.210234	8927.210234	41565.5755970197	41565.5755970197	41565.5755970197	31025.9491468	66872.0613953868	178744.888521503	388845.892184026	29295.9926028	60549.9008407448	168845.880940376	353572.210401129	27566.0360588	54468.9462699966	158946.873359249	319831.152265947
A03-0278	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	3/23/22 6:00	3/23/22 14:00	NA	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10408.98157	20820.54947	15614.76552	NA	NA	NA	4155.0635376	8440.78678479852	NA	NA	6224.3523166	12613.1744431386	NA	NA	8293.6410956	16798.4498850796	NA	NA
H01-0066	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	1/7/22 8:00	1/8/22 8:00	2	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	144693.5561	138105.7276	141399.64185	1095448.868393	1045573.60462863	1070511.23651082	37706.5274796	112727.359006198	291456.494025069	851620.722909525	36628.8038902	109435.787811708	282601.126444298	825682.334803438	35551.0803008	106449.307883337	273745.758863527	802418.718068026
O01-0016	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	4/6/22 6:00	4/7/22 7:00	2.91	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8517.208965	8517.208965	8517.208965	93821.6824456639	93821.6824456639	93821.6824456639	5189.163098	8209.49627989105	44147.2786542521	76669.3552781615	4631.9473382	6619.5711467604	39937.5436459858	68706.4853425452	4074.7315784	5597.24615358484	35727.8086377194	64733.9403749518
L01-0057	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	3/31/22 9:00	4/1/22 9:00	0.322	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2310.524737	4621.176878	3465.8508075	2816.30326918927	5632.76183137149	4224.53255028038	2021.4274636	1318.37325695901	2417.94254611595	1742.15049600132	1708.7314196	1898.87602005265	2049.15019769513	2374.13005468904	1396.0353756	3447.67303943401	1680.3578492743	4207.59276829134
N02-0044	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	2/15/22 7:00	2/16/22 7:00	NA	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	118116.8371	146289.0226	132202.92985	NA	NA	NA	91001.906642	79188.1581424274	3298284.17995114	3060617.41289495	100905.948516	88870.6139849727	3595005.40258856	3320166.56587746	110809.99039	101253.91266933	3891726.62522597	3691466.08225168
L01-0068	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	3/19/22 9:00	3/20/22 9:00	0.292	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	74	1281	677.5	81.79513928	1415.94018132	748.8676603	7204.802686	17171.9054585394	9548.07240871521	21838.7301603615	7941.5940329	16024.3287742542	10677.1091696521	21196.008583624	8678.3853798	15612.5029828274	11806.1459305891	21745.3296280943
N02-0064	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	4/17/22 7:00	4/18/22 7:00	7.23	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5336.69888	13343.02152	9339.8602	146057.519612074	365178.675275328	255618.097443701	6276.9179474	2611.39227532456	235393.241683448	139657.352224203	6309.2868355	4407.93601460611	225991.597168146	123589.840530158	6341.6557236	10293.2449372346	216589.952652843	324637.749817747
A01-0014	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	8/24/21 0:00	8/24/21 23:55	9.811	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	123142.5661	159446.6895	141294.6278	4573349.58729044	5921635.99244381	5247492.78986713	65367.52771	69544.5898460655	2492733.80262157	2517332.58028017	66552.695057	85578.1305101774	2533662.45394329	3121052.397044	67737.862404	103616.591306326	2574591.105265	3809397.83774012
M03-0061	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	4/14/22 11:00	4/15/22 11:00	0.205	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1233	5030.518826	3131.759413	956.81915865	3903.72813517138	2430.27364691069	3351.5820448	5378.58720368011	4703.72637639497	8454.74133363419	3011.8516755	2967.17154693219	4071.49237373547	5621.01770664685	2672.1213062	2874.05337112764	3439.25837107597	4357.5189029776
A03-0165	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	1/5/22 6:00	1/5/22 14:00	NA	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1312671.525	10615.94876	661643.73688	NA	NA	NA	269149.123914	1074489.46889697	NA	NA	138538.7525661	538775.075267601	NA	NA	7928.3812182	12793.563115427	NA	NA
H01-0013	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	10/10/21 8:00	10/11/21 8:00	NA	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	50486.52291	4585.473295	27535.9981025	NA	NA	NA	43365.010916	40570.5269980621	NA	NA	30145.2408255	15955.4587121979	NA	NA	16925.470735	17100.4998326295	NA	NA
H01-0114	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	1/31/22 8:00	2/1/22 8:00	1.7	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	257535.1667	296694.0397	277114.6032	1657289.53214234	1909284.59419532	1783287.06316883	457403.3228	502544.971208637	3091018.68513942	3418752.07473026	467851.79418	491387.724507602	3201586.87861993	3340229.09051265	478300.26556	481332.296962954	3312155.07210043	3277594.99324466
N03-0027	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	3/6/22 10:15	3/7/22 7:30	0.48823	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	44181.59567	24846.41779	34514.00673	81654.2480382402	45919.9250348489	63787.0865365446	76038.730824	45959.7043928489	171609.836940988	130834.022628794	74318.73095	50288.3125003959	168458.757366965	137720.437244786	72598.731076	55964.9520330643	165307.677792942	146775.173252181
G01-0001	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	10/4/21 12:00	10/5/21 9:00	NA	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	844215.4741	853864.9702	849040.22215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A01-0202	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	3/15/22 0:00	3/16/22 0:00	10.6	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	28157.04759	30973.79431	29565.42095	1129811.27688722	1242834.21362158	1186322.7452544	29282.566722	20765.7777385149	1252650.21145543	881861.536244182	31204.2865487	30757.2161537431	1322814.13263837	1222276.36013316	33126.0063754	42450.6745622879	1392978.05382131	1663410.18952674
K01-0076	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	5/4/22 6:27	5/5/22 6:25	5.859	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	34383.37103	34383.37103	34383.37103	762579.062113209	762579.062113209	762579.062113209	41040.076376	26544.5110389919	851639.51323129	618103.292187277	42032.929817	30182.878042929	875916.395189709	717885.191042539	43025.783258	35049.2646405631	900193.277148128	838667.984058592
K01-0023	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	12/30/21 6:30	12/31/21 6:45	7.712	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5620.83629	8431.537114	7026.186702	164089.534272879	246142.553680522	205116.043976701	16779.3210946	20334.2789521336	401159.4712881	449128.070664107	14463.5193166	14332.6634024415	359606.449048729	371722.858146239	12147.7175386	17259.0182269391	318053.426809358	431272.375221057
A03-0147	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	12/20/21 6:00	12/20/21 14:00	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2220	81	1150.5	NA	NA	NA	21905.078008	62775.5069108499	NA	NA	22936.821462	72191.2726562062	NA	NA	23968.564916	81753.477585859	NA	NA
D01-0017	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	1/10/22 7:00	1/11/22 7:00	NA	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	864248.9862	975689.9071	919969.44665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04-0032	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	4/15/22 12:00	4/16/22 12:00	0.098	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2618	1600	2109	971.19993124	593.552288	782.37610962	1699.2806772	2067.44699998135	726.148293763431	939.840499872044	1529.4403386	1155.96257017607	647.877417592715	389.08748689243	1359.6	1320.7023839332	569.606541422	535.09451830741
H01-0165	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	3/22/22 8:00	3/23/22 8:00	1.9	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	15554.56085	3110.450646	9332.505748	111872.741355677	22371.2288617622	67121.9851087197	29128.053426	33134.8824411593	228039.149471763	269978.835738623	27032.2847716	33510.805643888	212204.166081333	271499.767029866	24936.5161172	34866.8891206399	196369.182690903	279842.412206323
A0238	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	2/9/21 12:00	2/9/21 11:55	9.493	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	14880	39696	27288	534711.2692944	1426471.67647248	980591.47288344	125882.4	386053.325909387	4675178.77275898	14164721.8574932	119053.8	335595.659265305	4426514.21852277	12297461.6071478	112225.2	286392.921097051	4177849.66428656	10481869.2173863
A1036	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	4/25/21 12:00	4/25/21 11:59	8.393	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	28845	38475	33660	916432.94111985	1222387.15235175	1069410.0467358	17535	17605.5690524293	561584.377145634	551339.476828617	16746.6	19942.532391375	535923.521863194	625825.288314036	15958.2	24191.0733972402	510262.666580754	762659.564522373
B01-0043	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	1/10/22 7:00	1/11/22 7:00	20.713	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	18092.71015	18092.71015	18092.71015	1418598.69496554	1418598.69496554	1418598.69496554	14267.7695896	10584.4460954955	805880.416239048	737315.245649832	13981.9900785	12127.6003036292	877523.931308968	1145082.38120333	13696.2105674	20755.1414071592	949167.446378887	1816828.2891166
N03-0050	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	2/10/22 12:45	2/11/22 7:30	7.3682	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	43906.59213	14630.42071	29268.50642	1224627.649967	408066.690283481	816347.170125241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A03-0060	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	11/1/21 6:00	11/1/21 12:50	NA	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1621.008217	460	1040.5041085	NA	NA	NA	1998.665485	3311.17390716844	NA	NA	4692.9265026	13793.352013631	NA	NA	7387.1875202	24343.8001466568	NA	NA
A02-0263	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	12/11/21 9:00	12/13/21 9:00	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	693	2219	1456	NA	NA	NA	42391.80635	115814.969001326	NA	NA	40035.0787556	109707.297394707	NA	NA	37678.3511612	103728.304648536	NA	NA
J01-0010	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	3/18/22 9:00	3/19/22 9:00	0.122	24-hr time-weighted composite	Alpine Lake	26764	NA	-79.50179	39.45709	700	Preston	0.15	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1895	135	1015	875.1489379	62.3457027	468.7473203	12752.3571518	27265.2068988474	9656.56965667637	13669.1806304837	12578.39291	34428.6048678687	8460.37266542481	15508.0759334736	12404.4286682	41746.734474279	7264.17567417326	19017.458024014
K01-0033	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	2/9/22 6:24	2/10/22 6:19	8.149	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	112521.4335	105173.8724	108847.65295	3470983.10086008	3244330.6345934	3357656.86772674	271214.905666	342875.558363354	6748614.03169923	6201234.33320487	267512.786864	371290.906465488	6518048.21800787	6587727.38003567	263810.668062	403121.162949377	6287482.4043165	7234987.13945827
C01-0033	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	11/3/21 7:00	11/4/21 7:00	NA	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6463.70586	8079.894036	7271.799948	NA	NA	NA	14422.1619592	27056.6748912385	705804.806177049	625706.282386592	15124.0373062	23534.8887610998	842134.534004001	663617.620628924	15825.9126532	20217.4080553435	978464.261830953	753954.31766211
L01-0089	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	4/19/22 9:00	4/20/22 9:00	0.353	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2385.484222	1979	2182.242111	3187.60264756676	2644.43821567	2916.02043161838	4714.242454	8309.45477576396	5018.1463196627	8372.44242805392	3491.0545409	5597.07706427527	3797.91092053175	5430.44101730906	2267.8666278	3729.02535136683	2577.6755214008	3574.69001640223
A0039	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/13/20 12:00	12/13/20 11:59	6.302	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	108552	99864	104208	2589578.93346864	2382321.01308048	2485949.97327456	84383.28	74147.5947337752	2207254.59423933	1973819.52163161	77760.12	63820.2669216306	2028527.28297755	1650390.26303823	71136.96	56271.8700959656	1849799.97171577	1398711.83099946
N03-0031	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	3/9/22 7:30	3/10/22 7:30	0.87	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9632.305205	9632.305205	9632.305205	31722.1352680714	31722.1352680714	31722.1352680714	42357.767791	50738.1369819424	103346.143559836	125923.350758866	42078.656931	53720.2667791556	103912.05359364	135454.094643931	41799.546071	58314.7686383192	104477.963627445	147106.729034062
N02-0051	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	4/19/22 7:00	4/20/22 7:00	11.369	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5886.484059	5886.484059	5886.484059	253332.648664008	253332.648664008	253332.648664008	8987.4772252	13682.4628810767	362364.742450114	625713.666054304	9865.1638833	10478.5747841876	385131.777380522	488016.655421901	10742.8505414	8388.26021126474	407898.81231093	361764.917991495
C01-0123	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	2/7/22 7:00	2/8/22 7:00	12.846	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	33743.12092	44996.8683	39369.99461	1640839.45740939	2188079.67234389	1914459.56487664	140795.145824	121856.500965944	6082993.94790541	5697769.34446311	141743.425162	136260.041265634	5989304.92584963	5159700.78681423	142691.7045	163901.14443061	5895615.90379385	5134641.33316009
C01-0109	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	1/18/22 7:00	1/19/22 7:00	7.455	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	410452.8809	413166.5719	411809.7264	11583075.3393626	11659656.3277377	11621365.8335501	307279.88586	222039.954198083	9426443.96389087	7935753.84965248	272069.84032	186777.908738449	8258463.03398247	5960411.33316863	236859.79478	196079.34685154	7090482.10407407	5499365.23142098
K01-0072	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	4/19/22 6:25	4/20/22 6:21	7.261	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	17384.76237	726	9055.381185	477835.179578461	19954.73581926	248894.95769886	11866.5933796	13599.9998986407	314284.610722939	325918.641757304	9801.4614835	8998.79847525343	262426.087196527	215522.689186283	7736.3295874	12266.1786475408	210567.563670115	344006.703065989
A03-0130	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	12/15/21 6:00	12/15/21 14:00	NA	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16020.87881	13731.80721	14876.34301	NA	NA	NA	72569.74527	268924.558935128	NA	NA	68253.774933	252591.780872851	NA	NA	63937.804596	236265.669724122	NA	NA
A02-0250	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	12/4/21 9:00	12/6/21 9:00	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	768	2456	1612	NA	NA	NA	38431.914308	150947.470272077	NA	NA	41991.1400196	162242.084580494	NA	NA	45550.3657312	173536.889979127	NA	NA
B01-0014	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	10/3/21 7:00	10/4/21 7:00	NA	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	71425.01563	39094.63793	55259.82678	NA	NA	NA	67461.51063	42774.1002638036	NA	NA	53587.262423	18832.038542261	NA	NA	39713.014216	27370.7313756214	NA	NA
B01-0104	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	3/30/22 7:00	3/31/22 7:00	3.7	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8817.65102	17637.15684	13227.40393	123500.170086187	247026.318532706	185263.244309447	7297.6420652	2025.60140846232	193357.300305102	95162.9323555992	7654.2914143	8280.50280350368	196612.248015334	188295.333893621	8010.9407634	14697.3110945032	199867.195725565	333819.027024405
A01-0137	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/28/21 0:00	12/28/21 0:00	10.3	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	40241.73416	45610.2211	42925.97763	1569014.06793804	1778329.88665776	1673671.9772979	22710.3833924	27009.5113695693	803053.273136491	920402.406384972	24297.7050961	25830.8821019547	879634.609374165	906088.568469141	25885.0267998	25405.8843240791	956215.94561184	925162.941166229
G01-0138	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	3/12/22 9:00	3/13/22 8:00	0.985	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	20358.69386	3392.429072	11875.561466	75910.0132747139	12649.1089094379	44279.5610920759	21425.1503508	25509.6894450247	82393.2055490323	94999.0848465729	17609.5287023	24866.3377721815	67690.7117326868	93188.0990543359	13793.9070538	27706.3962395093	52988.2179163414	105670.758294918
A03-0001	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	9/13/21 6:00	9/13/21 14:00	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	203	2213	1208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
