Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci
A02-0200	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	10/30/21 9:00	11/1/21 9:00	NA	11/1/21	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2655	210	1432.5	NA	NA	NA	7553.1098616	10844.5435362112	NA	NA	12228.1006378	24953.1797589747	NA	NA	16903.091414	41960.4225841502	NA	NA
G01-0083	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	2/6/22 0:00	2/7/22 8:00	1.358	2/10/22	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	62769.37589	49546.95694	56158.166415	322671.423888985	254700.431834993	288685.927861989	199414.674792	397271.711831139	728760.243100885	1176890.94464079	203159.436679	404281.740900259	746186.122662913	1190961.77820146	206904.198566	412867.373306139	763612.00222494	1212362.73465769
H01-0005	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	10/2/21 8:00	10/3/21 8:00	NA	10/8/21	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	114796.7446	17064.01542	65930.38001	NA	NA	NA	89816.613432	93816.5894002736	NA	NA	63133.03255	71225.303669945	NA	NA	36449.451668	57666.5532059738	NA	NA
A0102	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/3/20 0:00	11/3/20 23:59	6.967	11/9/20	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	12933.6	21562.8	17248.2	341097.205132392	568674.677957316	454885.941544854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
N02-0010	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	3/30/22 7:00	3/31/22 7:00	7.82	4/7/22	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2778.649726	2176	2477.324863	82253.3285517077	64413.7478912	73333.5382214539	7719.6807956	14571.4737072723	261293.836730179	506203.510705999	6252.6341954	11768.2823087414	210309.508731012	408575.240891402	4785.5875952	9180.39474265244	159325.180731845	318987.636763325
L01-0025	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	1/14/22 9:00	1/15/22 9:00	0.287	1/26/22	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	658090.0097	746992.0814	702541.04555	714957.324538503	811541.661622631	763249.493080567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A03-0302	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	4/8/22 6:00	4/8/22 12:39	NA	4/11/22	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2475	2790	2632.5	NA	NA	NA	1565	1911.58390481443	NA	NA	1333.3	1581.49411807873	NA	NA	1101.6	1919.33889768146	NA	NA
L01-0054	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	3/28/22 9:00	3/29/22 9:00	0.303	3/30/22	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	909	2714	1811.5	1042.60412007	3112.90163022	2077.752875145	3140.834012	5899.90699811257	4215.36929171549	8550.11237254396	3208.1727539	5576.0585071855	4294.61428949644	8181.63799137301	3275.5114958	5595.45648941466	4373.85928727739	8171.58225362592
P01-0019	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	1/25/22 10:00	1/26/22 10:00	0.231	2/2/22	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1121552.65	451704.1844	786628.4172	980718.958489231	394983.558970679	687851.258729955	994357.54556	1624932.26177552	912667.735280801	1424536.82193131	841530.21416	1322450.78857032	778879.799181878	1148004.9369687	688702.88276	1060132.09397511	645091.863082955	911686.480400266
P01-0040	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	3/18/22 10:00	3/19/22 10:00	0.261	3/23/22	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	893	293	593	882.27686493	289.48165893	585.87926193	21370.4172604	80097.7486498668	25087.1341257041	95902.1667777453	22927.8454923	84546.7671983834	26831.5275197057	101302.272145255	24485.2737242	89013.4291029904	28575.9209137073	106714.638771157
A04-0007	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	2/2/22 9:00	2/3/22 9:00	0.659	2/4/22	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	417120.0657	402960.214	410040.13985	1040541.53834705	1005218.58200363	1022880.06017534	694953.58944	323618.13012937	1535081.88444803	709507.376814234	673609.57771	306016.02239368	1487151.51432364	665648.423191195	652265.56598	299163.548916499	1439221.14419924	645271.165439418
L01-0065	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	3/20/22 9:00	3/21/22 9:00	NA	3/23/22	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1342	5959.301284	3650.650642	NA	NA	NA	5874.116686	16791.6705491754	10123.8574963392	20839.8018192629	6136.9324773	14667.547897528	10965.3333153801	20669.2059424697	6399.7482686	12811.3868150011	11806.8091344211	21743.9863566778
R01-0034	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	3/16/22 9:15	3/17/22 9:15	0.158	3/23/22	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3191.939634	1422	2306.969817	1909.08243317051	850.49077716	1379.78660516526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A02-0090	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	9/6/21 9:00	9/8/21 9:00	NA	9/8/21	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	51991.14084	74507.3241	63249.23247	NA	NA	NA	19454.0086378	37231.7049727643	NA	NA	20959.0435324	44730.8259332644	NA	NA	22464.078427	54182.1146760401	NA	NA
M03-0024	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	3/1/22 11:00	3/2/22 11:00	0.243	3/9/22	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	45637.76605	22812.67203	34225.21904	41980.1104039493	20984.341989467	31482.2261967082	23670.785422	32824.2722496691	23802.1354189324	27930.19024895	20600.07022	33428.8028053826	20680.2644110126	30788.6972169649	17529.355018	38197.1937507227	17558.3934030929	37161.3346095159
A01-0050	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	9/27/21 0:00	9/27/21 23:55	7.004	10/1/21	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	51619.2168	56317.21377	53968.215285	1368580.89586608	1493138.94421638	1430859.92004123	223208.732294	342509.080524893	6379887.18566357	8738776.69215105	185381.133592	296537.688657682	5228494.82840071	7254190.57984153	147553.53489	268614.80200104	4077102.47113785	6655687.67919204
A03-0147	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	12/20/21 6:00	12/20/21 14:00	NA	12/21/21	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2307	1986	2146.5	NA	NA	NA	21922.478008	62752.4124281789	NA	NA	23402.621462	71605.7239912407	NA	NA	24882.764916	80649.4995157431	NA	NA
O01-0057	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	4/22/22 6:00	4/23/22 6:00	2.1	4/27/22	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2523.512864	7570.99486	5047.253862	20060.3147440799	60184.5712712845	40122.4430076822	4033.2830354	4076.22527318468	33836.2853089223	36534.4238187423	4740.7418946	3355.64696355286	39070.611107734	27130.000258075	5448.2007538	4296.00328704442	44304.9369065456	31235.0286285417
E01-0103	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	5/2/22 7:30	5/3/22 7:30	1.882	5/5/22	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	71473.88443	74028.77793	72751.33118	509190.074810833	527391.49792885	518290.786369842	63742.022908	51717.0241165401	471816.798035545	370621.449821079	62722.776683	53803.1757680766	466778.79821049	406364.637572129	61703.530458	61233.0289733799	461740.798385434	478039.247389681
E01-0064	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	2/15/22 10:00	2/16/22 10:00	2.441	2/17/22	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	399202.584	421648.2747	410425.42935	3688706.05199213	3896108.40469392	3792407.22834303	392828.8484	136773.445704683	3917511.87541393	1180556.32599632	385699.06988	147860.878048269	3829417.58975424	946338.876654302	378569.29136	195760.354282467	3741323.30409455	1342632.83426236
A02-0481	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	4/27/22 9:00	4/29/22 9:00	NA	4/29/22	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1194	1881	1537.5	NA	NA	NA	18679.262074	60126.1586751243	NA	NA	18418.6795478	63120.2567649505	NA	NA	18158.0970216	66402.7648525493	NA	NA
A1041	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	5/2/21 0:00	5/2/21 23:55	11.991	5/7/21	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10290	5130	7710	467071.8599799	232855.0672203	349963.4636001	8054.2	14699.027460703	288098.098388738	497052.643740037	7758.8	13962.7208601916	270611.678528242	450858.942563942	7463.4	13890.7274523734	253125.258667746	435368.457296369
A01-0236	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	4/24/22 0:00	4/25/22 23:59	8.6	4/26/22	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	40068.6121	35057.93978	37563.27594	1304414.67439336	1141294.61207444	1222854.6432339	56278.437944	28606.7153003636	2037948.14783016	964978.864930305	51223.653999	21904.8307764889	1863162.24975043	793811.907097624	46168.870054	16723.3374955655	1688376.35167071	707219.93864027
A0216	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	1/10/21 0:00	1/10/21 23:59	7.624	1/15/21	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	161664	173496	167580	4665617.51755776	5007088.63337664	4836353.0754672	86961.6	105433.268730519	3075689.37222629	3136588.51091046	83232	106414.381961626	2913448.1289971	2989400.53915966	79502.4	109906.79632355	2751206.88576792	2972053.37218254
P01-0017	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	2/4/22 11:05	2/5/22 11:05	0.658	2/10/22	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	74177.70579	120949.6263	97563.666045	184761.813262637	301261.302579122	243011.55792088	128898.511226	193823.776745533	155284.54016444	218805.99319689	139001.135123	191286.765546117	170389.948459346	218888.007170649	149103.75902	197375.949758748	185495.356754252	234789.80963822
K01-0056	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	4/7/22 6:00	4/8/22 6:00	10.263	4/13/22	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9120.837059	9120.837059	9120.837059	354341.444469519	354341.444469519	354341.444469519	8531.7511766	1035.19947963088	239497.823046502	158257.923354559	7501.076749	4306.94803213253	226965.750723525	264761.419231766	6470.4023214	8833.42557899842	214433.678400548	386265.368572933
A02-0463	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	4/20/22 9:00	4/22/22 8:18	NA	4/25/22	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1720	1135	1427.5	NA	NA	NA	3790.465145	6514.1260830878	NA	NA	3229.0128753	5847.28320742787	NA	NA	2667.5606056	5240.98900895353	NA	NA
A01-0122	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/10/21 0:00	12/11/21 0:00	12.3	12/14/21	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	91226.98233	77179.12808	84203.055205	4247577.83353621	3593502.11167135	3920539.97260378	123501.188544	211436.72277693	3857558.90707952	5641938.45806655	103364.403915	154269.685391473	3258916.21064143	4154853.18503445	83227.619286	98436.5124906157	2660273.51420335	2766598.19308656
G01-0106	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	4/5/22 8:00	4/6/22 8:00	2.458	4/7/22	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5759.879658	5759.879658	5759.879658	53593.0178861145	53593.0178861145	53593.0178861145	12855.9726478	23197.3583796516	60601.5073133681	102668.569651618	13178.1730757	21481.9946269774	61571.5007555248	96443.6722275315	13500.3735036	21337.1087578016	62541.4941976815	95380.4756307084
S01-0048	not institution specific	wwtp	WWTP	WWTP	21939	FollansbeeWWTP-01	3/9/22 7:00	3/10/22 7:00	0.886	3/16/22	24-hr time-weighted composite	Follansbee	26037		-80.59829	40.3258	6468	Brooke	1.6	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3268.865934	3268.865934	3268.865934	10963.3620465675	10963.3620465675	10963.3620465675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
H01-0074	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	1/14/22 8:00	1/15/22 8:00	NA	1/21/22	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1544955.647	1667913.294	1606434.4705	NA	NA	NA	658986.41379	1094784.62592207	1918975.4413748	3456502.24981074	684568.478265	1137566.44400578	2006918.22784768	3637293.74322243	710150.54274	1180662.88761143	2094861.01432057	3823762.16262384
A03-0154	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	12/17/21 6:00	12/17/21 14:00	NA	12/17/21	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	22195.50345	44402.76213	33299.13279	NA	NA	NA	74721.389452	266943.134067792	NA	NA	72774.84153	248858.119257588	NA	NA	70828.293608	231235.066583571	NA	NA
A04-0002	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	1/26/22 9:00	1/27/22 9:00	0.62	1/28/22	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1472231.419	1526359.963	1499295.691	3455259.71219401	3582296.92587469	3518778.31903435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
L01-0090	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	4/22/22 9:00	4/23/22 9:00	0.319	4/27/22	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2486.38574	2486.38574	2486.38574	3002.42463265304	3002.42463265304	3002.42463265304	1946.9739924	1490.30488254317	2397.74757439996	2747.60006200714	1516.1255702	1294.05911892413	1786.72375290428	1883.89371979857	1085.277148	1639.32597601582	1175.69993140861	1955.29609127812
A0046	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/22/20 12:00	12/22/20 11:59	11.613	1/7/21	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	67140	22410	44775	2951472.1393962	985142.8454553	1968307.49242575	57606.24	42564.0538646494	2328197.47800553	1447246.6381763	52874.88	47151.3761773316	2114148.79508765	1557432.45504636	48143.52	60801.7380719047	1900100.11216978	2186219.76638381
A02-0272	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	1/5/22 9:00	1/7/22 8:31	NA	1/10/22	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5918.904897	264	3091.4524485	NA	NA	NA	2634.9809794	3574.40723665361	NA	NA	2231.2273268	2192.93517577312	NA	NA	1827.4736742	3341.03943511358	NA	NA
E02-0106	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	4/12/22 8:00	4/13/22 8:00	0.191	4/18/22	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2966.049635	8898.778763	5932.414199	2144.49336422564	6433.93548839434	4289.21442630999	17137.4325112	27480.3165613209	11851.4264754014	22974.895539125	20253.612001	29936.8112403468	13991.8965158205	25277.3336779479	23369.7914908	32628.6351042099	16132.3665562395	27688.9623237132
A0103	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/4/20 0:00	11/4/20 23:59	6.95	11/9/20	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	12420	12420	12420	326752.80579	326752.80579	326752.80579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
H01-0123	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	2/8/22 8:00	2/9/22 8:00	2.1	2/11/22	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	69889.62963	80253.56188	75071.595755	555577.896085166	637964.534919959	596771.215502562	65829.2974286	106369.147737169	1642774.96992839	2915372.68648639	70083.6673366	115987.105399496	1711907.77812233	2911282.52482228	74338.0372446	125699.444993532	1781040.58631628	2910040.22558087
A1028	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	4/13/21 12:00	4/14/21 12:00	10.693	4/16/21	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	13152	26304	19728	532358.62183776	1064717.24367552	798537.93275664	27973.2	43595.8270548153	980622.979607952	1425082.8446536	24985.8	33054.3796590688	883014.901775208	1084465.53074772	21998.4	25137.7375177867	785406.823942464	875122.52979227
A1053	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	5/20/21 0:00	5/20/21 23:55	6.831	5/21/21	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	4346.25	4346.25	4346.25	112385.922329587	112385.922329587	112385.922329587	1709.05	2966.91970215991	46622.4592479355	75424.9500580261	2619.65	2811.04442712629	72018.1597141753	72266.5519241978	3530.25	4863.00030831284	97413.860180415	133366.891119241
A1080	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	6/28/21 0:00	6/28/21 23:55	7.451	7/9/21	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	747	1743	1245	21069.20216277	49161.47171313	35115.33693795	1353.9	3365.71132909021	41491.466021769	92415.6595882014	2141.65	1360.14014705411	79333.905444805	70515.1910039029	2929.4	2678.02688120038	117176.344867841	160780.252667919
N03-0004	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	4/3/22 7:30	4/4/22 7:30	0.4226	4/6/22	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	58537.93971	66907.18219	62722.56095	93643.9772563349	107032.373847204	100338.17555177	13895.4921692	46147.7116721766	23436.5759922542	72849.1225685895	14673.5175006	49650.2832030621	24651.5613508268	78474.6989230018	15451.542832	53155.7091455132	25866.5467093993	84108.6844651877
L01-0089	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	4/19/22 9:00	4/20/22 9:00	0.353	4/27/22	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2385.484222	888	1636.742111	3187.60264756676	1186.58976024	2187.09620390338	4909.042454	7940.03623516056	5503.4343674987	7688.00824471724	3594.5545409	5330.65494325605	3965.29682969875	5008.77797877245	2280.0666278	3700.86541766546	2427.1592918988	3542.62152422376
E02-0077	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	2/15/22 8:00	2/16/22 8:00	0.12	2/18/22	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2227733.674	2446923.695	2337328.6845	1011946.23922756	1111513.13091479	1061729.68507118	5522325.872286	19955324.7187658	2372266.88383597	8431744.83191507	5632138.547378	20444916.7913547	2415191.92330777	8643580.29282506	5741951.22247	20935208.5754835	2458116.96277957	8855928.30773448
A1110	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	7/28/21 0:00	7/28/21 23:55	6.999	7/30/21	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8288.75	20686.25	14487.5	219602.843645363	548063.257349888	383833.050497625	20676.75	35417.1624944289	550559.985081948	899702.930923642	23695.375	37204.2906989133	630137.014162118	940712.952639496	26714	39422.4790517812	709714.043242288	993645.27814074
L01-0076	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	4/9/22 9:00	4/10/22 9:00	0.339	4/20/22	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2687	2455	2571	3448.10347113	3150.38854545	3299.24600829	10462.563216	31906.4169092842	12841.0455642245	36704.1987760955	10195.674022	32186.0884434943	12453.1572898435	37111.3372355171	9928.784828	32481.5566232759	12065.2690154626	37547.4984478135
S01-0038	not institution specific	wwtp	WWTP	WWTP	21939	FollansbeeWWTP-01	4/7/22 6:00	4/8/22 6:00	0.789	4/14/22	24-hr time-weighted composite	Follansbee	26037		-80.59829	40.3258	6468	Brooke	1.6	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	31443.65095	26201.4053	28822.528125	93912.3903759426	78255.435631335	86083.9130036388	10864.1352018	21963.3145735361	31724.7344165917	66158.7037683611	10294.2684053	19649.2098287824	30074.8659920706	59376.5340484933	9724.4016088	17461.2920457614	28424.9975675495	52918.7930191931
H01-0035	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	11/4/21 8:00	11/5/21 8:00	NA	11/11/21	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6375	6375	6375	NA	NA	NA	13940	18630.0036534693	NA	NA	16107.5	21609.6232957338	NA	NA	18275	24724.203383272	NA	NA
A04-0028	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	3/4/22 8:00	3/5/22 8:00	0.591	3/11/22	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	294897.6982	301262.4067	298080.05245	659738.439184268	673977.420625232	666857.92990475	139688.578394	185586.175680508	367395.996986164	366927.889833664	143750.535436	189580.230359062	378183.252052392	379079.916472007	147812.492478	193969.96855566	388970.507118621	392584.517649843
