Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci
A02-0319	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	01/29/2022 09:00 AM	01/31/2022 09:00 AM	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	989879.2827	1032752.978	1011316.13035	NA	NA	NA	1508642.59232	1736570.42225485	1205234.418654	26265079.9903284	1598129.33374	1931943.73863356	1079179.48207413	25255219.7317302	1687616.07516	2129437.65832353	953124.54549426	24245359.473132
S01-0038	not institution specific	wwtp	WWTP	WWTP	21939	FollansbeeWWTP-01	04/07/2022 06:00 AM	04/08/2022 06:00 AM	0.789	24-hr time-weighted composite	Follansbee	26037		-80.59829	40.3258	6468	Brooke	1.6	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	31443.6509460211	26201.4053016901	28822.5281238556	93912.3903640588	78255.4356363828	86083.9130002208	10864.1352010891	21963.3145702031	31724.7344144251	66158.7037583894	10294.2684050649	19649.2098277866	30074.8659913492	59376.5340455201	9724.40160904079	17461.2920471219	28424.9975682733	52918.7930232358
J01-0030	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	04/18/2022 07:30 AM	04/19/2022 07:30 AM	0.25	24-hr time-weighted composite	Alpine Lake	26764	NA	-79.50179	39.45709	700	Preston	0.15	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2746	1900	2323	2598.683965	1798.06975	2198.3768575	1586.02284168154	1832.42418684203	1398.79154480712	1975.4984604167	1598.91142084077	1755.89188184246	1423.40880918456	1904.38099123092	1611.8	2000.10749132529	1448.026073562	2074.36073100198
E01-0078	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	03/10/2022 08:55 AM	03/11/2022 08:55 AM	5.258	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	18134.4628706575	12088.7698978186	15111.616384238	360942.650766644	240611.077512904	300776.864139774	56278.6403035425	98927.9298455317	817281.457422381	1252265.19589002	53975.9956172586	96160.6521472192	815676.472211647	1442782.71150813	51673.3509309748	102347.636897841	814071.487000912	1697931.39639654
C01-0127	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	03/15/2022 07:00 AM	03/16/2022 07:00 AM	10.312	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5921.41318134963	2960.60201246291	4441.00759690627	231143.239429421	115567.537488739	173355.38845908	17713.2699284097	19293.9087170843	753245.678836301	771385.974244859	12635.6426706497	12279.7907907967	521367.490205635	418900.948440215	7558.0154128898	14249.4185502338	289489.301574969	515547.496841635
G01-0010	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	12/07/2021 09:00 AM	12/08/2021 08:00 AM	0.555	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	92810.736	19318.62798	56064.68199	194986.311929777	40586.5547856834	117786.43335773	105393.25096	72258.2712173415	240434.625474417	201284.084623375	81149.509861	64277.9254862432	185868.909798141	172165.602248109	56905.768762	79571.1007182085	131303.194121864	194523.846703712
A02-0449	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	04/11/2022 09:00 AM	04/13/2022 09:00 AM	NA	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	139	1136	637.5	NA	NA	NA	1114	1532.2150735528	NA	NA	1343.7	1466.66207947004	NA	NA	1573.4	1621.05452648423	NA	NA
A02-0397	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	03/12/2022 09:00 AM	03/14/2022 09:00 AM	NA	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2823.386639	2823.386639	2823.386639	NA	NA	NA	175075.5169922	705461.472072175	NA	NA	187342.6869828	759899.382373501	NA	NA	199609.8569734	814351.779141936	NA	NA
D01-0020	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	01/31/2022 07:30 AM	02/01/2022 07:30 AM	1.27	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	309503.6709	215766.5992	262635.13505	1487929.82939419	1037291.60369264	1262610.71654342	714889.60352	850509.002699047	1588300.95535846	3154226.62304723	441107.078672	418840.851387986	1342199.36664996	1926241.073466	167324.553824	172571.584591352	1096097.77794146	711307.417887178
O01-0073	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	05/06/2022 06:45 AM	05/07/2022 06:45 AM	3.07	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	17315.333057195	3462.49461639672	10388.9138367959	201225.099167672	40238.3725597727	120731.735863722	32404.0335416794	37635.5108685698	186769.613756743	227202.22553744	27582.0963573642	36390.7989554789	170298.923479238	225675.845310192	22760.159173049	38339.6474816236	153828.233201733	251507.131172861
A04-0001	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	01/25/2022 09:00 AM	01/26/2022 09:00 AM	0.667	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1898034.997	890459.8153	1394247.40615	4792288.71888184	2248293.91145299	3520291.31516742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A02-0122	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	09/20/2021 10:03 AM	09/22/2021 10:03 AM	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	34541.23586	29828.25756	32184.74671	NA	NA	NA	39118.127176	84241.6211457828	1205234.418654	26265079.9903284	39191.510925	79289.9888567532	1079179.48207413	25255219.7317302	39264.894674	75094.3851801681	953124.54549426	24245359.473132
A02-0155 c	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	08/10/2021 09:00 AM	08/11/2021 09:00 AM	12.279	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	30288	962	15625	1407818.02392432	44714.76951318	726266.39671875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A01-0003	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	08/11/2021 12:00 AM	08/11/2021 11:55 PM	10.042	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	25285.73	32876.44184	29081.08592	961188.659911371	1249735.05114718	1105461.85552927	15727.417742	26802.0848281913	510886.888788957	907580.676279371	18390.05025	28039.2299025648	592785.994834453	962963.238155783	21052.682758	29895.7714988493	674685.100879949	1031863.33400659
K01-0085	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	05/02/2022 06:23 AM	05/03/2022 06:23 AM	5.334	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	60051.6631454229	57190.1059895754	58620.8845674991	1212525.76644314	1154746.98727407	1183636.3768586	32843.2140424847	29716.5819225237	598539.560232457	664642.103855316	33102.820482105	29449.0245163451	596291.660989506	641975.074849778	33362.4269217253	30368.2520490301	594043.761746555	631538.546211525
C01-0063	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	12/20/2021 07:00 AM	12/21/2021 07:00 AM	6.831	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	39185.13536	22853.54141	31019.338385	1013254.5479536	590949.975233885	802102.261593742	201100.949952	175249.926807246	5513259.74916607	4849184.5562265	178448.065999	190178.542651353	4901896.63429878	5282552.35783923	155795.182046	224831.035088091	4290533.51943149	6243354.40301303
A02-0217	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	11/10/2021 09:58 AM	11/12/2021 09:58 AM	NA	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	4636.06853	17003.12242	10819.595475	NA	NA	NA	7706.6994024	12112.8373505984	NA	NA	10062.1230912	11458.9319744429	NA	NA	12417.54678	14019.6336599446	NA	NA
A03-0187	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	01/21/2022 06:00 AM	01/21/2022 02:00 PM	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	436	1204	820	NA	NA	NA	1732.2335796	2367.1442888105	NA	NA	4225.1695539	7901.38581817881	NA	NA	6718.1055282	16925.0918867734	NA	NA
N03-0026	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	03/08/2022 07:30 AM	03/09/2022 07:30 AM	0.753	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	19555.9982210398	22816.2181377411	21186.1081793905	55742.6858331074	65035.6614464923	60389.1736397999	55394.835502208	42885.14820941	128984.105188812	106927.448543726	54687.8351908781	45968.7256628288	128635.463115578	116534.692201583	53980.8348795482	50936.5532369224	128286.821042343	128708.155216708
A03-0037	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	10/01/2021 06:00 AM	10/01/2021 02:00 PM	NA	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	14320.20038	12273.95572	13297.07805	NA	NA	NA	11710.023548	32082.0584070259	NA	NA	8954.571428	22523.3994328742	NA	NA	6199.119308	13720.7115020785	NA	NA
D01-0015	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	02/14/2022 07:40 AM	02/15/2022 07:40 AM	1.31	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	101013.2352	27841.4125	64427.32385	500913.228962546	138062.421292029	319487.825127287	316582.03054	302280.782909457	1468964.15406687	1444912.21742168	209207.671171	196442.798313656	1142709.59659082	1182584.39291311	101833.311802	123843.738637401	816455.039114757	1007092.68222218
A03-0272	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	03/30/2022 06:00 AM	03/30/2022 02:00 PM	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10810.3591203689	2702.32859998941	6756.34386017915	NA	NA	NA	7307.4218039155	12854.5919534494	NA	NA	6550.02321652769	9225.77389964149	NA	NA	5792.62462913989	10589.9029461609	NA	NA
P01-0033	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	03/10/2022 11:35 AM	03/11/2022 11:15 AM	0.358	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	22551.3942539692	22551.3942539692	22551.3942539692	30561.1258496045	30561.1258496045	30561.1258496045	33351.9869888067	53761.0949021432	45516.6846087286	73089.7389476065	33124.6767847955	57359.7411312748	45511.2832996606	78544.4320373407	32897.3665807844	61976.6842781534	45505.8819905926	85125.5602052655
M04-0041	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	04/25/2022 12:00 PM	04/26/2022 10:30 AM	0.128	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1702	1061	1381.5	824.67428096	514.08896128	669.38162112	1561.8	1514.62526069854	636.712775738	645.010732307616	1829.11572616398	1864.8797029739	724.983393186884	679.105769575648	2096.43145232797	3967.08185461002	813.254010635767	1441.18148700984
E01-0094	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	04/13/2022 09:00 AM	04/14/2022 09:00 AM	2.303	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16400.6113260984	5466.15768224001	10933.3845041692	142977.23679019	47652.8652332905	95315.0510117402	36904.6170205115	53186.7851849787	385281.64338939	537338.158153782	32925.292555806	53354.1889209468	332654.387850287	490226.045096605	28945.9680911004	55892.037529785	280027.132311185	497902.362637188
M03-0011	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	03/10/2022 11:00 AM	03/11/2022 11:00 AM	0.508	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	505	6863.46804723145	3684.23402361573	971.1090814	13198.3686149806	7084.73884819028	18638.9942134573	49061.5867589942	20100.0871680759	35791.6895833366	18900.6212724518	52847.279536359	19458.3944878292	36313.2593464404	19162.2483314463	57192.9215947292	18816.7018075825	39644.9718613009
C01-0002	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	09/13/2021 07:00 AM	09/14/2021 07:00 AM	NA	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16219.02183	19464.09076	17841.556295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
J01-0029	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	04/17/2022 07:30 AM	04/18/2022 07:30 AM	0.135	24-hr time-weighted composite	Alpine Lake	26764	NA	-79.50179	39.45709	700	Preston	0.15	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1172	857	1014.5	598.9275702	437.95300995	518.440290075	1172.02284168154	1480.70071013725	1073.02218853512	1545.30945887604	1214.11142084077	1797.67697204367	1098.22013480656	1811.94570898798	1256.2	2296.90875471184	1123.418081078	2264.14953678103
A01-0050	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	09/27/2021 12:00 AM	09/27/2021 11:55 PM	7.004	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	51619.2168	56317.21377	53968.215285	1368580.89586608	1493138.94421638	1430859.92004123	223208.732294	342509.080524893	6379887.18566357	8738776.69215105	185381.133592	296537.688657682	5228494.82840071	7254190.57984153	147553.53489	268614.80200104	4077102.47113785	6655687.67919204
A01-0064	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	10/16/2021 12:00 AM	10/16/2021 11:55 PM	11.183	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	54807.41292	13690.59317	34249.003045	2320120.55915276	579553.476225519	1449837.01768914	54185.130804	73647.7121681246	1637632.2901191	2189719.68894938	46353.203649	91761.0153333524	1372899.69020894	2568126.71488194	38521.276494	115478.15823162	1108167.09029878	3212295.18787487
A01-0014	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	08/24/2021 12:00 AM	08/24/2021 11:55 PM	9.811	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	123142.5661	159446.6895	141294.6278	4573349.58729044	5921635.99244381	5247492.78986713	65367.52771	69544.5898460655	2492733.80262157	2517332.58028017	66552.695057	85578.1305101774	2533662.45394329	3121052.397044	67737.862404	103616.591306326	2574591.105265	3809397.83774012
A02-0326	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	02/02/2022 09:00 AM	02/04/2022 09:00 AM	NA	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	4255.217635	2547	3401.1088175	NA	NA	NA	1043099.707601	1806462.06036301	NA	NA	609910.9413985	1063616.94589736	NA	NA	176722.175196	346134.154454568	NA	NA
M03-0007	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	03/04/2022 11:30 AM	03/05/2022 11:30 AM	0.195	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	64326.25562	73983.71905	69154.987335	47482.7440008683	54611.4484361668	51047.0962185176	100359.619008	163054.797766831	80963.3847236066	121863.853462335	94879.705399	133775.808294955	76769.9058293984	99417.5158008879	89399.79179	110692.060473101	72576.4269351903	82692.9796651775
A01-0126	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/14/2021 12:00 AM	12/15/2021 12:00 AM	7.2	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9999.228213	20000.84314	15000.0356765	272528.484982361	545122.019740229	408825.252361295	44214.6525748	66068.7870229095	1696849.64095076	3037785.18072044	47860.4206134	60826.0872941022	1787412.18133188	2735125.01691981	51506.188652	57522.3228393919	1877974.721713	2477219.74068044
M04-0049	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	04/07/2022 11:00 AM	04/08/2022 11:00 AM	0.344	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	668	246	457	869.85693472	320.33653584	595.09673528	3295.41399504543	6254.97150998903	2734.56061819025	6651.38853024336	2597.94315192998	3264.34284441041	2089.15642094574	3740.72604454665	1900.47230881453	1964.64161476747	1443.75222370124	2575.50076233327
B01-0065	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	11/25/2021 07:00 AM	11/26/2021 07:00 AM	10.588	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2581.488742	7744.943993	5163.2163675	103465.865048268	310416.74400846	206941.304528364	8774.9034704	12511.4052546949	234371.79847099	302266.898958378	11381.7124612	11926.1983116794	311163.043041046	279911.496944309	13988.521452	12522.685534473	387954.287611102	297812.587262823
E02-0069	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	03/01/2022 08:00 AM	03/02/2022 08:00 AM	0.139	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	70726.31903	90036.04352	80381.181275	37214.20802939	47374.444190645	42294.3261100175	232460.808372	617008.722706696	241486.817731573	566007.907143481	240321.327215	645085.680657244	250871.976597924	596267.274307377	248181.846058	673705.451750103	260257.135464275	627419.43563684
A02-0220	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	11/13/2021 09:00 AM	11/15/2021 09:00 AM	NA	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1604.466913	3209.036738	2406.7518255	NA	NA	NA	6685.6110686	13154.1163390756	NA	NA	8082.7734401	12654.1633619185	NA	NA	9479.9358116	14366.8137528981	NA	NA
A02-0154	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	08/10/2021 09:00 AM	08/11/2021 09:00 AM	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2690	1427.22571	2058.612855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A02-0345	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	02/12/2022 09:00 AM	02/14/2022 09:00 AM	NA	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2837	4778.447645	3807.7238225	NA	NA	NA	222704.33976	737853.20463027	NA	NA	235744.3304125	793519.743642959	NA	NA	248784.321065	849712.3727812	NA	NA
A02-0090	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	09/06/2021 09:00 AM	09/08/2021 09:00 AM	NA	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	51991.14084	74507.3241	63249.23247	NA	NA	NA	19042.483025	38333.1008226339	NA	NA	20272.2020624	46010.6448132862	NA	NA	21501.9210998	55409.8562278293	NA	NA
E02-0084	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	02/08/2022 08:00 AM	02/09/2022 08:00 AM	0.192	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	121204.9712	124165.573	122685.2721	88091.6179257969	90243.3795244666	89167.4987251317	246203.989854	530988.732017197	203600.693778011	226795.016487772	253427.502751	605740.007582919	200232.231988391	269546.796724011	260651.015648	682431.668998522	196863.77019877	318565.55626151
A03-0124	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	02/16/2022 06:00 AM	02/16/2022 02:00 PM	NA	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2840	1655	2247.5	NA	NA	NA	9336.242984	19004.3774261429	NA	NA	10587.4084344	20972.338808608	NA	NA	11838.5738848	23497.7063408214	NA	NA
H01-0176	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	04/01/2022 08:00 AM	04/02/2022 08:00 AM	2	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	28177.871927619	33815.7204911113	30996.7962093652	213329.596347056	256012.733008515	234671.164677786	11231.9329925507	22274.4166612756	88924.6400890616	168090.755801433	13218.9063583553	25771.1523243323	99020.4377254019	203692.570453712	15205.8797241598	29537.3052375819	109116.235361742	241840.041581913
K01-0003	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	01/25/2022 06:27 AM	01/26/2022 06:27 AM	6.585	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	487267.4525	446040.7466	466654.09955	12146079.1703184	11118424.1705361	11632251.6704273	951951.68498	877007.732306275	28579570.2814447	30273748.8231171	943613.55227	911259.135553923	28472824.0874997	31721808.2674809	935275.41956	946922.216268458	28366077.8935546	33179752.6712056
C01-0078	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	02/14/2022 07:00 AM	02/15/2022 07:00 AM	9.704	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2248	227	1237.5	82577.17470272	8338.53143128	45457.853067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
B01-0015	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	10/04/2021 07:00 AM	10/05/2021 07:00 AM	NA	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	28268.84151	34554.01585	31411.42868	NA	NA	NA	67536.93861	42478.3936134232	NA	NA	52372.32119	23356.7221497193	NA	NA	37207.70377	26440.3354492323	NA	NA
E01-0089	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	03/31/2022 08:30 AM	04/01/2022 08:30 AM	3.392	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5671.41604609789	8507.41205736996	7089.41405173393	72821.6099710815	109236.112757293	91028.8613641874	45515.7597977668	51701.9441642023	390481.158076383	434215.63385241	38669.6145208553	44904.7483370805	337728.053971876	400709.24063481	31823.4692439437	50098.1525066954	284974.949867368	451602.813093017
