assay_id	sample_id	collection_start_datetime	collection_end_datetime	event_type	sample_flow	sample_qc	location_id	target	target_genetic_locus	lab_id	target_copies_per_l	target_copies_per_ld	target_copies_per_ldcap	target_copies_flownorm	target_copies_fn_per_cap	target_per_capita_basis	nc_copies_per_rxn	pc_copies_per_rxn	target_result_validated	z	is.outlier	is.extreme
mu8044	7467	07/12/2025 8:0	07/13/2025 8:0	Routine Surveillance	1.503	Pass	DUN	SARS-CoV-2	N2	MUIDSL	8027.45223	8027.45223	89.1939136666667	45671.9585127843	507.466205697604	100	0	NA	yes	-0.629048621161957	FALSE	FALSE
mu9205	8039	01/06/2026 8:30	01/07/2026 8:30	Routine Surveillance	0.11	Pass	SRO	SARS-CoV-2	N2	MUIDSL	441904.5448	441904.5448	10911.2233283951	184006.88712245	4543.37992894939	100	0	NA	yes	0.0231949105155245	FALSE	FALSE
mu8173	7526	07/29/2025 8:30	07/30/2025 8:30	Routine Surveillance	0.121	Pass	SRO	SARS-CoV-2	N1	MUIDSL	0	0	0	0	0	100	0	NA	yes	NA	NA	NA
mu4428	3614_32_46	03/08/2023 10:35	03/09/2023 10:35	Routine Surveillance	0.62	Pass	PRPSD	Influenza Virus A (FluA)	M	MUIDSL	34583.52444	34583.52444	494.050349142857	81165.9479352607	1159.5135419323	100	0	NA	yes	-0.442258184957378	FALSE	FALSE
mu6384	6685	12/11/2024 7:0	12/12/2024 7:0	Routine Surveillance	17.297	Pass	CSB	Influenza Virus A (FluA)	M	MUIDSL	51221.7985	51221.7985	103.478380808081	3353810.60637123	6775.37496236612	100	0	NA	yes	0.0558397192068241	FALSE	FALSE
mu6758	2216	08/06/2022 9:0	08/07/2022 9:0	Routine Surveillance	1.24	Pass	DUN	SARS-CoV-2	del69/70	MUIDSL	343537.9982	343537.9982	3817.08886888889	1612535.89547016	17917.0655052241	100	0	NA	yes	NA	NA	NA
mu363	2168	07/30/2022 9:0	07/31/2022 9:0	Routine Surveillance	2.36	Pass	DUN	SARS-CoV-2	N2	MUIDSL	55813.17246	55813.17246	620.146360666667	498610.749141868	5540.11943490965	100	0	NA	yes	-0.443393174736903	FALSE	FALSE
mu5793	6383	10/01/2024 0:0	10/02/2024 0:0	Routine Surveillance	8.47	Pass	HSB	SARS-CoV-2	N2	MUIDSL	147523.1528	147523.1528	263.434201428571	4729949.68311029	8446.3387198398	100	0	NA	yes	-0.173470298913898	FALSE	FALSE
mu5351	6082_91_92	08/04/2024 23:31	08/05/2024 23:31	Routine Surveillance	5.626666667	Pass	HSB	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	14952.58808	14952.58808	26.7010501428571	318478.766143283	568.71208239872	100	0	NA	yes	-0.137472635510458	FALSE	FALSE
mu993	3223	01/03/2023 8:30	01/04/2023 8:30	Routine Surveillance	1.865	Pass	SRCM	SARS-CoV-2	N2	MUIDSL	558670.187	558670.187	7759.30815277778	3944094.00394617	54779.0833881412	100	0	NA	yes	1.50714518236117	FALSE	FALSE
mu970	3201	01/02/2023 9:0	01/03/2023 9:0	Routine Surveillance	0.437	Pass	PRPSD	SARS-CoV-2	N1	MUIDSL	1570000	1570000	22428.5714285714	2597131.9469	37101.8849557143	100	0	NA	yes	NA	NA	NA
mu8109	7497	07/22/2025 7:0	07/23/2025 7:0	Routine Surveillance	11.289	Pass	CSB	SARS-CoV-2	N1	MUIDSL	0	0	0	0	0	100	0	NA	yes	NA	NA	NA
mu7783	7264	05/18/2025 7:0	05/19/2025 7:0	Routine Surveillance	10.037	Pass	CSB	SARS-CoV-2	N1	MUIDSL	7904.864848	7904.864848	15.9694239353535	300338.701157115	606.744850822454	100	0	NA	yes	NA	NA	NA
mu6392	6694	12/12/2024 0:0	12/13/2024 0:0	Routine Surveillance	8.02	Pass	HSB	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.37828853439893	FALSE	FALSE
mu3520	5462	03/16/2024 9:0	03/17/2024 9:0	Routine Surveillance	1.139	Pass	DUN	SARS-CoV-2	N1	MUIDSL	2697.961684	2697.961684	29.9773520444444	11632.4830064445	129.249811182716	100	0	NA	yes	NA	NA	NA
mu4243	4550_62_70_79	08/30/2023 9:30	08/31/2023 9:30	Routine Surveillance	0.56525	Pass	PRPSD	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	4000	4000	57.1428571428571	8558.81201	122.268743	100	0	NA	yes	-0.452264993015536	FALSE	FALSE
mu7203	6155_66	08/19/2024 8:20	08/20/2024 8:20	Routine Surveillance	0.597	Pass	PRPSD	SARS-CoV-2	del69/70	MUIDSL	417259.264	417259.264	5960.84662857143	942959.942151329	13470.8563164476	100	0	NA	yes	NA	NA	NA
mu2494	4607	09/09/2023 9:0	09/10/2023 9:0	Routine Surveillance	0.803	Pass	DUN	SARS-CoV-2	N2	MUIDSL	762838.5544	762838.5544	8475.98393777778	2318788.32384568	25764.3147093964	100	0	NA	yes	0.302680880291954	FALSE	FALSE
mu2801	4873	11/06/2023 23:40	11/07/2023 23:40	Routine Surveillance	5.64	Pass	HSB	SARS-CoV-2	N2	MUIDSL	15049.79134	15049.79134	26.8746273928571	321308.716789011	573.765565694662	100	0	NA	yes	-0.299645447132611	FALSE	FALSE
mu928	3157	12/21/2022 8:30	12/22/2022 8:30	Routine Surveillance	0.09	Pass	SRO	SARS-CoV-2	N1	MUIDSL	0	0	0	0	0	100	0	NA	yes	NA	NA	NA
mu4030	2726_27_54_55	10/17/2022 4:0	10/18/2022 4:0	Routine Surveillance	5.773825	Pass	CSB	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	25295.00425	25295.00425	51.1010186868687	552855.072214012	1116.87893376568	100	0	NA	yes	0.169269958584857	FALSE	FALSE
mu1189	3410	02/02/2023 8:30	02/03/2023 8:30	Routine Surveillance	0.841	Pass	PRPSD	SARS-CoV-2	N2	MUIDSL	898555.7556	898555.7556	12836.5107942857	2860579.03389967	40865.4147699954	100	0	NA	yes	0.307779495729214	FALSE	FALSE
mu2482	4594	09/07/2023 0:0	09/08/2023 0:0	Routine Surveillance	6.37	Pass	HSB	SARS-CoV-2	N2	MUIDSL	702408.0276	702408.0276	1254.30004928571	16937208.1080941	30245.0144787395	100	0	NA	yes	0.175901004597283	FALSE	FALSE
mu4413	3405_26	01/31/2023 6:0	02/03/2023 6:0	Routine Surveillance	2.88	Pass	HRSB	Influenza Virus A (FluA)	M	MUIDSL	536664.957	178888.319	622.025518967975	5850711.05724683	20343.9307946967	100	0	NA	yes	NA	NA	NA
mu8676	7782	10/14/2025 8:30	10/15/2025 8:30	Routine Surveillance	0.634	Pass	SRCM	SARS-CoV-2	N1	MUIDSL	26050.77326	26050.77326	361.816295277778	62520.5517222906	868.340996142925	100	0	NA	yes	NA	NA	NA
mu7279	6933	02/26/2025 7:0	02/27/2025 7:0	Routine Surveillance	9.581	Pass	CSB	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	8198.010176	8198.010176	16.5616367191919	297325.541358882	600.657659310874	100	0	NA	yes	0.385764806649779	FALSE	FALSE
mu2089	4271	07/04/2023 8:30	07/05/2023 8:30	Routine Surveillance	0.438	Pass	SRCM	SARS-CoV-2	N1	MUIDSL	98716.7	98716.7	1371.06527777778	163673.234305986	2273.23936536092	100	0	NA	yes	NA	NA	NA
mu8047	7469	07/15/2025 0:0	07/16/2025 0:0	Routine Surveillance	8.68	Pass	HSB	SARS-CoV-2	N1	MUIDSL	7094.337791	7094.337791	12.6684603410714	233101.202247286	416.252146870154	100	0	NA	yes	NA	NA	NA
mu7821	7292	05/26/2025 8:30	05/27/2025 8:30	Routine Surveillance	0.612	Pass	SRCM	SARS-CoV-2	N1	MUIDSL	8753.690869	8753.690869	121.579039847222	20279.4210788818	281.658626095581	100	0	NA	yes	NA	NA	NA
mu2223	4380	07/26/2023 10:30	07/27/2023 10:30	Routine Surveillance	0.604	Pass	PRPSD	SARS-CoV-2	N1	MUIDSL	154283.655	154283.655	2204.05221428571	352752.241846024	5039.31774065749	100	0	NA	yes	NA	NA	NA
mu3693	5615	04/17/2024 8:30	04/18/2024 8:30	Routine Surveillance	0.139	Pass	SRO	SARS-CoV-2	N2	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.481677019452615	FALSE	FALSE
mu573	2762	10/24/2022 8:30	10/25/2022 8:30	Routine Surveillance	1.32	Pass	SRO	SARS-CoV-2	N2	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.481677019452615	FALSE	FALSE
mu590	2781	10/26/2022 8:45	10/27/2022 8:45	Routine Surveillance	0.559	Pass	PRPSD	SARS-CoV-2	N1	MUIDSL	1006400	1006400	14377.1428571429	2129586.872816	30422.6696116572	100	0	NA	yes	NA	NA	NA
mu8877	7876	11/13/2025 0:0	11/14/2025 0:0	Routine Surveillance	8.34	Pass	HSB	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	5000	5000	8.92857142857143	157851.597	281.877851785714	100	0	NA	yes	-0.322365244096616	FALSE	FALSE
mu4701	3768_69_90_91	04/04/2023 7:0	04/05/2023 7:0	Routine Surveillance	9.03975	Pass	CSB	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.286678759755547	FALSE	FALSE
mu8580	7740	10/02/2025 8:45	10/03/2025 8:45	Routine Surveillance	0.668	Pass	PRPSD	SARS-CoV-2	N1	MUIDSL	211553.5021	211553.5021	3022.19288714286	534945.583912753	7642.07977018219	100	0	NA	yes	NA	NA	NA
mu2448	4565	09/03/2023 23:40	09/04/2023 23:40	Routine Surveillance	6.11	Pass	HSB	SARS-CoV-2	N2	MUIDSL	586416.7213	586416.7213	1047.17271660714	13563147.3751648	24219.90602708	100	0	NA	yes	0.0793355059938594	FALSE	FALSE
mu4931	5841_42	06/09/2024 7:0	06/10/2024 7:0	Routine Surveillance	6.43	Pass	CSB	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.286678759755547	FALSE	FALSE
mu3196	5187	01/13/2024 9:0	01/14/2024 9:0	Routine Surveillance	1.226	Pass	DUN	SARS-CoV-2	N1	MUIDSL	95584.38063	95584.38063	1062.04867366667	443598.762164026	4928.87513515584	100	0	NA	yes	NA	NA	NA
mu2218	4375	07/25/2023 7:50	07/26/2023 7:50	Routine Surveillance	0.621	Pass	PRPSD	SARS-CoV-2	N2	MUIDSL	71939.468	71939.468	1027.70668571429	169110.956949927	2415.87081357039	100	0	NA	yes	-0.590475070638582	FALSE	FALSE
mu7096	5266_68_79_80	02/01/2024 0:0	02/02/2024 0:0	Routine Surveillance	22.24	Pass	HSB	SARS-CoV-2	del69/70	MUIDSL	192953.1932	192953.1932	344.559273571429	16244250.5028638	29007.5901836853	100	0	NA	yes	NA	NA	NA
mu5814	6390	10/01/2024 7:0	10/02/2024 7:0	Routine Surveillance	11.402	Pass	CSB	SARS-CoV-2	N1	MUIDSL	24961.69955	24961.69955	50.4276758585859	1077378.02540083	2176.52126343603	100	0	NA	yes	NA	NA	NA
mu5086	5941	07/02/2024 8:30	07/03/2024 8:30	Routine Surveillance	0.072	Pass	SRO	SARS-CoV-2	N1	MUIDSL	1084206.867	1084206.867	26770.5399259259	295500.061181554	7296.29780695195	100	0	NA	yes	NA	NA	NA
mu4281	4972_86_90_99	11/29/2023 11:0	11/30/2023 11:0	Routine Surveillance	0.60625	Pass	PRPSD	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	119000	119000	1700	273093.6726875	3901.33818125	100	0	NA	yes	1.85566898458476	FALSE	FALSE
mu1500	3713	03/27/2023 0:0	03/30/2023 0:0	Routine Surveillance	2.8	Pass	HRSB	SARS-CoV-2	N2	MUIDSL	304876.375	101625.458333333	353.369235137986	3231429.8203285	11236.2384656229	100	0	NA	yes	NA	NA	NA
mu7812	7286	05/22/2025 0:0	05/23/2025 0:0	Routine Surveillance	8.77	Pass	HSB	SARS-CoV-2	N2	MUIDSL	39410.39741	39410.39741	70.3757096607143	1308348.17427234	2336.33602548632	100	0	NA	yes	-0.271396412839034	FALSE	FALSE
mu7741	7236	05/12/2025 8:30	05/13/2025 8:30	Routine Surveillance	0.611	Pass	SRCM	SARS-CoV-2	N1	MUIDSL	101154.9354	101154.9354	1404.92965833333	233959.784351646	3249.44144932842	100	0	NA	yes	NA	NA	NA
mu5460	6164	08/20/2024 0:0	08/21/2024 0:0	Routine Surveillance	5.33	Pass	HSB	SARS-CoV-2	N2	MUIDSL	416605.9494	416605.9494	743.939195357143	8405539.66247429	15009.8922544184	100	0	NA	yes	-0.0682750439633795	FALSE	FALSE
mu734	2939	11/16/2022 9:0	11/19/2022 9:0	Routine Surveillance	2.75	Pass	HRSB	SARS-CoV-2	N1	MUIDSL	74000	24666.6666666667	85.7702516313734	770330.935	2678.57343788032	100	0	NA	yes	NA	NA	NA
mu3414	5372	02/27/2024 7:45	02/28/2024 7:45	Routine Surveillance	1.066	Pass	PRPSD	SARS-CoV-2	N1	MUIDSL	368144.8102	368144.8102	5259.21157428571	1485555.26301381	21222.2180430544	100	0	NA	yes	NA	NA	NA
mu3860	5749	05/20/2024 7:0	05/21/2024 7:0	Routine Surveillance	7.155	Pass	CSB	SARS-CoV-2	N1	MUIDSL	54985.36974	54985.36974	111.081555030303	1489257.21538492	3008.60043512104	100	0	NA	yes	NA	NA	NA
mu4050	2099_2100_22_23	07/24/2022 7:0	07/25/2022 7:0	Routine Surveillance	11.6945	Pass	CSB	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	11246.25355	11246.25355	22.7197041414141	497854.519369675	1005.76670579732	100	0	NA	yes	0.105653939841746	FALSE	FALSE
mu5119	5968	07/09/2024 8:0	07/10/2024 8:0	Routine Surveillance	0.557	Pass	PRPSD	SARS-CoV-2	N2	MUIDSL	3112055.969	3112055.969	44457.9424142857	6561687.13658605	93738.387665515	100	0	NA	yes	1.54299282867968	FALSE	FALSE
mu4648	3070_79_93_94	12/06/2022 20:40	12/07/2022 20:40	Routine Surveillance	6.37	Pass	HSB	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.37828853439893	FALSE	FALSE
mu365	2179	08/03/2022 9:0	08/06/2022 9:0	Routine Surveillance	4.49	Pass	HRSB	SARS-CoV-2	N2	MUIDSL	53092.82541	17697.60847	61.5376350707605	902391.723936354	3137.7715634631	100	0	NA	yes	NA	NA	NA
mu5331	6083	08/04/2024 7:0	08/05/2024 7:0	Routine Surveillance	5.504	Pass	CSB	SARS-CoV-2	N2	MUIDSL	520167.6846	520167.6846	1050.84380727273	10837639.9441091	21894.2221093113	100	0	NA	yes	0.161053820554751	FALSE	FALSE
mu995	3224	01/04/2023 8:30	01/05/2023 8:30	Routine Surveillance	1.192	Pass	SRCM	SARS-CoV-2	N2	MUIDSL	1455197.334	1455197.334	20211.0740833333	6566154.09979555	91196.5847193827	100	0	NA	yes	2.89275358605732	FALSE	FALSE
mu6738	6898	02/16/2025 0:0	02/17/2025 0:0	Routine Surveillance	-	Pass	HSB	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	0	0	0	NA	NA	100	0	NA	yes	NA	NA	NA
mu7608	7154	04/21/2025 0:0	04/22/2025 0:0	Routine Surveillance	8.32	Pass	HSB	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	4160.558432	4160.558432	7.42956862857143	131035.170190722	233.991375340574	100	0	NA	yes	-0.35323274386127	FALSE	FALSE
mu6908	2928_29_54_55	11/14/2022 4:0	11/15/2022 4:0	Routine Surveillance	15.972	Pass	CSB	SARS-CoV-2	del69/70	MUIDSL	279247.8323	279247.8323	564.137034949495	16883482.6988356	34108.0458562336	100	0	NA	yes	NA	NA	NA
mu430	2367	08/28/2022 0:1	08/29/2022 0:1	Routine Surveillance	7.54	Pass	HSB	SARS-CoV-2	N1	MUIDSL	15616.2	15616.2	27.8860714285714	445717.44610068	795.924010894072	100	0	NA	yes	NA	NA	NA
mu3244	5224	01/23/2024 8:30	01/24/2024 8:30	Routine Surveillance	0.735	Pass	SRCM	SARS-CoV-2	N1	MUIDSL	458531.7492	458531.7492	6368.49651666667	1275762.04152329	17718.917243379	100	0	NA	yes	NA	NA	NA
mu891	3119	12/14/2022 23:40	12/15/2022 23:40	Routine Surveillance	18.66	Pass	HSB	SARS-CoV-2	N2	MUIDSL	133327.0311	133327.0311	238.083984107143	9417654.91701804	16817.2409232465	100	0	NA	yes	-0.0393083412465929	FALSE	FALSE
mu2116	4288	07/10/2023 8:30	07/11/2023 8:30	Routine Surveillance	0.071	Pass	SRO	SARS-CoV-2	N2	MUIDSL	15593.6	15593.6	385.027160493827	4191.000025696	103.481482115951	100	0	NA	yes	-0.470177894041827	FALSE	FALSE
mu2628	4727	10/04/2023 8:30	10/05/2023 8:30	Routine Surveillance	0.482	Pass	SRCM	SARS-CoV-2	N2	MUIDSL	960400.7721	960400.7721	13338.8996125	1752316.15099666	24337.724319398	100	0	NA	yes	0.348916270335355	FALSE	FALSE
mu3298	5270	02/05/2024 7:0	02/06/2024 7:0	Routine Surveillance	8.426	Pass	CSB	SARS-CoV-2	N1	MUIDSL	518814.1108	518814.1108	1048.10931474747	16548024.661775	33430.3528520708	100	0	NA	yes	NA	NA	NA
mu1892	4109	06/04/2023 7:0	06/05/2023 7:0	Routine Surveillance	5.92	Pass	CSB	SARS-CoV-2	N2	MUIDSL	40614.18	40614.18	82.0488484848485	910148.632833696	1838.68410673474	100	0	NA	yes	-0.651199130421113	FALSE	FALSE
mu7561	7116	04/10/2025 0:0	04/11/2025 0:0	Routine Surveillance	16.41	Pass	HSB	Influenza Virus A (FluA)	M	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.626150624919928	FALSE	FALSE
mu6470	6746	12/31/2024 8:0	01/01/2025 8:0	Routine Surveillance	1.042	Pass	PRPSD	Influenza Virus A (FluA)	M	MUIDSL	87611.20087	87611.20087	1251.58858385714	345573.37715249	4936.76253074985	100	0	NA	yes	-0.0169231832332809	FALSE	FALSE
mu1884	4100	05/30/2023 7:0	06/01/2023 7:0	Routine Surveillance	0.166	Pass	PUT	SARS-CoV-2	N2	MUIDSL	101201.775	50600.8875	1032.67117346939	63592.9750430565	1297.81581720523	100	0	NA	yes	-0.21353459486944	FALSE	FALSE
mu1016	3244	01/09/2023 8:30	01/10/2023 8:30	Routine Surveillance	0.592	Pass	SRCM	SARS-CoV-2	N1	MUIDSL	0	0	0	0	0	100	0	NA	yes	NA	NA	NA
mu4694	3652_65_71	03/15/2023 8:45	03/16/2023 8:45	Routine Surveillance	0.611	Pass	PRPSD	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.246261819330718	FALSE	FALSE
mu8804	7827	10/29/2025 7:0	10/30/2025 7:0	Routine Surveillance	14.859	Pass	CSB	Influenza Virus A (FluA)	M	MUIDSL	46484.25096	46484.25096	93.9075776969697	2614618.59166927	5282.05776094802	100	0	NA	yes	-0.0563199577760229	FALSE	FALSE
mu8491	7675	09/13/2025 8:0	09/14/2025 8:0	Routine Surveillance	0.879	Pass	DUN	SARS-CoV-2	N2	MUIDSL	150968.9569	150968.9569	1677.43285444444	502330.391843031	5581.4487982559	100	0	NA	yes	-0.44186852738827	FALSE	FALSE
mu4951	5894	06/20/2024 9:0	06/21/2024 9:0	Routine Surveillance	0.541	Pass	PRPSD	SARS-CoV-2	N2	MUIDSL	177338.469	177338.469	2533.4067	363172.658340074	5188.18083342963	100	0	NA	yes	-0.525708629258992	FALSE	FALSE
mu4682	3499_3514_15	02/14/2023 20:40	02/15/2023 20:40	Routine Surveillance	22.63333333	Pass	HSB	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	6691.642851	6691.642851	11.9493622339286	573316.1795211	1023.77889200196	100	0	NA	yes	1.38637812018406	FALSE	FALSE
mu2613	4716	10/01/2023 23:40	10/02/2023 23:40	Routine Surveillance	5.47	Pass	HSB	SARS-CoV-2	N1	MUIDSL	477330.4462	477330.4462	852.375796785714	9883696.20059418	17649.457501061	100	0	NA	yes	NA	NA	NA
mu575	2763	10/24/2022 0:0	10/27/2022 0:0	Routine Surveillance	1.77	Pass	HRSB	SARS-CoV-2	N2	MUIDSL	377484.7269	125828.2423	437.526486665044	2529213.99429652	8794.51300217851	100	0	NA	yes	NA	NA	NA
mu1698	3901	04/26/2023 10:15	04/27/2023 10:15	Routine Surveillance	0.632	Pass	PRPSD	SARS-CoV-2	N2	MUIDSL	299705.0762	299705.0762	4281.50108857143	717008.166458889	10242.9738065556	100	0	NA	yes	-0.407619039554105	FALSE	FALSE
mu7443	7070	03/31/2025 8:30	04/01/2025 8:30	Routine Surveillance	0.197	Pass	SRO	SARS-CoV-2	N1	MUIDSL	61288.63096	61288.63096	1513.29952987654	45704.5115148918	1128.50645715782	100	0	NA	yes	NA	NA	NA
mu8119	7503	07/24/2025 0:0	07/25/2025 0:0	Routine Surveillance	9.03	Pass	HSB	SARS-CoV-2	N1	MUIDSL	28929.65972	28929.65972	51.6601066428571	988880.927502187	1765.85879911105	100	0	NA	yes	NA	NA	NA
mu6666	6876	02/09/2025 0:0	02/10/2025 0:0	Routine Surveillance	22.97	Pass	HSB	SARS-CoV-2	N2	MUIDSL	26980.19445	26980.19445	48.1789186607143	2345951.31814222	4189.19878239683	100	0	NA	yes	-0.241700247632996	FALSE	FALSE
mu7966	7420	06/30/2025 0:0	07/01/2025 0:0	Routine Surveillance	8.06	Pass	HSB	SARS-CoV-2	N2	MUIDSL	34220.5435	34220.5435	61.1081133928571	1044082.6278169	1864.43326395875	100	0	NA	yes	-0.278959683413307	FALSE	FALSE
mu971	3201	01/02/2023 9:0	01/03/2023 9:0	Routine Surveillance	0.437	Pass	PRPSD	SARS-CoV-2	N2	MUIDSL	1471774.769	1471774.769	21025.3538428571	2434645.39567597	34780.6485096567	100	0	NA	yes	0.165627768654787	FALSE	FALSE
mu2545	4648	09/19/2023 8:30	09/20/2023 8:30	Routine Surveillance	0.471	Pass	SRCM	SARS-CoV-2	N1	MUIDSL	818904.8767	818904.8767	11373.6788430556	1460048.52408451	20278.451723396	100	0	NA	yes	NA	NA	NA
mu7228	6916	02/20/2025 0:0	02/21/2025 0:0	Routine Surveillance	17.57	Pass	HSB	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.504062983616553	FALSE	FALSE
mu2822	4888	11/07/2023 8:30	11/08/2023 8:30	Routine Surveillance	0.491	Pass	SRCM	SARS-CoV-2	N1	MUIDSL	191008.9135	191008.9135	2652.90157638889	355016.102164749	4930.77919673263	100	0	NA	yes	NA	NA	NA
mu6163	6614	11/19/2024 8:30	11/20/2024 8:30	Routine Surveillance	1.198	Pass	PRPSD	SARS-CoV-2	N1	MUIDSL	45418.36381	45418.36381	648.833768714286	205968.700002915	2942.41000004164	100	0	NA	yes	NA	NA	NA
mu4479	4282_93_97	07/08/2023 23:40	07/09/2023 23:40	Routine Surveillance	9.17	Pass	HSB	Influenza Virus A (FluA)	M	MUIDSL	80833.4536	80833.4536	144.345452857143	2805907.79213842	5010.54962881861	100	0	NA	yes	0.0635301958626896	FALSE	FALSE
mu9063	7981	12/16/2025 8:30	12/17/2025 8:30	Routine Surveillance	0.638	Pass	SRCM	SARS-CoV-2	N2	MUIDSL	37955.99341	37955.99341	527.166575138889	91667.2000950265	1273.15555687537	100	0	NA	yes	-0.528641473516853	FALSE	FALSE
mu4556	5099_5112_16_25	12/27/2023 9:15	12/28/2023 9:15	Routine Surveillance	0.831	Pass	PRPSD	Influenza Virus A (FluA)	M	MUIDSL	136106.7792	136106.7792	1944.38256	428147.789295773	6116.39698993962	100	0	NA	yes	0.115908892761358	FALSE	FALSE
mu3477	5427	03/10/2024 7:0	03/11/2024 7:0	Routine Surveillance	19.08	Pass	CSB	SARS-CoV-2	N2	MUIDSL	47255.45943	47255.45943	95.4655746060606	3413054.98803188	6895.06058188259	100	0	NA	yes	-0.446414959951283	FALSE	FALSE
mu7213	6235_43	09/02/2024 8:30	09/03/2024 8:30	Routine Surveillance	0.611	Pass	PRPSD	SARS-CoV-2	del69/70	MUIDSL	54565.93037	54565.93037	779.513291	126204.749692442	1802.92499560631	100	0	NA	yes	NA	NA	NA
mu2811	4880	11/06/2023 8:30	11/07/2023 8:30	Routine Surveillance	0.498	Pass	SRCM	SARS-CoV-2	N2	MUIDSL	213365.2687	213365.2687	2963.40650972222	402222.160851254	5586.41890071186	100	0	NA	yes	-0.36453098493022	FALSE	FALSE
mu4072	1940_55_57_82	07/03/2022 0:0	07/04/2022 0:0	Routine Surveillance	9.3675	Pass	HSB	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	3435.652703	3435.652703	6.1350941125	121827.654517354	217.549383066704	100	0	NA	yes	-0.36383120986504	FALSE	FALSE
mu2742	4823	10/24/2023 8:30	10/25/2023 8:30	Routine Surveillance	0.45	Pass	SRCM	SARS-CoV-2	N1	MUIDSL	555284.5001	555284.5001	7712.28472361111	945890.774785594	13137.3718720221	100	0	NA	yes	NA	NA	NA
mu4888	5858	06/12/2024 9:0	06/13/2024 9:0	Routine Surveillance	0.571	Pass	PRPSD	SARS-CoV-2	N1	MUIDSL	612153.6255	612153.6255	8745.05179285714	1323151.15209276	18902.1593156108	100	0	NA	yes	NA	NA	NA
mu8331	7598	08/21/2025 7:15	08/23/2025 7:15	Routine Surveillance	0.103	Pass	PUT	Influenza Virus A (FluA)	M	MUIDSL	125670.1663	62835.08315	1282.34863571429	48998.4497340093	999.968361918558	100	0	NA	yes	-0.198154170638583	FALSE	FALSE
mu4403	3317_36_37	01/17/2023 6:0	01/20/2023 6:0	Routine Surveillance	2.556666667	Pass	HRSB	Influenza Virus A (FluA)	M	MUIDSL	15364.01178	5121.33726	17.8077723842971	148693.391016865	517.032549869136	100	0	NA	yes	NA	NA	NA
mu4711	3914_19_33_34	04/26/2023 23:40	04/27/2023 23:40	Routine Surveillance	8.365	Pass	HSB	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	14418.4038	14418.4038	25.7471496428571	456558.102452388	815.282325807835	100	0	NA	yes	1.02699687015813	FALSE	FALSE
mu4842	5392_96_5405	02/29/2024 7:50	03/01/2024 7:50	Routine Surveillance	1.148666667	Pass	PRPSD	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.246261819330718	FALSE	FALSE
mu2788	4859	11/01/2023 8:30	11/02/2023 8:30	Routine Surveillance	0.096	Pass	SRO	SARS-CoV-2	N1	MUIDSL	1547151.089	1547151.089	38201.2614567901	562233.715565903	13882.3139645902	100	0	NA	yes	NA	NA	NA
mu4525	4802_04_12_13	10/19/2023 23:40	10/20/2023 23:40	Routine Surveillance	5.84	Pass	HSB	Influenza Virus A (FluA)	M	MUIDSL	81315	81315	145.205357142857	1797613.986636	3210.02497613571	100	0	NA	yes	-0.18430435569218	FALSE	FALSE
mu2354	4483	08/16/2023 8:30	08/17/2023 8:30	Routine Surveillance	0.567	Pass	SRCM	SARS-CoV-2	N2	MUIDSL	357672.4291	357672.4291	4967.67262638889	767682.159838957	10662.2522199855	100	0	NA	yes	-0.171406332061381	FALSE	FALSE
mu1975	4176	06/13/2023 7:0	06/15/2023 7:0	Routine Surveillance	0.117	Pass	PUT	SARS-CoV-2	N1	MUIDSL	19897.81	9948.905	203.03887755102	8812.6001673957	179.848983008076	100	0	NA	yes	NA	NA	NA
mu591	2781	10/26/2022 8:45	10/27/2022 8:45	Routine Surveillance	0.559	Pass	PRPSD	SARS-CoV-2	N2	MUIDSL	1563553.524	1563553.524	22336.4789142857	3308548.35021423	47264.9764316318	100	0	NA	yes	0.457285442843487	FALSE	FALSE
