assay_id	sample_id	collection_start_datetime	collection_end_datetime	event_type	sample_flow	sample_qc	location_id	target	target_genetic_locus	lab_id	target_copies_per_l	target_copies_per_ld	target_copies_per_ldcap	target_copies_flownorm	target_copies_fn_per_cap	target_per_capita_basis	nc_copies_per_rxn	pc_copies_per_rxn	target_result_validated
6764	6764	01/08/2025 8:30	01/09/2025 8:30	Routine Surveillance	0.501	Pass	SRCM	SARS-CoV-2	N1	MUIDSL	218996.644	218996.644	3041.62005555556	415325.035168184	5768.40326622478	100	0	NA	yes
2221	2221	08/10/2022 7:0	08/11/2022 7:0	Routine Surveillance	13.646	Pass	CSB	SARS-CoV-2	del69/70	MUIDSL	223541.3313	223541.3313	451.598649090909	11547185.0336443	23327.6465326147	100	0	NA	yes
6927	6927	02/24/2025 0:0	02/25/2025 0:0	Routine Surveillance	11.18	Pass	HSB	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	10660.74744	10660.74744	19.037049	451172.253629387	805.664738623906	100	0	NA	yes
3177	3177	12/26/2022 7:0	12/27/2022 7:0	Routine Surveillance	0.632	Pass	PRPSD	SARS-CoV-2	N2	MUIDSL	186045.3129	186045.3129	2657.79018428571	445090.921955827	6358.44174222609	100	0	NA	yes
4577	4577	09/04/2023 23:40	09/05/2023 23:40	Routine Surveillance	5.93	Pass	HSB	SARS-CoV-2	N2	MUIDSL	1876246.262	1876246.262	3350.43975357143	42117002.8804399	75208.9337150713	100	0	NA	yes
4469	4469	08/14/2023 8:30	08/15/2023 8:30	Routine Surveillance	0.128	Pass	SRCM	SARS-CoV-2	N1	MUIDSL	123085.1412	123085.1412	1709.51585	59638.7487167862	828.315954399808	100	0	NA	yes
4537	4537	08/28/2023 8:30	08/29/2023 8:30	Routine Surveillance	0.516	Pass	SRCM	SARS-CoV-2	N1	MUIDSL	162854.3258	162854.3258	2261.86563611111	318098.723008114	4418.03781955714	100	0	NA	yes
5262	5262	01/30/2024 7:15	02/01/2024 7:15	Routine Surveillance	0.313	Pass	PUT	SARS-CoV-2	N1	MUIDSL	50772.11112	25386.05556	518.082766530612	60156.4894894396	1227.68345896816	100	0	NA	yes
7027	7027	03/11/2025 1:0	03/12/2025 1:0	Routine Surveillance	0.508	Pass	PRPSD	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	0	0	0	0	0	100	0	NA	yes
3914_19_33_34	3914_19_33_34	04/26/2023 23:40	04/27/2023 23:40	Routine Surveillance	6.36	Pass	HSB	SARS-CoV-2	del69/70	MUIDSL	26811.50138	26811.50138	47.8776810357143	645492.461791187	1152.6651103414	100	0	NA	yes
3735	3735	03/28/2023 8:30	03/29/2023 8:30	Routine Surveillance	0.151	Pass	SRO	SARS-CoV-2	N1	MUIDSL	268517.28	268517.28	6630.0562962963	153483.647529605	3789.71969208901	100	0	NA	yes
2049_63_64_89	2049_63_64_89	07/16/2022 0:0	07/17/2022 0:0	Routine Surveillance	15.245	Pass	HSB	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	0	0	0	0	0	100	0	NA	yes
6703	6703	12/16/2024 8:30	12/17/2024 8:30	Routine Surveillance	0.119	Pass	SRO	SARS-CoV-2	N2	MUIDSL	83891.00432	83891.00432	2071.38282271605	37789.8597528936	933.08295686157	100	0	NA	yes
2885	2885	11/09/2022 9:0	11/12/2022 9:0	Routine Surveillance	1.8	Pass	HRSB	SARS-CoV-2	N2	MUIDSL	729596.5195	243198.839833333	845.644284687692	4971279.52958489	17285.995791178	100	0	NA	yes
5246	5246	01/30/2024 0:0	01/31/2024 0:0	Routine Surveillance	25.2	Pass	HSB	SARS-CoV-2	N1	MUIDSL	42837.83287	42837.83287	76.496130125	4086400.77529555	7297.1442415992	100	0	NA	yes
5678	5678	05/01/2024 8:30	05/02/2024 8:30	Routine Surveillance	0.127	Pass	SRO	SARS-CoV-2	N1	MUIDSL	6468.928792	6468.928792	159.726636839506	3109.91856279264	76.7881126615466	100	0	NA	yes
2769	2769	10/24/2022 0:0	10/25/2022 0:0	Routine Surveillance	5.85	Pass	HSB	SARS-CoV-2	N1	MUIDSL	285600	285600	510	6324511.6116	11293.770735	100	0	NA	yes
3185_86_3208_09	3185_86_3208_09	12/23/2022 6:0	12/24/2022 6:0	Routine Surveillance	1.332	Pass	DUN	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	0	0	0	0	0	100	0	NA	yes
6741	6741	01/02/2025 0:0	01/03/2025 0:0	Routine Surveillance	8.36	Pass	HSB	SARS-CoV-2	N2	MUIDSL	281400.919	281400.919	502.501641071429	8905221.24933936	15902.1808023917	100	0	NA	yes
6078	6078	07/30/2024 0:0	07/31/2024 0:0	Routine Surveillance	8.71	Pass	HSB	SARS-CoV-2	del69/70	MUIDSL	173575.6397	173575.6397	309.956499464286	5722948.72143073	10219.5512882692	100	0	NA	yes
6714	6714	12/18/2024 8:45	12/19/2024 8:45	Routine Surveillance	1.504	Pass	PRPSD	Influenza Virus A (FluA)	M	MUIDSL	173824.6607	173824.6607	2483.20943857143	989628.403726022	14137.5486246575	100	0	NA	yes
7432	7432	07/03/2025 0:0	07/04/2025 0:0	Routine Surveillance	8.16	Pass	HSB	SARS-CoV-2	N1	MUIDSL	18868.39569	18868.39569	33.6935637321429	582824.848027684	1040.75865719229	100	0	NA	yes
6357	6357	09/25/2024 8:30	09/26/2024 8:30	Routine Surveillance	0.702	Pass	SRCM	SARS-CoV-2	N2	MUIDSL	149448.9193	149448.9193	2075.67943472222	397139.254392404	5515.82297767228	100	0	NA	yes
3658	3658	03/15/2023 8:30	03/16/2023 8:30	Routine Surveillance	0.088	Pass	SRO	SARS-CoV-2	N1	MUIDSL	0	0	0	0	0	100	0	NA	yes
6842	6842	01/29/2025 7:0	01/30/2025 7:0	Routine Surveillance	10.713	Pass	CSB	SARS-CoV-2	N1	MUIDSL	159086.7877	159086.7877	321.38744989899	6451461.98551515	13033.2565363942	100	0	NA	yes
4729	4729	10/03/2023 8:30	10/04/2023 8:30	Routine Surveillance	0.079	Pass	SRO	SARS-CoV-2	N2	MUIDSL	683303.2608	683303.2608	16871.6854518519	204340.056720729	5045.43349927727	100	0	NA	yes
6477	6477	10/17/2024 8:30	10/18/2024 8:30	Routine Surveillance	0.592	Pass	PRPSD	Influenza Virus A (FluA)	M	MUIDSL	0	0	0	0	0	100	0	NA	yes
1410	1410	04/25/2022 9:0	04/28/2022 9:0	Routine Surveillance	2.15	Pass	HRSB	SARS-CoV-2	N2	MUIDSL	402409.0767	134136.3589	466.415240098752	3275059.18751654	11387.9452954433	100	0	NA	yes
2879	2879	11/08/2022 8:30	11/09/2022 8:30	Routine Surveillance	0.08	Pass	SRO	SARS-CoV-2	N1	MUIDSL	17000	17000	419.753086419753	5148.1576	127.115002469136	100	0	NA	yes
6878	6878	02/10/2025 7:0	02/11/2025 7:0	Routine Surveillance	21.873	Pass	CSB	SARS-CoV-2	N2	MUIDSL	69997.86496	69997.86496	141.40982820202	5795702.32747537	11708.4895504553	100	0	NA	yes
3578_86_3600_01	3578_86_3600_01	02/28/2023 20:40	03/01/2023 20:40	Routine Surveillance	20.56	Pass	HSB	SARS-CoV-2	del69/70	MUIDSL	39206.48396	39206.48396	70.0115785	3051363.39415081	5448.86320384072	100	0	NA	yes
5560	5560	04/07/2024 0:0	04/08/2024 0:0	Routine Surveillance	22.84	Pass	HSB	SARS-CoV-2	N2	MUIDSL	0	0	0	0	0	100	0	NA	yes
2482	2482	09/17/2022 9:0	09/18/2022 9:0	Routine Surveillance	1.42	Pass	DUN	SARS-CoV-2	N1	MUIDSL	124516.16	124516.16	1383.51288888889	669309.498460352	7436.77220511502	100	0	NA	yes
1683	1683	05/30/2022 0:1	05/31/2022 0:1	Routine Surveillance	6.64	Pass	HSB	SARS-CoV-2	N1	MUIDSL	392422.56	392422.56	700.754571428571	9863589.07812134	17613.5519252167	100	0	NA	yes
3578_86_3600_01	3578_86_3600_01	02/28/2023 20:40	03/01/2023 20:40	Routine Surveillance	17.45	Pass	HSB	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	0	0	0	0	0	100	0	NA	yes
3398	3398	02/01/2023 8:50	02/02/2023 8:50	Routine Surveillance	0.971	Pass	PRPSD	SARS-CoV-2	N2	MUIDSL	866771.698	866771.698	12382.4528285714	3185934.75197972	45513.3535997103	100	0	NA	yes
5806_09_18_19	5806_09_18_19	05/30/2024 0:0	05/31/2024 0:0	Routine Surveillance	6.73	Pass	HSB	SARS-CoV-2	del69/70	MUIDSL	63651.5975	63651.5975	113.663566964286	1621575.95955036	2895.67135633992	100	0	NA	yes
4561_65_66_77	4561_65_66_77	08/30/2023 23:40	08/31/2023 23:40	Routine Surveillance	5.86	Pass	HSB	SARS-CoV-2	del69/70	MUIDSL	164000	164000	292.857142857143	3637930.4264	6496.30433285714	100	0	NA	yes
5101	5101	12/26/2023 8:40	12/27/2023 8:40	Routine Surveillance	1.151	Pass	SRCM	SARS-CoV-2	N2	MUIDSL	1993934.155	1993934.155	27693.5299305556	8687584.89142001	120660.901269722	100	0	NA	yes
7454	7454	07/08/2025 7:15	07/10/2025 7:15	Routine Surveillance	0.169	Pass	PUT	SARS-CoV-2	N1	MUIDSL	274942.5173	137471.25865	2805.53589081633	175890.156095728	3589.5950223618	100	0	NA	yes
3196	3196	01/01/2023 0:0	01/02/2023 0:0	Routine Surveillance	7.43	Pass	HSB	SARS-CoV-2	N1	MUIDSL	504000	504000	900	14175300.5352	25313.03667	100	0	NA	yes
3664_67_78_79	3664_67_78_79	03/15/2023 23:40	03/16/2023 23:40	Routine Surveillance	6.2625	Pass	HSB	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	11353.56575	11353.56575	20.2742245535714	269149.107052243	480.623405450434	100	0	NA	yes
5128_40_45_54	5128_40_45_54	01/03/2024 8:30	01/04/2024 8:30	Routine Surveillance	1.04525	Pass	PRPSD	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	13824.1753	13824.1753	197.488218571429	54698.1116792354	781.401595417648	100	0	NA	yes
5503_04_28_29	5503_04_28_29	03/26/2024 7:0	03/27/2024 7:0	Routine Surveillance	9.073	Pass	CSB	SARS-CoV-2	del69/70	MUIDSL	30771.49093	30771.49093	62.1646281414141	1056847.62312412	2135.04570328105	100	0	NA	yes
6082_91_92	6082_91_92	08/04/2024 23:31	08/05/2024 23:31	Routine Surveillance	5.626666667	Pass	HSB	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	14952.58808	14952.58808	26.7010501428571	318478.766143283	568.71208239872	100	0	NA	yes
5008	5008	12/05/2023 8:30	12/06/2023 8:30	Routine Surveillance	0.091	Pass	SRO	SARS-CoV-2	N2	MUIDSL	1581375.647	1581375.647	39046.3122716049	544740.122099835	13450.3733851811	100	0	NA	yes
3475	3475	02/12/2023 23:40	02/13/2023 23:40	Routine Surveillance	6.64	Pass	HSB	SARS-CoV-2	N1	MUIDSL	787000	787000	1405.35714285714	19781341.3288	35323.8238014286	100	0	NA	yes
6872	6872	02/05/2025 9:0	02/06/2025 9:0	Routine Surveillance	2.212	Pass	PRPSD	Influenza Virus A (FluA)	M	MUIDSL	16808.0331	16808.0331	240.114758571429	140739.156028481	2010.55937183544	100	0	NA	yes
6355	6355	09/25/2024 8:0	09/26/2024 8:0	Routine Surveillance	0.892	Pass	PRPSD	SARS-CoV-2	N2	MUIDSL	73737.03122	73737.03122	1053.38616028571	248979.406652646	3556.84866646637	100	0	NA	yes
2109_10	2109_10	07/24/2022 9:0	07/25/2022 9:0	Routine Surveillance	1.279	Pass	DUN	SARS-CoV-2	del69/70	MUIDSL	862803.8406	862803.8406	9586.70934	4177298.78010818	46414.4308900909	100	0	NA	yes
4613	4613	09/13/2023 7:0	09/14/2023 7:0	Routine Surveillance	7.82	Pass	CSB	SARS-CoV-2	N2	MUIDSL	283655.3335	283655.3335	573.041077777778	8396738.57539672	16963.1082331247	100	0	NA	yes
4467	4467	08/14/2023 7:0	08/15/2023 7:0	Routine Surveillance	6.1	Pass	CSB	SARS-CoV-2	N1	MUIDSL	212681.0789	212681.0789	429.658745252525	4911019.00556098	9921.2505162848	100	0	NA	yes
4073	4073	05/25/2023 8:30	05/26/2023 8:30	Routine Surveillance	0.614	Pass	PRPSD	SARS-CoV-2	N1	MUIDSL	0	0	0	0	0	100	0	NA	yes
4774	4774	10/16/2023 7:0	10/17/2023 7:0	Routine Surveillance	5.876	Pass	CSB	SARS-CoV-2	N2	MUIDSL	50192.56473	50192.56473	101.399120666667	1116436.68860717	2255.42765375185	100	0	NA	yes
1087	1087	03/17/2022 0:1	03/18/2022 0:1	Routine Surveillance	19.52	Pass	HSB	SARS-CoV-2	N2	MUIDSL	27129.49514	27129.49514	48.4455270357143	2004631.03810315	3579.69828232706	100	0	NA	yes
4305_18_22_29	4305_18_22_29	07/12/2023 8:45	07/13/2023 8:45	Routine Surveillance	1.3205	Pass	PRPSD	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	0	0	0	0	0	100	0	NA	yes
3686	3686	03/21/2023 7:0	03/22/2023 7:0	Routine Surveillance	7.755	Pass	CSB	SARS-CoV-2	N1	MUIDSL	320521.14	320521.14	647.517454545455	9409171.96604019	19008.4282142226	100	0	NA	yes
4609	4609	09/11/2023 23:40	09/12/2023 23:40	Routine Surveillance	6.58	Pass	HSB	SARS-CoV-2	N2	MUIDSL	770320.4155	770320.4155	1375.57217053571	19187139.2145691	34262.7485974448	100	0	NA	yes
5792	5792	05/28/2024 7:0	05/29/2024 7:0	Routine Surveillance	8.954	Pass	CSB	SARS-CoV-2	N2	MUIDSL	127154.6066	127154.6066	256.877993131313	4309849.58763635	8706.76684370979	100	0	NA	yes
6636	6636	11/25/2024 0:0	11/26/2024 0:0	Routine Surveillance	6.76	Pass	HSB	Influenza Virus A (FluA)	M	MUIDSL	0	0	0	0	0	100	0	NA	yes
7040	7040	03/23/2025 7:0	03/24/2025 7:0	Routine Surveillance	9.383	Pass	CSB	SARS-CoV-2	N2	MUIDSL	75214.89263	75214.89263	151.949278040404	2671520.31656489	5397.01074053512	100	0	NA	yes
7498	7498	07/23/2025 7:0	07/24/2025 7:0	Routine Surveillance	8.957	Pass	CSB	Influenza Virus A (FluA)	M	MUIDSL	17954.0755	17954.0755	36.2708595959596	608749.400357742	1229.79676839948	100	0	NA	yes
6065	6065	07/31/2024 7:0	08/01/2024 7:0	Routine Surveillance	5.563	Pass	CSB	SARS-CoV-2	N2	MUIDSL	992222.9767	992222.9767	2004.4908620202	20894465.4392932	42211.0412915014	100	0	NA	yes
3618	3618	03/08/2023 8:30	03/09/2023 8:30	Routine Surveillance	0.644	Pass	SRCM	SARS-CoV-2	N2	MUIDSL	0	0	0	0	0	100	0	NA	yes
4918_33_37_44	4918_33_37_44	11/15/2023 9:0	11/16/2023 9:0	Routine Surveillance	0.587	Pass	PRPSD	SARS-CoV-2	del69/70	MUIDSL	28000	28000	400	62216.99876	888.814268	100	0	NA	yes
5409	5409	03/06/2024 7:0	03/07/2024 7:0	Routine Surveillance	9.87	Pass	CSB	SARS-CoV-2	N2	MUIDSL	133061.5044	133061.5044	268.81112	4971443.48828984	10043.3201783633	100	0	NA	yes
6725	6725	12/26/2024 0:0	12/27/2024 0:0	Routine Surveillance	6.39	Pass	HSB	SARS-CoV-2	del69/70	MUIDSL	303058.7673	303058.7673	541.176370178571	7330618.78839734	13090.3906935667	100	0	NA	yes
2215	2215	08/09/2022 9:0	08/12/2022 9:0	Routine Surveillance	2.29	Pass	HRSB	SARS-CoV-2	N1	MUIDSL	109431.72	36477.24	126.837650822351	948618.593299908	3298.51035606213	100	0	NA	yes
4282_93_97	4282_93_97	07/08/2023 23:40	07/09/2023 23:40	Routine Surveillance	12.23	Pass	HSB	SARS-CoV-2	del69/70	MUIDSL	0	0	0	0	0	100	0	NA	yes
4900	4900	11/09/2023 8:15	11/10/2023 8:15	Routine Surveillance	0.566	Pass	PRPSD	SARS-CoV-2	N1	MUIDSL	865987.8731	865987.8731	12371.25533	1855415.44156669	26505.9348795242	100	0	NA	yes
6468	6468	10/15/2024 8:30	10/16/2024 8:30	Routine Surveillance	0.097	Pass	SRO	SARS-CoV-2	N1	MUIDSL	259384.4652	259384.4652	6404.5546962963	95242.025196035	2351.65494311198	100	0	NA	yes
5154	5154	01/09/2024 8:0	01/10/2024 8:0	Routine Surveillance	1.934	Pass	PRPSD	SARS-CoV-2	N1	MUIDSL	101252.9612	101252.9612	1446.47087428571	741271.201569682	10589.5885938526	100	0	NA	yes
2838	2838	11/02/2022 8:30	11/03/2022 8:30	Routine Surveillance	0.114	Pass	SRO	SARS-CoV-2	N1	MUIDSL	236000	236000	5827.16049382716	101842.67064	2514.63384296296	100	0	NA	yes
3650	3650	03/15/2023 7:0	03/16/2023 7:0	Routine Surveillance	8.006	Pass	CSB	SARS-CoV-2	N1	MUIDSL	47243.63	47243.63	95.4416767676768	1431765.09456303	2892.45473649097	100	0	NA	yes
2733	2733	10/18/2022 8:45	10/19/2022 8:45	Routine Surveillance	0.082	Pass	SRO	SARS-CoV-2	N2	MUIDSL	616146.6122	616146.6122	15213.4965975309	191254.138877616	4722.32441673126	100	0	NA	yes
6381	6381	09/30/2024 0:0	10/01/2024 0:0	Routine Surveillance	8.44	Pass	HSB	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	9500	9500	16.9642857142857	303514.1738	541.989596071429	100	0	NA	yes
7401	7401	06/25/2025 7:0	06/26/2025 7:0	Routine Surveillance	6.925	Pass	CSB	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	0	0	0	0	0	100	0	NA	yes
5956_65_66	5956_65_66	07/07/2024 0:0	07/08/2024 0:0	Routine Surveillance	5.936666667	Pass	HSB	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	0	0	0	0	0	100	0	NA	yes
6705	6705	12/14/2024 9:0	12/15/2024 9:0	Routine Surveillance	2.057	Pass	DUN	SARS-CoV-2	N1	MUIDSL	890061.8553	890061.8553	9889.57617	6930545.2910596	77006.0587895511	100	0	NA	yes
6341	6341	09/23/2024 8:45	09/24/2024 8:45	Routine Surveillance	0.641	Pass	PRPSD	Influenza Virus A (FluA)	M	MUIDSL	327989.6786	327989.6786	4685.56683714286	795849.837341574	11369.2833905939	100	0	NA	yes
1574	1574	05/16/2022 9:0	05/19/2022 9:0	Routine Surveillance	2.2	Pass	HRSB	SARS-CoV-2	N2	MUIDSL	903407.383	301135.794333333	1047.10106169663	7523488.15170047	26160.4650777164	100	0	NA	yes
5632	5632	04/20/2024 8:30	04/21/2024 8:30	Routine Surveillance	0.991	Pass	DUN	SARS-CoV-2	N2	MUIDSL	55653.11909	55653.11909	618.367989888889	208773.844672667	2319.70938525185	100	0	NA	yes
7197	7197	05/04/2025 7:0	05/05/2025 7:0	Routine Surveillance	10.261	Pass	CSB	SARS-CoV-2	N2	MUIDSL	8663.257211	8663.257211	17.5015297191919	336499.033695958	679.796027668602	100	0	NA	yes
5885_86	5885_86	06/18/2024 7:0	06/19/2024 7:0	Routine Surveillance	8.166	Pass	CSB	Influenza Virus A (FluA)	M	MUIDSL	0	0	0	0	0	100	0	NA	yes
7185	7185	04/28/2025 9:20	04/29/2025 9:20	Routine Surveillance	0.714	Pass	PRPSD	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	0	0	0	0	0	100	0	NA	yes
4885	4885	11/08/2023 7:0	11/09/2023 7:0	Routine Surveillance	7.321	Pass	CSB	SARS-CoV-2	N2	MUIDSL	36549.80958	36549.80958	73.8379991515151	1012904.38348859	2046.27148179513	100	0	NA	yes
3483	3483	02/14/2023 7:0	02/15/2023 7:0	Routine Surveillance	7.722	Pass	CSB	SARS-CoV-2	N1	MUIDSL	1260000	1260000	2545.45454545455	36830979.3852	74406.01896	100	0	NA	yes
2308	2308	08/22/2022 0:1	08/23/2022 0:1	Routine Surveillance	7.3	Pass	HSB	SARS-CoV-2	N2	MUIDSL	146227.9916	146227.9916	261.121413571429	4040790.18228266	7215.69675407618	100	0	NA	yes
6745	6745	12/30/2024 9:0	12/31/2024 9:0	Routine Surveillance	0.991	Pass	PRPSD	SARS-CoV-2	N2	MUIDSL	181406.3191	181406.3191	2591.51884428571	680517.018734872	9721.67169621246	100	0	NA	yes
7428	7428	07/01/2025 7:0	07/02/2025 7:0	Routine Surveillance	19.459	Pass	CSB	SARS-CoV-2	N2	MUIDSL	0	0	0	0	0	100	0	NA	yes
6440	6440	10/10/2024 8:30	10/11/2024 8:30	Routine Surveillance	0.636	Pass	PRPSD	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	3694.702685	3694.702685	52.7814669285714	8895.07341616524	127.072477373789	100	0	NA	yes
3167	3167	12/25/2022 23:40	12/26/2022 23:40	Routine Surveillance	7.65	Pass	HSB	SARS-CoV-2	N2	MUIDSL	665244.5316	665244.5316	1187.93666357143	19264408.2630843	34400.7290412219	100	0	NA	yes
3827_30_44_45	3827_30_44_45	04/12/2023 23:40	04/13/2023 23:40	Routine Surveillance	7.1475	Pass	HSB	Influenza Virus A (FluA)	M	MUIDSL	0	0	0	0	0	100	0	NA	yes
3520_21_45_46	3520_21_45_46	02/20/2023 4:0	02/21/2023 4:0	Routine Surveillance	13.82575	Pass	CSB	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	15325.75786	15325.75786	30.961126989899	802090.891073668	1620.38563853266	100	0	NA	yes
4198	4198	06/21/2023 8:30	06/22/2023 8:30	Routine Surveillance	0.546	Pass	PRPSD	SARS-CoV-2	N2	MUIDSL	81032.121	81032.121	1157.60172857143	167479.931430417	2392.57044900596	100	0	NA	yes
5556	5556	04/04/2024 0:0	04/05/2024 0:0	Routine Surveillance	19.77	Pass	HSB	SARS-CoV-2	N2	MUIDSL	0	0	0	0	0	100	0	NA	yes
2872_73_2904_05	2872_73_2904_05	11/07/2022 4:0	11/08/2022 4:0	Routine Surveillance	7.02475	Pass	CSB	Influenza Virus A (FluA)	M	MUIDSL	86073.14636	86073.14636	173.885144161616	2288819.14092508	4623.87705237389	100	0	NA	yes
5009	5009	12/06/2023 8:30	12/07/2023 8:30	Routine Surveillance	0.081	Pass	SRO	SARS-CoV-2	N1	MUIDSL	3043678.665	3043678.665	75152.5596296296	933247.30407749	23043.1433105553	100	0	NA	yes
3301	3301	01/17/2023 9:0	01/18/2023 9:0	Routine Surveillance	1.081	Pass	PRPSD	SARS-CoV-2	N1	MUIDSL	641000	641000	9157.14285714286	2622990.08261	37471.2868944286	100	0	NA	yes
2783	2783	10/25/2022 8:30	10/26/2022 8:30	Routine Surveillance	0.486	Pass	SRCM	SARS-CoV-2	N2	MUIDSL	329533.5293	329533.5293	4576.85457361111	606245.885333691	8420.08174074571	100	0	NA	yes
7078	7078	03/31/2025 9:0	04/01/2025 9:0	Routine Surveillance	1.086	Pass	PRPSD	Influenza Virus A (FluA)	M	MUIDSL	72639.28664	72639.28664	1037.70409485714	298616.857495356	4265.95510707651	100	0	NA	yes
6967	6967	03/04/2025 0:0	03/05/2025 0:0	Routine Surveillance	8.99	Pass	HSB	SARS-CoV-2	N1	MUIDSL	282275.2953	282275.2953	504.063027321429	9606064.25297834	17153.6861660328	100	0	NA	yes
6342	6342	09/23/2024 8:30	09/24/2024 8:30	Routine Surveillance	0.594	Pass	SRCM	SARS-CoV-2	N2	MUIDSL	243812.4418	243812.4418	3386.28391388889	548220.452856598	7614.17295634164	100	0	NA	yes
3934	3934	05/01/2023 23:40	05/02/2023 23:40	Routine Surveillance	9.47	Pass	HSB	SARS-CoV-2	N1	MUIDSL	73699.23	73699.23	131.605767857143	2641957.66715882	4717.78154849789	100	0	NA	yes
7643	7643	09/02/2025 7:15	09/04/2025 7:15	Routine Surveillance	0.099	Pass	PUT	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	0	0	0	0	0	100	0	NA	yes
6476	6476	10/17/2024 0:0	10/18/2024 0:0	Routine Surveillance	5.65	Pass	HSB	SARS-CoV-2	N2	MUIDSL	145775.6639	145775.6639	260.313685535714	3117786.7057429	5567.47626025518	100	0	NA	yes
2631	2631	10/05/2022 9:0	10/08/2022 9:0	Routine Surveillance	1.75	Pass	HRSB	SARS-CoV-2	N1	MUIDSL	78505.32	26168.44	90.9921763621823	520055.9409171	1808.32414519663	100	0	NA	yes
5451	5451	03/12/2024 8:30	03/13/2024 8:30	Routine Surveillance	0.16	Pass	SRO	SARS-CoV-2	N2	MUIDSL	59936.23137	59936.23137	1479.90694740741	36301.3135344499	896.328729245676	100	0	NA	yes
7252	7252	05/13/2025 8:30	05/14/2025 8:30	Routine Surveillance	0.107	Pass	SRO	SARS-CoV-2	N1	MUIDSL	41641.3933	41641.3933	1028.18255061728	16866.3828874576	416.453898455743	100	0	NA	yes
7258	7258	05/15/2025 0:0	05/16/2025 0:0	Routine Surveillance	9.62	Pass	HSB	SARS-CoV-2	N1	MUIDSL	3516910.934	3516910.934	6280.19809642857	128070577.255634	228697.45938506	100	0	NA	yes
3696	3696	03/22/2023 8:30	03/23/2023 8:30	Routine Surveillance	0.118	Pass	SRO	SARS-CoV-2	N1	MUIDSL	209676	209676	5177.18518518519	93657.73600488	2312.53669147852	100	0	NA	yes
6599	6599	11/14/2024 8:45	11/15/2024 8:45	Routine Surveillance	0.961	Pass	PRPSD	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	0	0	0	0	0	100	0	NA	yes
6728	6728	12/25/2024 7:0	12/26/2024 7:0	Routine Surveillance	6.616	Pass	CSB	SARS-CoV-2	N1	MUIDSL	347617.0301	347617.0301	702.256626464646	8705815.64832212	17587.5063602467	100	0	NA	yes
3695	3695	03/21/2023 8:30	03/22/2023 8:30	Routine Surveillance	0.104	Pass	SRO	SARS-CoV-2	N1	MUIDSL	86222.02	86222.02	2128.9387654321	33944.1124597328	838.126233573649	100	0	NA	yes
6830	6830	01/27/2025 7:0	01/28/2025 7:0	Routine Surveillance	9.438	Pass	CSB	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	16774.84363	16774.84363	33.888572989899	599309.798870487	1210.72686640502	100	0	NA	yes
5966	5966	07/09/2024 0:0	07/10/2024 0:0	Routine Surveillance	6.28	Pass	HSB	SARS-CoV-2	N2	MUIDSL	251199.007	251199.007	448.569655357143	5971596.94379182	10663.5659710568	100	0	NA	yes
1849	1849	06/20/2022 0:1	06/21/2022 0:1	Routine Surveillance	6.99	Pass	HSB	SARS-CoV-2	N1	MUIDSL	271991.16	271991.16	485.6985	7196890.41825944	12851.5900326061	100	0	NA	yes
6134	6134	08/14/2024 8:25	08/15/2024 8:25	Routine Surveillance	0.564	Pass	PRPSD	SARS-CoV-2	N1	MUIDSL	361837.2917	361837.2917	5169.10416714286	772512.211338991	11035.8887334142	100	0	NA	yes
2914	2914	11/14/2022 9:0	11/17/2022 9:0	Routine Surveillance	2.26	Pass	HRSB	SARS-CoV-2	N1	MUIDSL	1260000	420000	1460.4123926423	10779333.516	37481.6005980736	100	0	NA	yes
7105	7105	04/07/2025 9:0	04/08/2025 9:0	Routine Surveillance	3.276	Pass	PRPSD	SARS-CoV-2	N1	MUIDSL	0	0	0	0	0	100	0	NA	yes
2811	2811	10/31/2022 8:30	11/01/2022 8:30	Routine Surveillance	0.527	Pass	SRCM	SARS-CoV-2	N2	MUIDSL	568219.614	568219.614	7891.93908333333	1133547.59815973	15743.7166411073	100	0	NA	yes
7650	7650	09/08/2025 7:0	09/09/2025 7:0	Routine Surveillance	5.768	Pass	CSB	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	0	0	0	0	0	100	0	NA	yes
6496	6496	10/23/2024 7:0	10/24/2024 7:0	Routine Surveillance	5.208	Pass	CSB	SARS-CoV-2	N2	MUIDSL	89362.7286	89362.7286	180.530764848485	1761733.94217433	3559.05846903906	100	0	NA	yes
