Asset Tag ID,Site,Location,Category,Department,Sample Collection Method,Sample Collection By,Sample Retrieved Date/Time,Sample Collection Start,Sample Collection End,Sample Received By,Sample Received Date,Comments,Sample QC Check,Sample Flow (MGD),Event Type
M03-1008,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,01/26/2026 08:00 AM,01/25/2026 08:00 AM,01/26/2026 08:00 AM,LS,02/12/2026,,Pass,0.294,Routine Surveillance
M03-1007,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,02/09/2026 08:00 AM,02/08/2026 08:00 AM,02/09/2026 08:00 AM,LS,02/12/2026,,Pass,0.159,Routine Surveillance
M03-1006,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,01/27/2026 08:00 AM,01/25/2026 08:00 AM,01/26/2026 08:00 AM,LS,02/05/2026,,Pass,0.348,Routine Surveillance
M03-1005,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,01/19/2026 11:00 AM,01/18/2026 11:00 AM,01/19/2026 11:00 AM,AJ,01/22/2026,,Pass,0.200,Routine Surveillance
M03-1004,Marion,ManningtonWWTP-01,Sample,WWTP,,,12/22/2025 08:30 AM,12/21/2025 08:30 AM,12/22/2025 08:30 AM,LS,01/08/2026,,Pass,0.299,Routine Surveillance
M03-1003,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,01/05/2026 08:00 AM,,01/04/2026 08:00 AM,LS,01/08/2026,,Pass,0.173,Routine Surveillance
M03-1002,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,12/16/2025 08:00 AM,12/15/2025 07:00 AM,12/16/2025 08:00 AM,LS,12/18/2025,,Pass,0.187,Routine Surveillance
M03-1001,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,12/08/2025 08:00 AM,12/07/2025 08:00 AM,12/08/2025 08:00 AM,LS,12/11/2025,,Pass,0.188,Routine Surveillance
M03-1000,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,12/01/2025 08:00 AM,11/30/2025 08:00 AM,12/01/2025 08:00 AM,AJ,12/04/2025,,Pass,0.144,Routine Surveillance
M03-0539,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,11/10/2025 08:00 AM,11/09/2025 08:00 AM,11/10/2025 08:00 AM,LS,11/13/2025,,Pass,0.193,Routine Surveillance
M03-0538,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,10/20/2025 08:00 AM,10/19/2025 08:00 AM,10/20/2025 08:00 AM,LS,10/23/2025,,Pass,0.272,Routine Surveillance
M03-0537,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,10/13/2025 09:00 AM,10/12/2025 08:00 AM,10/13/2025 08:00 AM,LS,10/16/2025,,Pass,0.131,Routine Surveillance
M03-0536,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,09/15/2025 08:00 AM,09/14/2025 08:00 AM,09/15/2025 08:00 AM,LS,09/18/2025,,Pass,0.118,Routine Surveillance
M03-0535,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,10/07/2025 08:00 AM,10/05/2025 08:00 AM,10/06/2025 08:00 AM,LS,10/09/2025,,Pass,0.122,Routine Surveillance
M03-0534,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,11/03/2025 08:00 AM,11/02/2025 08:00 AM,11/03/2025 08:00 AM,LS,11/06/2025,,Pass,0.158,Routine Surveillance
M03-0533,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,09/22/2025 08:00 AM,09/21/2025 08:00 AM,09/22/2025 08:00 AM,LS,09/25/2025,,Pass,0.116,Routine Surveillance
M03-0532,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,09/08/2025 09:00 AM,09/07/2025 09:00 AM,09/08/2025 09:00 AM,LS,09/11/2025,,Pass,0.12,Routine Surveillance
M03-0531,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,09/28/2025 08:00 AM,09/27/2025 08:00 AM,09/28/2025 08:00 AM,LS,10/02/2025,,Pass,0.138,Routine Surveillance
M03-0530,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,10/27/2025 08:00 AM,10/26/2025 08:00 AM,10/27/2025 08:00 AM,AJ,10/30/2025,,Pass,0.145,Routine Surveillance
M03-0527,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,08/11/2025 08:00 AM,08/10/2025 08:00 AM,08/11/2025 08:00 AM,AJ,08/14/2025,,Pass,0.125,Routine Surveillance
M03-0526,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,08/04/2025 08:00 AM,08/03/2025 08:00 AM,08/04/2025 08:00 AM,ID,08/06/2025,,Pass,0.156,Routine Surveillance
M03-0525,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,07/21/2025 08:00 AM,07/20/2025 08:00 AM,07/21/2025 08:00 AM,AJ,07/22/2025,,Pass,0.267,Routine Surveillance
M03-0524,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,08/25/2025 08:00 AM,08/24/2025 08:00 AM,08/25/2025 08:00 AM,AJ,08/28/2025,,Pass,0.151,Routine Surveillance
M03-0523,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,09/02/2025 08:00 AM,09/01/2025 08:00 AM,09/02/2025 08:00 AM,AJ,09/04/2025,,Pass,0.135,Routine Surveillance
M03-0522,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,07/14/2025 08:00 AM,07/13/2025 08:00 AM,07/14/2025 08:00 AM,BB,07/16/2025,,Pass,0.157,Routine Surveillance
M03-0521,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,07/28/2025 08:00 AM,07/27/2025 08:00 AM,07/28/2025 08:00 AM,AJ,07/29/2025,,Pass,0.199,Routine Surveillance
M03-0520,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,08/18/2025 08:00 AM,08/17/2025 08:00 AM,08/18/2025 08:00 AM,AJ,08/21/2025,,Pass,0.155,Routine Surveillance
M03-0519,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,07/07/2025 08:30 AM,07/06/2025 08:30 AM,07/07/2025 08:30 AM,AJ,07/09/2025,,Pass,0.185,Routine Surveillance
M03-0518,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,06/09/2025 09:00 AM,06/08/2025 09:00 AM,06/09/2025 09:00 AM,"ID, BB",06/10/2025,Had no QR code label so used next asset ID tag number,Pass,0.371,Routine Surveillance
M03-0516,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,04/07/2025 08:00 AM,04/06/2025 08:00 AM,04/07/2025 08:00 AM,AJ,04/11/2025,,Pass,0.886,Routine Surveillance
M03-0515,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,05/19/2025 08:00 AM,05/18/2025 08:00 AM,05/19/2025 08:00 AM,EM,05/21/2025,,Pass,0.175,Routine Surveillance
M03-0514,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,06/02/2025 08:00 AM,06/01/2025 08:00 AM,06/02/2025 08:00 AM,BB,06/04/2025,,Pass,0.566,Routine Surveillance
M03-0513,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,04/28/2025 08:30 AM,04/27/2025 08:30 AM,04/28/2025 08:30 AM,AJ,05/01/2025,,Pass,0.179,Routine Surveillance
M03-0512,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,04/14/2025 08:00 AM,04/13/2025 08:00 AM,04/14/2025 08:00 AM,AJ,04/17/2025,,Pass,0.229,Routine Surveillance
M03-0511,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,04/21/2025 08:00 AM,04/20/2025 08:00 AM,04/21/2025 08:00 AM,AJ,04/24/2025,,Pass,0.204,Routine Surveillance
M03-0510,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,05/26/2025 08:00 AM,05/25/2025 08:00 AM,05/26/2025 08:00 AM,BB,05/29/2025,,Pass,0.151,Routine Surveillance
M03-0509,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,05/05/2025 08:00 AM,05/04/2025 08:00 AM,05/05/2025 08:00 AM,AJ,05/08/2025,,Pass,0.259,Routine Surveillance
M03-0508,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,05/12/2025 08:00 AM,05/11/2025 08:00 AM,05/12/2025 08:00 AM,EM,05/21/2025,,Pass,0.195,Routine Surveillance
M03-0507,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,02/03/2025 08:00 AM,02/02/2025 08:00 AM,02/03/2025 08:00 AM,AJ,02/06/2025,,Pass,0.380,Routine Surveillance
M03-0506,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,03/17/2025 09:00 AM,03/16/2025 09:00 AM,03/17/2025 09:00 AM,AJ,03/20/2025,,Pass,0.320,Routine Surveillance
M03-0504,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,03/03/2025 08:00 AM,03/02/2025 08:00 AM,03/03/2025 08:00 AM,AJ,03/06/2025,,Pass,0.202,Routine Surveillance
M03-0503,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,02/10/2025 08:00 AM,02/09/2025 08:00 AM,02/10/2025 08:00 AM,AJ,02/13/2025,,Pass,0.521,Routine Surveillance
M03-0502,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,03/24/2025 08:00 AM,03/23/2025 08:00 AM,03/24/2025 08:00 AM,AJ,03/27/2025,,Pass,0.189,Routine Surveillance
M03-0501,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,02/24/2025 08:00 AM,02/23/2025 08:00 AM,02/24/2025 08:00 AM,AJ,02/27/2025,,Pass,0.245,Routine Surveillance
M03-0500,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,03/10/2025 08:00 AM,03/09/2025 08:00 AM,03/10/2025 08:00 AM,AJ,03/13/2025,,Pass,0.180,Routine Surveillance
M03-0498,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,12/03/2024 08:00 AM,12/02/2024 08:00 AM,12/03/2024 08:00 AM,AJ,12/05/2024,,Pass,0.140,Routine Surveillance
M03-0497,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,11/26/2024 08:00 AM,11/25/2024 08:00 AM,11/26/2024 08:00 AM,AJ,12/02/2024,,Pass,0.141,Routine Surveillance
M03-0496,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,11/19/2024 08:00 AM,11/18/2024 08:00 AM,11/19/2024 08:00 AM,AJ,11/20/2024,,Pass,0.130,Routine Surveillance
M03-0495,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,12/10/2024 08:00 AM,12/09/2024 08:00 AM,12/10/2024 08:00 AM,AJ,12/11/2024,,Pass,0.313,Routine Surveillance
M03-0494,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,11/12/2024 08:00 AM,11/11/2024 08:00 AM,11/12/2024 08:00 AM,AJ,11/14/2024,,Pass,0.285,Routine Surveillance
M03-0492,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,12/17/2024 08:00 AM,12/16/2024 08:00 AM,12/17/2024 08:00 AM,AJ,12/18/2024,,Pass,0.417,Routine Surveillance
M03-0491,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,01/27/2025 08:00 AM,01/26/2025 08:00 AM,01/27/2025 08:00 AM,AJ,01/29/2025,,Pass,0.178,Routine Surveillance
M03-0490,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,01/20/2025 08:00 AM,01/19/2025 08:00 AM,01/20/2025 08:00 AM,AJ,01/23/2025,,Pass,0.260,Routine Surveillance
M03-0489,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,12/31/2024 08:00 AM,12/30/2024 08:00 AM,12/31/2024 08:00 AM,AJ,01/16/2025,,Pass,0.169,Routine Surveillance
M03-0480,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,10/22/2024 08:00 AM,10/21/2024 08:00 AM,10/22/2024 08:00 AM,AJ,10/22/2024,,Pass,0.139,Routine Surveillance
M03-0479,Marion,ManningtonWWTP-01,Sample,WWTP,,,10/01/2024 08:00 AM,09/30/2024 08:00 AM,10/01/2024 08:00 AM,AJ,10/02/2024,,Pass,0.215,Routine Surveillance
M03-0478,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,10/09/2024 09:00 AM,10/08/2024 09:00 AM,10/09/2024 09:00 AM,AJ,10/10/2024,,Pass,0.157,Routine Surveillance
M03-0477,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,10/14/2024 09:00 AM,10/13/2024 09:00 AM,10/14/2024 09:00 AM,AJ,10/16/2024,,Pass,0.133,Routine Surveillance
M03-0476,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,10/29/2024 08:00 AM,10/28/2024 08:00 AM,10/29/2024 08:00 AM,AJ,10/30/2024,,Pass,0.115,Routine Surveillance
M03-0400,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,08/26/2024 08:00 AM,08/25/2024 08:00 AM,08/26/2024 08:00 AM,AJ,08/27/2024,,Pass,0.128,Routine Surveillance
M03-0398,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,09/24/2024 08:00 AM,09/23/2024 08:00 AM,09/24/2024 08:00 AM,AJ,09/25/2024,,Pass,0.192,Routine Surveillance
M03-0397,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,08/12/2024 08:00 AM,08/11/2024 08:00 AM,08/12/2024 08:00 AM,AJ,08/13/2024,,Pass,0.150,Routine Surveillance
M03-0394,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,09/17/2024 08:00 AM,09/16/2024 08:00 AM,09/17/2024 08:00 AM,AJ,09/19/2024,,Fail: Missing Required Data,,Routine Surveillance
M03-0392,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,08/19/2024 08:00 AM,08/18/2024 08:00 AM,08/19/2024 08:00 AM,AJ,08/20/2024,,Pass,0.133,Routine Surveillance
M03-0388,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,09/03/2024 08:00 AM,09/02/2024 08:00 AM,09/03/2024 08:00 AM,AJ,09/04/2024,,Pass,0.145,Routine Surveillance
M03-0382,Marion,ManningtonWWTP-01,Sample,WWTP,Composite,,09/10/2024 08:00 AM,09/09/2024 08:00 AM,09/10/2024 08:00 AM,AJ,09/11/2024,,Pass,0.132,Routine Surveillance
M01-0029,,,,,,,,,,,,,,,
L01-1006,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,02/23/2026 07:00 AM,02/22/2026 07:00 AM,02/23/2026 07:00 AM,LS,02/26/2026,,Pass,0.353,Routine Surveillance
L01-1005,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,02/16/2026 07:00 AM,02/15/2026 07:00 AM,02/16/2026 07:00 AM,LS,02/19/2026,,Pass,0.251,Routine Surveillance
L01-1004,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,01/19/2026 07:00 AM,01/18/2026 07:00 AM,01/19/2026 07:00 AM,AJ,01/22/2026,,Pass,0.234,Routine Surveillance
L01-1003,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,01/12/2026 07:00 AM,01/11/2026 07:00 AM,01/12/2026 07:00 AM,LS,01/15/2026,,Pass,0.254,Routine Surveillance
L01-1002,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,01/06/2026 07:00 AM,01/04/2026 07:00 AM,01/05/2026 07:00 AM,LS,01/08/2026,,Pass,0.256,Routine Surveillance
L01-1001,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,12/17/2025 08:40 AM,12/14/2025 07:00 AM,12/15/2025 07:00 AM,LS,12/18/2025,,Pass,0.251,Routine Surveillance
L01-1000,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,,,,LS,11/26/2025,,Fail: Missing Required Data,0.309,Routine Surveillance
L01-0660,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,11/10/2025 07:00 AM,11/09/2025 07:00 AM,11/10/2025 07:00 AM,LS,11/13/2025,,Pass,.285,Routine Surveillance
L01-0659,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,09/29/2025 07:00 AM,09/28/2025 07:00 AM,09/29/2025 07:00 AM,LS,10/02/2025,,Fail: Missing Required Data,,Routine Surveillance
L01-0658,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,12/01/2025 07:00 AM,11/30/2025 07:00 AM,12/01/2025 07:00 AM,AJ,12/04/2025,,Fail: Missing Required Data,,Routine Surveillance
L01-0657,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,10/13/2025 09:00 AM,10/12/2025 08:00 AM,10/13/2025 08:00 AM,LS,10/16/2025,,Pass,0.175,Routine Surveillance
L01-0656,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,10/27/2025 08:00 AM,10/26/2025 08:00 AM,10/27/2025 08:00 AM,AJ,10/30/2025,,Pass,0.174,Routine Surveillance
L01-0655,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,12/08/2025 08:00 AM,12/07/2025 07:00 AM,12/08/2025 07:00 AM,LS,12/11/2025,,Pass,0.262,Routine Surveillance
L01-0654,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,11/03/2025 08:00 AM,11/02/2025 08:00 AM,11/03/2025 08:00 AM,LS,11/06/2025,,Pass,0.220,Routine Surveillance
L01-0653,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,10/20/2025 07:00 AM,10/19/2025 07:00 AM,10/20/2025 07:00 AM,LS,10/23/2025,,Pass,0.179,Routine Surveillance
L01-0652,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,09/22/2025 09:00 AM,09/21/2025 09:00 AM,09/22/2025 09:00 AM,LS,09/25/2025,,Pass,0.266,Routine Surveillance
L01-0651,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,10/07/2025 09:00 AM,10/05/2025 08:00 AM,10/06/2025 08:00 AM,LS,10/09/2025,,Pass,0.168,Routine Surveillance
L01-0649,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,08/25/2025 07:00 AM,08/24/2025 07:00 AM,08/25/2025 07:00 AM,AJ,08/28/2025,,Pass,0.156,Routine Surveillance
L01-0648,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,09/15/2025 08:20 AM,09/14/2025 08:00 AM,09/15/2025 08:00 AM,LS,09/18/2025,,Pass,0.146,Routine Surveillance
L01-0644,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,07/28/2025 08:00 AM,07/27/2025 08:00 AM,07/28/2025 08:00 AM,AJ,07/29/2025,,Pass,0.271,Routine Surveillance
L01-0643,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,07/21/2025 07:00 AM,07/20/2025 07:00 AM,07/21/2025 07:00 AM,AJ,07/22/2025,,Pass,0.219,Routine Surveillance
L01-0642,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,08/11/2025 08:00 AM,08/10/2025 08:00 AM,08/11/2025 08:00 AM,AJ,08/14/2025,,Pass,0.164,Routine Surveillance
L01-0641,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,09/01/2025 07:00 AM,08/31/2025 07:00 AM,09/01/2025 07:00 AM,AJ,09/04/2025,,Fail: Missing Required Data,,Routine Surveillance
L01-0640,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,08/04/2025 08:00 AM,08/03/2025 07:00 AM,08/04/2025 07:00 AM,ID,08/06/2025,,Pass,0.172,Routine Surveillance
L01-0639,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,06/23/2025 07:00 AM,06/22/2025 07:00 AM,06/23/2025 07:00 AM,AJ,06/26/2025,,Pass,0.329,Routine Surveillance
L01-0638,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,04/07/2025 08:00 AM,04/06/2025 08:00 AM,04/07/2025 08:00 AM,AJ,04/11/2025,,Pass,0.411,Routine Surveillance
L01-0637,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,03/24/2025 08:00 AM,03/23/2025 08:00 AM,03/24/2025 08:00 AM,AJ,03/27/2025,,Pass,0.239,Routine Surveillance
L01-0636,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,05/27/2025 08:00 AM,05/25/2025 08:00 AM,05/26/2025 08:00 AM,BB,05/29/2025,,Pass,0.207,Routine Surveillance
L01-0635,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,06/02/2025 08:00 AM,06/01/2025 08:00 AM,06/02/2025 08:00 AM,BB,06/03/2025,,Pass,27.6,Routine Surveillance
L01-0634,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,06/09/2025 08:00 AM,06/08/2025 08:00 AM,06/09/2025 08:00 AM,ID,06/10/2025,,Pass,0.203,Routine Surveillance
L01-0632,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,05/12/2025 07:00 AM,05/11/2025 07:00 AM,05/12/2025 07:00 AM,EM,05/21/2025,,Pass,0.295,Routine Surveillance
L01-0631,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,03/17/2025 08:00 AM,03/16/2025 08:00 AM,03/17/2025 08:00 AM,AJ,03/20/2025,,Fail: Missing Required Data,,Routine Surveillance
L01-0630,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,05/19/2025 08:00 AM,05/18/2025 08:00 AM,05/19/2025 08:00 AM,EM,05/21/2025,,Pass,0.316,Routine Surveillance
L01-0629,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,04/28/2025 08:00 AM,04/27/2025 08:00 AM,04/28/2025 08:00 AM,AJ,05/01/2025,,Pass,0.271,Routine Surveillance
L01-0628,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,07/14/2025 08:30 AM,07/13/2025 08:00 AM,07/14/2025 08:00 AM,BB,07/16/2025,,Pass,0.264,Routine Surveillance
L01-0627,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,05/05/2025 07:00 AM,05/04/2025 07:00 AM,05/05/2025 07:00 AM,AJ,05/08/2025,,Pass,0.323,Routine Surveillance
L01-0626,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,06/30/2025 08:00 AM,06/29/2025 08:00 AM,06/30/2025 08:00 AM,AJ,07/02/2025,,Pass,0.306,Routine Surveillance
L01-0625,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,06/16/2025 08:00 AM,06/15/2025 08:00 AM,06/16/2025 08:00 AM,AJ,06/19/2025,,Pass,0.355,Routine Surveillance
L01-0624,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,07/07/2025 08:00 AM,07/06/2025 08:00 AM,07/07/2025 08:00 AM,AJ,07/09/2025,0.191,Pass,,Routine Surveillance
L01-0623,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,04/14/2025 07:00 AM,04/13/2025 07:00 AM,04/14/2025 07:00 AM,AJ,04/17/2025,,Pass,0.274,Routine Surveillance
L01-0622,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,04/21/2025 08:00 AM,04/20/2025 08:00 AM,04/21/2025 08:00 AM,AJ,04/24/2025,,Pass,0.272,Routine Surveillance
L01-0621,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,03/03/2025 08:00 AM,03/02/2025 08:00 AM,03/03/2025 08:00 AM,AJ,03/06/2025,,Pass,0.222,Routine Surveillance
L01-0620,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,12/09/2024 08:00 AM,12/08/2024 08:00 AM,12/09/2024 08:00 AM,AJ,12/11/2024,,Pass,0.221,Routine Surveillance
L01-0619,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,11/18/2024 08:00 AM,11/17/2024 08:00 AM,11/18/2024 08:00 AM,AJ,11/20/2024,,Pass,0.178,Routine Surveillance
L01-0618,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,12/15/2024 08:00 AM,12/14/2024 08:00 AM,12/15/2024 08:00 AM,AJ,12/18/2024,,Pass,0.352,Routine Surveillance
L01-0617,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,02/10/2025 08:00 AM,02/09/2025 08:00 AM,02/10/2025 08:00 AM,AJ,02/13/2025,,Pass,0.245,Routine Surveillance
L01-0616,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,03/10/2025 08:00 AM,03/09/2025 08:00 AM,03/10/2025 08:00 AM,AJ,03/13/2025,,Pass,0.222,Routine Surveillance
L01-0615,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,01/27/2025 08:00 AM,01/26/2025 08:00 AM,01/27/2025 08:00 AM,AJ,01/29/2025,,Pass,0.251,Routine Surveillance
L01-0614,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,11/11/2024 08:00 AM,11/10/2024 08:00 AM,11/11/2024 08:00 AM,AJ,11/14/2024,,Pass,0.343,Routine Surveillance
L01-0605,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,10/21/2024 08:00 AM,10/20/2024 08:00 AM,10/21/2024 08:00 AM,AJ,10/22/2024,,Pass,0.152,Routine Surveillance
L01-0604,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,10/28/2024 08:00 AM,10/27/2024 08:00 AM,10/28/2024 08:00 AM,AJ,10/30/2024,,Pass,0.148,Routine Surveillance
L01-0603,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,11/06/2024 08:00 AM,11/05/2024 08:00 AM,11/06/2024 08:00 AM,AJ,11/07/2024,,Pass,0.14,Routine Surveillance
L01-0602,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,11/25/2024 08:00 AM,11/24/2024 08:00 AM,11/25/2024 08:00 AM,AJ,12/05/2024,,Pass,0.238,Routine Surveillance
L01-0601,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,12/22/2024 08:00 AM,12/21/2024 08:00 AM,12/22/2024 08:00 AM,AJ,01/16/2025,,Pass,0.243,Routine Surveillance
L01-0570,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,09/02/2024 08:00 AM,09/01/2024 08:00 AM,09/02/2024 08:00 AM,AJ,09/04/2024,,Pass,0.204,Routine Surveillance
L01-0569,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,08/12/2024 09:30 AM,08/11/2024 09:30 AM,08/12/2024 09:30 AM,AJ,08/13/2024,,Pass,0.135,Routine Surveillance
L01-0568,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,08/05/2024 08:00 AM,08/04/2024 08:00 AM,08/05/2024 08:00 AM,AJ,08/07/2024,,Pass,0.224,Routine Surveillance
L01-0565,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,09/23/2024 08:00 AM,09/22/2024 08:00 AM,09/23/2024 08:00 AM,AJ,09/25/2024,,Pass,0.217,Routine Surveillance
L01-0564,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,09/16/2024 08:00 AM,09/15/2024 08:00 AM,09/16/2024 08:00 AM,AJ,09/19/2024,,Pass,0.190,Routine Surveillance
L01-0563,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,09/09/2024 08:00 AM,09/08/2024 08:00 AM,09/09/2024 08:00 AM,AJ,09/11/2024,,Pass,0.187,Routine Surveillance
L01-0562,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,08/19/2024 08:00 AM,08/18/2024 08:00 AM,08/19/2024 08:00 AM,AJ,08/20/2024,,Pass,0.181,Routine Surveillance
L01-0557,Doddridge,WestUnionWWTP-01,Sample,WWTP,Composite,,10/14/2024 08:00 AM,10/13/2024 08:00 AM,10/14/2024 08:00 AM,AJ,10/16/2024,,Pass,0.254,Routine Surveillance
