Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status	Volume Tested (mL)
A02-0005	16325	OneStep RT-ddPCR	Human RNase P	11.5333187580109	12254.1511803865	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A04	JL	SARS-CoV-2 N1	0	0	1714.01901245117	0	SARS-CoV-2 N2	2.88279980421066	0	1783.14178466797	3062.97486	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A04	JL	Eric Lundstrum		08/13/2021 09:12 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A04	JL	NaN	Pass	Eric Lundstrom	08/13/2021 09:12 AM	Composite	08/13/2021 09:00 AM	08/12/2021 09:00 AM	Josh Lambert	08/13/2021	7.34	Evansdale-01		10
A06-0017	17517	OneStep RT-ddPCR				BRSV	1378.82507324219	1465001.64031982		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A08	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	1.34327128529549	0	2276.70715332032	1427.22571																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B02	JL	Eric Lundstrum		08/11/2021 09:35 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B02	JL	NaN	Pass	EL	08/11/2021 09:35 AM	Composite	08/11/2021 09:00 AM	08/10/2021 09:00 AM	JL	08/11/2021	7.55	NorthHighSt-02 (MUB)		10
A02-0054	14197	OneStep RT-ddPCR	Human RNase P	45.6339693069458	48486.0923886299	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	C6	AP0005	F02	JL		382.964134216308	0	2615.09490966796			188.164405822754	0	2786.11602783204																																						0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	C02	JL				WVU Morgantown		2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	C6	EP0005	B02	JL		Pass	EL	08/27/2021 10:17 AM	Composite	08/27/2021 09:38 AM	08/25/2021 09:38 AM	JL	08/27/2021	6.90	HonorsSummit-01 (MUB)		
A02-0084	19601	OneStep RT-ddPCR	Human RNase P	49.2687225341796	52348.0176925658	None				2021-09-09	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K6	AP0007	A06	JL	SARS-CoV-2 N1	191.644973754883	0	1303.83804321289	203622.784614563	SARS-CoV-2 N2	204.961338043212	0	1366.20712280273	217771.421670913																																					0.005		2021-09-08	10	NT04155	Halcyon	Nanotrap	0.425		CP0009	A06	JL				WVU Morgantown		2021-09-08	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K6	EP0009	A06	JL		Pass	EL	09/06/2021 08:48 AM	Composite	09/06/2021 08:48 AM	09/04/2021 09:00 AM	JL	09/07/2021	6.89	NorthHighSt-02 (MUB)		
A02-0088	13784	OneStep RT-ddPCR	Human RNase P	61.532711982727	65378.5064816474	None				2021-09-09	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	L3	AP0007	B03	JL	SARS-CoV-2 N1	118.079404830933	0	1303.83804321289	125459.367632866	SARS-CoV-2 N2	32.4555444717408	0	1366.20712280273	34484.0160012246																																					0.005		2021-09-08	10	NT04155	Halcyon	Nanotrap	0.425		CP0010	A03	JL				WVU Morgantown		2021-09-08	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	L3	EP0010	A03	JL		Pass	EL	09/08/2021 09:45 AM	Composite	09/08/2021 08:38 AM	09/06/2021 08:38 AM	JL	09/08/2021	7.21	HonorsSummit-01 (MUB)		
A02-0085	19332	OneStep RT-ddPCR	Human RNase P	34.1041350364686	36235.6434762479	None				2021-09-09	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K7	AP0007	A07	JL	SARS-CoV-2 N1	6.0863995552063	0	1303.83804321289	6466.79952740669	SARS-CoV-2 N2	4.86899375915528	0	1366.20712280273	5173.30586910249																																					0.005		2021-09-08	10	NT04155	Halcyon	Nanotrap	0.425		CP0009	B01	JL				WVU Morgantown		2021-09-08	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K7	EP0009	A07	JL		Pass	EL	09/06/2021 09:00 AM	Composite	09/06/2021 09:00 AM	09/04/2021 09:00 AM	JL	09/07/2021	6.67	CollegePark-02		
A02-0003 0	16649	OneStep RT-ddPCR				BRSV	0	0		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex	0k	AP000000	B06	JL	SARS-CoV-2 N1	76.440224647522	0	2236.36169433594	81217.7386879921	SARS-CoV-2 N2	93.4607219696044	0	2276.70715332032	99302.0170927047																																					0.005		2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425	Labeled 0	CP000000	C02	JL						2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	Labeled 0	EP000000	C02	JL													
A02-0080	14549	OneStep RT-ddPCR	Human RNase P	50.1883268356324	53325.0972628594	None				2021-09-09	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	I6	AP0007	C03	JL	SARS-CoV-2 N1	6.46990060806274	0	1303.83804321289	6874.26939606666	SARS-CoV-2 N2	14.5597791671753	0	1366.20712280273	15469.7653651238																																					0.005		2021-09-03	10	NT04155	Halcyon	Nanotrap	0.425		CP0008	A06	JL				WVU Morgantown		2021-09-03	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	I6	EP0008	A06	JL		Pass	EL	09/03/2021 10:46 AM	Composite	09/03/2021 10:46 AM	09/01/2021 10:59 AM	JL	09/03/2021	5.86	CollegePark-02		
A02-0008	18971	OneStep RT-ddPCR	Human RNase P	33.5114979743958	35605.9665977955	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A06	JL	SARS-CoV-2 N1	6.202232837677	0	1714.01901245117	6589.87239	SARS-CoV-2 N2	1.24031588435173	0	1783.14178466797	1317.83566	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A06	JL	Eric Lundstrum		08/13/2021 10:02 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A06	JL	NaN	Pass	Eric Lundstrom	08/13/2021 10:02 AM	Composite	08/13/2021 09:45 AM	08/11/2021 09:45 AM	Josh Lambert	08/13/2021	7.5	NorthHighSt-02 (MUB)		10
A01-0028	15508	OneStep RT-ddPCR	Human RNase P	27.3262453079224	29034.1356396675	None				2021-09-09	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K2	AP0007	A02	JL	SARS-CoV-2 N1	80.5516242980958	0	1303.83804321289	85586.1008167268	SARS-CoV-2 N2	71.4187240600586	0	1366.20712280273	75882.3943138123																																					0.005		2021-09-08	10	NT04155	Halcyon	Nanotrap	0.425		CP0009	A02	JL				Monongalia County		2021-09-08	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K2	EP0009	A02	JL		Pass	DW	09/05/2021 11:55 PM	Composite	09/05/2021 11:55 PM	09/05/2021 12:00 AM	JL	09/07/2021	6.60	StarCityWWTP-01		
A02-0060	13857	OneStep RT-ddPCR	Human RNase P	102.184715270996	108571.259975433	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	E2	AP0005	B04	JL		5.01495122909546	0	2615.09490966796			5.01495122909546	0	2786.11602783204																																						0.005		2021-08-27	10	XXXXXX	Halcyon	Nanotrap	0.425		CP000000	A02	JL				WVU Morgantown		2021-08-30	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	E2	EP0006	A02	JL		Pass	EL	08/30/2021 09:23 AM	Grab			JL	08/30/2021	6.11	Evansdale-01		
A02-0086	16057	OneStep RT-ddPCR	Human RNase P	17.5909876823425	18690.4244124889	None				2021-09-09	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	L1	AP0007	B01	JL	SARS-CoV-2 N1	16.1245691776276	0	1303.83804321289	17132.3547512293	SARS-CoV-2 N2	7.32798039913178	0	1366.20712280273	7785.97917407752																																					0.005		2021-09-08	10	NT04155	Halcyon	Nanotrap	0.425		CP0010	A01	JL				WVU Morgantown		2021-09-08	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	L1	EP0010	A01	JL		Pass	EL	09/08/2021 09:10 AM	Composite	09/08/2021 08:20 PM	09/06/2021 08:20 PM	JL	09/08/2021	6.31	Evansdale-01		
A02-0076																																																																				2021-09-03	10	NT04155	Halcyon	Nanotrap	0.425		CP0008	B02	JL				WVU Morgantown		2021-09-03	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	I8	EP0008	A08	JL		Pass	EL	09/03/2021 10:00 AM	Grab			JL	09/03/2021	7.86	Evansdale-01		
A04-0009	18412	OneStep RT-ddPCR				BRSV	493.307991027832	524139.740467071		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A05	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	1.27797365188599	0	2276.70715332032	1357.84701																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A05	JL	Eric Lundstrum		08/10/2021 10:00 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A05	JL	NaN	Pass	EL	08/10/2021 10:00 AM	Composite	08/10/2021 09:00 AM	08/09/2021 09:00 AM	JL	08/10/2021	7.29	NorthHighSt-02 (MUB)		10
A02-0028	15032	OneStep RT-ddPCR	Human RNase P	17.5776660442352	18676.2701719999	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I4	AP0004	D01	JL		13.1823718547821	-20	2835.2719116211			13.1823718547821	-20	3151.89849853516																																						0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A04	JL				WVU Morgantown	G	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A04	JL		Pass	EL	08/23/2021 09:45 AM	Composite	08/23/2021 09:00 AM	08/21/2021 09:00 AM	JL	08/23/2021	7.41	HonorsSummit-01 (MUB)		
A02-0014	19433	OneStep RT-ddPCR	Human RNase P	18.1689620018005	19304.5221269131	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B03	JL	SARS-CoV-2 N1	31.5017914772034	0	1714.01901245117	33470.65294	SARS-CoV-2 N2	30.2894043922424	0	1783.14178466797	32182.49166	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B05	JL	Eric Lundstrum		08/16/2021 10:05 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A11	JL	NaN	Pass	Eric Lundstrom	08/16/2021 10:05 AM	Composite	08/16/2021 09:00 AM	08/14/2021 09:00 AM	Josh Lambert	08/16/2021	7.83	NorthHighSt-02 (MUB)		10
A02-0031	13987	OneStep RT-ddPCR	Human RNase P	975.847625732422	1036838.1023407	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	C1	AP0005	A02	JL		9.34266269207	0	2615.09490966796			82.6658725738526	0	2786.11602783204																																						0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	B03	JL				WVU Morgantown	G	2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	C1	EP0005	A09	JL		Pass	EL	08/23/2021 09:55 AM	Grab			JL	08/23/2021	8.46	NorthHighSt-02 (MUB)		
A01-0007	18545	OneStep RT-ddPCR	Human RNase P	43.1779050827026	45876.5241503715	None				08/18/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G7	AP000000	A07	JL	SARS-CoV-2 N1	30.4702949523926	0	1685.59967041016	32374.68839	SARS-CoV-2 N2	13.9606535434723	1.368028819561	1874.41497802734	14833.19414																																					0.005	NaN	2021-08-18	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B01	JL	Josh Lambert		08/18/2021 01:15 PM	NaN	Star City	2021-08-18	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A07	JL	NaN	Pass	GG	08/16/2021 11:55 PM	Composite	08/16/2021 11:55 PM	08/16/2021 12:00 AM	JL	08/18/2021	6.86	StarCityWWTP-01		
A07-0018	19654	OneStep RT-ddPCR				BRSV	798.756942749024	848679.251670838		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B02	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	0	0	2276.70715332032	0																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B04	JL	Josh Lambert		08/13/2021 12:24 PM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B04	JL	NaN	Pass	EL	08/11/2021 09:00 AM	Composite	08/11/2021 09:00 AM	08/10/2021 09:00 AM	JL	08/11/2021	NaN	TowersBB-01		10
A05-0004	17870	OneStep RT-ddPCR				BRSV	410.418701171876	436069.869995118		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A06	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	0	0	2276.70715332032	0																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A06	JL	Eric Lundstrum		08/11/2021 09:07 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A06	JL	NaN	Pass	EL	08/11/2021 09:07 AM	Composite	08/11/2021 09:00 AM	08/10/2021 09:00 AM	JL	08/11/2021	7.19	Evansdale-01		10
A02-0036	12144	OneStep RT-ddPCR	Human RNase P	168.152847290039	178662.400245666	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L2	AP0004	B02	JL		1507.14767456055	-20	2835.2719116211			1487.83218383789	-20	3151.89849853516																																						0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	A02	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L2	EP0004	A02	JL		Pass	EL	08/25/2021 09:13 AM	Grab			JL	08/25/2021	7.79	Evansdale-01		
A02-0070	13720	OneStep RT-ddPCR	Human RNase P	21.5154576301574	22860.1737320422						Manual	DQ	XXXXXX	QX One	BRSV Triplex	G7	AP000000	G02	JL		8.27276229858398	0	3138.02612304688			4.96329575777054	0	3336.0806274414																																						0.005		2021-09-02	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	C03	JL				WVU Morgantown		2021-09-02	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G7	EP0007	B03	JL		Pass	EL	09/01/2021 10:19 AM	Composite	09/01/2021 10:04 AM	08/30/2021 10:04 AM	JL	09/01/2021	7.09	HonorsSummit-01 (MUB)		
A02-0079																																																																				2021-09-03	10	NT04155	Halcyon	Nanotrap	0.425		CP0008	B04	JL				WVU Morgantown		2021-09-03	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	J2	EP0008	A10	JL		Pass	EL	09/03/2021 10:33 AM	Grab	09/03/2021 10:00 PM	09/01/2021 10:00 PM	JL	09/03/2021	7.98	NorthHighSt-02 (MUB)		
A02-0082	18851	OneStep RT-ddPCR	Human RNase P	2.49648928642272	2652.51986682414	None				2021-09-09	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K4	AP0007	A04	JL	SARS-CoV-2 N1	6.2417197227478	0	1303.83804321289	6631.82720541954	SARS-CoV-2 N2	1.24821156263351	0	1366.20712280273	1326.22478529811																																					0.005		2021-09-08	10	NT04155	Halcyon	Nanotrap	0.425		CP0009	A04	JL				WVU Morgantown		2021-09-08	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K4	EP0009	A04	JL		Pass	EL	09/06/2021 08:20 AM	Composite	09/06/2021 08:20 AM	09/04/2021 09:00 AM	JL	09/07/2021	6.38	Evansdale-01		
A01-0010	18269	OneStep RT-ddPCR	Human RNase P	42.5405168533326	45199.2991566659	None				08/20/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H6	AP000000	A06	JL	SARS-CoV-2 N1	45.121202468872	0	1047.21549987793	47941.2756	SARS-CoV-2 N2	52.864966392517	0	1082.35214233398	56169.02781																																					0.005		2021-08-20	10	NT04155	Kookaburra	Nanotrap	0.425	6.99	CP000000	A06	JL				Monongalia County	Star City	2021-08-20	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H6	EP000000	A06	JL		Pass	GG	08/19/2021 11:59 PM	Composite	08/19/2021 11:59 PM	08/19/2021 12:01 AM	Jl	08/20/2021	6.99	StarCityWWTP-01		
A02-0078	15687	OneStep RT-ddPCR	Human RNase P	15.0040888786316	15941.8444335461	None				2021-09-09	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	I5	AP0007	B07	JL	SARS-CoV-2 N1	254.863605499268	0	1303.83804321289	270792.580842972	SARS-CoV-2 N2	66.089677810669	0	1366.20712280273	70220.2826738358																																					0.005		2021-09-03	10	NT04155	Halcyon	Nanotrap	0.425		CP0008	A05	JL				WVU Morgantown		2021-09-03	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	I5	EP0008	A05	JL		Pass	WL	09/03/2021 10:32 AM	Composite	09/03/2021 10:32 AM	09/01/2021 10:32 AM	JL	09/03/2021	6.92	NorthHighSt-02 (MUB)		
A02-0068	19573	OneStep RT-ddPCR	Human RNase P	118.105268478394	125486.847758293	None				2021-09-09	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	H6	AP0007	B08	JL	SARS-CoV-2 N1	0	0	1303.83804321289	0	SARS-CoV-2 N2	1.20216690003872	0	1366.20712280273	1277.30233129114																																					0.005		2021-09-02	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	C02	JL				WVU Morgantown		2021-09-02	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G6	EP0007	B02	JL		Pass	EL	09/01/2021 10:00 AM	Composite	09/01/2021 10:00 AM	08/30/2021 10:00 AM	JL	09/01/2021	7.22	NorthHighSt-02 (MUB)		
A02-0049	14492	OneStep RT-ddPCR	Human RNase P	288.975524902344	307036.495208741	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	A2 NAB_9	AP0004	B04	JL		1.43493384122849	-20	2835.2719116211			11.4822447299957	-20	3151.89849853516																																						0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	B04	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	A2_NAB_9	EP0004	A10	JL		Pass	EL	08/25/2021 10:04 AM	Grab			JL	08/25/2021	7.55	CollegePark-02		
A01-0018	14011	OneStep RT-ddPCR	Human RNase P	65.018219947815	69081.8586945534						Manual	DQ	XXXXXX	QX One	BRSV Triplex	H2	AP000000	B03	JL		86.2301349639892	0	3138.02612304688			45.340461730957	0	3336.0806274414																																						0.005		2021-09-02	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	C06	JL				Monongalia County		2021-09-02	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	H2	EP0007	B06	JL		Pass	JT	08/30/2021 11:55 PM	Composite	08/30/2021 11:55 PM	08/30/2021 12:00 AM	JL	09/01/2021	6.89	StarCityWWTP-01		
A01-0001	19475	OneStep RT-ddPCR				BRSV	548.826522827148	583128.180503845		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A03	JL	SARS-CoV-2 N1	8.45881879329682	0	2236.36169433594	8987.49459	SARS-CoV-2 N2	9.66746926307678	0	2276.70715332032	10271.68584																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A03	JL	Josh Lambert		08/13/2021 12:13 PM	Monongalia County	WWTP	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A03	JL	NaN	Pass	GG	08/09/2021 11:55 PM	Composite	08/09/2021 11:55 PM	08/09/2021 12:00 AM	JL	08/13/2021	NaN	StarCityWWTP-01		10
A01-0031	17045	OneStep RT-ddPCR	Human RNase P	24.860851764679	26414.6549999714	None				2021-09-09	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K3	AP0007	A03	JL	SARS-CoV-2 N1	64.9697732925416	0	1303.83804321289	69030.3841233255	SARS-CoV-2 N2	64.9697732925416	0	1366.20712280273	69030.3841233255																																					0.005		2021-09-08	10	NT04155	Halcyon	Nanotrap	0.425		CP0009	A03	JL				Monongalia County		2021-09-08	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K3	EP0009	A03	JL		Pass	GG	09/06/2021 11:55 PM	Composite	09/06/2021 11:55 PM	09/06/2021 12:00 AM	JL	09/07/2021	6.56	StarCityWWTP-01		
A02-0056	11965	OneStep RT-ddPCR	Human RNase P	0	0	None					Manual	DQ	XXXXXX	QX One	BRSV Triplex	G3	AP000000	C02	JL		29.3883800506592	0	3138.02612304688			13.7099897861481	0	3336.0806274414																																						0.005		2021-09-02	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	B05	JL				WVU Morgantown		2021-09-02	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G3	EP0007	A11	JL		Pass	EL	08/27/2021 10:39 AM	Composite	08/27/2021 09:49 AM	08/25/2021 09:49 AM	JL	08/27/2021	7.17	NorthHighSt-02 (MUB)		
A01-0014	9330	OneStep RT-ddPCR	Human RNase P	23.8269710540772	25316.156744957	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	E1	AP0005	A04	JL		115.898885726929	0	2615.09490966796			150.067472457886	0	2786.11602783204																																						0.005		2021-08-27	10	XXXXXX	Halcyon	Nanotrap	0.425		CP000000	A01	JL				Monongalia County		2021-08-30	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	E1	EP0006	A01	JL		Pass	GG	08/24/2021 11:55 PM	Composite	08/24/2021 11:55 PM	08/24/2021 12:00 AM	JL	08/27/2021	7.16	StarCityWWTP-01		
A02-0066	14107	OneStep RT-ddPCR	Human RNase P	48.2719469070434	51288.9435887336						Manual	DQ	XXXXXX	QX One	BRSV Triplex	H3	AP000000	C03	JL		1.50684028863907	0	3138.02612304688			10.550125837326	0	3336.0806274414																																						0.005		2021-09-02	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	D01	JL				WVU Morgantown		2021-09-02	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	H3	EP0007	B07	JL		Pass	EL	09/01/2021 09:08 AM	Grab			JL	09/01/2021	7.36	Evansdale-01		
A01-0003	19784	OneStep RT-ddPCR	Human RNase P	32.1334409713746	34141.7810320855	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A02	JL	SARS-CoV-2 N1	23.7983345985412	0	1714.01901245117	25285.73	SARS-CoV-2 N2	30.9425330162048	0	1783.14178466797	32876.44184	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A02	JL	Josh Lambert		08/16/2021 01:05 PM	Monongalia County	Star City	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A02	JL	NaN	Pass	GG	08/11/2021 11:55 PM	Composite	08/11/2021 11:55 PM	08/11/2021 12:00 AM	Josh Lambert	08/13/2021	6.87	StarCityWWTP-01		10
A02-0021	15351	OneStep RT-ddPCR	Human RNase P	113.261661529541	120340.515375137	None				08/20/2021	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	H1	AP0004	C03	JL	SARS-CoV-2 N1	12.3360800743103	-20	2835.2719116211	0	SARS-CoV-2 N2	34.9647617340088	-20	3151.89849853516	0																																					0.005		2021-08-20	10	NT04155	Kookaburra	Nanotrap	0.425	7.74	CP000000	A01	JL				WVU Morgantown	G	2021-08-20	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H1	EP000000	A01	JL		Pass	EL	08/20/2021 09:30 AM	Composite	08/20/2021 09:30 AM	08/18/2021 09:30 AM	Jl	08/20/2021	7.74	OaklandE-02		
