Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status	Volume Tested (mL)
A01-0011	17755	OneStep RT-ddPCR	Human RNase P	15.12162089	16066.7222	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	K1	AP0004	F03	JL	SARS-CoV-2 N1	48.75270367	-20	2835.271912	51799.74765	SARS-CoV-2 N2	21.84480429	-20	3151.898499	23210.10455																																					0.005		8/24/21	10	NT04155	Halcyon	Nanotrap	0.425		CP0003	A01	JL				Monongalia County	Star City	8/24/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K1	EP0003	A01	JL		Pass	GG	8/21/21 23:59	Composite	8/21/21 23:59	8/21/21 0:00	JL	8/24/21	7.23	StarCityWWTP-01		
A02-0094	14993	OneStep RT-ddPCR	Human RNase P	53.4188270568848	56757.5037479401	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	A7	AP0008	A07	JL	SARS-CoV-2 N1	157.46169090271	0	1320.22521972656	167303.046584129	SARS-CoV-2 N2	155.881834030151	0	1524.01962280273	165624.448657036																																					0.005		2021-09-13	10	NT04155	Halcyon	Nanotrap	0.425		CP0011	B01	JL				WVU Morgantown		2021-09-13	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	A7	EP0011	A07	JL		Pass	EL	09/10/2021 09:39 AM	Composite	09/10/2021 09:40 AM	09/08/2021 09:40 AM	JL	09/13/2021	7.29	NorthHighSt-02 (MUB)		
A0049	16890	OneStep RT-ddPCR	Human RNase P		26736					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				60192	SARS-CoV-2 N2				33456																																				CDC N1/N2/RP Triplex	0.005		1/3/21 13:00	100				8				MS	Timothy Driscoll	2/20/21 16:13	2/20/21 16:13	Monongalia County	A0049	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	12/28/20 0:00	Composite	12/28/20 11:59	12/28/20 12:00	TD	1/14/21		StarCityWWTP-01	Available	
A02-0034	14372	OneStep RT-ddPCR	Human RNase P	682.9196167	725602.0927	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	J1	AP0004	C04	JL	SARS-CoV-2 N1	18.47408295	-20	2835.271912	19628.71313	SARS-CoV-2 N2	18.47408295	-20	3151.898499	19628.71313																																					0.005		8/23/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	B03	JL				WVU Morgantown	G	8/23/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A09	JL		Pass	EL	8/23/21 10:12	Composite	8/23/21 9:00	8/21/21 9:00	JL	8/23/21	8.07	CollegePark-02		
A02-0004 1K	16637	OneStep RT-ddPCR				BRSV	0	0		8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex	1k	AP000000	B04	JL	SARS-CoV-2 N1	62.31084824	0	2236.361694	66205.27625	SARS-CoV-2 N2	87.84928322	0	2276.707153	93339.86342																																					0.005		8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425	Spike with 1K HI-SARS	CP000000	B06	JL						8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	Spike with 1K HI-SARS	EP000000	B06	JL													
A1034	12606	OneStep RT-ddPCR	Human RNase P		47040						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				23520	SARS-CoV-2 N2				15666																																				CDC N1/N2/RP Triplex	0.005		4/23/21 11:00	100				7				MVS	Mathilda Santee	4/23/21 10:58	4/23/21 10:58	Monongalia County	A1034	4/26/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	EL	4/23/21 10:57	Composite	4/21/21 11:59	4/21/21 12:00	MVS	4/23/21		StarCityWWTP-01	Available	
A1093	12463	OneStep RT-ddPCR		79.43		BRSV		188646.25												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	1.89			4488.75																																				N1/N2/BRSV Triplex	0.005			10				0.95					Josh Lambert		7/9/21 12:23	Monongalia County	A1093		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	7/15/21 23:55	Composite	7/15/21 23:55	7/15/21 0:00	JL			StarCityWWTP-01	Available	
A1014	10126	OneStep RT-ddPCR	Human RNase P		29274					3/30/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				19530																																				CDC N1/N2/RP Triplex	0.005		3/26/21 11:00	100				7				MVS	Mathilda Santee	3/26/21 10:55	3/26/21 10:55	Monongalia County	A1014	3/29/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	EL	3/26/21 10:54	Composite	3/24/21 12:00	3/24/21 12:00	MVS	3/26/21		StarCityWWTP-01	Available	
A0050	14694	OneStep RT-ddPCR	Human RNase P		0					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				33642	SARS-CoV-2 N2				33642																																				CDC N1/N2/RP Triplex	0.005		1/3/21 13:00	100				7				MS	Timothy Driscoll	2/20/21 16:13	2/20/21 16:13	Monongalia County	A0050	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	12/29/20 0:00	Composite	12/29/20 11:59	12/29/20 12:00	TD	1/14/21		StarCityWWTP-01	Available	
A0442	11921	OneStep RT-ddPCR	Human RNase P		53310					3/15/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				29610	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005			100				5					Mathilda Santee	3/3/21 11:47	3/3/21 11:47	Monongalia County	A0442		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	EL	2/25/21 12:00	Composite	2/25/21 12:00	2/25/21 12:00				StarCityWWTP-01	Available	
A0433	12070	OneStep RT-ddPCR	Human RNase P		28080					3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				14040	SARS-CoV-2 N2				9360																																				CDC N1/N2/RP Triplex	0.005			100				4					Mathilda Santee	3/8/21 10:55	3/8/21 10:55	Monongalia County	A0433		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	EL	3/1/21 12:00	Composite	3/1/21 12:00	3/1/21 12:00				StarCityWWTP-01	Available	
A01-0037	7810	OneStep RT-ddPCR	Human RNase P	18.0833196640015	19213.5271430016	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	G6	AP0008	E06	JL	SARS-CoV-2 N1	90.5558967590332	0	1320.22521972656	96215.6403064728	SARS-CoV-2 N2	33.163378238678	0	1524.01962280273	35236.0893785954																																					0.005		2021-09-17	10	NT04155	Halcyon	Nanotrap	0.425		CP0013	D02	JL				Monongalia County		2021-09-17	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G6	EP0012	B02	JL		Pass	GG	09/14/2021 11:55 PM	Composite	09/14/2021 11:55 PM	09/14/2021 12:00 AM	JL	09/17/2021	6.74	StarCityWWTP-01		
A1049	12384	OneStep RT-ddPCR		78.03		BRSV		185321.25												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005		6/4/21	10				0.95	pH -  6.58				Mathilda Santee		6/4/21 9:12	Monongalia County	A1049		0.4			Thermo MagMax Microbiome Ultra	0.05					Monongalia County		EL	5/16/21 23:55	Composite	5/16/21 23:59	5/16/21 0:00	MVS	6/4/21	6.58	StarCityWWTP-01	Available	
A01-0007	18545	OneStep RT-ddPCR	Human RNase P	43.17790508	45876.52415	None				8/18/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G7	AP000000	A07	JL	SARS-CoV-2 N1	30.47029495	0	1685.59967	32374.68839	SARS-CoV-2 N2	13.96065354	1.36802882	1874.414978	14833.19414																																					0.005	NaN	8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B01	JL	Josh Lambert		8/18/21 13:15	Monongalia County	Star City	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A07	JL	NaN	Pass	GG	8/16/21 23:55	Composite	8/16/21 23:55	8/16/21 0:00	JL	8/18/21	6.86	StarCityWWTP-01		
A0100	11518	OneStep RT-ddPCR	Human RNase P		29424					11/10/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				9816	SARS-CoV-2 N2				9816																																				CDC N1/N2/RP Triplex	0.005		11/9/20 17:30	100				4				MS	Timothy Driscoll	11/9/20 16:53	11/9/20 16:53	Monongalia County	A0100	11/10/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	11/1/20 0:00	Composite	11/1/20 23:59	11/1/20 0:00	TD	11/9/20		StarCityWWTP-01	Available	
A06-0017	17517	OneStep RT-ddPCR				BRSV	1378.825073	1465001.64		8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A08	JL	SARS-CoV-2 N1	0	0	2236.361694	0	SARS-CoV-2 N2	1.343271285	0	2276.707153	1427.22571																																					0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B02	JL	Eric Lundstrum		8/11/21 9:35	WVU Morgantown	Building/Complex	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B02	JL	NaN	Pass	EL	8/11/21 9:35	Composite	8/11/21 9:00	8/10/21 9:00	JL	8/11/21	7.55	NorthHighSt-02 (MUB)		10
A02-0069	14426	OneStep RT-ddPCR	Human RNase P	73.22541714	77802.00571						Manual	DQ	XXXXXX	QX One	BRSV Triplex	H5	AP000000	E03	JL	SARS-CoV-2 N1	7.16750741	0	3138.026123	7615.476623	SARS-CoV-2 N2	5.733807087	0	3336.080627	6092.17003																																					0.005		9/2/21	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	D03	JL				WVU Morgantown		9/2/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	H5	EP0007	B09	JL		Pass	EL	9/1/21 10:01	Grab			JL	9/1/21	8.3	NorthHighSt-02 (MUB)		
A0241	14527	OneStep RT-ddPCR	Human RNase P		4860					3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				43740	SARS-CoV-2 N2				72930																																				CDC N1/N2/RP Triplex	0.005		2/22/21 0:00	100				5				AT	Timothy Driscoll	2/24/21 10:43	2/24/21 10:43	Monongalia County	A0241	2/24/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	GG	2/14/21 8:00	Composite	2/14/21 11:55	2/14/21 12:00	TD	2/18/21		StarCityWWTP-01	Available	
A02-0032	18675	OneStep RT-ddPCR	Human RNase P	22.68988609	24108.00397	None				9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	F5	AP0007	C01	JL	SARS-CoV-2 N1	3.780128658	0	1303.838043	4016.386699	SARS-CoV-2 N2	3.780128658	0	1366.207123	4016.386699																																					0.005		9/2/21	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	A05	JL				WVU Morgantown	G	9/2/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F5	EP0007	A05	JL		Pass	EL	8/23/21 10:11	Grab			JL	8/23/21	7.78	CollegePark-02		
A02-0018	18936	OneStep RT-ddPCR	Human RNase P	6.213698387	6602.054536	None					Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G3	AP000000	A03	JL	SARS-CoV-2 N1	7.456634641	0	1685.59967	7922.674306	SARS-CoV-2 N2	9.942705035	1.36802882	1874.414978	10564.1241																																					0.005		8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A03	JL	Eric Lundstrum		8/18/21 10:07	WVU Morgantown	G	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A03	JL		Pass	EL	8/18/21 10:06	Composite	8/18/21 10:05	8/16/21 10:05	JL	8/18/21	7.02	NorthHighSt-02 (MUB)		
A02-0025	13137	OneStep RT-ddPCR	Human RNase P	1.646097451	1748.978542	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	B4	AP0005	D01	JL	SARS-CoV-2 N1	0	0	2615.09491	0	SARS-CoV-2 N2	26.3526082	0	2786.116028	27999.64622																																					0.005		8/27/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	A04	JL				WVU Morgantown	G	8/27/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	B4	EP0005	A04	JL		Pass	EL	8/23/21 9:13	Composite	8/23/21 9:16	8/21/21 9:16	JL	8/23/21	7.15	Evansdale-01		
A02-0017	9830	OneStep RT-ddPCR	Human RNase P	62.72422791	66644.49215	None				8/20/21	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	B1	AP0005	A01	JL	SARS-CoV-2 N1	105.7108402	0	2615.09491	112317.7677	SARS-CoV-2 N2	75.94480991	0	2786.116028	80691.36053																																					0.005	NaN	8/27/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	A01	JL	Eric Lundstrum		8/18/21 9:38	WVU Morgantown	G	8/27/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	B1	EP0005	A01	JL		Pass	EL	8/18/21 9:38	Composite	8/18/21 9:38	8/16/21 9:41	JL	8/18/21	7.15	OaklandE-02		
A0043	13397	OneStep RT-ddPCR	Human RNase P		20018.4					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				60100.8	SARS-CoV-2 N2				44072.4																																				CDC N1/N2/RP Triplex	0.005		12/14/20 17:00	100				3.8				AT	Timothy Driscoll	12/21/20 16:22	12/21/20 16:22	Monongalia County	A0043	12/21/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	GG	12/17/20 0:00	Composite	12/17/20 11:59	12/17/20 12:00	TD	12/18/20		StarCityWWTP-01	Available	
A02-0057	12915	OneStep RT-ddPCR	Human RNase P	553.1492615	587721.0903	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	D6	AP0005	F03	JL	SARS-CoV-2 N1	829.1149139	0	2615.09491	880934.5961	SARS-CoV-2 N2	882.605896	0	2786.116028	937768.7645																																					0.005		8/27/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	D05	JL				WVU Morgantown		8/27/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	D6	EP0005	B10	JL		Pass	EL	8/27/21 10:40	Grab			JL	8/27/21	7.86	NorthHighSt-02 (MUB)		
A02-0049	14492	OneStep RT-ddPCR	Human RNase P	288.9755249	307036.4952	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	A2 NAB_9	AP0004	B04	JL	SARS-CoV-2 N1	1.434933841	-20	2835.271912	1524.617206	SARS-CoV-2 N2	11.48224473	-20	3151.898499	12199.88503																																					0.005		8/25/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	B04	JL				WVU Morgantown		8/25/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	A2_NAB_9	EP0004	A10	JL		Pass	EL	8/25/21 10:04	Grab			JL	8/25/21	7.55	CollegePark-02		
A1032	10235	OneStep RT-ddPCR	Human RNase P		0						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				19320	SARS-CoV-2 N2				9660																																				CDC N1/N2/RP Triplex	0.005		4/23/21 11:00	100				7				MVS	Mathilda Santee	4/23/21 10:56	4/23/21 10:56	Monongalia County	A1032	4/26/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	EL	4/23/21 10:56	Composite	4/19/21 11:59	4/19/21 12:00	MVS	4/23/21		StarCityWWTP-01	Available	
A1091	12917	OneStep RT-ddPCR		104.06		BRSV		247142.5												SARS-CoV-2 N1	1.82			4322.5	SARS-CoV-2 N2	1.82			4322.5																																				N1/N2/BRSV Triplex	0.005			10				0.95					Josh Lambert		7/9/21 12:23	Monongalia County	A1091		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	7/13/21 23:55	Composite	7/13/21 23:55	7/13/21 0:00	JL			StarCityWWTP-01	Available	
A1056	13749	OneStep RT-ddPCR	Human RNase P	108.06	256642.5															SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				CDC nCov-2 Triplex	0.005		7/7/21	10				0.95	pH - 6.89				Josh Lambert		7/8/21 11:27	Monongalia County	A1056	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	5/25/21 23:55	Composite	5/25/21 23:55	5/25/21 0:00	JL	5/28/21	6.89	StarCityWWTP-01	Available	
A02-0081																																																																				9/3/21	10	NT04155	Halcyon	Nanotrap	0.425		CP0008	B05	JL				WVU Morgantown		9/3/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	J3	EP0008	A11	JL		Pass	EL	9/3/21 10:46	Grab	9/3/21 10:46	9/3/21 10:46	JL	9/3/21	8.22	CollegePark-02		
A1087	11452	OneStep RT-ddPCR		113.28		BRSV		269040												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	2.05			4868.75																																				N1/N2/BRSV Triplex	0.005		7/9/21	10				0.95	pH - 6.57				Josh Lambert		7/9/21 12:22	Monongalia County	A1087	7/9/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	7/7/21 23:55	Composite	7/7/21 23:55	7/7/21 0:00	JL	7/9/21	6.57	StarCityWWTP-01	Available	
A02-0092	12831	OneStep RT-ddPCR	Human RNase P	22.015826702118	23391.8158710004	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	A5	AP0008	A05	JL	SARS-CoV-2 N1	137.938089370728	0	1320.22521972656	146559.219956398	SARS-CoV-2 N2	27.523000240326	0	1524.01962280273	29243.1877553464																																					0.005		2021-09-13	10	NT04155	Halcyon	Nanotrap	0.425		CP0011	A05	JL				WVU Morgantown		2021-09-13	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	A5	EP0011	A05	JL		Pass	EL	09/10/2021 09:20 AM	Composite	09/10/2021 09:20 AM	09/08/2021 09:20 AM	JL	09/13/2021	7.17	OaklandE-02		
A1045	14509	OneStep RT-ddPCR	Human RNase P		38940						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				9720	SARS-CoV-2 N2				9720																																				CDC N1/N2/RP Triplex	0.005	Reconc vol estimated	5/7/21 14:30	100				5					Josh Lambert	5/7/21 15:26	5/7/21 15:26	Monongalia County	A1045		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	GG	5/6/21 23:55	Composite	5/6/21 23:55	5/6/21 0:00	Josh Lambert	5/7/21		StarCityWWTP-01	Available	
A1059	16033	OneStep RT-ddPCR		147.22		BRSV		349647.5												SARS-CoV-2 N1	1.47			3491.25	SARS-CoV-2 N2	2.94			6982.5																																				N1/N2/BRSV Triplex	0.005			10				0.95	pH - 6.94				Josh Lambert		7/8/21 11:35	Monongalia County	A1059	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	6/4/21 23:55	Composite	5/30/21 23:55	5/30/21 0:00	JL	6/4/21	6.94	StarCityWWTP-01	Available	
A1078	10954	OneStep RT-ddPCR		40.85		BRSV		97018.75												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005		7/9/21	10				0.95	pH - 6.39				Josh Lambert		7/9/21 12:06	Monongalia County	A1078	7/9/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	6/24/21 23:55	Composite	6/24/21 23:55	6/24/21 0:00	JL	7/9/21	6.39	StarCityWWTP-01	Available	
A02-0071	9657	OneStep RT-ddPCR	Human RNase P	242.6992989	257868.005						Manual	DQ	XXXXXX	QX One	BRSV Triplex	H6	AP000000	F03	JL	SARS-CoV-2 N1	2.51566112	0	3138.026123	2672.88994	SARS-CoV-2 N2	2.51566112	0	3336.080627	2672.88994																																					0.005		9/2/21	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	D04	JL				WVU Morgantown		9/2/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	H6	EP0007	B10	JL		Pass	EL	9/1/21 10:20	Grab			JL	9/1/21	8.16	HonorsSummit-01 (MUB)		
A02-0024	17511	OneStep RT-ddPCR	Human RNase P	41.69140339	44297.1161	None				8/20/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H4	AP000000	A04	JL	SARS-CoV-2 N1	2.687540054	0	1047.2155	2855.51131	SARS-CoV-2 N2	20.16403675	0	1082.352142	21424.28803																																					0.005		8/20/21	10	NT04155	Kookaburra	Nanotrap	0.425	7.16	CP000000	A04	JL				WVU Morgantown	G	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H4	EP000000	A04	JL		Pass	EL	8/20/21 10:10	Composite	8/20/21 10:10	8/18/21 10:10	Jl	8/20/21	7.16	CollegePark-02		
A05-0004	17870	OneStep RT-ddPCR				BRSV	410.4187012	436069.87		8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A06	JL	SARS-CoV-2 N1	0	0	2236.361694	0	SARS-CoV-2 N2	0	0	2276.707153	0																																					0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A06	JL	Eric Lundstrum		8/11/21 9:07	WVU Morgantown	Building/Complex	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A06	JL	NaN	Pass	EL	8/11/21 9:07	Composite	8/11/21 9:00	8/10/21 9:00	JL	8/11/21	7.19	Evansdale-01		10
A03-0004	1379	OneStep RT-ddPCR	Human RNase P	0	0	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	F1	AP0008	D01	JL	SARS-CoV-2 N1	0	0	1320.22521972656	0	SARS-CoV-2 N2	0	0	1524.01962280273	0																																					0.005		2021-09-17	10	NT04155	Halcyon	Nanotrap	0.425		CP0013	A01	JL				Monongalia County		2021-09-17	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F1	EP0012	A01	JL		Pass	TD	09/16/2021 06:00 PM	Composite	09/15/2021 02:00 PM	09/15/2021 07:00 AM	TD	09/16/2021	7.24	North ES		
A0025	12472	OneStep RT-ddPCR	Human RNase P		27158.4					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				103305.6	SARS-CoV-2 N2				70675.2																																				CDC N1/N2/RP Triplex	0.005		12/4/20 17:00	100				4.8				MS	Timothy Driscoll	12/7/20 15:15	12/7/20 15:15	Monongalia County	A0025	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	11/24/20 0:00	Composite	11/24/20 23:59	11/24/20 0:00	TD	11/30/20		StarCityWWTP-01	Available	
A1023	10840	OneStep RT-ddPCR	Human RNase P		26040						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				32580	SARS-CoV-2 N2				26040																																				CDC N1/N2/RP Triplex	0.005		4/9/21 12:00	100				5				MVS	Josh Lambert	4/9/21 12:57	4/9/21 12:57	Monongalia County	A1023	4/12/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	GG	4/6/21 11:55	Composite	4/6/21 11:55	4/6/21 12:00	Josh Lambert	4/9/21		StarCityWWTP-01	Available	
A02-0039	17859	OneStep RT-ddPCR	Human RNase P	79.85180378	84842.54152	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L5	AP0004	E02	JL	SARS-CoV-2 N1	295.5689621	-20	2835.271912	314042.0222	SARS-CoV-2 N2	308.093586	-20	3151.898499	327349.4351																																					0.005		8/25/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	A05	JL				WVU Morgantown		8/25/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L5	EP0004	A05	JL		Pass	EL	8/25/21 9:38	Composite	8/25/21 9:55	8/23/21 9:55	JL	8/25/21	7.09	HonorsSummit-01 (MUB)		
A1071	14407	OneStep RT-ddPCR		104.76		BRSV		248805												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	1.63			3871.25																																				N1/N2/BRSV Triplex	0.005		7/7/21	10				0.95	pH - 6.38				Josh Lambert		7/9/21 11:49	Monongalia County	A1071	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	6/15/21 23:55	Composite	6/15/21 23:55	6/15/21 0:00	JL	6/18/21	6.38	StarCityWWTP-01	Available	
