Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status	Volume Tested (mL)
A01-0031																																																																																	Monongalia County													Pass	GG	09/06/2021 11:55 PM	Composite	09/06/2021 11:55 PM	09/06/2021 12:00 AM	JL	09/07/2021	6.56	StarCityWWTP-01		
A02-0049	14492	OneStep RT-ddPCR	Human RNase P	288.975524902344	307036.495208741	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	A2 NAB_9	AP0004	B04	JL	SARS-CoV-2 N1	1.43493384122849	-20	2835.2719116211	1524.61720630527	SARS-CoV-2 N2	11.4822447299957	-20	3151.89849853516	12199.8850256205																																					0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	B04	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	A2_NAB_9	EP0004	A10	JL		Pass	EL	08/25/2021 10:04 AM	Grab			JL	08/25/2021	7.55	CollegePark-02		
A02-0018	18936	OneStep RT-ddPCR	Human RNase P	6.213698387146	6602.05453634263	None					Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G3	AP000000	A03	JL		7.45663464069366	0	1685.59967041016			9.94270503520966	1.368028819561	1874.41497802734																																						0.005		2021-08-18	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A03	JL	Eric Lundstrum		08/18/2021 10:07 AM	WVU Morgantown	G	2021-08-18	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A03	JL		Pass	EL	08/18/2021 10:06 AM	Composite	08/18/2021 10:05 AM	08/16/2021 10:05 AM	JL	08/18/2021	7.02	NorthHighSt-02 (MUB)		
A01-0010	18269	OneStep RT-ddPCR	Human RNase P	42.5405168533326	45199.2991566659	None				08/20/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H6	AP000000	A06	JL	SARS-CoV-2 N1	45.121202468872	0	1047.21549987793	47941.2756	SARS-CoV-2 N2	52.864966392517	0	1082.35214233398	56169.02781																																					0.005		2021-08-20	10	NT04155	Kookaburra	Nanotrap	0.425	6.99	CP000000	A06	JL				Monongalia County	Star City	2021-08-20	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H6	EP000000	A06	JL		Pass	GG	08/19/2021 11:59 PM	Composite	08/19/2021 11:59 PM	08/19/2021 12:01 AM	Jl	08/20/2021	6.99	StarCityWWTP-01		
A01-0008	17162	OneStep RT-ddPCR	Human RNase P	53.5305500030518	56876.2093782425	None				08/18/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G8	AP000000	A08	JL	SARS-CoV-2 N1	41.1665296554566	0	1685.59967041016	43739.43877	SARS-CoV-2 N2	57.6533317565918	1.368028819561	1874.41497802734	61256.66499																																					0.005	NaN	2021-08-18	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B02	JL	Josh Lambert		08/18/2021 01:16 PM	NaN	Star City	2021-08-18	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A08	JL	NaN	Pass	JL	08/17/2021 11:55 PM	Composite	08/17/2021 11:55 PM	08/17/2021 12:00 AM	JL	08/18/2021	6.97	StarCityWWTP-01		
A02-0029	7980	OneStep RT-ddPCR	Human RNase P	0	0	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I5	AP0004	E01	JL	SARS-CoV-2 N1	0	-20	2835.2719116211	0	SARS-CoV-2 N2	0	-20	3151.89849853516	0																																					0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A05	JL				WVU Morgantown	G	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A05	JL		Pass	EL	08/23/2021 09:46 AM	Grab			JL	08/23/2021	7.54	HonorsSummit-01 (MUB)		
A02-0038	10367	OneStep RT-ddPCR	Human RNase P	460.497283935546	489278.364181518	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L4	AP0004	D02	JL	SARS-CoV-2 N1	2.60926604270936	-20	2835.2719116211	2772.3451703787	SARS-CoV-2 N2	10.4385757446289	-20	3151.89849853516	11090.9867286682																																					0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	A04	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L4	EP0004	A04	JL		Pass	EL	08/25/2021 09:25 AM	Grab			JL	08/25/2021	8.43	OaklandE-02		
A02-0001	16799	OneStep RT-ddPCR				BRSV	0	0		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B07	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	0	0	2276.70715332032	0																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C03	JL	Eric Lundstrum		08/12/2021 09:35 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C03	JL	NaN	Pass	EL	08/12/2021 09:35 AM	Composite	08/12/2021 09:00 AM	08/11/2021 09:00 AM	JL	08/12/2021	NaN	Evansdale-01		10
A02-0040	14933	OneStep RT-ddPCR	Human RNase P	453.35578918457	481690.526008606	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L6	AP0004	F02	JL	SARS-CoV-2 N1	17.5450110435486	-20	2835.2719116211	18641.5742337704	SARS-CoV-2 N2	20.470552444458	-20	3151.89849853516	21749.9619722366																																					0.005	Very Dense Fecal Sample	2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	A06	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L6	EP0004	A06	JL		Pass	EL	08/25/2021 09:39 AM	Grab			JL	08/25/2021	7.02	HonorsSummit-01 (MUB)		
A01-0009	17879	OneStep RT-ddPCR	Human RNase P	15.7977366447449	16785.0951850414	None				08/20/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H5	AP000000	A05	JL	SARS-CoV-2 N1	15.7977366447449	0	1047.21549987793	16785.09569	SARS-CoV-2 N2	27.6530051231384	0	1082.35214233398	29381.31845																																					0.005		2021-08-20	10	NT04155	Kookaburra	Nanotrap	0.425	6.97	CP000000	A05	JL				Monongalia County	Star City	2021-08-20	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H5	EP000000	A05	JL		Pass	GG	08/18/2021 11:59 AM	Composite	08/18/2021 11:59 AM	08/18/2021 12:01 PM	Jl	08/20/2021	6.97	StarCityWWTP-01		
A01-0002	15989	OneStep RT-ddPCR	Human RNase P	29.450421333313	31291.0726666451	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A01	JL	SARS-CoV-2 N1	33.8711667060852	0	1714.01901245117	35988.11412	SARS-CoV-2 N2	38.2927417755126	0	1783.14178466797	40686.03611	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A01	JL	Josh Lambert		08/16/2021 10:17 AM	Monongalia County	Star City	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL	NaN	Pass	GG	08/10/2021 11:55 PM	Composite	08/10/2021 11:55 PM	08/10/2021 12:00 AM	Josh Lambert	08/13/2021	6.9	StarCityWWTP-01		10
A02-0031	8258	OneStep RT-ddPCR	Human RNase P	2195.17120361328	2332369.40383911	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I7	AP0004	G01	JL	SARS-CoV-2 N1	7.31447160243988	-20	2835.2719116211	7771.62607759237	SARS-CoV-2 N2	0	-20	3151.89849853516	0																																					0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	B01	JL				WVU Morgantown	G	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A07	JL		Pass	EL	08/23/2021 09:55 AM	Grab			JL	08/23/2021	8.46	NorthHighSt-02 (MUB)		
A02-0005	16325	OneStep RT-ddPCR	Human RNase P	11.5333187580109	12254.1511803865	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A04	JL	SARS-CoV-2 N1	0	0	1714.01901245117	0	SARS-CoV-2 N2	2.88279980421066	0	1783.14178466797	3062.97486	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A04	JL	Eric Lundstrum		08/13/2021 09:12 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A04	JL	NaN	Pass	Eric Lundstrom	08/13/2021 09:12 AM	Composite	08/13/2021 09:00 AM	08/12/2021 09:00 AM	Josh Lambert	08/13/2021	7.34	Evansdale-01		10
A01-0004	18261	OneStep RT-ddPCR	Human RNase P	20.62513589859	21914.2068922519	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A03	JL	SARS-CoV-2 N1	63.221664428711	0	1714.01901245117	67173.01846	SARS-CoV-2 N2	64.5136737823486	0	1783.14178466797	68545.77637	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A03	JL	Josh Lambert		08/16/2021 10:18 AM	Monongalia County	Star City	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A03	JL	NaN	Pass	GG	08/12/2021 11:55 PM	Composite	08/12/2021 11:55 PM	08/12/2021 12:00 AM	Josh Lambert	08/13/2021	6.95	StarCityWWTP-01		10
A02-0042	262	OneStep RT-ddPCR	Human RNase P	-20	0	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L8	AP0004	H02	JL	SARS-CoV-2 N1	-20	-20	2835.2719116211	0	SARS-CoV-2 N2	-20	-20	3151.89849853516	0																																					0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	B02	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L8	EP0004	A08	JL		Pass	EL	08/25/2021 09:48 AM	Grab			JL	08/25/2021	8.31	NorthHighSt-02 (MUB)		
A02-0032	407	OneStep RT-ddPCR	Human RNase P	-20	0	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I8	AP0004	H01	JL	SARS-CoV-2 N1	-20	-20	2835.2719116211	0	SARS-CoV-2 N2	-20	-20	3151.89849853516	0																																					0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	B02	JL				WVU Morgantown	G	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A08	JL		Pass	EL	08/23/2021 10:11 AM	Grab			JL	08/23/2021	7.78	CollegePark-02		
A01-0028																																																																																	Monongalia County													Pass	DW	09/05/2021 11:55 PM	Composite	09/05/2021 11:55 PM	09/05/2021 12:00 AM	JL	09/07/2021	6.60	StarCityWWTP-01		
A01-0014																																																																																	Monongalia County													Pass	GG	08/24/2021 11:55 PM	Composite	08/24/2021 11:55 PM	08/24/2021 12:00 AM	JL	08/27/2021	7.16	StarCityWWTP-01		
A02-0024	17511	OneStep RT-ddPCR	Human RNase P	41.691403388977	44297.1161007881	None				08/20/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H4	AP000000	A04	JL	SARS-CoV-2 N1	2.68754005432128	0	1047.21549987793	2855.51131	SARS-CoV-2 N2	20.1640367507934	0	1082.35214233398	21424.28803																																					0.005		2021-08-20	10	NT04155	Kookaburra	Nanotrap	0.425	7.16	CP000000	A04	JL				WVU Morgantown	G	2021-08-20	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H4	EP000000	A04	JL		Pass	EL	08/20/2021 10:10 AM	Composite	08/20/2021 10:10 AM	08/18/2021 10:10 AM	Jl	08/20/2021	7.16	CollegePark-02		
A02-0003 0	16649	OneStep RT-ddPCR				BRSV	0	0		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex	0k	AP000000	B06	JL	SARS-CoV-2 N1	76.440224647522	0	2236.36169433594	81217.7386879921	SARS-CoV-2 N2	93.4607219696044	0	2276.70715332032	99302.0170927047																																					0.005		2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425	Labeled 0	CP000000	C02	JL						2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	Labeled 0	EP000000	C02	JL													
A01-0017																																																																																	Monongalia County													Pass	JT	08/29/2021 11:55 PM	Composite	08/29/2021 11:55 PM	08/29/2021 12:00 AM	JL	09/01/2021	6.91	StarCityWWTP-01		
A02-0051																																																																																	WVU Morgantown													Pass	EL	08/27/2021 09:32 AM	Composite	08/27/2021 09:33 AM	08/25/2021 09:32 AM	JL	08/27/2021	7.61	Evansdale-01		
A02-0081																																																																																	WVU Morgantown													Pass	EL	09/03/2021 10:46 AM	Grab			JL	09/03/2021	8.22	CollegePark-02		
A01-0005	14966	OneStep RT-ddPCR	Human RNase P	23.5946941375732	25069.3625211715	None				08/18/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G5	AP000000	A05	JL	SARS-CoV-2 N1	210.036067962646	0	1685.59967041016	223163.32626	SARS-CoV-2 N2	238.606586456298	1.368028819561	1874.41497802734	253519.49406																																					0.005	NaN	2021-08-18	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A05	JL	Josh Lambert		08/18/2021 01:14 PM	NaN	Star City	2021-08-18	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A05	JL	NaN	Pass	GG	08/14/2021 11:55 PM	Composite	08/14/2021 11:55 PM	08/14/2021 12:00 AM	JL	08/18/2021	6.85	StarCityWWTP-01		
A01-0015																																																																																	Monongalia County													Pass	GG	08/25/2021 11:55 PM	Composite	08/25/2021 11:55 PM	08/25/2021 12:00 AM	JL	08/27/2021	7.01	StarCityWWTP-01		
A02-0057																																																																																	WVU Morgantown													Pass	EL	08/27/2021 10:40 AM	Grab			JL	08/27/2021	7.86	NorthHighSt-02 (MUB)		
A02-0002	20957	OneStep RT-ddPCR				BRSV	0	0		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	C01	JL	SARS-CoV-2 N1	6.73744678497314	0	2236.36169433594	7158.53721	SARS-CoV-2 N2	5.61440527439118	0	2276.70715332032	5965.30548																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C05	JL	Josh Lambert		08/16/2021 01:03 PM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C05	JL	NaN	Pass	EL	08/12/2021 09:00 AM	Composite	08/12/2021 09:00 AM	08/11/2021 09:00 AM	JL	08/13/2021	6.65	OaklandE-02		10
A02-0065																																																																																	WVU Morgantown													Pass	EL	09/01/2021 09:08 AM	Composite	09/01/2021 09:08 AM	08/30/2021 09:08 AM	JL	09/01/2021	6.80	Evansdale-01		
A01-0036																																																																																	Monongalia County													Pass	DW	09/01/2021 11:55 PM	Composite	09/01/2021 11:55 PM	09/01/2021 12:00 AM	JL	09/01/2021	6.53	StarCityWWTP-01		
A02-0058																																																																																	WVU Morgantown													Pass	EL	08/27/2021 10:58 AM	Composite	08/27/2021 10:03 AM	08/25/2021 10:03 AM	JL	08/27/2021	7.36	CollegePark-02		
A02-0028	15032	OneStep RT-ddPCR	Human RNase P	17.5776660442352	18676.2701719999	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I4	AP0004	D01	JL	SARS-CoV-2 N1	13.1823718547821	-20	2835.2719116211	14006.270095706	SARS-CoV-2 N2	13.1823718547821	-20	3151.89849853516	14006.270095706																																					0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A04	JL				WVU Morgantown	G	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A04	JL		Pass	EL	08/23/2021 09:45 AM	Composite	08/23/2021 09:00 AM	08/21/2021 09:00 AM	JL	08/23/2021	7.41	HonorsSummit-01 (MUB)		
A02-0014	19433	OneStep RT-ddPCR	Human RNase P	18.1689620018005	19304.5221269131	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B03	JL	SARS-CoV-2 N1	31.5017914772034	0	1714.01901245117	33470.65294	SARS-CoV-2 N2	30.2894043922424	0	1783.14178466797	32182.49166	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B05	JL	Eric Lundstrum		08/16/2021 10:05 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A11	JL	NaN	Pass	Eric Lundstrom	08/16/2021 10:05 AM	Composite	08/16/2021 09:00 AM	08/14/2021 09:00 AM	Josh Lambert	08/16/2021	7.83	NorthHighSt-02 (MUB)		10
A02-0055																																																																																	WVU Morgantown													Pass	EL	08/27/2021 10:18 AM	Grab			JL	08/27/2021	7.97	HonorsSummit-01 (MUB)		
A02-0015	21184	OneStep RT-ddPCR	Human RNase P	21.113076210022	22432.6434731484	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B04	JL	SARS-CoV-2 N1	99.061975479126	0	1714.01901245117	105253.34692	SARS-CoV-2 N2	72.307538986206	0	1783.14178466797	76826.7622	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B06	JL	Eric Lundstrum		08/16/2021 10:33 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A12	JL		Pass	Alexander Brun	08/16/2021 10:15 AM	Composite	08/16/2021 09:00 AM	08/14/2021 09:00 AM	Josh Lambert	08/16/2021	7.18	CollegePark-02		10
A02-0016	17093	OneStep RT-ddPCR	Human RNase P	6.8837696313858	7314.00523334741	None				08/18/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G1	AP000000	A01	JL	SARS-CoV-2 N1	23.4130358695984	0	1685.59967041016	24876.35112	SARS-CoV-2 N2	24.7910022735596	1.368028819561	1874.41497802734	26340.43992																																					0.005	NaN	2021-08-18	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A01	JL	Eric Lundstrum		08/18/2021 09:23 AM	WVU Morgantown	G	2021-08-18	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL	NaN	Pass	EL	08/18/2021 09:23 AM	Composite	08/18/2021 09:23 AM	08/16/2021 09:28 AM	JL	08/18/2021	6.91	Evansdale-01		
A02-0079																																																																																	WVU Morgantown													Pass	EL	09/03/2021 10:33 AM	Grab	09/03/2021 10:00 PM	09/01/2021 10:00 PM	JL	09/03/2021	7.98	NorthHighSt-02 (MUB)		
A02-0059																																																																																	WVU Morgantown													Pass	EL	08/27/2021 10:59 AM	Grab			JL	08/27/2021	8.24	CollegePark-02		
A02-0013	11125	OneStep RT-ddPCR				BRSV	534.782371520996	568206.269741058		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A04	JL	SARS-CoV-2 N1	12.6934432983398	0	2236.36169433594	13486.7835	SARS-CoV-2 N2	10.5773937702179	0	2276.70715332032	11238.48063																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A04	JL	Eric Lundstrum		08/11/2021 09:48 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A04	JL		Pass	EL	08/11/2021 09:48 AM	Composite	08/11/2021 09:00 AM	08/10/2021 09:00 AM	JL	08/11/2021	7.87	CollegePark-02		10
A02-0041	15702	OneStep RT-ddPCR	Human RNase P	14.6750867366791	15592.2796577215	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L7	AP0004	G02	JL	SARS-CoV-2 N1	50.3418493270874	-20	2835.2719116211	53488.2149100304	SARS-CoV-2 N2	54.5404767990112	-20	3151.89849853516	57949.2565989494																																					0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	B01	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L7	EP0004	A07	JL		Pass	EL	08/25/2021 09:48 AM	Composite	08/23/2021 09:48 AM	08/25/2021 09:48 AM	JL	08/25/2021	7.22	OaklandE-02		
A02-0009	19134	OneStep RT-ddPCR	Human RNase P	23.3762383460998	24837.253242731	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A07	JL	SARS-CoV-2 N1	49.2401790618896	0	1714.01901245117	52317.69228	SARS-CoV-2 N2	46.7757177352906	0	1783.14178466797	49699.20111	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B01	JL	Eric Lundstrum		08/13/2021 10:18 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A07	JL		Pass	Eric Lundstrom	08/13/2021 10:18 AM	Composite	08/13/2021 09:55 AM	08/11/2021 09:55 AM	Josh Lambert	08/13/2021	7.8	CollegePark-02		10
A02-0053																																																																																	WVU Morgantown													Pass	EL	08/27/2021 09:57 AM	Grab			JL	08/27/2021	8.76	OaklandE-02		
A02-0052																																																																																	WVU Morgantown													Pass	EL	08/27/2021 09:55 AM	Composite	08/27/2021 09:25 AM	08/23/2021 09:25 AM	JL	08/27/2021	8.03	OaklandE-02		
A02-0006	17196	OneStep RT-ddPCR	Human RNase P	13.6870515346527	14542.4922555685	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A05	JL	SARS-CoV-2 N1	23.272728919983	0	1714.01901245117	24727.27346	SARS-CoV-2 N2	17.7947211265564	0	1783.14178466797	18906.8917	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A05	JL	Eric Lundstrum		08/13/2021 09:23 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A05	JL	NaN	Pass	Eric Lundstrom	08/13/2021 09:22 AM	Composite	08/13/2021 09:22 AM	08/11/2021 09:45 AM	Josh Lambert	08/13/2021	7.34	OaklandE-02		10
A02-0022	18340	OneStep RT-ddPCR	Human RNase P	35.2575516700744	37461.1486494541	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	H2	AP0004	D03	JL	SARS-CoV-2 N1	5.03432095050812	-20	2835.2719116211	5348.96600991488	SARS-CoV-2 N2	13.4266865253448	-20	3151.89849853516	14265.8544331789																																					0.005		2021-08-20	10	NT04155	Kookaburra	Nanotrap	0.425	7.39	CP000000	A02	JL				WVU Morgantown	G	2021-08-20	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H2	EP000000	A02	JL		Pass	EL	08/20/2021 09:42 AM	Composite	08/20/2021 09:42 AM	08/18/2021 09:42 AM	Jl	08/20/2021	7.39	HonorsSummit-01 (MUB)		
A02-0012	18304	OneStep RT-ddPCR	Human RNase P	30.8717465400696	32801.2306988239	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B02	JL	SARS-CoV-2 N1	3.85675370693206	0	1714.01901245117	4097.80094	SARS-CoV-2 N2	10.2860820293427	0	1783.14178466797	10928.96241	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B04	JL	Eric Lundstrum		08/16/2021 09:54 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A10	JL	NaN	Pass	Alexander Brun	08/16/2021 09:54 AM	Composite	08/16/2021 09:00 AM	08/14/2021 09:00 AM	Josh Lambert	08/16/2021	6.65	HonorsSummit-01 (MUB)		10
A02-0074																																																																																	WVU Morgantown													Pass	EL	09/03/2021 09:30 AM	Composite	09/03/2021 09:08 AM	09/01/2021 09:08 AM	JL	09/03/2021	6.81	Evansdale-01		
