Sample ID	Description	Sample Collection Method	Sample Collection By	Sample Collection Date/Time	Sample Composite Start	Sample Composite End	Sample Received By	Concentration Date	Concentration Output Volume (mL)	Sample Received Date	Extraction Date	Extraction Run by	Extraction Method	Extraction Output Volume (mL)	Extraction Input Volume (mL)	Concentration Input Volume (mL)	Assay Control, Process	Assay Control, Internal	Assay Control, Internal Result (CN/L)	Assay Accepted Droplets	Assay Run By	Assay Date	Comments	Sample pH (Lab)	Assay Type	Site	Location	Department	Date Created	Date Added to Database	Created by	Status	Assay Volume (mL)	Assay Amplification Method	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Target 1	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Concentration Run by	QC Check, Sample
A0217	A0217	Composite	GS	1/11/21 0:00	1/11/21 0:00	1/11/21 23:59	TD	2/5/21 13:00	5	1/15/21	2/17/21	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	4440	15849	TD	2/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/12/21 16:27	2/12/21 16:27	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			129270	SARS-CoV-2 N2			142680																													MS	Pass
A0218	A0218	Composite	GS	1/12/21 0:00	1/12/21 0:00	1/12/21 23:59	TD	2/5/21 13:00	4	1/15/21	2/17/21	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	0	16501	TD	2/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/12/21 16:27	2/12/21 16:27	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			41088	SARS-CoV-2 N2			61632																													MS	Pass
A0219	A0219	Composite	GS	1/13/21 0:00	1/13/21 0:00	1/13/21 23:59	TD	2/5/21 13:00	3	1/15/21	2/17/21	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	2574	16477	TD	2/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/12/21 16:27	2/12/21 16:27	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			82332	SARS-CoV-2 N2			110664																													MS	Pass
A0220	A0220	Composite	GS	1/14/21 0:00	1/14/21 0:00	1/14/21 23:59	TD	2/5/21 13:00	4	1/15/21	2/19/21	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	0	12903	TD	2/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/12/21 16:27	2/12/21 16:27	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			43776	SARS-CoV-2 N2			52536																													MS	Pass
A0221	A0221	Composite	GS	1/17/21 0:00	1/17/21 0:00	1/17/21 23:59	TD	2/5/21 13:00	3	1/22/21	2/19/21	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	6084	13910	TD	2/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/12/21 16:27	2/12/21 16:27	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			88398	SARS-CoV-2 N2			82296																													MS	Pass
A0222	A0222	Composite	GS	1/18/21 0:00	1/18/21 0:00	1/18/21 23:59	TD	2/5/21 13:00	4	1/22/21	2/19/21	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	3504	16140	TD	2/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/12/21 16:27	2/12/21 16:27	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			38496	SARS-CoV-2 N2			52512																													MS	Pass
A0223	A0223	Composite	GS	1/19/21 0:00	1/19/21 0:00	1/19/21 23:59	TD	2/5/21 13:00	4	1/22/21	2/19/21	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	11088	10196	TD	2/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/12/21 16:27	2/12/21 16:27	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			77592	SARS-CoV-2 N2			66504																													MS	Pass
A0224	A0224	Composite	GS	1/20/21 0:00	1/20/21 0:00	1/20/21 23:59	TD	2/5/21 13:00	4	1/22/21	2/19/21	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	4080	13877	TD	2/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/12/21 16:27	2/12/21 16:27	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			44784	SARS-CoV-2 N2			44784																													MS	Pass
A0225	A0225	Composite	GS	1/21/21 0:00	1/21/21 0:00	1/21/21 23:59	TD	2/5/21 13:00	3	1/22/21	2/19/21	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	5256	16115	TD	2/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/12/21 16:27	2/12/21 16:27	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			39438	SARS-CoV-2 N2			31554																													MS	Pass
A0226	A0226	Composite	GS	1/24/21 0:00	1/24/21 0:00	1/24/21 23:59	TD	2/5/21 13:00	5.5	1/29/21	2/19/21	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	6303	12328	TD	2/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/12/21 16:27	2/12/21 16:27	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			107151	SARS-CoV-2 N2			69300																													MS	Pass
A0227	A0227	Composite	GS	1/25/21 0:00	1/25/21 0:00	1/25/21 23:59	TD	2/5/21 13:00	4	1/29/21	2/19/21	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	3192	17665	TD	2/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/12/21 16:27	2/12/21 16:27	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			57576	SARS-CoV-2 N2			44784																													MS	Pass
A0228	A0228	Composite	GS	1/26/21 0:00	1/26/21 0:00	1/26/21 23:59	TD	2/5/21 13:00	5	1/29/21	2/19/21	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	30390	11614	JL	3/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/12/21 16:27	2/12/21 16:27	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			1872270	SARS-CoV-2 N2			1312800																													MS	Pass
A0229	A0229	Composite	GS	1/27/21 0:00	1/27/21 0:00	1/27/21 23:59	TD	2/5/21 13:00	5	1/29/21	2/19/21	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	0	13863	TD	2/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/12/21 16:27	2/12/21 16:27	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			61140	SARS-CoV-2 N2			50940																													MS	Pass
A0230	A0230	Composite	GS	1/28/21 0:00	1/28/21 0:00	1/28/21 23:59	TD	2/5/21 13:00	5	1/29/21	2/19/21	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	4890	14435	JL	3/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/12/21 16:27	2/12/21 16:27	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			156660	SARS-CoV-2 N2			176250																													MS	Pass
A0231	A0231	Composite	GS	1/31/21 0:00	1/31/21 0:00	1/31/21 23:59	TD	2/5/21 13:00	5.5	2/4/21	2/19/21	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	10197	15227	TD	2/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/12/21 16:27	2/12/21 16:27	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			122496	SARS-CoV-2 N2			127578																													MS	Pass
A0232	A0232	Composite	GS	2/1/21 0:00	2/1/21 0:00	2/1/21 23:59	TD	2/5/21 13:00	5	2/4/21	2/19/21	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	0	16039	TD	2/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/12/21 16:27	2/12/21 16:27	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			39630	SARS-CoV-2 N2			26400																													MS	Pass
A0233	A0233	Composite	GS	2/2/21 0:00	2/2/21 0:00	2/2/21 23:59	TD	2/5/21 13:00	4	2/4/21	2/19/21	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	0	17982	TD	2/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/12/21 16:27	2/12/21 16:27	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			37704	SARS-CoV-2 N2			34560																													MS	Pass
A0234	A0234	Composite	GS	2/3/21 0:00	2/3/21 0:00	2/3/21 23:59	TD	2/5/21 13:00	4.5	2/4/21	2/19/21	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	17172	18510	TD	2/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/12/21 16:27	2/12/21 16:27	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			75546	SARS-CoV-2 N2			51516																													MS	Pass
A0235	A0235	Composite	GG	2/4/21 8:00	2/4/21 12:00	2/4/21 11:55	TD	2/22/21 0:00	4	2/11/21	2/24/21	AT	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	11688	14491	TD	3/11/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/24/21 10:37	2/24/21 10:37	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			35088	SARS-CoV-2 N2			31176																													AT	Pass
A0236	A0236	Composite	GG	2/7/21 8:00	2/7/21 12:00	2/7/21 11:55	TD	2/22/21 0:00	5	2/11/21	2/24/21	AT	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	12180	11600	TD	3/11/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/24/21 10:39	2/24/21 10:39	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			6090	SARS-CoV-2 N2			48690																													AT	Pass
A0237	A0237	Composite	GG	2/8/21 8:00	2/8/21 12:00	2/8/21 11:55	TD	2/22/21 0:00	4	2/11/21	2/24/21	AT	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	24288	11622	TD	3/11/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/24/21 10:40	2/24/21 10:40	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			497808	SARS-CoV-2 N2			390048																													AT	Pass
A0238	A0238	Composite	GG	2/9/21 8:00	2/9/21 12:00	2/9/21 11:55	TD	2/22/21 0:00	4	2/11/21	2/24/21	AT	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	4968	11383	TD	3/11/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/24/21 10:41	2/24/21 10:41	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			14880	SARS-CoV-2 N2			39696																													AT	Pass
A0239	A0239	Composite	GG	2/10/21 8:00	2/10/21 12:00	2/10/21 11:55	TD	2/22/21 0:00	5	2/11/21	2/24/21	AT	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	13350	10568	TD	3/11/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/24/21 10:41	2/24/21 10:41	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			86880	SARS-CoV-2 N2			106950																													AT	Pass
A0240	A0240	Composite	GG	2/11/21 8:00	2/11/21 12:00	2/11/21 11:55	TD	2/22/21 0:00	6	2/18/21	2/24/21	AT	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	11952	14185	TD	3/11/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/24/21 10:42	2/24/21 10:42	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			41796	SARS-CoV-2 N2			29880																													AT	Pass
A0241	A0241	Composite	GG	2/14/21 8:00	2/14/21 12:00	2/14/21 11:55	TD	2/22/21 0:00	5	2/18/21	2/24/21	AT	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	4860	14527	TD	3/11/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/24/21 10:43	2/24/21 10:43	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			43740	SARS-CoV-2 N2			72930																													AT	Pass
A0242	A0242	Composite	GG	2/15/21 8:00	2/15/21 12:00	2/15/21 11:55	TD	2/22/21 0:00	4	2/18/21	2/24/21	AT	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	13752	12322	TD	3/11/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/24/21 10:44	2/24/21 10:44	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			41256	SARS-CoV-2 N2			68784																													AT	Pass
A0243	A0243	Composite	GG	2/16/21 8:00	2/16/21 12:00	2/16/21 11:55	TD	2/22/21 0:00	5	2/18/21	2/24/21	AT	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	0	15333	TD	3/11/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	2/24/21 10:44	2/24/21 10:44	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			13800	SARS-CoV-2 N2			4590																													AT	Pass
A0244	A0244	Composite	DW	11/16/20 0:00	11/16/20 0:00	11/16/20 23:59	TD	11/16/20 17:00	4.2	12/7/20	11/17/20	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	37976.4	12491	TD	11/20/20			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	11/19/20 19:25	11/19/20 19:25	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			66502.8	SARS-CoV-2 N2			71240.4																													MS	Pass
A0245	A0245	Composite	DW	11/15/20 0:00	11/15/20 0:00	11/15/20 23:59	TD	11/16/20 17:00	4	11/16/20	11/17/20	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	44160	11511	TD	11/17/20			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	11/16/20 19:12	11/16/20 19:12	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			24528	SARS-CoV-2 N2			14712																													MS	Pass
A0246	A0246	Composite	GS	11/8/20 0:00	11/8/20 0:00	11/8/20 23:59	TD	11/13/20 16:30	4	11/13/20	11/17/20	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	36960	13754	JL	3/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	11/13/20 17:12	11/13/20 17:12	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			119184	SARS-CoV-2 N2			49296																													MS	Pass
A0247	A0247	Composite	GS	11/9/20 0:00	11/9/20 0:00	11/9/20 23:59	TD	11/13/20 16:30	4	11/13/20	11/17/20	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	71160	15880	JL	3/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	11/13/20 22:10	11/13/20 22:10	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			1542888	SARS-CoV-2 N2			961152																													MS	Pass
A0248	A0248	Composite	GS	11/10/20 0:00	11/10/20 0:00	11/10/20 23:59	TD	11/13/20 16:30	4	11/13/20	11/17/20	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	4056	13948	TD	11/17/20			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	11/13/20 22:10	11/13/20 22:10	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			85080	SARS-CoV-2 N2			109416																													MS	Pass
A0249	A0249	Composite	GS	11/11/20 0:00	11/11/20 0:00	11/11/20 23:59	TD	11/13/20 16:30	3.4	11/13/20	11/17/20	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	61628.4	10132	TD	11/17/20			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	11/13/20 22:10	11/13/20 22:10	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			151837.2	SARS-CoV-2 N2			132824.4																													MS	Pass
A0250	A0250	Composite	DW	11/12/20 0:00	11/12/20 0:00	11/12/20 23:59	TD	11/13/20 4:30	3.8	11/13/20	11/17/20	MS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	36571.2	11742	TD	11/17/20			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	11/13/20 22:10	11/13/20 22:10	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			45714	SARS-CoV-2 N2			54856.8																													MS	Pass
A0432	A0432	Composite	EL	2/28/21 12:00	2/28/21 12:00	2/28/21 12:00			6				Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	7488	11323	TD	3/11/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/8/21 10:56	3/8/21 10:56	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			89820	SARS-CoV-2 N2			52380																														Pass
A0433	A0433	Composite	EL	3/1/21 12:00	3/1/21 12:00	3/1/21 12:00			4				Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	28080	12070	TD	3/11/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/8/21 10:55	3/8/21 10:55	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			14040	SARS-CoV-2 N2			9360																														Pass
A0434	A0434	Composite	EL	3/2/21 12:00	3/2/21 12:00	3/2/21 12:00			6				Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	37512	13546	TD	3/11/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/8/21 10:55	3/8/21 10:55	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			37512	SARS-CoV-2 N2			31284																														Pass
A0435	A0435	Composite	EL	3/3/21 12:00	3/3/21 12:00	3/3/21 12:00			4				Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	50280	11235	TD	3/15/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/8/21 10:54	3/8/21 10:54	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			5016	SARS-CoV-2 N2			10056																														Pass
A0436	A0436	Composite	EL	3/4/21 12:00	3/4/21 12:00	3/4/21 12:00			5				Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	45450	12429	TD	3/15/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/8/21 10:54	3/8/21 10:54	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			5670	SARS-CoV-2 N2			0																														Pass
A0437	A0437	Composite	EL	2/18/21 12:00	2/18/21 12:00	2/18/21 12:00			3				Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	36378	10482	TD	3/11/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/3/21 11:40	3/3/21 11:40	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			32328	SARS-CoV-2 N2			16164																														Pass
A0438	A0438	Composite	EL	2/21/21 12:00	2/21/21 12:00	2/21/21 12:00			3				Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	18774	13540	TD	3/11/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/3/21 11:42	3/3/21 11:42	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			25038	SARS-CoV-2 N2			40680																														Pass
A0439	A0439	Composite	EL	2/22/21 12:00	2/22/21 12:00	2/22/21 12:00			4				Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	21360	13221	TD	3/11/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/3/21 11:44	3/3/21 11:44	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			34176	SARS-CoV-2 N2			29904																														Pass
A0440	A0440	Composite	EL	2/23/21 12:00	2/23/21 12:00	2/23/21 12:00			6				Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	16956	9990	TD	3/15/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/3/21 11:45	3/3/21 11:45	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			25452	SARS-CoV-2 N2			8496																														Pass
A0441	A0441	Composite	EL	2/24/21 12:00	2/24/21 12:00	2/24/21 12:00			8				Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	20208	11186	TD	3/15/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/3/21 11:46	3/3/21 11:46	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			30288	SARS-CoV-2 N2			0																														Pass
A0442	A0442	Composite	EL	2/25/21 12:00	2/25/21 12:00	2/25/21 12:00			5				Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	53310	11921	TD	3/15/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/3/21 11:47	3/3/21 11:47	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			29610	SARS-CoV-2 N2			0																														Pass
A0450	A0450	Composite	GG	2/17/21 8:00	2/17/21 12:00	2/17/21 11:55	TD	2/19/21 13:00	4	2/18/21	2/24/21	AT	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	13752	12328	TD	3/11/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/12/21 17:32	3/12/21 17:32	Timothy Driscoll	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			13752	SARS-CoV-2 N2			9168																													AT	Pass
A1000	A1000	Composite	EL	3/7/21 12:00	3/7/21 12:00	3/7/21 12:00	MVS	3/12/21 11:00	5	3/12/21	3/15/21	AHT	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	40980	13784	JL	3/16/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/12/21 10:59	3/12/21 10:59	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			0	SARS-CoV-2 N2			20490																													AHT	Pass
A1001	A1001	Composite	EL	3/8/21 12:00	3/8/21 12:00	3/8/21 12:00	MVS	3/12/21 11:00	5	3/12/21	3/15/21	AHT	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	46530	12141	JL	3/16/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/12/21 10:59	3/12/21 10:59	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			17430	SARS-CoV-2 N2			5820																													AHT	Pass
