Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status	Volume Tested (mL)
A01-0006	15992	OneStep RT-ddPCR	Human RNase P	10.3015220165253	10945.3671425581	None				2021-08-23	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	G6	AP000002	B06	JL	SARS-CoV-2 N1	19.13498878479	0	1206.43348693848	20330.9255838394	SARS-CoV-2 N2	4.4143858551979	0	1324.79263305664	4690.28497114777																																					0.005	NaN	2021-08-18	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A06	JL	Josh Lambert		08/18/2021 01:15 PM		Star City	2021-08-18	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A06	JL		Pass	GG	08/15/2021 11:55 PM	Composite	08/15/2021 11:55 PM	08/15/2021 12:00 AM	JL	08/18/2021	6.82	StarCityWWTP-01		
A02-0023	10652	OneStep RT-ddPCR	Human RNase P	8.83733749389648	9389.67108726501	None				2021-08-23	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	H3	AP000002	B04	JL	SARS-CoV-2 N1	6.62769198417664	0	1206.43348693848	7041.92273318768	SARS-CoV-2 N2	6.62769198417664	0	1324.79263305664	7041.92273318768																																					0.005		2021-08-20	10	NT04155	Kookaburra	Nanotrap	0.425	7.16	CP000000	A03	JL					G	2021-08-20	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H3	EP000000	A03	JL				08/20/2021 09:56 AM	Composite	08/20/2021 09:56 AM	08/18/2021 09:56 AM				NorthHighSt-02 (MUB)		
A02-0018	18936	OneStep RT-ddPCR	Human RNase P	6.213698387146	6602.05453634263	None				2021-08-18	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G3	AP000000	A03	JL	SARS-CoV-2 N1	7.45663464069366	0	1685.59967041016	7922.67430573701	SARS-CoV-2 N2	9.94270503520966	1.368028819561	1874.41497802734	10564.1240999103																																					0.005		2021-08-18	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A03	JL	Eric Lundstrum		08/18/2021 10:07 AM	WVU Morgantown	G	2021-08-18	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A03	JL		Pass	EL	08/18/2021 10:06 AM	Composite	08/18/2021 10:05 AM	08/16/2021 10:05 AM	JL	08/18/2021	7.02	NorthHighSt-02 (MUB)		
A01-0013																																																																																		Star City														08/23/2021 11:59 PM	Composite	08/23/2021 11:59 PM	08/23/2021 12:00 AM				StarCityWWTP-01		
A02-0009	19134	OneStep RT-ddPCR	Human RNase P	23.3762383460998	24837.253242731	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A07	JL	SARS-CoV-2 N1	49.2401790618896	0	1714.01901245117	52317.69228	SARS-CoV-2 N2	46.7757177352906	0	1783.14178466797	49699.20111	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B01	JL	Eric Lundstrum		08/13/2021 10:18 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A07	JL		Pass	Eric Lundstrom	08/13/2021 10:18 AM	Composite	08/13/2021 09:55 AM	08/11/2021 09:55 AM	Josh Lambert	08/13/2021	7.8	CollegePark-02		10
A02-0003	16102	OneStep RT-ddPCR				BRSV	0	0		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	C02	JL	SARS-CoV-2 N1	70.2458381652832	0	2236.36169433594	74636.199	SARS-CoV-2 N2	74.6431732177734	0	2276.70715332032	79308.37154																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C06	JL	Eric Lundstrum		08/12/2021 09:59 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C06	JL		Pass	EL	08/12/2021 09:59 AM	Composite	08/12/2021 09:00 AM	08/11/2021 09:00 AM	JL	08/12/2021	NaN	CollegePark-02		10
A02-0012	18304	OneStep RT-ddPCR	Human RNase P	30.8717465400696	32801.2306988239	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B02	JL	SARS-CoV-2 N1	3.85675370693206	0	1714.01901245117	4097.80094	SARS-CoV-2 N2	10.2860820293427	0	1783.14178466797	10928.96241	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B04	JL	Eric Lundstrum		08/16/2021 09:54 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A10	JL	NaN	Pass	Alexander Brun	08/16/2021 09:54 AM	Composite	08/16/2021 09:00 AM	08/14/2021 09:00 AM	Josh Lambert	08/16/2021	6.65	HonorsSummit-01 (MUB)		10
A01-0011																																																																																		Star City														08/21/2021 11:59 PM	Composite	08/21/2021 11:59 PM	08/21/2021 12:00 AM				StarCityWWTP-01		
A02-0001	16799	OneStep RT-ddPCR				BRSV	0	0		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B07	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	0	0	2276.70715332032	0																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C03	JL	Eric Lundstrum		08/12/2021 09:35 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C03	JL	NaN	Pass	EL	08/12/2021 09:35 AM	Composite	08/12/2021 09:00 AM	08/11/2021 09:00 AM	JL	08/12/2021	NaN	Evansdale-01		10
A02-0032	3664	OneStep RT-ddPCR	Human RNase P	-20	0	None				2021-08-23	CHECK	DQ	58477037	QX 200	CDC nCov-2 Triplex	I8	AP000002	A08	JL	SARS-CoV-2 N1	-20	0	1206.43348693848	0	SARS-CoV-2 N2	-20	0	1324.79263305664	0																																					0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	B02	JL					G	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000001	A08	JL				08/23/2021 10:11 AM	Grab						CollegePark-02		
A02-0030	13148	OneStep RT-ddPCR	Human RNase P	3.57943415641784	3803.14879119395	None				2021-08-23	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	I6	AP000002	A06	JL	SARS-CoV-2 N1	30.4425621032714	0	1206.43348693848	32345.2222347259	SARS-CoV-2 N2	19.6936309337616	0	1324.79263305664	20924.4828671217																																					0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A06	JL					H	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000001	A06	JL				08/23/2021 09:55 AM	Composite	08/23/2021 09:00 AM	08/21/2021 09:00 AM				NorthHighSt-02 (MUB)		
A01-0005	14966	OneStep RT-ddPCR	Human RNase P	23.5946941375732	25069.3625211715	None				2021-08-18	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G5	AP000000	A05	JL	SARS-CoV-2 N1	210.036067962646	0	1685.59967041016	223163.322210311	SARS-CoV-2 N2	238.606586456298	1.368028819561	1874.41497802734	253519.498109817																																					0.005	NaN	2021-08-18	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A05	JL	Josh Lambert		08/18/2021 01:14 PM		Star City	2021-08-18	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A05	JL	NaN	Pass	GG	08/14/2021 11:55 PM	Composite	08/14/2021 11:55 PM	08/14/2021 12:00 AM	JL	08/18/2021	6.85	StarCityWWTP-01		
A02-0024	17511	OneStep RT-ddPCR	Human RNase P	41.691403388977	44297.1161007881	None				2021-08-20	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H4	AP000000	A04	JL	SARS-CoV-2 N1	2.68754005432128	0	1047.21549987793	2855.51130771636	SARS-CoV-2 N2	20.1640367507934	0	1082.35214233398	21424.289047718																																					0.005		2021-08-20	10	NT04155	Kookaburra	Nanotrap	0.425	7.16	CP000000	A04	JL					G	2021-08-20	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H4	EP000000	A04	JL				08/20/2021 10:10 AM	Composite	08/20/2021 10:10 AM	08/18/2021 10:10 AM				CollegePark-02		
A01-0007	18545	OneStep RT-ddPCR	Human RNase P	43.1779050827026	45876.5241503715	None				2021-08-18	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G7	AP000000	A07	JL	SARS-CoV-2 N1	30.4702949523926	0	1685.59967041016	32374.6883869171	SARS-CoV-2 N2	13.9606535434723	1.368028819561	1874.41497802734	14833.1943899393																																					0.005	NaN	2021-08-18	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B01	JL	Josh Lambert		08/18/2021 01:15 PM		Star City	2021-08-18	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A07	JL	NaN	Pass	GG	08/16/2021 11:55 PM	Composite	08/16/2021 11:55 PM	08/16/2021 12:00 AM	JL	08/18/2021	6.86	StarCityWWTP-01		
A02-0006	17196	OneStep RT-ddPCR	Human RNase P	13.6870515346527	14542.4922555685	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A05	JL	SARS-CoV-2 N1	23.272728919983	0	1714.01901245117	24727.27346	SARS-CoV-2 N2	17.7947211265564	0	1783.14178466797	18906.8917	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A05	JL	Eric Lundstrum		08/13/2021 09:23 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A05	JL	NaN	Pass	Eric Lundstrom	08/13/2021 09:22 AM	Composite	08/13/2021 09:22 AM	08/11/2021 09:45 AM	Josh Lambert	08/13/2021	7.34	OaklandE-02		10
A02-0031	18646	OneStep RT-ddPCR	Human RNase P	1448.16055297852	1538670.58753967	None				2021-08-23	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	I7	AP000002	A07	JL	SARS-CoV-2 N1	5.04814684391022	0	1206.43348693848	5363.65602165461	SARS-CoV-2 N2	7.57262647151948	0	1324.79263305664	8045.91562598945																																					0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	B01	JL					G	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000001	A07	JL				08/23/2021 09:55 AM	Grab						NorthHighSt-02 (MUB)		
A02-0034	19642	OneStep RT-ddPCR	Human RNase P	490.226402282714	520865.552425384	None				2021-08-23	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	J1	AP000002	B01	JL	SARS-CoV-2 N1	3.59401404857636	0	1206.43348693848	3818.63992661238	SARS-CoV-2 N2	9.58525836467742	0	1324.79263305664	10184.3370124698																																					0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	B03	JL					G	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000001	A09	JL				08/23/2021 10:12 AM	Composite	08/23/2021 09:00 AM	08/21/2021 09:00 AM				CollegePark-02		
A01-0003	19784	OneStep RT-ddPCR	Human RNase P	32.1334409713746	34141.7810320855	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A02	JL	SARS-CoV-2 N1	23.7983345985412	0	1714.01901245117	25285.73	SARS-CoV-2 N2	30.9425330162048	0	1783.14178466797	32876.44184	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A02	JL	Josh Lambert		08/16/2021 01:05 PM	Monongalia County	Star City	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A02	JL	NaN	Pass	GG	08/11/2021 11:55 PM	Composite	08/11/2021 11:55 PM	08/11/2021 12:00 AM	Josh Lambert	08/13/2021	6.87	StarCityWWTP-01		10
A02-0020	17034	OneStep RT-ddPCR	Human RNase P	19.3464362621307	20555.5885285139	None				2021-08-20	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H7	AP000000	A07	JL	SARS-CoV-2 N1	9.6712303161621	0	1047.21549987793	10275.6822109222	SARS-CoV-2 N2	11.053159236908	0	1082.35214233398	11743.9816892147																																					0.005		2021-08-20	10	NT04155	Kookaburra	Nanotrap	0.425	6.88	CP000000	B01	JL					G	2021-08-20	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H7	EP000000	A07	JL				08/20/2021 09:17 AM	Composite	08/20/2021 09:30 AM	08/20/2021 09:18 AM				Evansdale-01		
A02-0003 0	16649	OneStep RT-ddPCR				BRSV	0	0		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex	0k	AP000000	B06	JL	SARS-CoV-2 N1	76.440224647522	0	2236.36169433594	81217.7386879921	SARS-CoV-2 N2	93.4607219696044	0	2276.70715332032	99302.0170927047																																					0.005		2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425	Labeled 0	CP000000	C02	JL						2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	Labeled 0	EP000000	C02	JL													
A02-0013	11125	OneStep RT-ddPCR				BRSV	534.782371520996	568206.269741058		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A04	JL	SARS-CoV-2 N1	12.6934432983398	0	2236.36169433594	13486.7835	SARS-CoV-2 N2	10.5773937702179	0	2276.70715332032	11238.48063																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A04	JL	Eric Lundstrum		08/11/2021 09:48 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A04	JL		Pass	EL	08/11/2021 09:48 AM	Composite	08/11/2021 09:00 AM	08/10/2021 09:00 AM	JL	08/11/2021	7.87	CollegePark-02		10
A01-0004	18261	OneStep RT-ddPCR	Human RNase P	20.62513589859	21914.2068922519	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A03	JL	SARS-CoV-2 N1	63.221664428711	0	1714.01901245117	67173.01846	SARS-CoV-2 N2	64.5136737823486	0	1783.14178466797	68545.77637	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A03	JL	Josh Lambert		08/16/2021 10:18 AM	Monongalia County	Star City	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A03	JL	NaN	Pass	GG	08/12/2021 11:55 PM	Composite	08/12/2021 11:55 PM	08/12/2021 12:00 AM	Josh Lambert	08/13/2021	6.95	StarCityWWTP-01		10
A02-0019	17835	OneStep RT-ddPCR	Human RNase P	36.9689512252808	39279.5106768608	None				2021-08-18	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G4	AP000000	A04	JL	SARS-CoV-2 N1	30.3630900382996	0	1685.59967041016	32260.7831656933	SARS-CoV-2 N2	39.6118140220642	1.368028819561	1874.41497802734	42087.5523984432																																					0.005	NaN	2021-08-18	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A04	JL	Eric Lundstrum		08/18/2021 10:25 AM	WVU Morgantown	G	2021-08-18	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A04	JL	NaN	Pass	EL	08/18/2021 10:24 AM	Composite	08/18/2021 10:24 AM	08/16/2021 10:33 AM	JL	08/18/2021	7.04	CollegePark-02		
A07-0012	18494	OneStep RT-ddPCR				BRSV	1238.12591552734	1315508.7852478		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B01	JL	SARS-CoV-2 N1	3.81712794303894	0	2236.36169433594	4055.69844	SARS-CoV-2 N2	6.36222422122956	0	2276.70715332032	6759.86311																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B03	JL	Eric Lundstrum		08/11/2021 09:19 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B03	JL	NaN	Pass	EL	08/11/2021 09:19 AM	Composite	08/11/2021 09:00 AM	08/10/2021 09:00 AM	JL	08/11/2021	7.13	OaklandE-02		10
A01-0009	17879	OneStep RT-ddPCR	Human RNase P	15.7977366447449	16785.0951850414	None				2021-08-20	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H5	AP000000	A05	JL	SARS-CoV-2 N1	15.7977366447449	0	1047.21549987793	16785.0951850414	SARS-CoV-2 N2	27.6530051231384	0	1082.35214233398	29381.3179433346																																					0.005		2021-08-20	10	NT04155	Kookaburra	Nanotrap	0.425	6.97	CP000000	A05	JL					Star City	2021-08-20	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H5	EP000000	A05	JL				08/18/2021 11:59 AM	Composite	08/18/2021 11:59 AM	08/18/2021 12:01 PM				StarCityWWTP-01		
A01-0002	15989	OneStep RT-ddPCR	Human RNase P	29.450421333313	31291.0726666451	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A01	JL	SARS-CoV-2 N1	33.8711667060852	0	1714.01901245117	35988.11412	SARS-CoV-2 N2	38.2927417755126	0	1783.14178466797	40686.03611	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A01	JL	Josh Lambert		08/16/2021 10:17 AM	Monongalia County	Star City	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL	NaN	Pass	GG	08/10/2021 11:55 PM	Composite	08/10/2021 11:55 PM	08/10/2021 12:00 AM	Josh Lambert	08/13/2021	6.9	StarCityWWTP-01		10
