assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
A01-0964.a4	A01-0964.e1	A01-0964	AB48	D01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21649	0	111.028594970703	
A01-0964.a5	A01-0964.e1	A01-0964	AB48	D01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21649	0	0.755559742450714	
A01-0965.a1	A01-0965.e1	A01-0965	AB48	E01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	16571	0	0.379594296216965	
A01-0965.a2	A01-0965.e1	A01-0965	AB48	E01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	16571	0	62.0014610290527	
A01-0965.a3	A01-0965.e1	A01-0965	AB48	E01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	16571	0	0.227742835879326	
A01-0965.a4	A01-0965.e1	A01-0965	AB48	E01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	16571	0	10.366003036499	
A01-0965.a5	A01-0965.e1	A01-0965	AB48	E01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	16571	0	0.0759096965193748	
A01-0966.a1	A01-0966.e1	A01-0966	AB49	A01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21143	0	0	
A01-0966.a2	A01-0966.e1	A01-0966	AB49	A01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21143	0	0.118991732597351	
A01-0966.a3	A01-0966.e1	A01-0966	AB49	A01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21143	0	0.476034462451935	
A01-0966.a4	A01-0966.e1	A01-0966	AB49	A01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21143	0	7.63825559616089	
A01-0966.a5	A01-0966.e1	A01-0966	AB49	A01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21143	0	41.4275169372559	
A01-0967.a1	A01-0967.e1	A01-0967	AB49	B01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19543	0	8.91371250152588	
A01-0967.a2	A01-0967.e1	A01-0967	AB49	B01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	19543	0	34.583911895752	
A01-0967.a3	A01-0967.e1	A01-0967	AB49	B01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	19543	0	0	
A01-0967.a4	A01-0967.e1	A01-0967	AB49	B01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	19543	0	0	
A01-0967.a5	A01-0967.e1	A01-0967	AB49	B01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	19543	0	0.193106204271317	
A01-0968.a1	A01-0968.e1	A01-0968	AB49	C01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20921	0	0.300657689571381	
A01-0968.a2	A01-0968.e1	A01-0968	AB49	C01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20921	0	0	
A01-0968.a3	A01-0968.e1	A01-0968	AB49	C01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20921	0	0	
A01-0968.a4	A01-0968.e1	A01-0968	AB49	C01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20921	0	7.96155786514282	
A01-0968.a5	A01-0968.e1	A01-0968	AB49	C01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20921	0	58.5815963745117	
A01-0969.a1	A01-0969.e1	A01-0969	AB49	D01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21324	0	7.33587074279785	
A01-0969.a2	A01-0969.e1	A01-0969	AB49	D01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21324	0	57.0166549682617	
A01-0969.a3	A01-0969.e1	A01-0969	AB49	D01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21324	0	0.531004667282104	
A01-0969.a4	A01-0969.e1	A01-0969	AB49	D01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21324	0	0	
A01-0969.a5	A01-0969.e1	A01-0969	AB49	D01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21324	0	0	
A01-0970.a1	A01-0970.e1	A01-0970	AB49	E01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20738	0	48.0974769592285	
A01-0970.a2	A01-0970.e1	A01-0970	AB49	E01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20738	0	10.9043579101563	
A01-0970.a3	A01-0970.e1	A01-0970	AB49	E01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20738	0	0	
A01-0970.a4	A01-0970.e1	A01-0970	AB49	E01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20738	0	0	
A01-0970.a5	A01-0970.e1	A01-0970	AB49	E01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20738	0	0.303311139345169	
A01-0971.a1	A01-0971.e1	A01-0971	AB49	F01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20234	0	77.2990951538086	
A01-0971.a2	A01-0971.e1	A01-0971	AB49	F01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20234	0	11.553560256958	
A01-0971.a3	A01-0971.e1	A01-0971	AB49	F01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20234	0	0.186511054635048	
A01-0971.a4	A01-0971.e1	A01-0971	AB49	F01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20234	0	0	
A01-0971.a5	A01-0971.e1	A01-0971	AB49	F01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20234	0	0	
A01-0972.a1	A01-0972.e1	A01-0972	AB49	G01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20199	0	15.6655111312866	
A01-0972.a2	A01-0972.e1	A01-0972	AB49	G01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20199	0	55.1190147399902	
A01-0972.a3	A01-0972.e1	A01-0972	AB49	G01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20199	0	0	
A01-0972.a4	A01-0972.e1	A01-0972	AB49	G01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20199	0	0	
A01-0972.a5	A01-0972.e1	A01-0972	AB49	G01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20199	0	0.249118492007256	
A01-0975.a1	A01-0975.e1	A01-0975	AB50	A01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20323	0	28.1017665863037	
A01-0975.a2	A01-0975.e1	A01-0975	AB50	A01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20323	0	0	
A01-0975.a3	A01-0975.e1	A01-0975	AB50	A01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20323	0	0.0618950240314007	
A01-0975.a4	A01-0975.e1	A01-0975	AB50	A01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20323	0	91.7758102416992	
A01-0975.a5	A01-0975.e1	A01-0975	AB50	A01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20323	0	0.0618950240314007	
A01-0976.a1	A01-0976.e1	A01-0976	AB50	B01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20477	0	67.5075225830078	
A01-0976.a2	A01-0976.e1	A01-0976	AB50	B01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20477	0	0	
A01-0976.a3	A01-0976.e1	A01-0976	AB50	B01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20477	0	0.491520196199417	
A01-0976.a4	A01-0976.e1	A01-0976	AB50	B01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20477	0	19.8745822906494	
A01-0976.a5	A01-0976.e1	A01-0976	AB50	B01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20477	0	0	
A01-0977.a1	A01-0977.e1	A01-0977	AB50	C01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21154	0	0	
A01-0977.a2	A01-0977.e1	A01-0977	AB50	C01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21154	0	55.6817436218262	
A01-0977.a3	A01-0977.e1	A01-0977	AB50	C01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21154	0	0	
A01-0977.a4	A01-0977.e1	A01-0977	AB50	C01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21154	0	30.819091796875	
A01-0977.a5	A01-0977.e1	A01-0977	AB50	C01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21154	0	0.0594635233283043	
A01-0978.a1	A01-0978.e1	A01-0978	AB51	A01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	18098	0	0	
A01-0978.a2	A01-0978.e1	A01-0978	AB51	A01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	18098	0	23.0768165588379	
A01-0978.a3	A01-0978.e1	A01-0978	AB51	A01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	18098	0	21.4497051239014	
A01-0978.a4	A01-0978.e1	A01-0978	AB51	A01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	18098	0	0	
A01-0978.a5	A01-0978.e1	A01-0978	AB51	A01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	18098	0	1.5995808839798	
A01-0979.a1	A01-0979.e1	A01-0979	AB51	B01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	19509	0	1.22564029693604	
A01-0979.a2	A01-0979.e1	A01-0979	AB51	B01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	19509	0	0	
A01-0979.a3	A01-0979.e1	A01-0979	AB51	B01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	19509	0	21.459077835083	
A01-0979.a4	A01-0979.e1	A01-0979	AB51	B01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19509	0	25.1372299194336	
A01-0979.a5	A01-0979.e1	A01-0979	AB51	B01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	19509	0	0	
A01-0980.a1	A01-0980.e1	A01-0980	AB51	C01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	18647	0	0	
A01-0980.a2	A01-0980.e1	A01-0980	AB51	C01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	18647	0	21.7048168182373	
A01-0980.a3	A01-0980.e1	A01-0980	AB51	C01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	18647	0	62.0831413269043	
A01-0980.a4	A01-0980.e1	A01-0980	AB51	C01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	18647	0	1.89020180702209	
A01-0980.a5	A01-0980.e1	A01-0980	AB51	C01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	18647	0	0	
A01-0981.a1	A01-0981.e1	A01-0981	AB51	D01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	18796	0	1.6741578578949	
A01-0981.a2	A01-0981.e1	A01-0981	AB51	D01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	18796	0	0	
A01-0981.a3	A01-0981.e1	A01-0981	AB51	D01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	18796	0	0	
A01-0981.a4	A01-0981.e1	A01-0981	AB51	D01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	18796	0	93.6088714599609	
A01-0981.a5	A01-0981.e1	A01-0981	AB51	D01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	18796	0	24.8714904785156	
A01-0982.a1	A01-0982.e1	A01-0982	AB51	E01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	18279	0	0	
A01-0982.a2	A01-0982.e1	A01-0982	AB51	E01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	18279	0	20.1162242889404	
A01-0982.a3	A01-0982.e1	A01-0982	AB51	E01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	18279	0	69.7497634887695	
A01-0982.a4	A01-0982.e1	A01-0982	AB51	E01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	18279	0	1.58373188972473	
A01-0982.a5	A01-0982.e1	A01-0982	AB51	E01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	18279	0	0	
A01-0983.a1	A01-0983.e1	A01-0983	AB51	F01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19188	0	23.8906593322754	
A01-0983.a2	A01-0983.e1	A01-0983	AB51	F01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	19188	0	53.0895500183105	
A01-0983.a3	A01-0983.e1	A01-0983	AB51	F01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	19188	0	0	
A01-0983.a4	A01-0983.e1	A01-0983	AB51	F01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	19188	0	0.98370349407196	
A01-0983.a5	A01-0983.e1	A01-0983	AB51	F01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	19188	0	0	
A01-0984.a1	A01-0984.e1	A01-0984	AB52	A01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21669	0	29.7805633544922	
A01-0984.a2	A01-0984.e1	A01-0984	AB52	A01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21669	0	0.232217028737068	
A01-0984.a3	A01-0984.e1	A01-0984	AB52	A01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21669	0	68.2864608764648	
A01-0984.a4	A01-0984.e1	A01-0984	AB52	A01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21669	0	0	
A01-0984.a5	A01-0984.e1	A01-0984	AB52	A01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21669	0	0	
A01-0984.a6	A01-0984.e1	A01-0984	AB52	A01	5	unknown	sample			sample			21669		0	
A01-0985.a1	A01-0985.e1	A01-0985	AB52	B01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20699	0	48.5687675476074	
A01-0985.a2	A01-0985.e1	A01-0985	AB52	B01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20699	0	0.425456345081329	
A01-0985.a3	A01-0985.e1	A01-0985	AB52	B01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20699	0	15.6539163589478	
A01-0985.a4	A01-0985.e1	A01-0985	AB52	B01	5	unknown	sample			sample			20699		0	
A01-0985.a5	A01-0985.e1	A01-0985	AB52	B01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20699	0	0	
A01-0985.a6	A01-0985.e1	A01-0985	AB52	B01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20699	0	0	
A01-0986.a1	A01-0986.e1	A01-0986	AB52	C01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21017	0	27.7142543792725	
A01-0986.a2	A01-0986.e1	A01-0986	AB52	C01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21017	0	3.3560574054718	
A01-0986.a3	A01-0986.e1	A01-0986	AB52	C01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21017	0	6.66092443466187	
A01-0986.a4	A01-0986.e1	A01-0986	AB52	C01	5	unknown	sample			sample			21017		0	
A01-0986.a5	A01-0986.e1	A01-0986	AB52	C01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21017	0	0	
A01-0986.a6	A01-0986.e1	A01-0986	AB52	C01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21017	0	0	
A01-0987.a1	A01-0987.e1	A01-0987	AB52	D01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21779	0	1.04003262519836	
A01-0987.a2	A01-0987.e1	A01-0987	AB52	D01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21779	0	55.9194183349609	
A01-0987.a3	A01-0987.e1	A01-0987	AB52	D01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21779	0	15.6915092468262	
A01-0987.a4	A01-0987.e1	A01-0987	AB52	D01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21779	0	0	
A01-0987.a5	A01-0987.e1	A01-0987	AB52	D01	5	unknown	sample			sample			21779		0	
A01-0987.a6	A01-0987.e1	A01-0987	AB52	D01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21779	0	0	
A01-1040.a1	A01-1040.e1	A01-1040	AB53	A01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20391	0	21.4013957977295	
A01-1040.a2	A01-1040.e1	A01-1040	AB53	A01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20391	0	0	
A01-1040.a3	A01-1040.e1	A01-1040	AB53	A01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20391	0	65.7834625244141	
A01-1040.a4	A01-1040.e1	A01-1040	AB53	A01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20391	0	0	
A01-1040.a5	A01-1040.e1	A01-1040	AB53	A01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20391	0	0	
A01-1041.a1	A01-1041.e1	A01-1041	AB53	B01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19940	0	18.2361831665039	
A01-1041.a2	A01-1041.e1	A01-1041	AB53	B01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	19940	0	44.0363922119141	
A01-1041.a3	A01-1041.e1	A01-1041	AB53	B01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	19940	0	0	
A01-1041.a4	A01-1041.e1	A01-1041	AB53	B01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	19940	0	0.0630839094519615	
A01-1041.a5	A01-1041.e1	A01-1041	AB53	B01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	19940	0	0.189261212944984	
A01-1042.a1	A01-1042.e1	A01-1042	AB53	C01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	16676	0	0.150867953896523	
A01-1042.a2	A01-1042.e1	A01-1042	AB53	C01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	16676	0	0	
A01-1042.a3	A01-1042.e1	A01-1042	AB53	C01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	16676	0	54.0195693969727	
A01-1042.a4	A01-1042.e1	A01-1042	AB53	C01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	16676	0	0	
A01-1042.a5	A01-1042.e1	A01-1042	AB53	C01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	16676	0	21.6832160949707	
A01-1043.a1	A01-1043.e1	A01-1043	AB53	D01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	18923	0	0.199433699250221	
A01-1043.a2	A01-1043.e1	A01-1043	AB53	D01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	18923	0	0.0664743855595589	
A01-1043.a3	A01-1043.e1	A01-1043	AB53	D01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	18923	0	24.702917098999	
A01-1043.a4	A01-1043.e1	A01-1043	AB53	D01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	18923	0	0	
A01-1043.a5	A01-1043.e1	A01-1043	AB53	D01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	18923	0	45.3442268371582	
A01-1044.a1	A01-1044.e1	A01-1044	AB53	E01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	17828	0	0	
A01-1044.a2	A01-1044.e1	A01-1044	AB53	E01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	17828	0	48.7699127197266	
A01-1044.a3	A01-1044.e1	A01-1044	AB53	E01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	17828	0	17.1913509368896	
A01-1044.a4	A01-1044.e1	A01-1044	AB53	E01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	17828	0	0	
A01-1044.a5	A01-1044.e1	A01-1044	AB53	E01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	17828	0	0	
A01-1045.a1	A01-1045.e1	A01-1045	AB53	F01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	19230	0	0.130829647183418	
A01-1045.a2	A01-1045.e1	A01-1045	AB53	F01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	19230	0	0.327099621295929	
A01-1045.a3	A01-1045.e1	A01-1045	AB53	F01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19230	0	16.3938121795654	
A01-1045.a4	A01-1045.e1	A01-1045	AB53	F01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	19230	0	48.8842811584473	
A01-1045.a5	A01-1045.e1	A01-1045	AB53	F01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	19230	0	0	
A01-1046.a1	A01-1046.e1	A01-1046	AB53	G01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19911	0	14.7424716949463	
A01-1046.a2	A01-1046.e1	A01-1046	AB53	G01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	19911	0	37.7059707641602	
A01-1046.a3	A01-1046.e1	A01-1046	AB53	G01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	19911	0	0	
A01-1046.a4	A01-1046.e1	A01-1046	AB53	G01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	19911	0	0	
A01-1046.a5	A01-1046.e1	A01-1046	AB53	G01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	19911	0	0	
A01-1047.a1	A01-1047.e1	A01-1047	AB54	A02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	18777	0	6.38015460968018	
A01-1047.a2	A01-1047.e1	A01-1047	AB54	A02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	18777	0	56.9376907348633	
A01-1047.a3	A01-1047.e1	A01-1047	AB54	A02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	18777	0	0	
A01-1047.a4	A01-1047.e1	A01-1047	AB54	A02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	18777	0	0	
A01-1047.a5	A01-1047.e1	A01-1047	AB54	A02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	18777	0	0.133986100554466	
A01-1048.a1	A01-1048.e1	A01-1048	AB54	B02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20444	0	75.8267669677734	
A01-1048.a2	A01-1048.e1	A01-1048	AB54	B02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20444	0	7.9621524810791	
A01-1048.a3	A01-1048.e1	A01-1048	AB54	B02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20444	0	0	
A01-1048.a4	A01-1048.e1	A01-1048	AB54	B02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20444	0	0.123060375452042	
A01-1048.a5	A01-1048.e1	A01-1048	AB54	B02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20444	0	0.30767348408699	
A01-1049.a1	A01-1049.e1	A01-1049	AB54	C02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20966	0	57.1965370178223	
A01-1049.a2	A01-1049.e1	A01-1049	AB54	C02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20966	0	20.3826732635498	
A01-1049.a3	A01-1049.e1	A01-1049	AB54	C02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20966	0	0	
A01-1049.a4	A01-1049.e1	A01-1049	AB54	C02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20966	0	0.119996331632137	
A01-1049.a5	A01-1049.e1	A01-1049	AB54	C02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20966	0	0	
A01-1050.a1	A01-1050.e1	A01-1050	AB54	D02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20593	0	89.2160263061523	
A01-1050.a2	A01-1050.e1	A01-1050	AB54	D02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20593	0	5.93895196914673	
A01-1050.a3	A01-1050.e1	A01-1050	AB54	D02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20593	0	0.183259353041649	
A01-1050.a4	A01-1050.e1	A01-1050	AB54	D02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20593	0	0.672081530094147	
