Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.day03.mean	n1.day03.ci	n1.day05.mean	n1.day05.ci	n1.day07.mean	n1.day07.ci	n1.day10.mean	n1.day10.ci	n1.day14.mean	n1.day14.ci	n1.load.day03.mean	n1.load.day03.ci	n1.load.day05.mean	n1.load.day05.ci	n1.load.day07.mean	n1.load.day07.ci	n1.load.day10.mean	n1.load.day10.ci	n1.load.day14.mean	n1.load.day14.ci	n1n2.day03.mean	n1n2.day03.ci	n1n2.day05.mean	n1n2.day05.ci	n1n2.day07.mean	n1n2.day07.ci	n1n2.day10.mean	n1n2.day10.ci	n1n2.day14.mean	n1n2.day14.ci	n1n2.load.day03.mean	n1n2.load.day03.ci	n1n2.load.day05.mean	n1n2.load.day05.ci	n1n2.load.day07.mean	n1n2.load.day07.ci	n1n2.load.day10.mean	n1n2.load.day10.ci	n1n2.load.day14.mean	n1n2.load.day14.ci	n2.day03.mean	n2.day03.ci	n2.day05.mean	n2.day05.ci	n2.day07.mean	n2.day07.ci	n2.day10.mean	n2.day10.ci	n2.day14.mean	n2.day14.ci	n2.load.day03.mean	n2.load.day03.ci	n2.load.day05.mean	n2.load.day05.ci	n2.load.day07.mean	n2.load.day07.ci	n2.load.day10.mean	n2.load.day10.ci	n2.load.day14.mean	n2.load.day14.ci
B01-0041	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	01/03/2022 07:00 AM	01/04/2022 07:00 AM	16	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1002	451	726.5	60687.69312	27315.51856	44001.60584	1532.59421533333	6853.48433756475	5563.4744252	16815.3637428947	4301.62458942857	10101.4254983064	4431.9147875	6281.45622103787	7682.92539821429	6321.42191346307	111072.252154854	595124.153259243	198274.498074934	420235.225833418	150019.4116682	265134.227080809	143237.874548932	165355.643268082	218591.603633945	155846.206246293	1750.79755633333	4521.46219591737	11212.0734891	37867.1842144532	8465.48106364286	22613.6640913356	7247.5723135	14117.8573892539	9618.32186014286	10082.0055991242	111251.156565618	416650.433918456	352899.20435798	943170.763431771	264215.834776872	576944.175133592	220463.095435408	363758.298413221	274276.3202967	259333.222465816	1969.00089733333	6808.4547087851	16860.672553	59024.5527847779	12629.3375378571	35218.2901440066	10063.2298395	22136.7853793698	11553.7183220714	15648.1787945578	111430.060976382	348215.42101746	507523.910641026	1491553.34250275	378412.257885545	904317.806632392	297688.316321884	573512.22310655	329961.036959456	408386.220158222
A02-0277	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	01/05/2022 09:00 AM	01/07/2022 08:58 AM	NA	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	350220.8591	36904.49797	193562.678535	NA	NA	NA	129984.26281	896516.61048191	98070.032168	269996.78294675	70464.4814457143	166891.678451564	50813.1184283	106982.436716245	37989.8741123571	72773.8401339012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76080.3291233333	482256.416104038	63003.09455	148917.622971453	45926.4451797857	93638.2877422561	35046.763284	60035.3361894733	27398.72593325	41252.2304906189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22176.3954366667	90804.7051242892	27936.156932	54774.5547132621	21388.4089138571	34731.8615637233	19280.4081397	22218.6428776949	16807.5777541429	16493.6387405314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K01-0047	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	03/08/2022 06:31 AM	03/09/2022 06:27 AM	9.994	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	43394.4115787744	10844.3921618164	27119.4018702954	1641670.80150688	410258.402509415	1025964.60200815	50540.2238099365	186983.852168725	79184.5544859619	91201.0930327987	100224.120418544	76724.4545072791	100245.154043981	48596.2495867965	127574.901467129	50083.6728540319	1512546.60929098	3513797.62294956	2097544.3495678	1983025.3832401	2870187.71173446	2306195.76887502	2958224.28939854	1482972.56926504	3515760.07073933	1240689.57910693	43895.9336458235	204890.381731031	79203.9726874941	105734.742742176	100877.520833924	78960.6176000504	99187.5360072471	52304.1879426402	105853.953163391	37172.8377086661	1248528.1896143	3990404.27431586	2019788.73577711	2287460.13715536	2830759.50898632	2293656.04857624	2889137.2310774	1551518.73757231	2933349.08444756	1033351.0039342	37251.6434817104	228449.36201635	79223.3908890263	124893.047420752	101530.921249304	87189.2361632404	98129.9179705131	60235.6936796038	84133.0048596522	44246.4208620049	984509.769937626	4888911.84217187	1942033.12198642	2771848.18402927	2791331.30623817	2466691.21845709	2820050.17275626	1747317.14162214	2350938.0981558	1305048.76944273
E02-0077	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	02/15/2022 08:00 AM	02/16/2022 08:00 AM	0.12	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2582458.076	2761744.738	2672101.407	1173079.51505654	1254520.33784071	1213799.92644862	9652380.08693334	66353394.2600825	5821245.528686	20842315.1048328	4201039.69570429	12512731.432922	3033724.75927	7896756.5556661	2374620.05107857	5297040.61894413	4140281.84761322	27939933.5377976	2501147.0746454	8806729.57531014	1820222.57045708	5284847.27992017	1352373.88421171	3326001.15949042	1127351.99141539	2221853.81978539	9972123.7087	69092486.8590298	6009184.754878	21671964.966414	4330077.87100571	13007246.7812669	3131306.1288145	8203908.57902732	2413655.85585679	5508129.05160335	4270154.78519883	29128751.4040601	2577074.26877138	9162814.02713624	1870161.41943878	5497516.04376932	1388653.25037989	3458312.98856053	1135565.26350207	2313095.1849647	10291867.3304667	71832606.1238047	6197123.98107	22502024.9096365	4459116.04630714	13502015.5997818	3228887.498359	8511300.30544448	2452691.660635	5720535.38733438	4400027.72278445	30318444.2375027	2653001.46289736	9519243.97633372	1920100.26842048	5710405.40419528	1424932.61654807	3590856.92382721	1143778.53558875	2405183.77239507
M04-0016	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	03/17/2022 10:00 AM	03/18/2022 10:00 AM	0.108	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2610	1788	2199	1067.0313708	730.97781264	899.00459172	2379	997.153839058949	3432.15331847966	4270.08059350495	2698.68094177118	2944.97909301625	6133.18684803983	9378.62954882104	6024.26772109988	6816.41131447227	966.69529334	418.475386738076	1401.62645483036	1776.80092056313	1097.96117642454	1223.51793727705	2513.98345846752	3902.97111087621	2479.86008029549	2847.47863656732	2619.57511371001	1720.42093347452	2881.82172746584	1696.15929579834	2370.22980533274	1523.580507391	6062.76191163292	9098.18401907513	6439.89886009494	7155.39477381708	1063.67698360749	668.786494768922	1173.91081106867	712.619260368426	960.87299314691	635.725260619652	2479.16457603042	3776.85763570703	2650.8559065106	2994.58435396109	2860.15022742003	4346.11474359682	2331.49013645202	1835.5323886081	2041.7786688943	1383.85645392561	5992.33697522601	9033.38520928293	6855.52999909001	7794.90943698748	1160.65867387498	1741.0269155986	946.195167306987	738.522984539729	823.784809869276	560.829501051451	2444.34569359332	3735.87435377442	2821.85173272572	3266.41208727094
A03-0060	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	10/29/2021 06:00 AM	10/29/2021 12:50 PM	NA	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1621.008217	664	1142.5041085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C01-0094	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	03/08/2022 07:00 AM	03/09/2022 07:00 AM	13.43	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	246846.6577	145552.8939	196199.7758	12549204.2816194	7399626.21471613	9974415.24816778	91614.85991	629194.677184226	57676.8207412	194917.162083483	46006.7949557143	115165.638005845	34820.8001744	72909.5177146226	28955.486022	49214.1039447791	4466301.87218862	32759106.1942532	2897703.04799337	9940649.66200179	2340978.50711801	5876458.02668291	1832658.98268809	3699489.55272896	1554077.56237023	2503192.69792946	75270.1843025	490701.084155042	48423.9546456	152434.720671816	41075.0277278571	89514.1275671033	31166.63468195	57165.1941853735	27286.2562904286	39010.5865970467	3606061.24758178	25806961.8046446	2429413.48169468	7775886.67965862	2094878.36475911	4610022.76162168	1641477.8868284	2922212.69338249	1491626.9126436	2003376.75390253	58925.508695	352874.421235764	39171.08855	110126.347913245	36143.2605	64540.6516960247	27512.4691895	41934.1181697056	25617.0265588571	29649.9349300444	2745820.62297494	18856772.2731642	1961123.915396	5618693.71291286	1848778.2224002	3424539.69483518	1450296.79096871	2198142.88015146	1429176.26291697	1571329.29312845
A03-0042	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	10/11/2021 06:00 AM	10/11/2021 02:00 PM	NA	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1344	1274	1309	NA	NA	NA	92807.0579333333	738944.151203947	70129.54345	345743.987416702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57136.868745	453110.994021332	43139.65155875	212160.024357688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21466.6795566667	167291.83979275	16149.7596675	78585.8362835595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A01-0221	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	04/06/2022 12:00 AM	04/07/2022 12:00 AM	18.4	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6996.37155979872	4664.11817818881	5830.24486899376	487308.081537669	324863.032509318	406085.557023493	11714.0470538288	38875.3937033385	27485.4438733309	49190.8899988419	45366.8970282056	57637.7850208751	46445.0940778479	35841.0638569136	41818.1749080707	27795.48545875	560117.71995008	811938.073792185	992795.573929426	1434959.84246992	1615102.87486883	1939633.63391448	1634253.28880674	1212133.80962173	1492524.63290859	962326.981024713	11734.8773172125	48386.2325420472	27485.863619484	52027.3035332879	44916.7178950406	55933.301021397	45391.2407238968	34418.9181705092	39873.5453517709	26425.5681960756	536974.524090607	1242053.41520008	979441.069370549	1556917.97781345	1589705.14102037	1883931.31363637	1588521.15625921	1160670.18021053	1419140.26912602	905645.424259859	11755.7075805962	57897.3948429323	27486.283365637	55126.7066384492	44466.5387618755	54571.7405277646	44337.3873699457	33618.1654225249	37928.915795471	25596.1955662379	513831.328231135	1675061.77931589	966086.564811672	1688440.41991029	1564307.40717191	1841371.55728677	1542789.02371167	1132229.48466459	1345755.90534344	869440.187544204
A01-0141	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	01/01/2022 12:00 AM	01/02/2022 12:00 AM	17.7	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9965.15058	13287.3944	11626.27249	667682.597629569	890278.770751961	778980.684190765	49244.1095073333	344213.737403729	41215.2303924	98975.516140899	32703.2233534286	60279.9159390654	32540.1594194	38113.6836693064	68690.7517649286	77228.872772549	2563923.60682545	17208137.9195106	2075544.66277026	4954053.48531099	1616202.92354722	3033663.87933567	1376069.02851248	1914377.78567951	2402484.67321899	2514555.78247533	53677.6027036667	381066.526201504	45498.6755262	108783.237627386	36782.3701323572	65789.9539808858	35816.69103265	41018.5797534683	64147.5609031786	69670.051510769	2791923.77819114	19078255.2066418	2300315.80149968	5454701.97266146	1822923.59056724	3317677.9886974	1532488.85490515	2094772.77388007	2296324.64249704	2339925.13714514	58111.0959	418011.169372119	49782.12066	118720.213777015	40861.5169112857	71395.3956374827	39093.2226459	44223.9145521893	59604.3700414286	63602.604075932	3019923.94955682	20955350.8996331	2525086.9402291	5964444.70150876	2029644.25758726	3607741.93891294	1688908.68129782	2282393.90183571	2190164.61177509	2232853.45776728
A02-0088	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	09/06/2021 08:38 AM	09/08/2021 08:38 AM	NA	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	125459.3676	34484.016	79971.6918	NA	NA	NA	62276.2792566667	287605.899536197	40341.2205656	97305.5780877427	33986.2300397143	57707.6320976529	26806.4942268	37244.0182102712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45218.4895983333	183564.346159875	31162.1542571	62198.4337585253	27993.9470165	36453.8049307459	22712.28248665	23907.4259568421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28160.69994	107553.433928108	21983.0879486	33954.6990066966	22001.6639932857	19529.3807450602	18618.0707465	13201.9560523135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E01-0094	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	04/13/2022 09:00 AM	04/14/2022 09:00 AM	2.303	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16400.6113260984	5466.15768224001	10933.3845041692	142977.23679019	47652.8652332905	95315.0510117402	36252.8797984122	85689.1348724143	37102.6170205115	52629.7364905595	33379.7628464294	34265.4497733382	41309.1884091392	26396.1736661043	49157.7405097879	48328.2159798902	421161.14167127	1159734.39944095	386553.56386185	533574.295854023	333345.953176107	342318.653917042	388517.360969116	242815.247046539	472454.938463694	469373.350888536	30875.6052795797	104820.706880216	32842.092555806	53559.8234785053	30134.4116989044	33666.1705235045	35755.8535383306	24850.2532125036	43005.9140372175	42982.6907603262	344902.162303924	1046269.52494707	332119.924298223	491709.060222502	293942.233945336	305945.781687354	334923.989135049	223899.800739136	411264.714206956	416606.615930137	25498.3307607472	131929.77934698	28581.5680911004	56639.3799273651	26889.0605513794	34459.6267821605	30202.5186675221	26741.0594383016	36854.0875646472	38743.5638691494	268643.182936578	1207060.52401821	277686.284734597	503234.03139666	254538.514714564	301133.945457287	281330.617300982	238682.014667165	350074.489950219	373647.018918497
A03-0131	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	12/06/2021 06:00 AM	12/06/2021 02:00 AM	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1145	2453.203923	1799.1019615	NA	NA	NA	751	1899.49622864561	1403.6	1750.51737827232	1355	1078.8793275558	1570.7244322	864.946443342993	2010.18220957143	1127.51660078549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	837.700653833333	3913.4083440833	1415.710533	1844.97564267378	1532.436095	1095.34121401183	1828.1430073	866.466224876029	2189.05659485714	984.257834408911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	924.401307666667	6200.85829369088	1427.821066	2318.73086750637	1709.87219	1486.90854974701	2085.5615824	1390.01704623682	2367.93098014286	1220.60490925962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A02-0255	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	12/08/2021 09:00 AM	12/10/2021 09:00 AM	NA	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8424.192751	11232.6332	9828.4129755	NA	NA	NA	4030.88611433333	18358.1112617915	57431.3319286	224023.864482259	48537.9671472857	131611.962607086	233960.5423731	562357.654974138	173258.3199365	380435.320436571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5246.23493116667	19444.9256190373	61881.7969417	229589.034448892	50806.1285525	134739.392779212	240625.94199975	564764.296141239	177559.097622393	382561.468427124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6461.583748	20583.8342765873	66332.2619548	235308.404632177	53074.2899577143	138523.96012044	247291.3416264	567323.579476799	181859.875308286	384811.469493641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A03-0245	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	04/08/2022 06:00 AM	04/08/2022 01:49 PM	NA	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2299.36990421265	2299.36990421265	2299.36990421265	NA	NA	NA	2316.45663473755	966.293515367774	2063.47398084253	1318.8349410022	1726.48141488752	1110.84085206099	3783.30492842127	5939.94855736958	4995.41553387233	5172.02172515292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2122.78996807088	1099.71712507139	1852.87398084253	907.874718545735	1625.98141488752	773.614915109252	3266.17655967126	4758.38837874764	4658.34217933662	4522.89734454721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1929.12330140422	1658.21712987882	1642.27398084253	862.604739981881	1525.48141488752	1025.48524602264	2749.04819092126	3637.87562706538	4321.2688248009	4016.30296175867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
M03-0062	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	04/22/2022 11:00 AM	04/23/2022 11:00 AM	0.224	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8444.56108286978	5629.518404603	7037.03974373639	7160.41221699017	4773.44789912889	5966.93005805953	4711.94988116623	15126.4631345393	3238.56992869974	5728.13963838567	2766.40709192838	3544.27507038219	3148.57598678619	2901.63762755099	3142.07500546852	2110.71064969626	4108.84238036853	12403.0497876899	3119.51436897912	4616.61136781496	2628.27857507365	2962.21513621026	3783.01068946317	3612.03298823696	3676.42136532763	2413.1804435436	4737.67364424468	13163.8924770172	3352.60418654681	5077.39888023714	3012.39719225466	3051.67840731576	3089.17793104276	2131.39466022401	2862.34995981758	1530.15394148178	4084.83734390646	10702.9728716108	3277.72452893787	3651.31440628675	2848.85349184254	2322.78281780402	3592.34486760967	2467.41643853349	3395.41724711462	1728.52575497434	4763.39740732312	19194.2821665694	3466.63844439387	6272.90596501438	3258.38729258094	4022.02250529273	3029.77987529933	2508.95167882004	2582.62491416665	1808.51935067806	4060.83230744439	16254.7667750516	3435.93468889663	4835.63529767083	3069.42840861143	3180.01129543631	3401.67904575617	2343.03749705662	3114.41312890161	1850.35839633757
A1030	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	04/15/2021 12:00 PM	04/16/2021 12:00 PM	10.003	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7632	56	3844	288989.16194736	2120.46554888	145554.81374812	7498.33333333333	26769.9246725591	8502.2	7917.61223530067	21315.5714285714	29173.5950869061	32956.9	31405.9546477664	26382.0714285714	22491.9524714641	296032.686952393	1089592.34949797	327261.290830316	319062.698819127	751264.905294169	967903.583029405	1141027.81521174	1034755.07031437	921381.742265291	742552.892333439	9026.5	43368.1704766852	8951.1	12308.0459008854	18897.2142857143	23309.713495324	29758.05	30873.4369143709	24527.8928571429	21523.3915106441	360309.62129357	1775758.77938453	344754.603922422	495866.790491301	671066.491428587	780691.976585056	1029873.96453281	1014647.32216806	859754.339499069	706774.880186162	10554.6666666667	64984.3751077533	9400	18734.9812094642	16478.8571428571	19036.5892189508	26559.2	31740.4744552441	22673.7142857143	21611.6293529529	424586.555634747	2637600.30761149	362247.917014528	754692.268772573	590868.077563006	667031.572756767	918720.113853884	1049566.81841741	798126.936732846	713015.077389903
B01-0141	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	04/07/2022 07:00 AM	04/08/2022 07:00 AM	13.39	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	15374.8222254217	23064.3498525023	19219.586038962	779298.077666466	1169054.3955014	974176.236583934	11624.4797967375	36988.3784035702	14189.4970983267	16268.7445425503	13662.5426861325	9792.14885487405	11660.6229292229	6796.37117918741	10212.3624385734	4890.46967307092	418811.3386238	1527069.13219539	489757.606583843	618119.450022368	436309.452886205	398001.568621096	373654.069253444	263569.315311138	315245.729205124	192471.989116107	12522.0932578668	36953.2720368111	13674.3438178673	12987.6859931846	14113.5427848037	7677.76718271412	11948.4788224537	6141.42724710337	10235.6698160278	4720.17156445418	491767.230033633	1961712.40414008	497033.920062686	619689.084260603	456068.026251432	388791.411902661	385928.891734026	269815.214130022	329080.489546645	197144.110292129	13419.7067189962	42396.5691656184	13159.190537408	12460.6647608361	14564.5428834749	7820.42844996227	12236.3347156845	7020.10008564208	10258.9771934822	5519.29789530805	564723.121443465	2451274.58545487	504310.233541529	720380.852147079	475826.599616659	435386.178174708	398203.714214608	314569.67609164	342915.249888166	226512.683771943
A02-0117	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	09/18/2021 09:00 AM	09/20/2021 09:00 AM	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2798	296	1547	NA	NA	NA	89045.9878033333	635886.649767183	110453.015502	187817.884932144	130744.896487143	118168.824974606	215047.457902	243933.955889141	278999.557532143	324071.083738201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88318.4944316667	638873.129829443	108821.894999	188461.219160888	124385.407354286	119151.528614768	205813.532472	252351.462793	265639.258888571	306412.600294987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87591.00106	641860.121849824	107190.774496	189174.943469888	118025.918221429	123993.187927875	196579.607042	265539.67713063	252278.960245	291878.087609068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01-0013	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	02/07/2022 10:00 AM	02/08/2022 10:00 AM	0.055	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	76691.26064	70550.79751	73621.029075	15966.9325716594	14688.5031921281	15327.7178818938	50608.6554766667	201267.681428411	125365.364306	196923.840586216	249155.066681429	456965.885236236	515680.035177	503882.066983493	643359.673540714	529979.547962383	67971.0146941754	474164.315008007	144590.750303721	239824.126640109	241608.370445211	401676.831192117	439521.41334041	398332.395367382	569845.275094205	455587.996997718	57525.2317066667	234243.15087462	131128.720184	198473.280897538	254923.173955714	450088.208419642	474391.781339	451535.085035386	583210.033356429	451472.424287198	87655.8849900878	629977.517244346	156653.433921293	247394.174956033	251317.953821287	394796.449040377	407222.138351555	346174.620106792	519912.080049642	380202.973434986	64441.8079366667	279770.747790079	136892.076062	208271.678308754	260691.28123	444559.752350089	433103.527501	423077.282932074	523060.393172143	386848.669573856	107340.755286	785998.217601451	168716.117538864	269169.082063644	261027.537197363	391211.300922419	374922.863362701	317743.99710518	469978.885005079	317232.082609048
C01-0132	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	03/27/2022 07:00 AM	03/28/2022 07:00 AM	8.146	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	14848.1122031808	11878.0686892569	13363.0904462189	457855.643412937	366271.530535562	412063.58697425	6926.35264247656	32098.1601228637	7237.64761537313	9091.12836178458	7798.01709444395	5409.32675597873	8452.74408906698	3860.21634937866	28643.0685000478	49110.2143468742	241156.118359715	880677.754076918	228406.908205103	250320.371819103	241255.359095047	146864.730068807	279081.130790596	123562.33212803	1313070.01100429	2522873.43935434	7429.24449034035	25079.1594061162	8129.39839717001	7967.01177705849	8256.68001181579	4804.34159910911	8767.8320039995	4102.09649649595	23302.7820717496	38791.6553794252	265309.865771391	630116.655483491	258866.099488433	198377.864295212	259116.457656801	126308.941752711	291797.775959122	139233.734266857	1050291.47713305	1997848.14362937	7932.13633820414	21342.1400370879	9021.14917896688	8441.01624643813	8715.34292918762	5995.31297472106	9082.91991893202	5425.63640611891	17962.4956434514	28789.66143115	289463.613183068	576366.465714358	289325.290771763	215076.400302626	276977.556218554	170527.819011261	304514.421127648	188253.90360045	787512.943261816	1482882.10991968
R01-0041	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	03/23/2022 09:00 AM	03/24/2022 08:30 AM	0.142	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	299865.301251411	256482.869982719	278174.085617065	161186.061621435	137866.780562302	149526.421091869	172319.594491273	702739.135537345	107524.445453659	254867.760991204	NA	NA	NA	NA	NA	NA	99089.9445786447	391549.514192279	61802.9296326808	143937.992154879	NA	NA	NA	NA	NA	NA	142667.424895335	638928.321991629	88306.6387955687	224538.610686125	NA	NA	NA	NA	NA	NA	81141.8048078085	345217.248197151	50221.9731381636	123741.18881632	NA	NA	NA	NA	NA	NA	113015.255299397	607752.269696782	69088.8321374788	202197.929266521	NA	NA	NA	NA	NA	NA	63193.6650369723	322563.308345992	38641.0166436464	109058.566852377	NA	NA	NA	NA	NA	NA
