Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci
A03-0170	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	02/07/2022 06:00 AM	02/07/2022 02:00 PM	NA	02/08/2022	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1479	403	941	NA	NA	NA	18455.7427936	52992.8697584589	NA	NA	12468.7552391	35093.1427820917	NA	NA	6481.7676846	17500.2419490899	NA	NA
A02-0370	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	02/23/2022 09:00 AM	02/24/2022 11:26 AM	NA	02/28/2022	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2687	2518.660328	2602.830164	NA	NA	NA	187919.10237	693287.027075752	NA	NA	198748.7716388	748776.525087717	NA	NA	209578.4409076	804446.036835492	NA	NA
D01-0071	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	02/23/2022 07:40 AM	02/24/2022 07:40 AM	1.31	03/02/2022	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	166795.865	196739.9812	181767.9231	827121.863281842	975611.354826923	901366.609054382	174313.7888	245765.603002569	685347.796031627	1325011.16639076	156795.171614	217525.372112095	618467.070520486	1186839.35123289	139276.554428	200829.235962095	551586.345009343	1089223.98992584
J01-0045	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	05/09/2022 07:30 AM	05/10/2022 07:30 AM	0.288	05/11/2022	24-hr time-weighted composite	Alpine Lake	26764	NA	-79.50179	39.45709	700	Preston	0.15	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1202	2837.91611	2019.958055	1310.41809216	3093.89069432307	2202.15439324153	1299.2677212	1564.32251824537	1119.71753349109	1206.23232611121	2421.1670846	4592.57397082257	2122.00510163698	3561.11553931732	3543.066448	7762.38862302187	3124.29266978287	5994.27076341745
A1030	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	04/15/2021 12:00 PM	04/16/2021 12:00 PM	10.003	04/16/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7632	1221	4426.5	288989.16194736	46233.72205683	167611.442002095	8415.6	8234.21203746423	323882.81391948	330842.780161493	9024.3	12196.1700018029	347476.691117799	491785.328287595	9633	18260.9049045995	371070.568316118	737523.624006335
H01-0169	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	03/25/2022 08:00 AM	03/26/2022 08:00 AM	2.2	04/01/2022	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1656	5622.344445	3639.1722225	13791.005712	46822.3335482044	30306.6696301022	12799.1797322	19437.0419782059	120501.851920737	229617.257252408	9912.0551584	12571.2718080031	90194.7676989793	136265.594892434	7024.9305846	10628.9292352542	59887.6834772222	76649.5451307126
E01-0067	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	02/21/2022 07:55 AM	02/22/2022 07:55 AM	2.21	02/24/2022	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	190568.5034	214450.5912	202509.5473	1594249.61978642	1794041.34148001	1694145.48063321	289421.6268958	345360.502682127	2526570.05873132	3079462.68517172	311945.5322658	374749.173725476	2718232.71455623	3314063.10185987	334469.4376358	405779.673822528	2909895.37038114	3562654.01403542
P01-0004	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	02/09/2022 11:39 AM	02/10/2022 11:30 AM	NA	02/17/2022	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	178015.3638	142891.8806	160453.6222	NA	NA	NA	115339.333866	176479.66100387	145629.556900479	237251.843353317	111018.899064	154234.613949515	157132.243239914	246151.55972991	106698.464262	136793.782047102	168634.929579348	269377.18093573
G01-0138	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	03/12/2022 09:00 AM	03/13/2022 08:00 AM	0.985	03/17/2022	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	20358.69386	3392.429072	11875.561466	75910.0132747139	12649.1089094379	44279.5610920759	21425.1503508	25509.6894450247	82393.2055490323	94999.0848465729	17609.5287023	24866.3377721815	67690.7117326868	93188.0990543359	13793.9070538	27706.3962395093	52988.2179163414	105670.758294918
H01-0007	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	10/04/2021 08:00 AM	10/05/2021 08:00 AM	NA	10/08/2021	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	78673.53201	82971.58778	80822.559895	NA	NA	NA	61908.03862	81886.2555182755	NA	NA	45021.263284	58949.9166130682	NA	NA	28134.487948	58547.8494453583	NA	NA
H01-0193	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	04/18/2022 08:00 AM	04/19/2022 08:00 AM	2.4	04/22/2022	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5025.090314	10050.78262	7537.936467	45652.865101245	91311.1992901781	68482.0321957115	8869.9820442	20967.8047350675	73956.8710873844	174466.028975236	7606.6628882	16485.3918008452	63948.1432727162	137823.23084986	6343.3437322	12975.6350437347	53939.415458048	110576.265963972
C01-0079	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	02/15/2022 07:00 AM	02/16/2022 07:00 AM	8.959	02/22/2022	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	14617.15361	23389.89493	19003.52427	495718.666324151	793232.925473896	644475.795899023	28053.912668	44768.8875573636	1234133.89746755	2171032.77739892	28875.684233	46462.9385044524	1259507.47135607	2242826.30267583	29697.455798	49011.5040517926	1284881.04524458	2349096.92365612
A0031	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/01/2020 12:00 AM	12/01/2020 11:59 PM	11.562	12/04/2020	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	82456.8	82456.8	82456.8	3608879.37911986	3608879.37911986	3608879.37911986	38689.2	56253.5650605964	1448609.4458226	2636419.58110865	38570.28	55276.5438005889	1438741.73775809	2601432.33606265	38451.36	54450.5091089287	1428874.02969358	2570032.29820757
B01-0041	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	01/03/2022 07:00 AM	01/04/2022 07:00 AM	16	01/10/2022	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2259	1178	1718.5	136819.85904	71347.40768	104083.63336	5951.4744252	16374.2154365621	218712.983551406	392584.977429124	11514.1734891	37534.3556690075	370360.768459334	922102.946389664	17076.872553	58780.6579995813	522008.553367262	1474450.13609743
L01-0024	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	01/15/2022 09:00 AM	01/16/2022 09:00 AM	0.285	01/26/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	813846.2377	807165.463	810505.85035	878011.380695808	870803.881359027	874407.631027417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
J01-0028	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	04/13/2022 07:30 AM	04/14/2022 07:30 AM	0.21	04/20/2022	24-hr time-weighted composite	Alpine Lake	26764	NA	-79.50179	39.45709	700	Preston	0.15	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2067	165	1116	1643.1329187	131.1644565	887.1486876	1688.8228416	1475.86588116042	1728.26833155194	1009.903957393	995.7114208	535.360027449793	1065.31848666897	355.4630710077	302.6	704.56135838779	402.368641786	1048.07801775863
A01-0200	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	03/13/2022 12:00 AM	03/14/2022 12:00 AM	11.8	03/18/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	23429.11866	20499.76297	21964.440815	1046528.07678766	915680.091382359	981104.084085008	34992.38994	18434.1723547377	1585826.62115172	969356.50561135	35905.266424	26715.2592937246	1609311.39634186	1142327.89299598	36818.142908	38375.0516226356	1632796.171532	1519907.67462211
L01-0083	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	04/11/2022 09:10 AM	04/12/2022 09:10 AM	0.337	04/20/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8249.535458	5499.510169	6874.5228135	10523.7935440888	7015.63256583716	8769.713054963	4713.5818984	5819.99824731849	6240.68437376827	7119.25506079069	4174.9671838	4421.32707878877	5545.79062127903	5335.90002477647	3636.3524692	3031.17653711667	4850.89686878979	3561.45016458868
E02-0065	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	03/09/2022 08:00 AM	03/10/2022 08:00 AM	0.39	03/11/2022	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2244.812194	4489.744361	3367.2782775	3314.03846564292	6628.25404861347	4971.1462571282	228776.7264874	762945.942144471	112359.147549978	364664.8416822	225091.0072045	748397.111430268	110858.57430176	357261.891966578	221405.2879216	734133.134103718	109358.001053542	350030.685201386
A01-0111	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/28/2021 12:00 AM	11/28/2021 11:55 PM	6.543	11/30/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1014164.768	908001.4014	961083.0847	25118769.7203674	22489322.0778278	23804045.8990976	258152.682198	779103.014428861	6318388.25890696	19377071.8926455	233894.266221	749295.087852547	5731162.05582145	18621154.1119791	209635.850244	719843.363778381	5143935.85273594	17875210.771864
N02-0051	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	04/19/2022 07:00 AM	04/20/2022 07:00 AM	11.369	04/26/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5886.484059	5886.484059	5886.484059	253332.648664008	253332.648664008	253332.648664008	8987.4772252	13682.4628810767	362364.742450114	625713.666054304	9865.1638833	10478.5747841876	385131.777380522	488016.655421901	10742.8505414	8388.26021126474	407898.81231093	361764.917991495
N02-0023	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	03/08/2022 07:00 AM	03/09/2022 07:00 AM	10.32	03/16/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	20580.29138	16463.42514	18521.85826	803977.956981343	643150.80212302	723564.379552182	16129.529702	16741.7971015589	615746.478264752	578529.116586757	19804.6653376	19151.1487903139	762768.330429898	662858.440199915	23479.8009732	23635.0674448158	909790.182595044	849752.389133956
A01-0235	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	04/23/2022 12:00 AM	04/24/2022 11:59 PM	8.8	04/26/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	62226.25293	43069.86876	52648.060845	2072856.54491301	1434726.58474457	1753791.56482879	55243.970232	31283.6475371182	2141652.11273759	684524.530883052	50958.80697	22620.4851338087	1997207.09277126	455083.155532679	46673.643708	15376.5320305975	1852762.07280494	442586.913771546
L01-0039	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	02/22/2022 09:00 AM	02/23/2022 09:00 AM	0.34141	03/02/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	303365.6073	306441.1283	304903.3678	392062.681317004	396037.413391739	394050.047354372	132952.873922	218736.782948839	172756.753898008	272526.808072381	141166.392958	213421.001173749	183475.742049231	264226.572388245	149379.911994	209260.569786393	194194.730200453	257393.49711838
B01-0100	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	02/13/2022 07:00 AM	02/14/2022 07:00 AM	8.4	02/15/2022	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	247544.0723	207302.3424	227423.20735	7871268.7764912	6591684.62353283	7231476.70001201	275827.28346	137636.032131608	11125484.4509897	5438574.45106014	285533.85385	158144.512071787	11570519.0399972	6470697.11223923	295240.42424	182402.284140579	12015553.6290047	7551419.63611792
C01-0035	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	11/08/2021 07:00 AM	11/09/2021 07:00 AM	NA	11/12/2021	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	11626.55532	7265.963145	9446.2592325	NA	NA	NA	16503.4242792	34030.4733475791	705804.806177049	625706.282386592	19200.6282287	41678.6642660662	842134.534004001	663617.620628924	21897.8321782	49682.1016423357	978464.261830953	753954.31766211
B01-0031	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	12/09/2021 07:00 AM	12/10/2021 07:00 AM	6.747	12/15/2021	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	872	164	518	22271.02062744	4188.58644828	13229.80353786	9734.8967614	15173.0741427707	250354.01634305	368609.816667779	10229.5367256	17107.6838839232	270089.948772069	468342.661093629	10724.1766898	26662.5852279454	289825.881201088	738570.287983956
A04-0071	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	05/05/2022 07:45 AM	05/06/2022 07:30 AM	0.699	05/06/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	202976.4014	130570.6774	166773.5394	537075.880836878	345490.220007777	441283.050422328	135252.395682	173448.543662261	353670.844785017	392198.287576229	119667.931847	131450.447319365	315038.491891014	286722.435959807	104083.468012	92343.5412781302	276406.13899701	188358.115775043
R01-0032	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	03/30/2022 09:00 AM	03/31/2022 08:30 AM	0.117	04/06/2022	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	22763.11152	35776.15745	29269.634485	10081.622067534	15845.0086282181	12963.3153478761	50828.4648246	121510.650542507	27957.7853974823	63641.9858581389	36760.8124909	69783.2038731083	20241.445645056	36195.5091263968	22693.1601572	26946.2924317073	12525.1058926297	13159.5289595432
O01-0026	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	02/14/2022 06:40 AM	02/15/2022 06:40 AM	1.51	02/16/2022	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	87983.94084	70372.3754	79178.15812	502913.487137668	402246.32328	452579.905208834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
H01-0190	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	04/16/2022 08:00 AM	04/17/2022 08:00 AM	2.2	04/22/2022	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2832.162981	1964	2398.0814905	23585.9757537959	16355.999528	19970.9876408979	8075.7555622	21757.8618927759	69101.5785604598	179669.859925568	6352.2845961	17242.4162339794	54454.304690282	142232.18381405	4628.81363	12793.9042614242	39807.0308201043	105526.691072074
M04-0043	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	04/10/2022 11:00 AM	04/11/2022 11:00 AM	0.126	04/13/2022	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1603	2530	2066.5	764.56954098	1206.7129998	985.64127039	3317.613995	6236.70423278052	3052.85833216925	6713.05593997981	2588.4431519	2760.24519985285	2253.62415752413	3257.2801623043	1859.2723088	1538.84654414644	1454.389982879	1282.84946819615
H01-0135	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	02/20/2022 08:00 AM	02/21/2022 08:00 AM	2.5	02/25/2022	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5881.939949	8823.220208	7352.5800785	55663.8857558602	83498.7650189132	69581.3253873867	22177.3500578	48661.1630409923	218220.341762523	489849.718441959	24131.2516137	55217.7744140312	227155.548924854	496310.382324361	26085.1531696	63489.1635127283	236090.756087184	521924.213876759
A02-0491	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	05/02/2022 09:00 AM	05/04/2022 09:00 AM	NA	05/04/2022	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2509.160698	5018.471628	3763.816163	NA	NA	NA	505740.5039996	948151.203995352	NA	NA	535752.6690826	996349.741986503	NA	NA	565764.8341656	1046410.81169179	NA	NA
R01-0026	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	05/01/2022 09:00 AM	05/02/2022 08:30 AM	0.195	05/04/2022	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	726	293	509.5	535.9004937	216.27940035	376.089947025	1196	1001.99203475509	780.355457762	594.943591185144	1257.3	956.271658530332	804.079379314	508.604394586909	1318.6	1594.49573660253	827.803300866	894.489276654444
A1025	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	04/08/2021 12:00 PM	04/08/2021 11:55 AM	8.828	04/09/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	59970	34980	47475	2004053.4408156	1168947.6298104	1586500.535313	57411.6	52766.0453911561	1954794.33959316	1696559.8751549	50565	61879.7207796477	1714993.3251432	2009570.04924327	43718.4	72385.0894477026	1475192.31069324	2376465.78941571
K01-0032	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	02/10/2022 06:20 AM	02/11/2022 06:38 AM	8.053	02/16/2022	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	171769.7704	144116.3948	157943.0826	5236213.65990712	4393230.73734706	4814722.19862709	205095.648226	249223.840238731	5744344.33953079	5067488.05983494	197262.050894	278547.873090586	5401585.68208362	5274109.98413336	189428.453562	311869.737828167	5058827.02463644	5803444.99336605
J01-0015	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	03/25/2022 07:30 AM	03/26/2022 07:30 AM	0.138	03/30/2022	24-hr time-weighted composite	Alpine Lake	26764	NA	-79.50179	39.45709	700	Preston	0.15	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2812.775667	2707	2759.8878335	1469.35626099135	1414.10047206	1441.72836652567	4896.1121402	6172.46857671784	2505.5451991578	3396.04914107189	5207.0011035	4910.52319470686	2619.90186855543	2770.96395134776	5517.8900668	4997.81809094564	2734.25853795305	2603.90314624962
A02-0205	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	11/01/2021 10:38 AM	11/03/2021 10:38 AM	NA	11/03/2021	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	74938.28177	58716.3645	66827.323135	NA	NA	NA	22201.81243	57185.9224679733	NA	NA	20381.4543712	50052.1718545093	NA	NA	18561.0963124	42945.0560132049	NA	NA
H01-0088	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	12/10/2021 08:00 AM	12/11/2021 08:00 AM	3.7	12/17/2021	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	36061.99466	25755.40312	30908.69889	505084.910261869	360730.613940573	432907.762101221	45413.753148	93545.716065681	339773.146450058	534794.646143229	41489.3238736	100883.462807811	302184.27625205	569360.502714577	37564.8945992	108297.448115837	264595.406054043	609562.546493886
A02-0271	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	12/15/2021 09:00 AM	12/17/2021 09:00 AM	NA	12/17/2021	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8716.18255	5810.58735	7263.38495	NA	NA	NA	4800.7681786	6432.36162829329	NA	NA	4816.9179487	6819.9923156099	NA	NA	4833.0677188	8025.35288717168	NA	NA
A1055	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	05/24/2021 12:00 AM	05/24/2021 11:55 PM	7.396	05/28/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6982.5	6982.5	6982.5	195488.3009037	195488.3009037	195488.3009037	2643.15	5383.67961510619	71480.0792974915	149334.945935061	3953.075	3612.60474797269	106928.381088312	104150.25177735	5263	3096.08200094171	142376.682879133	95175.7046324025
B01-0003	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	09/21/2021 07:00 AM	09/22/2021 07:00 AM	NA	09/24/2021	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	15182.38552	7590.328939	11386.3572295	NA	NA	NA	32765.55443	45989.3474621491	NA	NA	31588.9695332	42867.7769669193	NA	NA	30412.3846364	44607.7555874496	NA	NA
A01-0193	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	03/06/2022 12:00 AM	03/06/2022 11:59 PM	8.3	03/07/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	56091.76934	72933.94491	64512.857125	1762341.85999183	2291504.54053463	2026923.20026323	89348.203006	54956.4374776466	3108522.15993376	1989005.84049142	73766.865351	48223.7201840237	2525719.4589939	1559499.52110475	58185.527696	66825.0672095024	1942916.75805403	2191277.33568782
A0243	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	02/16/2021 12:00 PM	02/16/2021 11:55 AM	12.183	02/18/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	13800	4590	9195	636423.570414	211680.0136377	424051.79202585	45494.4	48304.9169576031	1624644.04959163	1533904.96020005	51060.6	59358.9401458716	1814351.72053588	1963437.63713077	56626.8	73486.7408573305	2004059.39148012	2508856.26631762
A01-0212	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	03/27/2022 12:00 AM	03/28/2022 12:00 AM	9	03/29/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	39320.54132	41943.22698	40631.88415	1339599.33286327	1428950.79758126	1384275.06522226	41079.3937476	59282.921845217	1519735.23692217	2173534.6373532	36530.0464947	49647.8747303675	1357368.96322769	1793557.25785103	31980.6992418	41471.5250546699	1195002.68953321	1468716.76099199
A0224	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	01/20/2021 12:00 AM	01/20/2021 11:59 PM	8.431	01/22/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	44784	44784	44784	1429272.03194064	1429272.03194064	1429272.03194064	58609.2	41827.2332519303	1717692.48297458	1125178.7432246	59167.8	34033.5320461507	1735298.65958	878561.905679756	59726.4	27351.7505118637	1752904.83618542	664637.855574125
