Asset Tag ID	Department	Location	Description	Site	Category	Sample Collection Method	Sample Collection By	Sample Collection Date/Time	Sample Received Date	Sample Composite Start	Sample Composite End	Sample Received By	Assay Date	Comments	Sample pH (Lab)	Control, Process (Type)	Control, Internal (Type)	Sample QC Check	Assay Target 1	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	Status: NWSS	Status: WaTCH
B01-0056	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite		10/29/2021 07:00 AM	11/03/2021	10/28/2021 07:00 AM	10/29/2021 07:00 AM	JL	11/22/21		7.12			Pass	SARS-CoV-2 N1	4697.33486	SARS-CoV-2 N2	10961.82153		Processing	Complete
Q01-0395	WWTP	MadisonWWTP-01	Sample	Boone	Sample	Composite		06/21/2023 08:00 AM	06/28/2023	06/20/2023 08:00 AM	06/21/2023 08:00 AM	SB	2023-07-03					Pass	SARS-CoV-2 N1	4737.67753690482	SARS-CoV-2 N2	2368.77612769604	0.337	Processing	Complete
L01-0414	WWTP	WestUnionWWTP-01	Sample	Doddridge	Sample	Composite		04/28/2023 09:00 AM	05/03/2023	04/28/2023 09:00 AM	04/29/2023 09:00 AM	AJ	2023-05-09					Pass	SARS-CoV-2 N1	839270.485639573	SARS-CoV-2 N2	916127.457618715	0.161	Processing	Complete
G01-0233	WWTP	KeyserWWTP-01	Sample	Mineral	Sample	Composite		08/08/2022 08:00 AM	08/16/2022	08/07/2022 09:00 AM	08/08/2022 08:00 AM	AJ	8/17/22					Pass	SARS-CoV-2 N1	267007.4853	SARS-CoV-2 N2	231465.9441	0.587	Processing	Complete
G01-0080	WWTP	KeyserWWTP-01	Sample	Mineral	Sample	Composite		12/01/2021 01:40 PM	12/02/2021	11/30/2021 09:00 AM	12/01/2021 08:00 AM	AJ	12/6/21		7.29			Pass	SARS-CoV-2 N1	61838.73385	SARS-CoV-2 N2	77885.89418	0.58	Processing	Complete
A02-0125	WVU Morgantown	HonorsSummit-01 (MUB)	Sample	Monongalia	Sample	Composite	EL	09/24/2021 10:03 AM	09/27/2021	09/22/2021 10:04 AM	09/24/2021 10:04 AM	JL	9/29/21		7.15			Pass	SARS-CoV-2 N1	2338573.751	SARS-CoV-2 N2	2526592.445		Rejected: No Flow	Complete
D01-0102	WWTP	CharlesTownWWTP-01	Sample	Jefferson	Sample	Composite		09/12/2022 07:40 AM	09/16/2022	09/11/2022 07:40 AM	09/12/2022 07:40 AM	AJ	9/20/22					Pass	SARS-CoV-2 N1	96977.92187	SARS-CoV-2 N2	17301.03822	1.27	Processing	Complete
L01-0397	WWTP	WestUnionWWTP-01	Sample	Doddridge	Sample	Composite		03/20/2023 09:00 AM	03/22/2023	03/19/2023 09:00 AM	03/20/2023 09:00 AM	AJ	2023-03-24					Pass	SARS-CoV-2 N1	367768.254876136	SARS-CoV-2 N2	383249.822258948	0.292	Processing	Complete
A03-0329	K-12	MorgantownHS-01	A03-0329	Monongalia	Sample	Composite	GZ	05/05/2022 11:20 AM	05/05/2022	05/02/2022 06:00 AM	05/02/2022 02:00 PM	AJ	5/9/22		7.57			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Complete
A02-0275	WVU Morgantown	CollegePark-02	Sample	Monongalia	Sample	Composite	GZ	12/20/2021 09:31 AM	12/20/2021	12/18/2021 09:00 AM	12/20/2021 09:00 AM	AJ	12/28/21		7.41			Pass	SARS-CoV-2 N1	38276.92933	SARS-CoV-2 N2	29440.68834		Processing	Complete
R01-0212	WWTP	HuttonsvilleWWTP-01	Sample	Randolph	Sample	Composite		01/23/2023 09:00 AM	01/26/2023	01/22/2023 09:00 AM	01/23/2023 09:00 AM	AJ	1/27/23					Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.187	Processing	Complete
A01-0530	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite		04/03/2023 12:00 AM	04/05/2023	04/02/2023 12:00 AM	04/03/2023 12:00 AM	AJ	2023-04-07					Pass	SARS-CoV-2 N1	58324.5746791363	SARS-CoV-2 N2	72222.5752472876	10.8	Processing	Complete
B01-0067	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite		11/03/2021 07:45 AM	11/05/2021	11/02/2021 07:00 AM	11/03/2021 07:00 AM	JL	11/8/21		6.86			Pass	SARS-CoV-2 N1	14049.76763	SARS-CoV-2 N2	15611.3407		Processing	Complete
A0212	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GS	01/04/2021 12:00 AM	01/08/2021	01/04/2021 12:00 AM	01/04/2021 11:59 PM	TD	2/22/21					Pass	SARS-CoV-2 N1	24480	SARS-CoV-2 N2	27960	11.872	Rejected: No NTC	Complete
N02-0015	WWTP	ClarksburgWWTP-01	N02-0015	Harrison	Sample	Composite		03/25/2022 07:00 AM	03/30/2022	03/24/2022 07:00 AM	03/25/2022 07:00 AM	AJ	4/4/22		7.35			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	2597.809578	8.58	Processing	Complete
B01-0505	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite		07/12/2023 07:00 AM	07/14/2023	07/11/2023 07:00 AM	07/12/2023 07:00 AM	AJ	2023-07-21					Pass	SARS-CoV-2 N1	59977.1482497453	SARS-CoV-2 N2	67179.8074990509	9.27	Processing	Complete
M03-0095	WWTP	ManningtonWWTP-01	M03-0095	Marion	Sample	Composite		06/23/2022 11:00 AM	06/29/2022	06/22/2022 11:00 AM	06/23/2022 11:00 AM	AJ	6/30/22		7.09			Pass	SARS-CoV-2 N1	396224.1966	SARS-CoV-2 N2	153281.9223	0.138	Processing	Complete
A03-0196	K-12	MorgantownHS-01	A03-0196	Monongalia	Sample	Composite	GZ	03/03/2022 10:49 AM	03/04/2022	02/28/2022 06:00 AM	02/28/2022 02:00 PM	AJ	3/9/22		8.39			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Complete
R02-0267	WWTP	ElkinsWWTP-01	Sample	Randolph	Sample	Composite		04/06/2023 06:00 AM	04/12/2023	04/05/2023 06:00 AM	04/06/2023 06:00 AM	AJ	2023-04-14					Pass	SARS-CoV-2 N1	32850.4667803645	SARS-CoV-2 N2	39423.4505295753	2.5332	Processing	Complete
R01-0081	WWTP	HuttonsvilleWWTP-01	Sample	Randolph	Sample	Composite		10/17/2022 09:00 AM	10/19/2022	10/16/2022 09:00 AM	10/17/2022 09:00 AM	AJ	10/20/22					Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.171	Processing	Complete
N03-0057	WWTP	SalemWWTP-01	N03-0057	Harrison	Sample	Composite		05/03/2022 07:30 AM	05/04/2022	05/02/2022 07:30 AM	05/03/2022 07:30 AM	AJ	5/5/22		7.09			Pass	SARS-CoV-2 N1	2688.633632	SARS-CoV-2 N2	5377.439791	0.44611	Processing	Complete
O01-0301	WWTP	GraftonWWTP-01	Sample	Taylor	Sample	Composite		03/03/2023 06:10 AM	03/08/2023	03/02/2023 06:10 AM	03/03/2023 06:10 AM	AJ	2023-03-10					Pass	SARS-CoV-2 N1	12133.7958611548	SARS-CoV-2 N2	12133.7958611548	2.55	Processing	Complete
T01-0223	WWTP	PointPleasantWWTP-01	Sample	Mason	Sample	Composite		09/12/2023 07:00 AM	09/15/2023	09/11/2023 07:00 AM	09/12/2023 07:00 AM	AJ	2023-09-18					Pass	SARS-CoV-2 N1	22564.2366707325	SARS-CoV-2 N2	15041.5617227554	0.33	Processing	Complete
A02-0188	WVU Morgantown	HonorsSummit-01 (MUB)	Sample	Monongalia	Sample	Composite	CA	10/25/2021 10:16 AM	10/25/2021	10/23/2021 09:00 AM	10/25/2021 09:00 AM	JL	11/1/21		7.12			Pass	SARS-CoV-2 N1		SARS-CoV-2 N2			Processing	Processing
J01-0251	WWTP	AlpineLakeWWTP-01	Sample	Preston	Sample	Composite		03/22/2023 07:30 AM	03/29/2023	03/21/2023 07:30 AM	03/22/2023 07:30 AM	AJ	2023-03-31					Pass	SARS-CoV-2 N1	4924.0502435714	SARS-CoV-2 N2	9848.64195808769	0.113	Processing	Complete
A03-0161	K-12	NorthES-01	Sample	Monongalia	Sample	Composite	GZ	12/22/2021 01:11 PM	12/22/2021	12/22/2021 06:00 AM	12/22/2021 11:38 AM	AJ	12/28/21		8.27			Pass	SARS-CoV-2 N1	27631.09457	SARS-CoV-2 N2	18418.70539		Processing	Complete
E01-0356	WWTP	PrincetonWWTP-01	Sample	Mercer	Sample	Composite		09/19/2023 09:00 AM	09/25/2023	09/18/2023 09:00 AM	09/19/2023 09:00 AM	GC						Pass					1.77	Processing	Processing
A03-0245	K-12	MorgantownHS-01	A03-0245	Monongalia	Sample	Composite	GZ	04/08/2022 01:49 PM	04/11/2022	04/08/2022 06:00 AM	04/08/2022 01:49 PM	AJ	4/14/22		8.77			Pass	SARS-CoV-2 N1	2299.369904	SARS-CoV-2 N2	2299.369904		Processing	Complete
J01-0289	WWTP	AlpineLakeWWTP-01	Sample	Preston	Sample	Composite		06/05/2023 08:00 AM	06/07/2023	06/04/2023 08:00 AM	06/05/2023 08:00 AM	LW	2023-06-09					Pass	SARS-CoV-2 N1	2693.55438183993	SARS-CoV-2 N2	10775.1889899373	0.053	Processing	Complete
A01-0254	WWTP	StarCityWWTP-01	A01-0254	Monongalia	Sample	Composite		05/15/2022 12:00 AM	05/17/2022	05/15/2022 12:00 AM	05/16/2022 12:00 AM	AJ	5/18/22		6.95			Pass	SARS-CoV-2 N1	266136.4603	SARS-CoV-2 N2	231626.9839	11.9	Processing	Complete
H01-0483	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite		02/12/2023 08:00 AM	02/20/2023	02/11/2023 08:00 AM	02/12/2023 08:00 AM	AJ	2/21/23					Pass	SARS-CoV-2 N1	66648.62663	SARS-CoV-2 N2	64178.38946	1.6	Processing	Complete
A02-0718	WVU Morgantown	Evansdale-01	Sample	Monongalia	Sample	Composite	GZ	10/19/2022 09:55 AM	10/19/2022	10/17/2022 09:00 AM	10/19/2022 09:00 AM	AJ	10/20/22					Pass	SARS-CoV-2 N1	2100.471701	SARS-CoV-2 N2	0		Processing	Complete
T01-0173	WWTP	PointPleasantWWTP-01	Sample	Mason	Sample	Composite		06/28/2023 10:00 AM	07/05/2023	06/27/2023 07:00 AM	06/28/2023 07:00 AM	LW	2023-07-06					Pass	SARS-CoV-2 N1	2785.99382378161	SARS-CoV-2 N2	2785.99382378161	0.37	Processing	Complete
J01-0348	WWTP	AlpineLakeWWTP-01	Sample	Preston	Sample	Composite		09/19/2023 07:30 AM	09/20/2023	09/18/2023 07:30 AM	09/19/2023 07:30 AM	AJ						Pass					0.059	Processing	Processing
J01-0137	WWTP	AlpineLakeWWTP-01	Sample	Preston	Sample	Composite		09/21/2022 07:30 AM	09/30/2022	09/20/2022 07:30 AM	09/21/2022 07:30 AM	AJ	10/4/22					Pass	SARS-CoV-2 N1	2242.170135	SARS-CoV-2 N2	2242.170135	0.049	Processing	Complete
R01-0059	WWTP	HuttonsvilleWWTP-01	Sample	Randolph	Sample	Composite		07/19/2022 08:45 AM	07/20/2022	07/18/2022 09:00 AM	07/19/2022 08:30 AM	AJ	7/25/22					Pass	SARS-CoV-2 N1	2837.147699	SARS-CoV-2 N2	2837.147699	0.11	Processing	Complete
H01-0144	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite		03/02/2022 08:00 AM	03/04/2022	03/01/2022 08:00 AM	03/02/2022 08:00 AM	AJ	3/9/22		7.27			Pass	SARS-CoV-2 N1	18637.11353	SARS-CoV-2 N2	9317.521602	2.4	Processing	Complete
A02-1013	WVU Morgantown	MtValley-01	Sample	Monongalia	Sample	Composite	GZ	02/06/2023 10:41 AM	02/08/2023	02/04/2023 09:00 AM	02/06/2023 09:00 AM	AJ	2/10/23					Pass	SARS-CoV-2 N1	60267.66121	SARS-CoV-2 N2	71866.89466		Processing	Complete
H01-0162	WWTP	MoundsvilleWWTP-01	H01-0162	Marshall	Sample	Composite		03/20/2022 08:00 AM	03/25/2022	03/19/2022 08:00 AM	03/20/2022 08:00 AM	JL	3/30/22		6.71			Pass	SARS-CoV-2 N1	57011.18276	SARS-CoV-2 N2	48454.56161	2.1	Processing	Complete
Q01-0054	WWTP	MadisonWWTP-01	Q01-0054	Boone	Sample	Composite		06/27/2022 08:00 AM	06/30/2022	06/26/2022 08:00 AM	06/27/2022 08:00 AM	AJ	7/5/22		7.11			Pass	SARS-CoV-2 N1	338766.2387	SARS-CoV-2 N2	338766.2387	0.461	Processing	Complete
N02-0184	WWTP	ClarksburgWWTP-01	Sample	Harrison	Sample	Composite		11/15/2022 07:00 AM	11/17/2022	11/14/2022 07:00 AM	11/15/2022 07:00 AM	AJ	11/29/22					Fail: Missing Required Data	SARS-CoV-2 N1	72352.56225	SARS-CoV-2 N2	86838.0779		Processing	Complete
R01-0165	WWTP	HuttonsvilleWWTP-01	Sample	Randolph	Sample	Composite		11/03/2022 09:00 AM	11/11/2022	11/02/2022 09:00 AM	11/03/2022 09:00 AM	AJ	11/21/22					Pass	SARS-CoV-2 N1	878109.4193	SARS-CoV-2 N2	484568.8462	0.152	Processing	Complete
L01-0461	WWTP	WestUnionWWTP-01	Sample	Doddridge	Sample	Composite		06/26/2023 09:00 AM	06/28/2023	06/25/2023 09:00 AM	06/26/2023 09:00 AM	GC	2023-07-03					Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.194	Processing	Complete
A03-0085	K-12	MountainviewES-01	Sample	Monongalia	Sample	Composite	GZ	01/11/2022 11:29 AM	01/11/2022	01/10/2022 06:00 AM	01/10/2022 02:00 PM	AJ	1/19/22		4.91			Pass	SARS-CoV-2 N1	1331076	SARS-CoV-2 N2	203602.1805		Processing	Complete
A02-1092	WVU Morgantown	TowersBB-01	Sample	Monongalia	Sample	Composite	GZ	03/03/2023 12:15 PM	03/06/2023	03/01/2023 09:00 AM	03/03/2023 09:00 AM	AJ	2023-03-06					Pass	SARS-CoV-2 N1	16629.7809407115	SARS-CoV-2 N2	11877.7841515839		Processing	Complete
J01-0049	WWTP	AlpineLakeWWTP-01	J01-0049	Preston	Sample	Composite		05/16/2022 07:30 AM	05/18/2022	05/13/2022 07:30 AM	05/14/2022 07:30 AM	AJ	5/19/22		7.18			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	7035.913803	0.128	Processing	Complete
M03-0186	WWTP	ManningtonWWTP-01	Sample	Marion	Sample	Composite		01/10/2023 11:00 AM	01/11/2023	01/09/2023 11:00 AM	01/10/2023 11:00 AM	AJ	1/12/23					Pass	SARS-CoV-2 N1	47428.99865	SARS-CoV-2 N2	35051.0408	0.15	Processing	Complete
B01-0315	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite		03/15/2023 07:00 AM	03/20/2023	03/14/2023 07:00 AM	03/15/2023 07:00 AM	AJ	2023-03-21					Pass	SARS-CoV-2 N1	111659.267395735	SARS-CoV-2 N2	136510.261148214	7.639	Processing	Complete
A01-0591	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite		06/14/2023 12:00 AM	06/20/2023	06/13/2023 12:00 AM	06/14/2023 12:00 AM	LW	2023-06-26					Pass	SARS-CoV-2 N1	14043.7677316368	SARS-CoV-2 N2	14043.7677316368	14.3	Processing	Complete
K01-0007	WWTP	ParkersburgWWTP-01	G	Wood	Sample	Composite		01/20/2022 06:32 AM	01/26/2022	01/19/2022 06:24 AM	01/20/2022 06:32 AM	AJ	2/2/22		7.27			Pass	SARS-CoV-2 N1	783886.1704	SARS-CoV-2 N2	765595.0356	9.083	Processing	Complete
G01-0004	WWTP	KeyserWWTP-01	Sample	Mineral	Sample	Composite	GP	10/10/2021 09:00 AM	10/13/2021	10/09/2021 08:45 AM	10/10/2021 09:00 AM	JL	10/14/21		6.93			Pass	SARS-CoV-2 N1	92150.051	SARS-CoV-2 N2	28325.17728		Rejected: No Flow	Complete
A02-0132	WVU Morgantown	NorthHighSt-02 (MUB)	Sample	Monongalia	Sample	Composite	EL	09/29/2021 10:14 AM	09/29/2021	09/27/2021 10:14 AM	09/29/2021 10:14 AM	JL	9/29/21		7.41			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	7143.197432		Rejected: No Flow	Complete
M04-0029	WWTP	FarmingtonWWTP-01	Sample	Marion	Sample	Composite		03/28/2022 10:30 AM	03/30/2022	03/27/2022 10:30 AM	03/28/2022 10:30 AM	AJ	3/31/22					Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.104	Processing	Complete
A01-0566	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite		05/16/2023 12:00 AM	05/23/2023	05/15/2023 12:00 AM	05/16/2023 12:00 AM	AJ	2023-05-26					Pass	SARS-CoV-2 N1	185408.162176609	SARS-CoV-2 N2	214170.945882797	8.9	Processing	Complete
N02-0100	WWTP	ClarksburgWWTP-01	N02-0100	Harrison	Sample	Composite		06/09/2022 07:00 AM	06/10/2022	06/08/2022 07:00 AM	06/09/2022 07:00 AM	AJ	6/13/22		6.93			Pass	SARS-CoV-2 N1	311466.4882	SARS-CoV-2 N2	327298.708	6.77	Processing	Complete
A01-0227	WWTP	StarCityWWTP-01	A01-0227	Monongalia	Sample	Composite	GG	04/14/2022 12:00 AM	04/19/2022	04/14/2022 12:00 AM	04/14/2022 12:00 AM	AJ	4/20/22		7.17			Pass	SARS-CoV-2 N1	32474.35894	SARS-CoV-2 N2	28864.85204	9.7	Processing	Complete
A03-0028	K-12	MorgantownHS-01	Sample	Monongalia	Sample	Composite	BL	09/20/2021 10:00 AM	09/21/2021	09/17/2021 06:00 AM	09/17/2021 02:00 PM	TD	9/24/21		7.59			Pass	SARS-CoV-2 N1	55314.1284	SARS-CoV-2 N2	75098.87129		Rejected: No Flow	Complete
H01-0215	WWTP	MoundsvilleWWTP-01	H01-0215	Marshall	Sample	Composite		05/11/2022 08:00 AM	05/13/2022	05/10/2022 08:00 AM	05/11/2022 08:00 AM	AJ			7.2			Pass					2.5	Processing	Processing
A01-0543	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite		04/23/2023 12:00 AM	04/25/2023	04/22/2023 12:00 AM	04/23/2023 12:00 AM	AJ	2023-04-25					Pass	SARS-CoV-2 N1	131831.943690777	SARS-CoV-2 N2	142311.432212591	7.4	Processing	Complete
Q01-0027	WWTP	MadisonWWTP-01	Q01-0027	Boone	Sample	Composite		05/31/2022 08:00 AM	06/02/2022	05/30/2022 08:00 AM	05/31/2022 08:00 AM	AJ	6/6/22		6.83			Pass	SARS-CoV-2 N1	441237.1731	SARS-CoV-2 N2	449352.0176	0.354	Processing	Complete
E01-0073	WWTP	PrincetonWWTP-01	E01-0073	Mercer	Sample	Composite		03/03/2022 08:15 AM	03/11/2022	03/02/2022 08:15 AM	03/03/2022 08:15 AM	AJ	3/14/22		6.99			Pass	SARS-CoV-2 N1	131937.8257	SARS-CoV-2 N2	118455.7343	2.911	Processing	Complete
O01-0256	WWTP	GraftonWWTP-01	G	Taylor	Sample	Composite		02/10/2023 06:10 AM	02/15/2023	02/09/2023 06:10 AM	02/10/2023 06:10 AM	AJ	2/17/23					Pass	SARS-CoV-2 N1	164350.166	SARS-CoV-2 N2	135473.1765	1.29	Processing	Complete
R01-0293	WWTP	HuttonsvilleWWTP-01	Sample	Randolph	Sample	Composite		06/13/2023 09:00 AM	06/14/2023	06/12/2023 08:00 AM	06/13/2023 08:00 AM	LW	2023-06-16					Pass	SARS-CoV-2 N1	2378.83580848575	SARS-CoV-2 N2	0	0.21	Processing	Complete
J01-0306	WWTP	AlpineLakeWWTP-01	Sample	Preston	Sample	Composite		07/13/2023 07:30 AM	07/19/2023	07/12/2023 07:30 AM	07/13/2023 07:30 AM	AJ	2023-07-21					Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.083	Processing	Complete
A03-0114	K-12	MorgantownHS-01	Sample	Monongalia	Sample	Composite	GZ	12/02/2021 11:31 AM	12/14/2021	11/29/2021 06:00 AM	11/29/2021 02:00 PM	AJ	12/14/21		8.22			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	2393.79527		Rejected: No Flow	Complete
E01-0201	WWTP	PrincetonWWTP-01	Sample	Mercer	Sample	Composite		11/02/2022 08:00 AM	11/03/2022	11/01/2022 08:00 AM	11/02/2022 08:00 AM	SB	11/10/22					Pass	SARS-CoV-2 N1	791135.9525	SARS-CoV-2 N2	359319.2017	2.467	Processing	Complete
N03-0024	WWTP	SalemWWTP-01	N03-0024	Harrison	Sample	Composite		03/31/2022 07:30 AM	04/06/2022	03/30/2022 07:30 AM	03/31/2022 07:30 AM	AJ	4/7/22		6.56			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.56069	Processing	Complete
L01-0496	WWTP	WestUnionWWTP-01	Sample	Doddridge	Sample	Composite		07/15/2023 08:00 AM	07/19/2023	07/14/2023 08:00 AM	07/15/2023 08:00 AM	SB	2023-07-21					Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.221	Processing	Complete
A02-0402	WVU Morgantown	NorthHighSt-02 (MUB)	Ignore	Monongalia	Sample	Composite	GZ	03/16/2022 10:42 AM	03/16/2022	03/14/2022 09:00 AM	03/16/2022 09:00 AM	AJ	3/28/22		6.71			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Complete
F01-0028	WWTP	WestonWWTP-01	Sample	Lewis	Sample				09/24/2021			JL	11/22/21					Fail: Missing Required Data	SARS-CoV-2 N1	55449.95844	SARS-CoV-2 N2	25729.32884		Rejected	Rejected
Q01-0372	WWTP	MadisonWWTP-01	Sample	Boone	Sample	Composite		05/29/2023 08:00 AM	05/31/2023	05/28/2023 08:00 AM	05/29/2023 08:00 AM	LW	2023-06-02					Pass	SARS-CoV-2 N1	77903.1108319759	SARS-CoV-2 N2	87650.5306363104	0.479	Processing	Complete
N03-0118	WWTP	SalemWWTP-01	N03-0118	Harrison	Sample	Composite		07/07/2022 07:30 AM	07/13/2022	07/06/2022 07:30 AM	07/07/2022 07:30 AM	AJ	7/14/22		6.38			Pass	SARS-CoV-2 N1	19899.54773	SARS-CoV-2 N2	15476.61027	0.46688	Processing	Complete
A01-0177	WWTP	StarCityWWTP-01	G	Monongalia	Sample	Composite	GG	02/14/2022 12:00 AM	02/14/2022	02/13/2022 12:00 AM	02/14/2022 12:00 AM	AJ	2/17/22		7.39			Pass	SARS-CoV-2 N1	177175.4086	SARS-CoV-2 N2	187040.4911	9.2	Processing	Complete
G01-0240	WWTP	KeyserWWTP-01	Sample	Mineral	Sample	Composite		07/23/2022 08:50 AM	07/28/2022	07/22/2022 09:00 AM	07/23/2022 08:00 AM	AJ	8/1/22					Pass	SARS-CoV-2 N1	169923.2313	SARS-CoV-2 N2	169923.2313	0.656	Processing	Complete
R02-0301	WWTP	ElkinsWWTP-01	Sample	Randolph	Sample	Composite		06/06/2023 06:00 AM	06/08/2023	06/05/2023 06:00 AM	06/06/2023 06:00 AM	LW	2023-06-21					Pass	SARS-CoV-2 N1	27549.2262840271	SARS-CoV-2 N2	40077.2034376861	1.7319	Processing	Complete
A03-0002	K-12	NorthES-01	Sample	Monongalia	Sample	Composite	BL	09/21/2021 09:00 AM	09/21/2021	09/20/2021 06:00 AM	09/20/2021 02:00 PM	JL	9/24/21		8.62			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Rejected: No Flow	Complete
A01-0557	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite		04/11/2023 12:00 AM	04/12/2023	04/10/2023 12:00 AM	04/11/2023 12:00 AM	AJ	2023-04-14					Pass	SARS-CoV-2 N1	83134.0514123441	SARS-CoV-2 N2	87294.8075830936	8.5	Processing	Complete
C01-0019	WWTP	WheelingWWTP-01	Sample	Ohio	Sample	Composite	MVC	10/13/2021 07:00 AM	10/15/2021	10/12/2021 07:00 AM	10/13/2021 07:00 AM	JL	11/8/21		6.31			Pass	SARS-CoV-2 N1	27241.59449	SARS-CoV-2 N2	25294.78163		Rejected: No Flow	Complete
A02-1148	WVU Morgantown	Evansdale-01	Sample	Monongalia	Sample	Composite	GZ	03/24/2023 10:39 AM	03/27/2023	03/22/2023 09:00 AM	03/24/2023 09:00 AM	AJ	2023-03-28					Pass	SARS-CoV-2 N1	54695.8105266094	SARS-CoV-2 N2	52316.3408786057		Processing	Complete
O01-0267	WWTP	GraftonWWTP-01	G	Taylor	Sample	Composite		02/09/2023 06:00 AM	02/15/2023	02/08/2023 06:00 AM	02/09/2023 06:00 AM	AJ	2/17/23					Pass	SARS-CoV-2 N1	53598.85834	SARS-CoV-2 N2	53598.85834	1.45	Processing	Complete
H01-0123	WWTP	MoundsvilleWWTP-01	G	Marshall	Sample	Composite		02/09/2022 08:15 AM	02/11/2022	02/08/2022 08:00 AM	02/09/2022 08:00 AM	AJ	2/16/22		7.13			Pass	SARS-CoV-2 N1	69889.62963	SARS-CoV-2 N2	80253.56188	2.1	Processing	Complete
H01-0273	WWTP	MoundsvilleWWTP-01	H01-0273	Marshall	Sample	Composite		07/07/2022 08:00 AM	07/12/2022	07/06/2022 08:00 AM	07/07/2022 08:00 AM	AJ	7/14/22		7.18			Fail: Missing Required Data	SARS-CoV-2 N1	36450.95766	SARS-CoV-2 N2	38730.1936		Processing	Complete
D01-0096	WWTP	CharlesTownWWTP-01	D01-0096	Jefferson	Sample	Composite		06/01/2022 07:00 AM	06/03/2022	05/31/2022 07:00 AM	06/01/2022 07:00 AM	JL	6/6/22		6.93			Pass	SARS-CoV-2 N1	582675.941	SARS-CoV-2 N2	604776.721	1.3	Processing	Complete
P01-0071	WWTP	StMarysWWTP-01	P01-0071	Pleasants	Sample	Composite		04/21/2022 10:05 AM	04/28/2022	04/20/2022 09:25 AM	04/21/2022 09:25 AM	AJ	4/29/22		7.04			Pass	SARS-CoV-2 N1	5814.618124	SARS-CoV-2 N2	2907.207934	0.288	Processing	Complete
A04-0054	WWTP	CheatLakeWWTP-01	A04-0054	Monongalia	Sample	Composite		04/12/2022 08:00 AM	04/12/2022	04/11/2022 08:00 AM	04/12/2022 08:00 AM	JL	4/14/22		7.16			Pass	SARS-CoV-2 N1	77012.55888	SARS-CoV-2 N2	21549.25682	0.758	Processing	Complete
A02-0428	WVU Morgantown	OaklandE-02	A02-0428	Monongalia	Sample	Composite	GZ	04/06/2022 09:57 AM	04/06/2022	04/04/2022 09:00 AM	04/06/2022 09:00 AM	AJ	4/14/22		7.47			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Processing
H01-0001	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite	DRC	09/28/2021 08:10 AM	10/01/2021	09/27/2021 08:00 AM	09/28/2021 08:00 AM	JL	10/5/21					Pass	SARS-CoV-2 N1	163818.441	SARS-CoV-2 N2	91183.68685		Rejected: No Flow	Complete
L01-0025	WWTP	WestUnionWWTP-01	G	Doddridge	Sample	Composite		01/15/2022 09:00 AM	01/26/2022	01/14/2022 09:00 AM	01/15/2022 09:00 AM	AJ	2/2/22		7.23			Pass	SARS-CoV-2 N1	658090.0097	SARS-CoV-2 N2	746992.0814	0.287	Processing	Complete
L01-0206	WWTP	WestUnionWWTP-01	Sample	Doddridge	Sample	Composite		08/31/2022 09:00 AM	09/07/2022	08/30/2022 09:00 AM	08/31/2022 09:00 AM	AJ	9/8/22					Pass	SARS-CoV-2 N1	80596.2047	SARS-CoV-2 N2	77088.78949	0.427	Processing	Complete
