Asset Tag ID,Sample Collection Method,Sample Collection By,Sample Retrieved Date/Time,Sample Collection Start,Sample Collection End,Sample Received By,Sample Received Date,Assay Date,Comments,Sample QC Check,Sample Flow (MGD),Event Type,Site,Location,Category,Department
A02-1360,Composite,GZ,11/26/2024 12:04 PM,11/23/2024 10:30 AM,11/23/2024 09:30 PM,AJ,12/02/2024,,,Pass,,Mass-Gathering Event,Monongalia,StadiumNW-01,Sample,WVU Morgantown
A02-1359,Composite,GZ,11/26/2024 12:06 PM,11/23/2024 10:30 AM,11/23/2024 09:30 PM,AJ,12/02/2024,,,Pass,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1370,Composite,GZ,11/26/2024 01:00 PM,11/23/2024 10:30 AM,12/23/2024 09:30 PM,AJ,12/02/2024,,,Pass,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1380,Composite,GZ,12/10/2024 11:45 AM,12/06/2024 06:00 PM,12/07/2024 03:00 AM,AJ,12/11/2024,,,Pass,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A02-1372,Composite,,01/24/2025 10:30 AM,01/18/2025 03:00 PM,01/18/2025 11:00 AM,AJ,01/29/2025,,,Pass,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A02-1371,Composite,,01/30/2025 10:00 AM,01/29/2025 05:00 PM,01/30/2025 01:00 AM,AJ,02/03/2025,,,Pass,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A02-1379,Composite,Gz,02/11/2025 09:09 AM,02/08/2025 03:00 PM,02/08/2025 11:00 PM,AJ,02/13/2025,,,Pass,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A02-1381,Composite,GM,02/26/2025 10:30 AM,02/25/2025 07:00 PM,02/26/2025 03:00 AM,AJ,02/27/2025,,,Pass,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A02-1382,Composite,,09/03/2025 12:20 PM,08/30/2025 12:00 PM,08/30/2025 08:00 PM,AJ,09/04/2025,,Only ~15mL collected,Pass,,Mass-Gathering Event,Monongalia,StadiumSW-01,Sample,WVU Morgantown
A02-1383,Composite,,09/03/2025 12:10 PM,08/30/2025 12:00 PM,08/30/2025 08:00 PM,AJ,09/04/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1384,Composite,,09/03/2025 12:15 PM,08/30/2025 12:00 PM,08/30/2025 08:00 PM,AJ,09/04/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumNW-01,Sample,WVU Morgantown
A02-1385,Composite,,09/03/2025 12:05 PM,08/30/2025 12:00 PM,09/01/2025 08:00 PM,AJ,09/04/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumNE-01,Sample,WVU Morgantown
A02-1386,Composite,Gracie Moulton ,09/15/2025 08:08 AM,09/13/2025 01:30 PM,09/15/2025 09:30 PM,LS,09/18/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumNE-01,Sample,WVU Morgantown
A02-1387,Composite,Gracie Moulton ,09/15/2025 08:14 AM,09/13/2025 01:30 PM,09/13/2025 09:30 PM,LS,09/18/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1388,Composite,Gracie Moulton,09/15/2025 08:19 AM,09/13/2025 01:30 PM,09/13/2025 09:30 PM,LS,09/18/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumNW-01,Sample,WVU Morgantown
A02-1389,Composite,Gracie Moulton ,09/15/2025 08:25 AM,09/13/2025 01:30 PM,09/13/2025 09:30 PM,LS,09/18/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumSW-01,Sample,WVU Morgantown
A02-1390,Composite,Gracie Moulton,09/29/2025 09:55 AM,09/27/2025 01:30 PM,09/27/2025 09:30 PM,LS,10/02/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumNE-01,Sample,WVU Morgantown
A02-1391,Composite,Gracie Moulton ,09/29/2025 10:00 AM,09/27/2025 01:30 PM,09/27/2025 09:30 PM,LS,10/02/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1392,Composite,Gracie Moulton,09/29/2025 10:07 AM,09/27/2025 01:30 PM,09/27/2025 09:30 PM,LS,10/02/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumNW-01,Sample,WVU Morgantown
A02-1393,Composite,Gracie Moulton,09/29/2025 10:13 AM,09/27/2025 01:30 PM,09/27/2025 09:30 PM,LS,10/02/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumSW-01,Sample,WVU Morgantown
A02-1394,Composite,Gracie Moulton,10/27/2025 12:37 PM,10/25/2025 04:00 PM,10/25/2025 12:00 AM,AJ,10/30/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumNE-01,Sample,WVU Morgantown
A02-1395,Composite,Gracie Moulton ,10/27/2025 12:43 PM,10/25/2025 04:00 PM,10/25/2025 12:00 AM,AJ,10/30/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1396,Composite,Gracie Moulton ,10/27/2025 12:53 AM,10/25/2025 04:00 PM,10/25/2025 12:00 AM,AJ,10/30/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumNW-01,Sample,WVU Morgantown
A02-1397,Composite,Gracie Moulton ,10/27/2025 01:00 PM,10/25/2025 04:00 PM,10/25/2025 12:00 AM,AJ,10/30/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumSW-01,Sample,WVU Morgantown
A02-1292,Composite,Gracie Moulton,11/06/2025 02:50 PM,11/04/2025 05:00 PM,11/05/2025 01:00 AM,LS,11/13/2025,,,Pass,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A02-1293,Composite,Gracie Moulton,11/07/2025 01:25 PM,11/06/2025 05:00 PM,11/06/2025 11:00 PM,LS,11/13/2025,,,Pass,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A02-1301,Composite,Gracie Moulton ,11/10/2025 10:29 AM,11/09/2025 01:00 PM,11/09/2025 08:00 PM,LS,11/13/2025,,,Pass,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A02-1398,,Gracie Moulton ,11/10/2025 09:45 AM,11/08/2025 10:00 AM,11/08/2025 06:00 PM,LS,11/13/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumNE-01,Sample,WVU Morgantown
A02-1399,Composite,Gracie Moulton,11/10/2025 09:55 AM,11/08/2025 10:00 AM,11/08/2025 06:00 PM,LS,11/13/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1400,Composite,Gracie Moulton,11/10/2025 10:00 AM,11/08/2025 10:00 AM,11/08/2025 06:00 PM,LS,11/13/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumNW-01,Sample,WVU Morgantown
A02-1401,Composite,Gracie Moulton,11/10/2025 10:03 AM,11/08/2025 10:00 AM,11/08/2025 06:00 AM,LS,11/13/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumSW-01,Sample,WVU Morgantown
A02-1291,Composite,Gracie Moulton,11/19/2025 01:30 PM,11/17/2025 05:00 PM,11/17/2025 11:00 PM,LS,11/20/2025,,,Pass,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A02-1403,Composite,Gracie Moulton,12/05/2025 12:55 PM,11/29/2025 05:00 PM,11/29/2025 12:00 AM,LS,12/11/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1404,Composite,Gracie Moulton,12/05/2025 01:59 PM,11/29/2025 05:00 PM,11/29/2025 12:00 AM,LS,12/11/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumNW-01,Sample,WVU Morgantown
A02-1405,Composite,Gracie Moulton ,12/05/2025 01:16 AM,11/29/2025 05:00 PM,11/29/2025 12:00 AM,LS,12/11/2025,,,Pass,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1294,Composite,Gracie Moulton,12/10/2025 01:00 PM,12/09/2025 05:00 PM,12/09/2025 12:00 AM,LS,12/11/2025,,,Pass,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A02-1295,,Gracie Moulton,01/12/2026 01:18 PM,01/10/2026 10:00 AM,01/10/2026 04:00 PM,LS,01/15/2026,,,Pass,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A10-0001,Composite,Gracie Moulton,02/04/2026 01:30 PM,01/31/2026 02:00 PM,01/31/2026 08:00 PM,LS,02/12/2026,,,Pass,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A10-0002,Composite,Gracie Moulton,02/19/2026 02:39 PM,02/18/2026 06:30 PM,02/18/2026 11:30 PM,,,,,,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A03-0164,,,,,,,,,,,,,Monongalia,MorgantownHS-01,Sample,K-12
A03-0167,,,,,,,,,,,,,Monongalia,SuncrestES-01,Sample,K-12
A03-0173,,,,,,,,,,,,,Monongalia,NorthES-01,Sample,K-12
A03-0175,Composite,GZ,01/14/2022 02:43 PM,01/14/2022 06:00 AM,01/14/2022 02:00 PM,,,01/19/2022,,,,,Monongalia,SuncrestES-01,Sample,K-12
A03-0176,Composite,GZ,01/14/2022 03:25 PM,01/14/2022 06:00 AM,01/14/2022 02:00 PM,,,01/19/2022,,,,,Monongalia,MorgantownHS-01,Sample,K-12
A03-0181,Composite,Gz,01/14/2022 02:24 PM,01/14/2022 06:00 AM,01/14/2022 02:00 PM,,,01/19/2022,,,,,Monongalia,NorthES-01,Sample,K-12
A03-0182,Composite,Gz,01/14/2022 03:47 PM,01/14/2022 06:00 AM,01/14/2022 02:00 PM,,,01/19/2022,,,,,Monongalia,MountainviewES-01,Sample,K-12
A03-0253,Composite,GZ,03/11/2022 02:15 PM,03/09/2022 06:00 AM,03/09/2022 02:00 PM,,,03/18/2022,,,,,Monongalia,MorgantownHS-01,Sample,K-12
A03-0278,Composite,GZ,03/24/2022 10:17 AM,03/23/2022 06:00 AM,03/23/2022 02:00 PM,,,03/30/2022,,,,,Monongalia,NorthES-01,Sample,K-12
A03-0260,Composite,GZ,03/24/2022 10:36 AM,03/23/2022 06:00 AM,03/23/2022 02:00 PM,,,03/30/2022,,,,,Monongalia,SuncrestES-01,Sample,K-12
A03-0259,Composite,GZ,03/24/2022 11:09 AM,03/23/2022 06:00 AM,03/23/2022 02:00 PM,,,03/30/2022,,,,,Monongalia,MountainviewES-01,Sample,K-12
A03-0229,Composite,GZ,03/24/2022 11:26 AM,03/23/2022 06:00 AM,03/23/2022 02:00 PM,,,03/30/2022,,,,,Monongalia,MorgantownHS-01,Sample,K-12
A03-0282,Composite,GZ,03/25/2022 12:59 AM,03/25/2022 06:00 AM,03/25/2022 12:59 PM,,,03/30/2022,,,,,Monongalia,NorthES-01,Sample,K-12
A03-0264,Composite,GZ,03/25/2022 01:40 PM,03/25/2022 06:00 AM,03/25/2022 01:40 PM,,,03/30/2022,,,,,Monongalia,SuncrestES-01,Sample,K-12
A03-0231,Composite,GZ,03/25/2022 02:11 PM,03/25/2022 06:00 AM,03/25/2022 02:00 PM,,,03/30/2022,,,,,Monongalia,MountainviewES-01,Sample,K-12
A03-0263,Composite,GZ,04/05/2022 10:07 AM,04/04/2022 06:00 AM,04/04/2022 02:00 PM,,,04/06/2022,,,,,Monongalia,MountainviewES-01,Sample,K-12
A03-0261,Composite,GZ,04/05/2022 10:24 AM,04/04/2022 06:00 AM,04/04/2022 02:00 PM,,,04/06/2022,,,,,Monongalia,MorgantownHS-01,Sample,K-12
A03-0306,Composite,GZ,04/12/2022 09:56 AM,04/11/2022 06:00 AM,04/11/2022 02:00 PM,,,04/14/2022,,,,,Monongalia,NorthES-01,Sample,K-12
A03-0284,Composite,Gz,04/12/2022 10:19 AM,04/11/2022 06:00 AM,04/11/2022 02:00 PM,,,04/14/2022,,,,,Monongalia,SuncrestES-01,Sample,K-12
A03-0283,Composite,GZ,04/12/2022 10:50 AM,04/11/2022 06:00 AM,04/11/2022 02:00 PM,,,04/14/2022,,,,,Monongalia,MountainviewES-01,Sample,K-12
A03-0265,Composite,GZ,04/12/2022 11:08 AM,04/11/2022 06:00 AM,04/11/2022 02:00 PM,,,04/14/2022,,,,,Monongalia,MorgantownHS-01,Sample,K-12
A03-0322,Composite,GZ,04/21/2022 10:00 AM,04/20/2022 06:00 AM,04/20/2022 02:00 AM,,,04/25/2022,,,,,Monongalia,NorthES-01,Sample,K-12
A03-0304,Composite,GZ,04/21/2022 10:16 AM,04/20/2022 06:00 AM,04/20/2022 02:00 AM,,,04/25/2022,,,,,Monongalia,SuncrestES-01,Sample,K-12
A03-0279,Composite,GZ,04/21/2022 10:41 AM,04/20/2022 06:00 AM,04/20/2022 02:00 PM,,,04/25/2022,,,,,Monongalia,MountainviewES-01,Sample,K-12
A03-0301,Composite,GZ,04/21/2022 10:56 AM,04/20/2022 06:00 AM,04/20/2022 02:00 PM,,,04/25/2022,,,,,Monongalia,MorgantownHS-01,Sample,K-12
B01-0074,Composite,,11/11/2021 07:25 AM,11/10/2021 07:00 AM,11/11/2021 07:00 AM,,,11/22/2021,,Pass,,,Kanawha,CharlestonWWTP-01,Sample,WWTP
C01-0047,Composite,-,11/29/2021 07:00 AM,11/28/2021 07:00 AM,11/29/2021 07:00 AM,,,12/03/2021,,Pass,5.567,,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0701,Composite,,07/30/2024 07:00 AM,07/29/2024 07:00 AM,07/30/2024 07:00 AM,AJ,08/07/2024,,,Pass,1.39,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0702,Composite,,07/31/2024 07:00 AM,07/30/2024 07:00 AM,07/31/2024 07:00 AM,AJ,08/07/2024,,,Pass,6.97,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0703,Composite,,08/01/2024 07:00 AM,07/31/2024 07:00 AM,08/01/2024 07:00 AM,AJ,08/07/2024,,,Pass,7.33,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0704,Composite,,08/02/2024 07:00 AM,08/01/2024 07:00 AM,08/02/2024 07:00 AM,AJ,08/07/2024,,,Pass,7.80,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0705,Composite,,08/05/2024 07:00 AM,08/04/2024 07:00 AM,08/05/2024 07:00 AM,AJ,08/07/2024,,,Pass,7.86,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0706,Composite,,08/12/2024 07:00 AM,08/11/2024 07:00 AM,08/12/2024 07:00 AM,AJ,08/14/2024,,,Pass,6.92,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0707,Composite,,08/09/2024 07:00 AM,08/08/2024 07:00 AM,08/09/2024 07:00 AM,AJ,08/14/2024,,,Pass,4.73,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0708,Composite,,08/08/2024 07:00 AM,08/07/2024 07:00 AM,08/08/2024 07:00 AM,AJ,08/14/2024,,,Pass,4.80,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0709,Composite,,08/07/2024 07:00 AM,08/06/2024 07:00 AM,08/07/2024 07:00 AM,AJ,08/14/2024,,,Pass,4.88,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0710,Composite,,08/06/2024 07:00 AM,08/05/2024 07:00 AM,08/06/2024 07:00 AM,AJ,08/14/2024,,,Pass,4.80,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0711,Composite,,08/13/2024 07:00 AM,08/12/2024 07:00 AM,08/13/2024 07:00 AM,AJ,08/20/2024,,,Pass,6.49,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0712,Composite,,08/14/2024 07:00 AM,08/13/2024 07:00 AM,08/14/2024 07:00 AM,AJ,08/20/2024,,,Pass,6.59,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0713,Composite,,08/15/2024 07:00 AM,08/14/2024 07:00 AM,08/15/2024 07:00 AM,AJ,08/20/2024,,,Pass,6.58,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0714,Composite,,08/16/2024 07:00 AM,08/15/2024 07:00 AM,08/16/2024 07:00 AM,AJ,08/20/2024,,,Pass,6.47,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0715,Composite,,08/19/2024 07:00 AM,08/18/2024 07:00 AM,08/19/2024 07:00 AM,AJ,08/20/2024,,,Pass,7.07,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0716,Composite,,08/20/2024 07:00 AM,08/19/2024 07:00 AM,08/20/2024 07:00 AM,AJ,08/28/2024,,,Pass,6.67,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0717,Composite,,08/21/2024 07:00 AM,08/20/2024 07:00 AM,08/21/2024 07:00 AM,AJ,08/28/2024,,,Pass,6.38,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0718,Composite,,08/22/2024 07:00 AM,08/21/2024 07:00 AM,08/22/2024 07:00 AM,AJ,08/28/2024,,,Pass,6.73,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0719,Composite,,08/23/2024 07:00 AM,08/22/2024 07:00 AM,08/23/2024 07:00 AM,AJ,08/28/2024,,,Pass,6.46,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0720,Composite,,08/26/2024 07:00 AM,08/25/2024 07:00 AM,08/26/2024 07:00 AM,AJ,08/28/2024,,,Pass,6.42,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0721,Composite,,08/27/2024 07:00 AM,08/26/2024 07:00 AM,08/27/2024 07:00 AM,AJ,09/04/2024,,,Pass,6.38,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0722,Composite,,08/28/2024 07:00 AM,08/27/2024 07:00 AM,08/28/2024 07:00 AM,AJ,09/04/2024,,,Pass,5.39,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0723,Composite,,08/29/2024 07:00 AM,08/28/2024 07:00 AM,08/29/2024 07:00 AM,AJ,09/04/2024,,,Pass,4.98,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0724,Composite,,08/30/2024 07:00 AM,08/29/2024 07:00 AM,08/30/2024 07:00 AM,AJ,09/04/2024,,,Pass,5.17,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0725,Composite,,09/01/2024 07:00 AM,08/31/2024 07:00 AM,09/01/2024 07:00 AM,AJ,09/04/2024,,,Pass,6.34,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0726,Composite,,09/03/2024 07:00 AM,09/02/2024 07:00 AM,09/03/2024 07:00 AM,AJ,09/11/2024,,,Pass,5.05,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0727,Composite,,09/04/2024 07:00 AM,09/03/2024 07:00 AM,09/04/2024 07:00 AM,AJ,09/11/2024,,,Pass,5.15,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0728,Composite,,09/05/2024 07:00 AM,09/04/2024 07:00 AM,09/05/2024 07:00 AM,AJ,09/11/2024,,,Pass,5.27,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0729,Composite,,09/06/2024 07:00 AM,09/05/2024 07:00 AM,09/06/2024 07:00 AM,AJ,09/11/2024,,,Pass,5.06,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0730,Composite,,09/09/2024 07:00 AM,09/08/2024 07:00 AM,09/09/2024 07:00 AM,AJ,09/11/2024,,,Pass,5.13,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0731,Composite,,09/10/2024 07:00 AM,09/09/2024 07:00 AM,09/10/2024 07:00 AM,AJ,09/19/2024,,,Pass,5.05,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0732,Composite,,09/11/2024 07:00 AM,09/10/2024 07:00 AM,09/11/2024 07:00 AM,AJ,09/19/2024,,,Pass,5.19,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0733,Composite,,09/12/2024 07:00 AM,09/11/2024 07:00 AM,09/12/2024 07:00 AM,AJ,09/19/2024,,,Pass,4.99,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0734,Composite,,09/13/2024 07:00 AM,09/12/2024 07:00 AM,09/13/2024 07:00 AM,AJ,09/19/2024,,,Pass,5.39,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0735,Composite,,09/16/2024 07:00 AM,09/15/2024 07:00 AM,09/16/2024 07:00 AM,AJ,09/19/2024,,,Pass,4.61,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0736,Composite,,09/17/2024 07:00 AM,09/16/2024 07:00 AM,09/17/2024 07:00 AM,AJ,09/25/2024,,,Pass,4.70,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0737,Composite,,09/18/2024 07:00 AM,09/17/2024 07:00 AM,09/18/2024 07:00 AM,AJ,09/25/2024,,,Pass,4.76,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0738,Composite,,09/19/2024 07:00 AM,09/18/2024 07:00 AM,09/19/2024 07:00 AM,AJ,09/25/2024,,,Pass,4.63,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0739,Composite,,09/20/2024 07:00 AM,09/19/2024 07:00 AM,09/20/2024 07:00 AM,AJ,09/25/2024,,,Pass,4.74,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0740,Composite,,09/23/2024 07:00 AM,09/22/2024 07:00 AM,09/23/2024 07:00 AM,AJ,09/25/2024,,,Pass,4.82,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0741,Composite,,09/24/2024 07:00 AM,09/23/2024 07:00 AM,09/24/2024 07:00 AM,AJ,10/02/2024,,,Pass,4.55,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0742,Composite,,09/25/2024 07:00 AM,09/24/2024 07:00 AM,09/25/2024 07:00 AM,AJ,10/02/2024,,,Pass,4.41,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0743,Composite,,09/26/2024 07:00 AM,09/25/2024 07:00 AM,09/26/2024 07:00 AM,AJ,10/02/2024,,,Pass,6.86,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0744,Composite,,09/27/2024 07:00 AM,09/26/2024 07:00 AM,09/27/2024 07:00 AM,AJ,10/02/2024,,,Pass,5.10,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0745,Composite,,09/30/2024 07:00 AM,09/29/2024 07:00 AM,09/30/2024 07:00 AM,AJ,10/02/2024,,,Pass,6.08,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0746,Composite,,10/01/2024 07:00 AM,09/30/2024 07:00 AM,10/01/2024 07:00 AM,AJ,10/08/2024,,,Pass,6.72,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0747,Composite,,10/02/2024 07:00 AM,10/01/2024 07:00 AM,10/02/2024 07:00 AM,AJ,10/08/2024,,,Pass,5.88,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0748,Composite,,10/03/2024 07:00 AM,10/02/2024 07:00 AM,10/03/2024 07:00 AM,AJ,10/08/2024,,,Pass,5.30,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0749,Composite,,10/04/2024 07:00 AM,10/03/2024 07:00 AM,10/04/2024 12:00 AM,AJ,10/08/2024,,,Pass,4.60,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0750,Composite,,10/07/2024 07:00 AM,10/06/2024 07:00 AM,10/07/2024 07:00 AM,AJ,10/08/2024,,,Pass,4.58,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0776,Composite,,10/08/2024 07:00 AM,10/07/2024 07:00 AM,10/08/2024 07:00 AM,AJ,10/16/2024,,,Pass,4.53,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0777,Composite,,10/09/2024 07:00 AM,10/08/2024 07:00 AM,10/09/2024 07:00 AM,AJ,10/16/2024,,,Pass,5.07,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0778,Composite,,10/10/2024 07:00 AM,10/09/2024 07:00 AM,10/10/2024 07:00 AM,AJ,10/16/2024,,,Pass,5.22,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0779,Composite,,10/11/2024 07:00 AM,10/10/2024 07:00 AM,10/11/2024 07:00 AM,AJ,10/16/2024,,,Pass,4.63,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0780,Composite,,10/14/2024 07:00 AM,10/13/2024 07:00 AM,10/14/2024 07:00 AM,AJ,10/16/2024,,,Pass,4.97,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0781,Composite,,10/15/2024 07:00 AM,10/14/2024 07:00 AM,10/15/2024 07:00 AM,AJ,10/22/2024,,,Pass,5.32,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0782,Composite,,10/16/2024 07:00 AM,10/15/2024 07:00 AM,10/16/2024 07:00 AM,AJ,10/22/2024,,,Pass,6.07,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0783,Composite,,10/17/2024 07:00 AM,10/16/2024 07:00 AM,10/17/2024 07:00 AM,AJ,10/22/2024,,,Pass,5.51,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0784,Composite,,10/18/2024 07:00 AM,10/17/2024 07:00 AM,10/18/2024 07:00 AM,AJ,10/22/2024,,,Pass,5.14,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0785,Composite,,10/21/2024 07:00 AM,10/20/2024 07:00 AM,10/21/2024 07:00 AM,AJ,10/22/2024,,,Pass,4.98,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0786,Composite,,10/22/2024 07:00 AM,10/21/2024 07:00 AM,10/22/2024 07:00 AM,AJ,10/29/2024,,,Pass,5.01,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0787,Composite,,10/23/2024 07:00 AM,10/22/2024 07:00 AM,10/23/2024 07:00 AM,AJ,10/29/2024,,,Pass,5.19,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0788,Composite,,10/24/2024 07:00 AM,10/23/2024 07:00 AM,10/24/2024 07:00 AM,AJ,10/29/2024,,,Pass,5.09,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0789,Composite,,10/25/2024 07:00 AM,10/24/2024 07:00 AM,10/25/2024 07:00 AM,AJ,10/29/2024,,,Pass,5.07,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0790,Composite,,10/28/2024 07:00 AM,10/27/2024 07:00 AM,10/28/2024 07:00 AM,AJ,10/29/2024,,,Pass,5.14,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
