assay_amplification_method	assay_amplification_method_lot_id	assay_batch_comment	assay_batch_id	assay_batch_record_version	assay_date	assay_machine	assay_method	assay_method_lot_id	assay_quantification_method	assay_quantification_type	assay_qx_manager_version	assay_reaction_ul	assay_run_by
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP255	1.0.0	09/21/2023	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	2	20	AJ
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839		AP256	1.0.0	09/28/2023	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839		AP257	1.0.0	10/09/2023	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839		AP258	1.0.0	10/13/2023	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839		AP259	1.0.0	10/18/2023	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839		AP260	1.0.0	10/25/2023	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839		AP261	1.0.0	11/02/2023	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP263	1.0.0	11/10/2023	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839		AP264	1.0.0	11/20/2023	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP27	1.0.0	12/14/2021	Zoo QX200	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038		AP28	1.0.0	12/21/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038		AP30	1.0.0	12/28/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP32	1.0.0	01/12/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038		AP33	1.0.0	01/13/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP35	1.0.0	01/14/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP36	1.0.0	01/19/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP38	1.0.0	01/24/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP39	1.0.0	01/26/2022	Zoo QX200	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477036		AP4	1.0.0	08/20/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477036		AP4.1	1.0.0	08/23/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477036		AP4.2	1.0.0	08/24/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477036		AP4.3	1.0.0	08/25/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038		AP40	1.0.0	02/02/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP41	1.0.0	02/07/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP42	1.0.0	02/10/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038		AP45	1.0.0	02/16/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP46	1.0.0	02/17/2022	Zoo QX200	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038		AP47	1.0.0	02/22/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP48	1.0.0	02/24/2022	Zoo QX200	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038		AP49	1.0.0	02/28/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477036		AP5	1.0.0	08/20/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477036		AP5.1	1.0.0	08/27/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477036		AP5.2	1.0.0	08/30/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038		AP50	1.0.0	03/02/2022	Zoo QX200	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477039		AP51	1.0.0	03/09/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477039		AP52	1.0.0	03/10/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477039		AP53	1.0.0	03/14/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP54	1.0.0	03/18/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477040		AP55	1.0.0	03/28/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477040		AP56	1.0.0	03/28/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477040		AP57	1.0.0	03/29/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477040		AP58	1.0.0	03/30/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP59	1.0.0	03/31/2022	Zoo QX200	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477040		AP60	1.0.0	04/04/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	60265549		AP61	1.0.0	04/06/2022	Zoo QX200	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	60265549		AP62	1.0.0	04/07/2022	Zoo QX200	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	60265549		AP63	1.0.0	04/11/2022	Zoo QX200	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP64	1.0.0	04/14/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP65	1.0.0	04/18/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP66	1.0.0	04/19/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP67	1.0.0	04/20/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP68	1.0.0	04/21/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP69	1.0.0	04/25/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477037		AP7	1.0.0	09/09/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP70	1.0.0	04/26/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP71	1.0.0	04/27/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP72	1.0.0	04/28/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP73	1.0.0	04/29/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP74	1.0.0	05/02/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	60394497		AP75	1.0.0	05/04/2022	Zoo QX200	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	60394497		AP76	1.0.0	05/05/2022	Zoo QX200	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP77	1.0.0	05/09/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP78	1.0.0	05/11/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP79	1.0.0	05/12/2022	Zoo QX200	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477037		AP8	1.0.0	09/20/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP80	1.0.0	05/16/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839		AP800	1.0.0	09/18/2023	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	2	20	AJ
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP81	1.0.0	05/18/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP82	1.0.0	05/19/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	64464142		AP83	1.0.0	05/20/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP84	1.0.0	05/24/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP85	1.0.0	05/26/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP87	1.0.0	06/02/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP88	1.0.0	06/06/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP89	1.0.0	06/09/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP9	1.0.0	09/24/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP90	1.0.0	06/13/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP91	1.0.0	06/15/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP92	1.0.0	06/20/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP93	1.0.0	06/23/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP94	1.0.0	06/28/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP95	1.0.0	06/30/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP96	1.0.0	07/05/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP97	1.0.0	07/07/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP98	1.0.0	07/11/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041		AP99	1.0.0	07/14/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	JL
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA0	1.0.0	11/10/2020	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA1	1.0.0	11/17/2020	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA10	1.0.0	04/12/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA11	1.0.0	04/19/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA12	1.0.0	04/26/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA13	1.0.0	05/03/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA14	1.0.0	05/07/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA15	1.0.0	05/17/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA16	1.0.0	05/19/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA17	1.0.0	06/04/2021	Zoo QX200	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA18	1.0.0	06/07/2021	Zoo QX200	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA19	1.0.0	07/07/2021	Zoo QX200	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA2	1.0.0	11/20/2020	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA20	1.0.0	07/09/2021	Zoo QX200	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA21	1.0.0	07/30/2021	Zoo QX200	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA3	1.0.0	12/14/2020	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA4	1.0.0	02/22/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA5	1.0.0	03/11/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA6	1.0.0	03/15/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA7	1.0.0	03/16/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA8	1.0.0	03/22/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			MA9	1.0.0	03/30/2021	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	TD
Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes			AP805	1.0.0	11/15/2022	Zoo QX200	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		ddPCR	Direct Quantification	1.2	20	AJ
