"county"	"target"	"epi_year"	"epi_week"	"abundance_per_person"	"total_abundance"	"county_fips"	"abundance_alert_level"	"trend_alert_level"
"Doddridge"	"SARS-CoV-2"	2023	43	21077.0509939269	11887456.7605748	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2023	44	5981.35993651375	3373487.00419375	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2023	45	92811.7703218095	52345838.4615006	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2023	46	3169.6978330652	1787709.57784877	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2023	47	201.758793479736	113791.959522571	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2023	48	228.191661703474	128700.097200759	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2023	49	121.811538490571	68701.7077086818	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2023	50	165.251096847271	93201.6186218606	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2024	7	46.7625994991993	26374.1061175484	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2024	8	0.464229527429078	261.82545347	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2024	9	6.45405681080727	3640.0880412953	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2024	12	9.84575649913694	5553.00666551323	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2024	22	8.54975356142562	4822.06100864405	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2024	23	1.13709957836879	641.3241622	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2024	25	3.07870616925532	1736.39027946	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2024	31	973.171105585591	548868.503550273	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2024	32	303.500183675385	171174.103592917	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2024	33	108.686049436542	61298.9318822095	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2024	34	309.1396499076	174354.762547886	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2024	36	0.361466384680851	203.86704096	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2024	38	640.163772270503	361052.367560564	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2024	43	15.8542318169104	8941.78674473746	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2024	45	67.5939983103223	38123.0150470218	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2024	46	1767.1850238375	996692.353444351	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2024	50	261.978833386002	147756.062029705	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2024	51	156.406876082929	88213.4781107717	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2024	52	145.050933040363	81808.7262347647	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	5	1.62904850881206	918.78335897	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	7	84.8922348045414	47879.2204297613	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	11	52.1759822969812	29427.2540154974	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	13	0.744302885390071	419.78682736	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	14	3.90820762652482	2204.22910136	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	15	7.43420294228723	4192.89045945	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	16	1.32776611609929	748.86008948	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	17	4.64064419120567	2617.32332384	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	18	2.13899827191489	1206.39502536	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	19	3.55533224326241	2005.2073852	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	20	3.32236844698582	1873.8158041	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	21	0.46447786106383	261.96551364	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	22	41.5380422899384	23427.4558515252	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	23	109.664133106383	61850.571072	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	25	3.52395495292553	1987.51059345	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	26	3.802444345	2144.57861058	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	27	3.15153504143617	1777.46576337	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	29	1.44763743276596	816.46751208	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	31	0.0418341498758865	23.59446053	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	32	28.4014623949915	16018.4247907752	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	33	95.0687290572218	53618.7631882731	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	35	262.167826675097	147862.654244755	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	38	10.112873825076	5703.66083734284	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	39	231.388238896635	130502.966737702	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	41	285.405757326191	160968.847131972	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	42	948.464092016484	534933.747897297	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	43	172.195028714157	97117.9961947848	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	44	1701.92962533738	959888.308690285	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	45	57.548014724894	32457.0803048402	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	46	4.38231680558511	2471.62667835	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	50	204.379980774083	115270.309156583	54017	"LOW"	"DECREASING"
"Doddridge"	"SARS-CoV-2"	2025	51	48.4094109364545	27302.9077681603	54017	"LOW"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2024	11	9.61475275215532	25248.3407271599	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2024	16	1.04336624447829	2739.879758	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2024	21	0.574105140540746	1507.60009906	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2024	25	0.947102086138614	2487.0900782	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2024	27	7.98609072079208	20971.4742328	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2024	28	0.886335155997715	2327.51611965	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2024	31	0.183860506195735	482.81768927	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2024	33	0.338812934653465	889.7227664	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2024	44	0.0215275372962681	56.53131294	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2024	46	0.179900673267327	472.419168	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2024	47	1.65607554437303	4348.85437952357	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2024	51	0.756217092916984	1985.826086	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	3	14.7139925790086	38638.9445124765	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	6	14.5017246278673	38081.5288727794	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	7	28.2738833865979	74247.2177732061	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	8	1.31654426362529	3457.24523628	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	9	4.48771046077237	11784.7276699883	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	14	16.4677976387891	43244.4365994601	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	15	32.6330480940833	85694.3842950628	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	16	14.8703198493612	39049.4599244226	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	17	0.930063416603199	2442.346532	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	21	70.7258135294862	185725.986328431	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	22	0.992601964752475	2606.57275944	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	30	1.69437603981721	4449.43148056	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	31	2.24016123943641	5882.66341476	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	32	2.3905741265176	6277.64765623522	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	33	0.46427779762757	1219.19349657	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	34	0.920368236012213	2416.88698776807	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	35	0.50209153529703	1318.49237169	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	37	0.180984690144707	475.26579632	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	38	0.0837157980769231	219.83768575	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	39	0.15329468988195	402.55185563	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	40	0.204233392536177	536.3168888	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	41	0.0549143922124905	144.20519395	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	43	1.78277954388032	4681.57908222971	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	45	0.71545113907083	1878.7746912	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	46	0.854666583153085	2244.35444736	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	48	1.91978235774562	5041.34847144	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	49	1.04541463275324	2745.25882561	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	50	0.289732340715918	760.83712672	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus A (FluA)"	2025	51	1.59244529857197	4181.76135405	54019	"HIGH"	"DECREASING"
"Fayette"	"Influenza Virus B (FluB)"	2024	33	1.06942393408904	2808.30725091781	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2024	46	0.621175563816623	1631.20703058245	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2024	51	7.50258767159497	19701.7952256084	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	3	8.4073769387403	22077.771841132	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	6	16.9190849600623	44429.5171051235	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	7	20.5613395071295	53994.0775457221	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	8	4.41734382307032	11599.9448793827	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	9	1.09259387261995	2869.1515095	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	11	3.0239372292784	7940.85916408509	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	12	0.0731711392231531	192.1474116	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	14	0.919257844112719	2413.97109864	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	15	1.56116016786748	4099.60660082	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	17	1.58796940441736	4170.007656	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	18	0.835036075392232	2192.80473398	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	19	1.37969538776741	3623.08008827722	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	21	2.18683106869764	5742.6183864	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	22	0.018439819009901	48.42296472	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	24	3.81702513197979	10023.5079965789	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	25	0.828546389246001	2175.76281816	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	28	0.106487360060929	279.63580752	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	30	0.0469990508910891	123.41950764	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	31	5.08616461712313	13356.2682845653	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	32	0.482133804356436	1266.08337024	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	33	0.135829332852247	356.68782807	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	34	0.613564297351793	1611.21984484581	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	35	0.673353228316832	1768.22557756	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	37	0.065376884893374	171.67969973	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	38	0.394556196153846	1036.1045711	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	39	0.34581724051409	908.11607359	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	40	0.0475770971249048	124.93745705	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	41	0.236638577913176	621.4129056	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	42	0.244321835833968	641.5891409	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	43	0.526490564108911	1382.56422135	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	44	0.172577793297791	453.1892852	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	45	0.219455757197258	576.2908184	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	46	0.0315518103884235	82.85505408	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	48	0.792116502909368	2080.09793664	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	49	1.21289091577304	3185.05154482	54019	"HIGH"	"INCREASING"
"Fayette"	"Influenza Virus B (FluB)"	2025	50	0.905730697334349	2378.4488112	54019	"HIGH"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2024	11	1.52430791857197	4002.83259417	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2024	13	0.433243489977152	1137.69740468	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2024	16	0.0507412155369383	133.246432	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2024	21	0.910314704874334	2390.486415	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2024	24	0.195123037928408	512.3930976	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2024	25	0.187503206527037	492.38342034	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2024	27	14.6079346693069	38360.4364416	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2024	28	0.828896676614623	2176.68267279	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2024	31	0.423214892349581	1111.36230731	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2024	32	0.204475566519421	536.95283768	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2024	33	0.308841021203351	811.01652168	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2024	34	0.820450858948972	2154.5039556	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2024	44	0.0277721664356436	72.92970906	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2024	45	0.452147475788271	1187.33927142	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2024	46	0.316123538842346	830.140413	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2024	47	0.975567619752475	2561.84056947	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2024	49	0.127129809108911	333.84287872	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2024	50	3.10767204964457	8160.74680236665	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2024	51	1.20730938206398	3170.3944373	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	3	0.914626266683168	2401.80857631	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	6	1.46467401670982	3846.23396788	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	7	3.35942308044935	8821.84500926	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	8	2.92716558454684	7686.73682502	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	9	2.07727977529512	5454.936689925	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	11	1.67864626300076	4408.12508664	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	12	0.396343670792079	1040.7984795	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	14	0.492270515369383	1292.70237336	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	15	0.719536383526276	1889.50254314	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	16	1.48072092612338	3888.373152	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	17	0.192009372429551	504.216612	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	18	1.05830030677837	2779.0966056	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	19	0.933132395236102	2450.40566989	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	21	22.2761720370906	58497.2277694	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	22	0.830691358811881	2181.39550824	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	23	0.200116434821021	525.50575784	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	24	0.632506549809596	1660.9621998	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	25	0.616194402223915	1618.12650024	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	28	0.000492997037319117	1.29461022	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	30	0.0415760834805788	109.17879522	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	31	1.40969908100152	3701.86978671	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	32	0.101410355483625	266.3035935	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	33	0.108705846728865	285.46155351	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	34	0.347692647372429	913.040892	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	35	0.572009182376238	1502.09611292	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	37	0.0918343925628332	241.15711487	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	38	0.0235860161538462	61.93687842	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	39	0.224238693366337	588.85080878	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	40	0.0944910988194973	248.1336255	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	41	0.11653902187738	306.03147145	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	42	0.496485495887281	1303.7709122	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	43	0.282781370792079	742.5838797	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	44	0.102128228362529	268.18872768	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	45	0.479187354226961	1258.3459922	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	46	1.08660006653465	2853.41177472	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	47	0.885872430708302	2326.30100304	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	48	0.919551912520944	2414.74332228	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	49	0.582588437513328	1529.87723691	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	50	1.01076501349581	2654.26892544	54019	"MODERATE"	"INCREASING"
"Fayette"	"Respiratory Syncitial Virus, Human (RSV)"	2025	51	0.650963666961158	1709.43058944	54019	"MODERATE"	"INCREASING"
"Fayette"	"SARS-CoV-2"	2023	31	3.04354033013524	7992.33690693513	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2023	32	3.37428275034698	8860.8665024112	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2023	33	1.33909208215812	3516.45580774722	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2023	34	18.6256280286632	48910.8992032694	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2023	35	1.30958320311881	3438.96549139	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2023	36	165.544527657914	434719.929629682	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2023	37	0.765700799082254	2010.73029839	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2023	38	15.2280836153074	39988.9475737972	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2023	39	0.402129899177456	1055.99311524	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2023	40	13.9190006669784	36551.2957514852	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2023	41	37.9235076312274	99587.1310396031	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2024	9	8.22454710441188	21597.6606961856	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2024	10	23.8871084982749	62727.5469164698	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2024	11	15.024721884475	39454.9196686314	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2024	13	13.0456421100098	34257.8561808857	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2024	14	0.366997373465347	963.73510272	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2024	15	2.84139707365956	7461.50871543	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2024	20	0.913839201237623	2399.74174245	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2024	21	1.04625503413557	2747.46571964	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2024	24	90.3449605275572	237245.866345365	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2024	25	1.64520767576262	4320.31535655263	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2024	27	10.8090321188119	28384.518344	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2024	28	0.81305157885377	2135.07344607	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2024	31	12.1800266482401	31984.7499782786	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2024	32	6.48673212067883	17034.1585489026	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2024	33	1.06942393408904	2808.30725091781	54019	"LOW"	"VARIABLE"
"Fayette"	"SARS-CoV-2"	2024	34	13.2462567391652	34784.6701970478	54019	"LOW"	"VARIABLE"
