Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci
M04-0014	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	2/23/22 13:15	2/24/22 13:15	0.122	3/2/22	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1200	934	1067	554.184024	431.33989868	492.76196134	2671.7446628	2677.87460188181	1413.92449929348	1397.98493468232	2424.8156482	1977.64247605438	1291.27939091396	1141.45427778914	2177.8866336	2584.49649159198	1168.63428253445	1401.80090621661
A02-0255	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	12/8/21 9:00	12/10/21 9:00	NA	12/10/21	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8424.192751	11232.6332	9828.4129755	NA	NA	NA	57658.9319286	223779.346157701	NA	NA	61771.8969417	229732.927703186	NA	NA	65884.8619548	235829.033846166	NA	NA
H01-0140	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	2/25/22 8:00	2/26/22 8:00	5.1	3/4/22	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1981	1483	1732	38244.375771	28630.191453	33437.283612	17364.778408	41795.15367462	174672.925495426	526112.295228007	15235.9051354	32204.3009241268	151614.384867377	404574.891757314	13107.0318628	23136.815129879	128555.844239329	285833.798244821
A01-0172	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	2/7/22 0:00	2/8/22 0:00	11.9	2/11/22	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	181249.9881	157434.7794	169342.38375	8164655.65769809	7091866.74063379	7628261.19916594	414574.88386	525151.439580591	14900149.5747903	14993120.800248	415284.29489	529451.927140305	14879710.9430721	15148315.2507656	415993.70592	534472.489772987	14859272.3113539	15336985.8172663
A0041	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/15/20 12:00	12/15/20 11:59	6.989	12/18/20	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	73416	83208	78312	1942310.61765384	2201370.02661192	2071840.32213288	89985.6	26475.7980464296	2438100.04392036	633327.587898249	87482.4	18502.4052428919	2376251.40794995	533757.35729663	84979.2	17111.8930367005	2314402.77197954	611053.96710081
K01-0055	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	3/14/22 6:21	3/15/22 6:22	9.615	3/23/22	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	15660.33879	21926.11422	18793.226505	569984.921412803	798038.577463933	684011.749438368	33115.263058	30346.5866950806	1322999.31356911	1175632.57750152	29296.1203753	29144.2907292254	1180495.89521028	1264237.34194097	25476.9776926	36572.7435381955	1037992.47685144	1631641.42113347
E01-0080	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	3/16/22 8:15	3/17/22 8:15	2.965	3/24/22	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	15041.00645	2602	8821.503225	168816.355509777	29204.1731713	99010.2643405386	36851.7540254	71041.1707881069	541265.833665832	960536.34497504	34943.9138134	77003.641619576	515800.764843587	1048756.0276381	33036.0736014	83290.9216444039	490335.696021342	1139898.8334886
A04-0016	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	2/15/22 8:00	2/16/22 8:00	0.596	2/17/22	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	715202.6832	608372.2579	661787.47055	1613571.89185122	1372551.30355123	1493061.59770123	411945.9477	400895.414525485	1055108.4930704	967570.226395688	387412.12596	412093.291197805	991941.661313397	1039469.15921283	362878.30422	452124.037481807	928774.829556393	1190802.57245032
A01-0078	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/1/21 0:00	11/1/21 23:55	8.683	11/3/21	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	63532.43381	40823.74275	52178.08828	2088229.46206323	1341823.96690778	1715026.7144855	76775.867222	85740.9537509764	2863966.94055161	3713278.99056231	62043.2585077	72651.4610853763	2333327.24944662	3235303.84806694	47310.6497934	69702.7976708578	1802687.55834164	3096021.19144721
A02-0161	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	10/9/21 9:00	10/11/21 9:00	NA	10/11/21	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10605.7135	14141.67836	12373.69593	NA	NA	NA	5679.0358826	6493.7526338776	NA	NA	12211.7406423	22444.4288217674	NA	NA	18744.445402	41281.7921756195	NA	NA
H01-0099	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	12/21/21 8:00	12/22/21 8:00	NA	NA	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	39773.92025	46406.57835	43090.2493	NA	NA	NA	17132.6914036	25128.7056586395	169671.476639477	348084.497947731	20407.0039518	24956.3159052694	174735.308333301	276161.771912086	23681.3165	25129.3131703632	179799.140027125	220325.253219386
A03-0205	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	11/19/21 6:00	11/19/21 14:00	NA	11/24/21	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	587	1337	962	NA	NA	NA	30558.3282704	115204.386539057	NA	NA	29678.6796842	108560.612532553	NA	NA	28799.031098	101928.833741647	NA	NA
L01-0121	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	5/8/22 9:10	5/9/22 9:10	0.429	5/11/22	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7085.075649	829	3957.0378245	11505.7440551544	1346.24699781	6425.99552648219	29759.3918758	34858.2858788685	45786.200913476	75350.5633549405	24994.9545019	33226.0692548074	39176.614385169	69319.449943025	20230.517128	32962.1479248718	32567.027856862	64367.7465544059
A03-0118	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	11/19/21 6:00	11/19/21 14:00	NA	11/24/21	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2264	378	1321	NA	NA	NA	20990.620138	50953.5234030138	NA	NA	21414.0731188	50760.6463712978	NA	NA	21837.5260996	51105.6507289197	NA	NA
M03-0016	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	3/11/22 12:00	3/12/22 12:00	0.283	3/16/22	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	905	959	932	969.50028215	1027.34891777	998.42459996	6228.7430894	14536.7975117391	11481.4317279275	23470.6383081323	5447.8238054	11519.426605976	9889.01463806482	18080.4314800464	4666.9045214	9798.27614722601	8296.59754820209	15958.5987189845
G01-0147	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	2/21/22 9:00	2/22/22 8:00	1.187	2/24/22	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	21549.85137	21549.85137	21549.85137	96829.5521520454	96829.5521520454	96829.5521520454	37751.1729926	77353.4252804415	152374.793906731	236060.157702071	30405.2235159	50035.8768412405	127016.714824558	151484.68828707	23059.2740392	23381.0519119341	101658.635742385	75888.4599668381
G01-0080	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	11/30/21 9:00	12/1/21 8:00	0.58	12/2/21	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	61838.73385	77885.89418	69862.314015	135769.277671815	171001.42475899	153385.351215402	263742.85296	703670.255465389	716303.66204223	2908435.00121474	234597.800536	607228.9141393	635838.923305926	2512308.94134078	205452.748112	511234.961175715	555374.184569622	2117457.46575735
O01-0014	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	4/15/22 7:10	4/16/22 7:10	1.2	4/20/22	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	11132.23812	17813.00113	14472.619625	50568.102602195	80915.415129016	65741.7588656055	6778.5072078	8740.62294224927	39692.5071870486	46905.1742013026	8043.3789018	11570.5963405796	46703.7585877428	62702.5025403594	9308.2505958	14526.2529063583	53715.0099884369	79104.3450146146
A02-0175	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	10/16/21 9:00	10/18/21 9:00	NA	10/18/21	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2460.750965	19692.79416	11076.7725625	NA	NA	NA	18429.882977	32804.2874661598	NA	NA	21364.3513755	32300.7617604307	NA	NA	24298.819774	33022.4030084144	NA	NA
G02-0002	higher ed dorm	upstream	Sewer Network	Campus	26868	PotomacState-01	10/9/21 9:00	10/11/21 9:00	NA	10/13/21	48-hr time-weighted composite	WVU Keyser	26726		-78.98272	39.43807	1193	Mineral	-1	Complete	discontinued	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1648	18425.88894	10036.94447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
L01-0108	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	5/9/22 9:10	5/10/22 9:10	0.325	5/11/22	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	13406.40228	13406.40228	13406.40228	16493.3370077888	16493.3370077888	16493.3370077888	27876.7776658	37228.718467816	44472.1195754984	77202.055125009	25014.0493419	33197.6839258658	39784.5988846659	68402.141612383	22151.321018	29690.3922902064	35097.0781938333	60295.7661692774
H01-0129	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	2/15/22 8:00	2/16/22 8:00	1.9	2/18/22	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	39176.91775	39176.91775	39176.91775	281771.322818052	281771.322818052	281771.322818052	24474.5761584	25987.7580777938	162990.485358821	222913.391155528	20993.6161266	24312.0838028374	134368.748822674	195545.568908683	17512.6560948	26359.2638590507	105747.012286526	198001.228888369
A03-0293	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	4/1/22 6:00	4/1/22 14:00	NA	4/4/22	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2197	112	1154.5	NA	NA	NA	1701.4	1728.49519066086	NA	NA	1476.4420035	1486.62239322248	NA	NA	1251.484007	2171.07607187227	NA	NA
C01-0048	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	11/29/21 7:00	11/30/21 7:00	5.843	12/7/21	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	200133.5728	145163.0858	172648.3293	4426584.50931047	3210738.99764001	3818661.75347524	147523.578882	105412.885403039	3184972.72866931	2256706.09519663	118786.401443	76561.5541776174	2567398.21877969	1652082.49464178	90049.224004	72083.5258561807	1949823.70889007	1590909.79178679
N03-0047	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	2/27/22 7:30	2/28/22 7:30	0.64769	3/9/22	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	31396.54085	31396.54085	31396.54085	76977.1661232443	76977.1661232443	76977.1661232443	143986.924244	268157.916341012	374847.304496451	688492.465286848	155184.81857	282158.172696906	404971.701360523	725392.670507259	166382.712896	296718.515487568	435096.098224595	763709.761685923
A01-0118	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/5/21 0:00	12/5/21 23:55	9.511	12/6/21	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	45379.52051	30247.55225	37813.53638	1633800.44296878	1089003.66749978	1361402.05523428	211382.784152	555220.308475994	6895039.06481466	18882378.5335895	209607.9595807	584989.059904911	6221735.7650127	18181088.2280933	207833.1350094	615004.462682816	5548432.46521073	17503299.920901
P01-0070	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	5/2/22 10:05	5/3/22 10:05	0.228	5/11/22	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	63576.20157	70274.04428	66925.122925	54870.9335342014	60651.6639504137	57761.2987423075	65206.439782	129959.342069442	54391.6261106642	108389.961898392	58424.5991709	111339.745643386	48894.0890763035	93029.2563443931	51642.7585598	94266.0513665611	43396.5520419427	79003.12141835
K01-0001	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	12/15/21 6:20	12/16/21 6:28	4.913	12/16/21	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	68292.4135	7183.437031	37737.9252655	1270083.1386413	133595.545727267	701839.342184285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K01-0033	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	2/9/22 6:24	2/10/22 6:19	8.149	2/16/22	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	112521.4335	105173.8724	108847.65295	3470983.10086008	3244330.6345934	3357656.86772674	271214.905666	342875.558363354	6748614.03169923	6201234.33320487	267512.786864	371290.906465488	6518048.21800787	6587727.38003567	263810.668062	403121.162949377	6287482.4043165	7234987.13945827
G01-0060	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	10/24/21 9:00	10/25/21 8:00	NA	10/27/21	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	66354.7197	50623.20918	58488.96444	NA	NA	NA	95020.133974	141517.516056958	NA	NA	89089.30913	142933.551459087	NA	NA	83158.484286	150758.657662206	NA	NA
A03-0242	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	2/16/22 6:00	2/16/22 14:00	NA	2/18/22	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2191	1783	1987	NA	NA	NA	26037.9500736	100286.642943477	NA	NA	30279.5900665	117136.940083324	NA	NA	34521.2300594	133990.273486136	NA	NA
A03-0056	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	10/27/21 6:00	10/27/21 14:00	NA	11/1/21	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	271053.0543	263975.4224	267514.23835	NA	NA	NA	84296.196858	202447.035487717	NA	NA	78483.444439	202405.559294941	NA	NA	72670.69202	202895.405006256	NA	NA
A01-0060	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	10/10/21 0:00	10/10/21 23:55	7.441	10/13/21	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	46146.76058	52746.10966	49446.43512	1299826.68712447	1485712.10885334	1392769.39798891	116927.547116	170632.214157706	3342091.64158847	4764348.96667589	92541.12626	112289.960412265	2644029.26998793	3131126.33291408	68154.705404	66114.0448235241	1945966.89838738	1863974.46710498
N03-0033	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	3/1/22 7:30	3/2/22 7:30	0.64625	3/9/22	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	113796.6295	108842.5058	111319.56765	278383.108656853	266263.730760194	272323.419708524	146640.95746	257285.625781502	397698.573171376	664622.859897514	154366.535788	275662.191288965	419712.234327072	712858.24646081	162092.114116	294281.864100731	441725.895482769	761720.562938742
A04-0055	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	4/12/22 8:00	4/13/22 8:00	0.71	4/14/22	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	57168.14563	39106.61995	48137.38279	153647.457805973	105104.5590597	129376.008432837	43487.102487	56449.5025785323	143826.331296652	159429.933696397	37728.8478775	44236.3222465456	128719.028854114	141006.180469378	31970.593268	44308.063696039	113611.726411575	159012.263629202
C01-0044	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	11/23/21 7:00	11/24/21 7:00	5.856	11/30/21	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	151742.9388	45055.40662	98399.17271	3363740.49751079	998759.461745113	2181249.97962795	142919.914756	69480.7720491786	3271142.99237965	1596198.99949579	110268.617974	73824.1548318411	2528983.45759567	1736920.54750186	77617.321192	89071.688979967	1786823.92281169	2093811.82753356
K01-0057	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	3/29/22 6:26	3/30/22 6:23	5.409	4/6/22	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8434.364442	5622.721352	7028.542897	172695.996260434	115126.809169299	143911.402714867	21421.5321024	19714.7763604033	520824.064542945	589363.877647802	15375.2745129	14902.6594715603	377973.204936592	477338.948240556	9329.0169234	13036.9664101213	235122.34533024	406413.472971115
A03-0029	k12	upstream	Sewer Network	K-12 School	105612	UniversityHS-01	9/17/21 6:00	9/17/21 14:00	NA	9/21/21	8-hr time-weighted composite	University High	26508		-79.92615	39.68782	1310	Monongalia	-1	Complete	inactive	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	870	680	775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
H01-0175	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	4/2/22 8:00	4/3/22 8:00	1.9	4/8/22	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	176	77	126.5	1265.841104	553.805483	909.8232935	10856.2973678	22971.277311773	82236.8785905056	178702.453048955	12858.8707332	26467.3213722361	95300.4007840451	210158.896603023	14861.4440986	30216.5392709051	108363.922977585	243363.312053791
A0245	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/15/20 0:00	11/15/20 23:59	6.499	11/16/20	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	24528	14712	19620	603422.63858352	361935.49652808	482679.0675558	370009.44	1210756.76046009	9782915.48768697	31567619.5285654	312300.84	971225.253978318	8295096.37791263	25296085.6162632	254592.24	732349.825635588	6807277.2681383	19054742.8718134
A02-0203	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	10/30/21 9:00	11/1/21 9:00	NA	11/1/21	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2501	7231.355235	4866.1776175	NA	NA	NA	2945.462972	4111.72489084576	NA	NA	6525.5172985	10985.3252892315	NA	NA	10105.571625	18863.3227463689	NA	NA
A0216	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	1/10/21 0:00	1/10/21 23:59	7.624	1/15/21	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	161664	173496	167580	4665617.51755776	5007088.63337664	4836353.0754672	86961.6	105433.268730519	3075689.37222629	3136588.51091046	83232	106414.381961626	2913448.1289971	2989400.53915966	79502.4	109906.79632355	2751206.88576792	2972053.37218254
E02-0092	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	1/20/22 8:00	1/21/22 8:00	0.404	1/28/22	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1038771.722	670138.2351	854454.97855	1588599.45312711	1024846.18251808	1306722.81782259	660575.31034	843397.168396318	897801.337737084	1678015.40566318	530220.34102	643539.158909132	723099.758857263	1310009.82860408	399865.3717	465794.581889167	548398.179977442	952403.880710675
A01-0143	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	1/3/22 0:00	1/4/22 0:00	12	1/10/22	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	49742.36213	57400.28165	53571.32189	2259542.82036628	2607403.20192872	2433473.0111475	48634.1310544	95852.6960583311	2443464.98712088	4799122.12217693	52643.0688982	106121.046369781	2644090.16146727	5321818.54354732	56652.006742	116421.956853446	2844715.33581366	5846683.3729209
C01-0104	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	1/11/22 7:00	1/12/22 7:00	11.261	1/19/22	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	326966.7757	324498.8233	325732.7995	13937776.888355	13832574.2424634	13885175.5654092	133331.817792	235405.414699733	6233075.30478248	9759404.6969794	119799.1269643	245114.117694247	5507270.98257273	10364328.4116054	106266.4361366	255400.890237365	4781466.66036298	10985059.7397534
A1054	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	5/23/21 0:00	5/23/21 23:55	6.439	5/28/21	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	387	3776.25	2081.625	9432.83668113	92043.2804059875	50738.0585435587	1668.45	3091.53907518223	44470.7602811455	80104.7676821174	2808.975	3136.95844778867	75119.551332114	85255.2945314699	3949.5	4437.60929147251	105768.342383082	123688.590937878
N03-0061	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	4/24/22 7:30	4/25/22 7:30	0.44411	4/27/22	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	12289.93909	21509.75917	16899.84913	20661.0889692369	36160.8828704317	28410.9859198343	3989.2643912	8805.93607753258	8554.43937614122	13913.5676306833	4564.1081126	12730.3006675075	9077.84565702196	20153.0805181762	5138.951834	16878.9794959291	9601.2519379027	27478.043559455
A02-0367	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	2/21/22 9:00	2/23/22 9:00	NA	2/23/22	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8691.479797	500	4595.7398985	NA	NA	NA	32554.5496174	45297.0075377884	NA	NA	28011.0213617	46675.1523450556	NA	NA	23467.493106	49526.3435573726	NA	NA
B01-0032	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	12/12/21 7:00	12/13/21 7:00	7.114	12/15/21	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7030.995442	10546.93563	8788.965536	189340.536044704	284022.719440868	236681.627742786	9693.0531298	14873.9494727793	250300.17566016	359520.699894126	10322.5668448	16338.5556712514	273827.163728432	448924.215149543	10952.0805598	25781.2406842246	297354.151796704	716635.635173495
