Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci
A02-0154	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	08/10/2021 09:00 AM	08/11/2021 09:00 AM	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2598	1427.22571	2012.612855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A1050	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	05/17/2021 12:00 AM	05/17/2021 11:55 PM	7.923	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2289	362	1325.5	68651.23805127	10857.03284166	39754.135446465	3140.2	3490.65343185396	114921.918580094	133610.927194707	2834.1	4166.25107354104	105560.109439499	161652.850001296	2528	5385.88238648657	96198.300298904	210483.859805571
E02-0003	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	11/04/2021 08:00 AM	11/05/2021 08:00 AM	NA	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1700	1700	1700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K01-0016	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	12/27/2021 06:30 AM	12/28/2021 06:30 AM	5.826	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	25321.05211	25321.05211	25321.05211	558425.385093308	558425.385093308	558425.385093308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
H01-0184	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	04/10/2022 08:00 AM	04/11/2022 08:00 AM	2.6	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1772	2691.22313708067	2231.61156854033	17440.140952	26487.195735875	21963.6683439375	1395.3179462105	2394.28579736508	17322.6282018294	32067.2890235443	1642.34025991857	1850.1596370572	19590.8762163169	25790.83299677	1889.36257362664	1819.16697876824	21859.1242308044	23662.8649596916
M03-0012	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	03/08/2022 11:00 AM	03/09/2022 11:00 AM	0.758	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1914	606	1260	5491.91825292	1738.82051268	3615.3693828	88029.560316	183854.496486315	72533.8804673916	136141.568284372	82705.380179	156957.013705401	67661.4127532123	116494.205348141	77381.200042	135100.469758681	62788.9450390331	101326.335930294
A01-0172	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	02/07/2022 12:00 AM	02/08/2022 12:00 AM	11.9	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	181249.9881	157434.7794	169342.38375	8164655.65769809	7091866.74063379	7628261.19916594	414574.88386	525151.439580591	14900149.5747903	14993120.800248	415284.29489	529451.927140305	14879710.9430721	15148315.2507656	415993.70592	534472.489772987	14859272.3113539	15336985.8172663
A03-0175	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	01/14/2022 06:00 AM	01/14/2022 02:00 PM	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2416	7408.614093	4912.3070465	NA	NA	NA	1114	1642.54563914042	NA	NA	4165.2359743	7838.50653971759	NA	NA	7216.4719486	16216.5342892211	NA	NA
A01-0060	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	10/10/2021 12:00 AM	10/10/2021 11:55 PM	7.441	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	46146.76058	52746.10966	49446.43512	1299826.68712447	1485712.10885334	1392769.39798891	116927.547116	170632.214157706	3342091.64158847	4764348.96667589	92541.12626	112289.960412265	2644029.26998793	3131126.33291408	68154.705404	66114.0448235241	1945966.89838738	1863974.46710498
A02-0395	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	03/12/2022 09:00 AM	03/14/2022 09:00 AM	NA	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1563	1996	1779.5	NA	NA	NA	5407.4827864	9728.15208173882	NA	NA	4282.3289576	4086.02931436304	NA	NA	3157.1751288	5143.46747158982	NA	NA
M03-0001	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	03/07/2022 11:00 AM	03/08/2022 11:00 AM	0.429	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	19621.61176	13080.05456	16350.83316	31864.3376647689	21241.235443415	26552.7865540919	96774.313526	169452.767322286	79831.5188975975	123650.33263899	89298.423987	144290.567070346	73234.784115994	105219.478323237	81822.534448	125281.75220026	66638.0493343905	92335.582431038
B01-0093	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	02/22/2022 07:00 AM	02/23/2022 07:00 AM	6.57	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	91200.04043	101942.5097	96571.275065	2268158.11093991	2535324.86537764	2401741.48815878	127238.029454	143902.995880456	4005850.9947493	4481963.14306918	116190.330664	164062.792618141	3569746.64735492	4883093.19820251	105142.631874	189396.278211438	3133642.29996054	5598354.94421158
A03-0127	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	01/21/2022 06:00 AM	01/21/2022 02:00 PM	NA	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2130	911	1520.5	NA	NA	NA	29438.663376	69365.5696730791	NA	NA	37876.915669	83593.7729979106	NA	NA	46315.167962	99000.1828504757	NA	NA
A03-0326	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	04/22/2022 06:00 AM	04/22/2022 12:47 PM	NA	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	192	2250	1221	NA	NA	NA	1384.2	1896.06667885195	NA	NA	1742.6	1297.8241397335	NA	NA	2101	1564.85835444321	NA	NA
A1080	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	06/28/2021 12:00 AM	06/28/2021 11:55 PM	7.451	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1510	2376	1943	42589.6857641	67015.29362616	54802.48969513	2388.9	2474.22767223406	81534.818527005	69326.6375641264	2637.65	943.816328022125	98723.858470606	81499.059996896	2886.4	2966.15489006833	115912.898414207	165874.76955285
N03-0068	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	04/18/2022 07:30 AM	04/19/2022 07:30 AM	0.84589	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1924	132	1028	6160.7258544676	422.6693413668	3291.6975979172	9646.9903425455	32035.9932567792	15380.9610098098	45302.7265887117	10498.2493644103	35419.1045927535	16328.1849022241	50497.209919914	11349.5083862751	38889.762592915	17275.4087946385	56007.5942406993
G01-0123	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	04/08/2022 09:00 AM	04/09/2022 08:00 AM	2.06	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	121	8552.54843831063	4336.77421915532	943.5512966	66692.2989107628	33817.9251036814	6129.28405417203	10653.4425961772	30149.9150241702	48549.0495579903	7294.63932576626	4693.62877751437	37694.7832273991	20465.2231691663	8459.99459736049	4528.31397100476	45239.651430628	29565.28564887
E01-0093	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	04/12/2022 09:00 AM	04/13/2022 09:00 AM	2.526	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	52491.4164841173	57744.1772818565	55117.7968829869	501920.072037558	552146.685350518	527033.378694038	34786.9779645114	57201.4250765156	371431.670335282	565986.640339087	32047.8984653189	55027.9923938129	331099.520813155	493919.770415486	29308.8189661264	55376.0748961711	290767.371291028	479532.358372308
A01-0164	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	01/29/2022 12:00 AM	01/30/2022 12:00 AM	8.3	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	552323.1608	576372.3528	564347.7568	17353387.8138286	18108987.044505	17731187.4291668	3200557.00692	7542240.10784639	110138449.430762	249721761.300873	3166773.58728	7530892.77395414	108862603.467199	249300154.377821	3132990.16764	7520140.87463832	107586757.503636	248909166.608308
A02-0173	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	10/13/2021 10:28 AM	10/15/2021 10:15 AM	NA	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	15503.87613	9301.172569	12402.5243495	NA	NA	NA	18395.7097562	44081.7211310212	NA	NA	17854.1846642	37876.4842952225	NA	NA	17312.6595722	34186.2891092755	NA	NA
N03-0003	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	04/05/2022 08:00 AM	04/06/2022 08:00 AM	0.64422	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	31277.4363532662	21891.7552381754	26584.5957957208	76274.3082453113	53386.0406015383	64830.1744234248	24631.8376839459	41990.1619198631	46060.2609411034	72019.8945437772	23848.7416488267	44202.1317089318	44021.9186885546	72145.5843937598	23065.6456137076	47319.3578264697	41983.5764360058	74724.1938749629
H01-0084	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	12/07/2021 08:00 AM	12/08/2021 08:00 AM	1.6	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	14705.02267	7351.866346	11028.444508	89063.2637843915	44527.725415699	66795.4946000452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D01-0060	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	03/09/2022 07:40 AM	03/10/2022 07:40 AM	1.25	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	39872.8162050248	21744.1056668758	30808.4609359503	188668.696488329	102887.94379056	145778.320139445	107217.767677073	136887.057352298	509106.635975675	641707.703725039	82255.493197702	100420.429436389	390859.250527909	474479.092112149	57293.2187183313	93914.4691591335	272611.865080143	448201.057807631
A1022	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	04/05/2021 12:00 PM	04/05/2021 11:55 AM	8.768	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	105540	112140	108840	3502922.7188352	3721979.8530432	3612451.2859392	36408	75588.5178773402	1261946.81803758	2479937.001434	34701	77288.3917984915	1202388.63826584	2517485.32257777	32994	81590.0773038334	1142830.4584941	2662311.80311079
E02-0113	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	04/22/2022 08:00 AM	04/23/2022 08:00 AM	0.122	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	350	5798.52900467811	3074.26450233906	161.637007	2677.87678091102	1419.75689395551	3292.19928413033	3820.84851955421	2068.05223649779	2768.30919037481	3384.75224138721	1097.00430128725	2018.82418028046	1292.71460237052	3477.3051986441	4160.14951395363	1969.59612406313	2596.93671410253
A04-0054	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	04/11/2022 08:00 AM	04/12/2022 08:00 AM	0.758	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	77012.5588774681	21549.2568165064	49280.9078469872	220975.27575927	61832.1613622948	141403.718560783	89295.5427244305	209961.825974123	237257.173860358	425705.322778258	83292.5865668803	202934.707934313	222555.776826356	411972.697744395	77289.6304093301	198828.266471055	207854.379792354	411215.045041286
N03-0070	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	05/08/2022 07:30 AM	05/09/2022 07:30 AM	0.70997	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1624	2899.96629115194	2261.98314557597	4364.5447212248	7793.73926587257	6079.14199354869	1230.06442307532	2060.7067388201	2460.09636993488	4412.23191123055	1774.76105219051	1617.21953119617	3509.6221983947	4416.6542801453	2319.45768130571	1379.36147441916	4559.14802685452	5016.93726060197
G01-0114	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	04/24/2022 09:00 AM	04/25/2022 08:00 AM	1.08	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	12179.2273968458	6089.17149715125	9134.19944699853	49791.6387147176	24894.0115311938	37342.8251229557	9194.86983306706	9653.95289080974	44224.4583797947	36129.2713897761	8051.85370612889	8018.94359944476	39271.8676961707	30288.6590132148	6908.83757919073	6789.78640121982	34319.2770125466	26699.8655004555
A03-0190	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	03/04/2022 06:00 AM	03/04/2022 01:30 PM	NA	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	66605.91625	66605.91625	66605.91625	NA	NA	NA	14946.627366	53189.2667268183	NA	NA	15038.9659335	53123.7534150663	NA	NA	15131.304501	53093.9337655872	NA	NA
R01-0012	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	05/08/2022 09:00 AM	05/09/2022 08:30 AM	NA	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	221	2437	1329	NA	NA	NA	1251.6	1939.60420942801	830.20097956	1304.95197863626	1923.61872432381	1051.43570757018	1203.37192687277	1370.06056484111	2595.63744864762	1465.01677889388	1576.54287418553	1794.66524582819
G01-0115	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	04/29/2022 09:00 AM	04/30/2022 08:00 AM	0.88	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8904.45040538907	8904.45040538907	8904.45040538907	29662.1561359762	29662.1561359762	29662.1561359762	10939.9693908691	11864.2201485941	45034.4499084297	51293.3371778962	8615.64109206944	7038.28591995886	35422.3969409758	32366.1160826637	6291.31279326975	6243.1259281125	25810.3439735219	28149.214240663
H01-0135	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	02/20/2022 08:00 AM	02/21/2022 08:00 AM	2.5	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5881.939949	8823.220208	7352.5800785	55663.8857558602	83498.7650189132	69581.3253873867	22281.1500578	48461.9319385208	220615.143544923	485682.756162565	24363.3516137	54816.9700098248	231334.565856654	489143.70366924	26445.5531696	62891.8232050513	242053.988168384	511453.028936025
S01-0045	not institution specific	wwtp	WWTP	WWTP	21939	FollansbeeWWTP-01	03/22/2022 06:00 AM	03/23/2022 06:00 AM	0.657	24-hr time-weighted composite	Follansbee	26037		-80.59829	40.3258	6468	Brooke	1.6	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6164.40145298838	15412.7039574087	10788.5527051985	15330.954996031	38331.6162226313	26831.2856093311	10793.7967982143	11687.2068696624	31215.3043659662	37667.4289439394	8604.24021170438	6687.76612279592	24638.4105022469	20781.422298892	6414.68362519444	11092.9059447966	18061.5166385276	28088.9875710867
N03-0042	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	03/04/2022 07:30 AM	03/05/2022 07:30 AM	0.58123	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	69322.21055	77995.55585	73658.8832	152522.301618601	171605.342643882	162063.822131242	94971.98225	55470.509059636	234532.564591256	190433.584248914	96924.337064	59708.9470348719	239917.509169517	205278.526901917	98876.691878	64825.4369395242	245302.453747778	221542.945737165
H01-0097	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	12/19/2021 08:00 AM	12/20/2021 08:00 AM	NA	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	19471.20387	22253.54277	20862.37332	NA	NA	NA	14388.7457716	12159.2744676183	169671.476639477	348084.497947731	15653.9455608	9663.25252923509	174735.308333301	276161.771912086	16919.14535	9369.32932067727	179799.140027125	220325.253219386
A01-0008	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	08/17/2021 12:00 AM	08/17/2021 11:55 PM	11.614	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	43739.43877	61256.66499	52498.05188	1922949.82733121	2693072.81204071	2308011.31968596	81893.83287	147307.718427879	2937293.4102322	5303669.17268091	84449.292519	161236.781780456	3040997.38666314	5818065.10780767	87004.752168	175805.827905312	3144701.36309408	6359845.09024449
J01-0017	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	03/29/2022 07:30 AM	03/30/2022 07:30 AM	0.122	24-hr time-weighted composite	Alpine Lake	26764	NA	-79.50179	39.45709	700	Preston	0.15	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1894	657	1275.5	874.68711788	303.41575314	589.05143551	4972.27671084106	6067.69279421114	2571.03277009225	3298.80051496566	4282.47193630189	6060.65421697049	2233.97520962576	3337.58591251281	3592.66716176272	6268.32673545737	1896.91764915927	3469.7166124374
B01-0111	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	03/29/2022 07:00 AM	03/30/2022 07:00 AM	8.35	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7853.79239358006	15709.0573757887	11781.4248846844	248244.032609259	496534.611055384	372389.321832321	6721.49797528981	1518.80110856013	227713.03974143	93393.0595823559	5913.33972907066	6133.28302062127	229219.019387666	221263.38708052	5105.18148285151	11036.9691141998	230724.999033902	368234.16317588
K01-0035	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	02/07/2022 06:25 AM	02/08/2022 06:23 AM	9.554	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	223994.5284	144214.8024	184104.6654	8100942.91452965	5215644.73033161	6658293.82243063	490384.16772	334519.320179835	11156513.7150307	5629064.43747618	482290.36197	340722.363849956	10856702.2997423	5706638.95264149	474196.55622	355798.659134699	10556890.8844539	6179893.66567553
M03-0045	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	03/18/2022 11:00 AM	03/19/2022 11:00 AM	0.228	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	20320.8545967937	23708.6238339543	22014.739215374	17538.3906934287	20462.2844783819	19000.3375859053	12556.6952604815	23966.7128572781	14619.01566628	31215.6105433416	12199.2781327114	22923.6360418357	13994.3039031582	28838.1428402441	11841.8610049412	22287.0051600751	13369.5921400363	26761.0323463576
A01-0238	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	04/26/2022 12:00 AM	04/27/2022 12:00 AM	10.8	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	72303.2310605048	84365.9126758574	78334.5718681811	2955931.63799845	3449083.35062503	3202507.49431174	68691.8525844812	13656.8015126544	2822107.24528765	1392885.66266992	64092.5351008773	19822.8480630391	2646008.3648479	1508043.15865215	59493.2176172733	29406.0340492234	2469909.48440814	1730370.02672677
A03-0314	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	04/18/2022 06:00 AM	04/18/2022 02:00 PM	NA	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2718	2770	2744	NA	NA	NA	1894	1740.99637548801	NA	NA	1949.7	999.586738251459	NA	NA	2005.4	1440.60306213401	NA	NA
A02-0155 b	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	08/10/2021 09:00 AM	08/11/2021 09:00 AM	11.84	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5016	10056	7536	224813.3800704	450702.4222464	337757.9011584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C01-0162	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	04/26/2022 07:00 AM	05/27/2022 07:00 AM	7.893	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	21888.8971209526	30100.1829653978	25994.5400431752	654001.746249584	899340.524697274	776671.135473429	333409.149287268	1279647.19069042	12577316.6101866	48705455.7291834	368670.459763147	1421698.20092758	13907680.8482532	54111290.8765046	403931.770239025	1563766.17864369	15238045.0863198	59517704.7193958
N02-0062	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	04/20/2022 07:00 AM	04/21/2022 07:00 AM	NA	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2761.07687037438	5522.33529277146	4141.70608157292	NA	NA	NA	8389.13977984339	14480.7057816091	362364.742410377	625713.6658879	9255.28442719951	11398.9242388203	385131.777341727	488016.655338586	10121.4290745556	9383.31145618029	407898.812273077	361764.91797859
A01-0084	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/08/2021 12:00 AM	11/08/2021 11:55 PM	6.987	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	86062.5	77562.5	81812.5	2276237.77284938	2051424.16565438	2163830.96925188	85637.5	70280.1316311459	2314135.77414185	1886820.28875805	79900	55402.7779329471	2160662.27824908	1491134.95930473	74162.5	40844.911513781	2007188.7823563	1108133.04032243
G01-0013	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	12/14/2021 09:00 AM	12/15/2021 08:00 AM	0.558	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	112765.9066	101750.9946	107258.4506	238190.77630051	214924.431717583	226557.604009046	104799.528714	76779.4858052205	241788.30727863	203891.302123031	81858.284079	53184.572797671	188091.582805816	138167.905583764	58917.039444	56510.3445531532	134394.858333001	127537.018239094
H01-0115	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	01/30/2022 08:00 AM	01/31/2022 08:00 AM	1.7	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	163938.852	200771.9225	182355.38725	1054978.80857384	1292006.87335623	1173492.84096504	521927.91902	462393.075628662	3700296.51209439	3252122.53310453	534091.82131	456883.877975682	3543158.84647522	3004671.18291395	546255.7236	453158.086489104	3386021.18085605	3155399.77466745
